,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url
277,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2024-01-30 15:36:10.000000,2023-10-04 07:40:23,3656.0,,446.0,100.0,1044.0,224.0,368.0,3521.0,Plotting library for IPython/Jupyter notebooks.,64.0,29,True,2023-08-04 08:28:46,0.12.41,63.0,bqplot,conda-forge/bqplot,,,['jupyter'],53.0,53.0,https://pypi.org/project/bqplot,123198.0,154226.0,https://anaconda.org/conda-forge/bqplot,2023-11-06 09:55:37.480,1254179.0,,,,,3.0,,,,bqplot,https://www.npmjs.com/package/bqplot,3158.0,,,,,,
278,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2023-11-21 21:16:03.000000,2023-11-21 21:15:59,435.0,1.0,579.0,78.0,227.0,75.0,405.0,3365.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,29,True,2023-09-29 21:06:57,0.7.2,17.0,implicit,conda-forge/implicit,,,,1231.0,1231.0,https://pypi.org/project/implicit,165829.0,179590.0,https://anaconda.org/conda-forge/implicit,2023-11-21 19:59:55.425,563147.0,,,,,2.0,670.0,,,,,,,,,,,
279,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2024-01-23 15:06:30.000000,2024-01-23 15:06:29,446.0,9.0,511.0,112.0,86.0,17.0,100.0,3350.0,Module for automatic summarization of text documents and HTML pages.,30.0,29,True,2022-10-23 16:40:03,0.11.0,15.0,sumy,conda-forge/sumy,,,,2456.0,2456.0,https://pypi.org/project/sumy,65446.0,65676.0,https://anaconda.org/conda-forge/sumy,2023-06-16 19:26:28.563,7362.0,,,,,3.0,,,,,,,,,,,,
280,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2023-07-08 17:08:15.000000,2022-04-29 04:19:24,1698.0,,361.0,47.0,1084.0,,353.0,3199.0,Accelerated deep learning R&D.,104.0,29,False,2022-04-29 04:45:11,22.04,41.0,catalyst,,,,['pytorch'],1059.0,1059.0,https://pypi.org/project/catalyst,120846.0,120846.0,,,,,,,,2.0,,,,,,,,,,,,
281,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2024-01-05 06:03:44.000000,2024-01-02 20:16:48,4161.0,35.0,357.0,81.0,63.0,144.0,189.0,3105.0,a library for audio and music analysis.,25.0,29,True,2019-02-27 09:00:43,0.4.9,8.0,aubio,conda-forge/aubio,,,,435.0,435.0,https://pypi.org/project/aubio,6145.0,13812.0,https://anaconda.org/conda-forge/aubio,2023-06-16 13:24:40.255,636432.0,,,,,3.0,,,,,,,,,,,,
282,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2024-01-20 21:16:47.000000,2024-01-20 14:36:02,469.0,6.0,706.0,119.0,119.0,57.0,369.0,2900.0,"Hidden Markov Models in Python, with scikit-learn like API.",46.0,29,True,,,10.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],2260.0,2260.0,https://pypi.org/project/hmmlearn,267707.0,272708.0,https://anaconda.org/conda-forge/hmmlearn,2023-10-07 20:19:04.855,205050.0,,,,,3.0,,,,,,,,,,,,
283,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2024-01-31 12:01:34.000000,2024-01-30 11:23:03,1150.0,19.0,375.0,45.0,69.0,141.0,464.0,2879.0,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",26.0,29,True,2024-01-08 09:09:11,1.1.2,56.0,mljar-supervised,conda-forge/mljar-supervised,,,,100.0,100.0,https://pypi.org/project/mljar-supervised,5089.0,5480.0,https://anaconda.org/conda-forge/mljar-supervised,2024-01-08 10:33:13.792,12537.0,,,,,3.0,,,,,,,,,,,,
284,Determined,determined-ai/determined,ml-frameworks,,https://github.com/determined-ai/determined,https://github.com/determined-ai/determined,Apache-2.0,2020-04-07 16:12:29.000,2024-02-01 17:56:18.000000,2024-02-01 15:50:54,7249.0,388.0,333.0,76.0,8417.0,36.0,319.0,2727.0,"Determined is an open-source machine learning platform that simplifies distributed training, hyperparameter tuning,..",110.0,29,True,2024-01-24 23:32:42,0.27.1,100.0,determined,,,https://docs.determined.ai,"['pytorch', 'tensorflow']",,,https://pypi.org/project/determined,23773.0,23950.0,,,,,,,,3.0,7979.0,,,,,,,,,,,
285,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2023-12-18 14:37:02.000000,2023-11-11 12:54:41,2661.0,8.0,347.0,36.0,510.0,49.0,213.0,2659.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",61.0,29,True,2023-09-11 23:06:00,0.3.9,15.0,textattack,conda-forge/textattack,,,,231.0,231.0,https://pypi.org/project/textattack,6156.0,6328.0,https://anaconda.org/conda-forge/textattack,2023-06-16 19:22:50.186,7055.0,,,,,3.0,,,,,,,,,,,,
286,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2024-01-29 09:07:41.000000,2024-01-29 09:06:23,1532.0,48.0,308.0,39.0,317.0,37.0,147.0,2571.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,36.0,29,True,2023-12-08 10:22:58,2.4.1,31.0,shapash,,,,['jupyter'],138.0,138.0,https://pypi.org/project/shapash,6143.0,6143.0,,,,,,,,2.0,,,,,,,,,,,,
287,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2024-02-01 17:16:53.000000,2024-02-01 08:18:37,5513.0,140.0,677.0,88.0,5719.0,33.0,849.0,2052.0,TFX is an end-to-end platform for deploying production ML pipelines.,182.0,29,True,2023-09-06 18:31:57,1.14.0,91.0,tfx,,,,['tensorflow'],,,https://pypi.org/project/tfx,48723.0,48723.0,,,,,,,,3.0,,,,,,,,,,,,
288,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2024-02-01 06:22:08.000000,2023-12-27 07:53:06,1445.0,88.0,198.0,49.0,242.0,143.0,154.0,1992.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",40.0,29,True,2020-08-31 21:05:46,0.11.8,5.0,graphistry,,,,['jupyter'],108.0,108.0,https://pypi.org/project/graphistry,3642.0,3642.0,,,,,,,,2.0,,,,,,,,,,,,
289,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2023-10-09 11:45:47.000000,2023-10-09 11:43:56,191.0,,250.0,57.0,69.0,49.0,219.0,1902.0,A Python wrapper for the tesseract-ocr API.,29.0,29,True,2023-10-09 13:37:06,2.6.2,16.0,tesserocr,conda-forge/tesserocr,,,,934.0,934.0,https://pypi.org/project/tesserocr,49444.0,51945.0,https://anaconda.org/conda-forge/tesserocr,2023-06-16 16:18:15.161,130092.0,,,,,2.0,85.0,,,,,,,,,,,
290,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2024-01-29 11:09:58.000000,2024-01-04 11:41:58,2445.0,5.0,419.0,76.0,1259.0,121.0,682.0,1784.0,Gaussian processes in TensorFlow.,84.0,29,True,2023-08-09 08:36:14,2.9.0,48.0,gpflow,conda-forge/gpflow,,,['tensorflow'],613.0,613.0,https://pypi.org/project/gpflow,44585.0,44944.0,https://anaconda.org/conda-forge/gpflow,2023-06-16 16:08:37.785,24809.0,,,,,3.0,,,,,,,,,,,,
291,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2023-12-14 19:31:09.000000,2023-12-14 19:31:09,279.0,2.0,346.0,53.0,77.0,76.0,109.0,1758.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,41.0,29,True,2023-04-23 23:49:39,3.4.1,7.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],5686.0,5686.0,https://pypi.org/project/pyldavis,182486.0,183628.0,https://anaconda.org/conda-forge/pyldavis,2023-06-16 16:08:55.034,77696.0,,,,,2.0,,,,,,,,,,,,
292,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2024-02-01 17:43:21.000000,2024-01-31 21:14:04,707.0,10.0,300.0,43.0,359.0,62.0,204.0,1547.0,Training PyTorch models with differential privacy.,74.0,29,True,2023-03-24 15:59:54,1.4.0,20.0,opacus,conda-forge/opacus,,,['pytorch'],723.0,723.0,https://pypi.org/project/opacus,56158.0,56671.0,https://anaconda.org/conda-forge/opacus,2023-06-18 08:40:32.992,12782.0,,,,,2.0,106.0,,,,,,,,,,,
293,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2023-09-26 23:11:11.000000,2023-09-26 23:11:11,163.0,,173.0,34.0,72.0,18.0,52.0,1420.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,8.0,29,True,2023-09-26 22:07:23,0.2.6,5.0,torchsde,conda-forge/torchsde,,,['pytorch'],2287.0,2287.0,https://pypi.org/project/torchsde,1584050.0,1584569.0,https://anaconda.org/conda-forge/torchsde,2023-06-16 19:24:16.458,19224.0,,,,,2.0,,,,,,,,,,,,
294,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2024-01-17 21:03:09.000000,2024-01-17 21:03:09,532.0,6.0,406.0,52.0,39.0,16.0,139.0,1200.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,29,True,2022-09-06 19:52:23,0.12.2,11.0,kmodes,conda-forge/kmodes,,,,2407.0,2407.0,https://pypi.org/project/kmodes,272179.0,273039.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,39565.0,,,,,2.0,,,,,,,,,,,,
295,Aesara,aesara-devs/aesara,ml-frameworks,,https://github.com/aesara-devs/aesara,https://github.com/aesara-devs/aesara,,2019-11-12 14:02:08.000,2023-12-15 03:53:42.000000,2023-10-25 14:19:09,30108.0,,156.0,20.0,747.0,283.0,408.0,1140.0,"Aesara is a Python library for defining, optimizing, and efficiently evaluating mathematical expressions involving..",594.0,29,True,2023-10-25 14:19:59,rel-2.9.3,85.0,aesara,conda-forge/aesara,,,,581.0,581.0,https://pypi.org/project/aesara,45813.0,72619.0,https://anaconda.org/conda-forge/aesara,2023-10-25 16:56:57.335,965037.0,,,,,3.0,,,,,,,,,,,,
296,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2024-01-24 06:11:24.000000,2024-01-24 06:11:23,1332.0,45.0,123.0,25.0,454.0,11.0,129.0,783.0,A Comparative Framework for Multimodal Recommender Systems.,18.0,29,True,2023-12-12 07:49:26,1.18.0,49.0,cornac,conda-forge/cornac,,,,197.0,197.0,https://pypi.org/project/cornac,101677.0,109551.0,https://anaconda.org/conda-forge/cornac,2023-12-12 18:26:56.153,346460.0,,,,,2.0,,,,,,,,,,,,
297,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2024-01-31 16:25:23.000000,2024-01-31 11:03:23,801.0,14.0,71.0,25.0,368.0,99.0,231.0,551.0,"Simple, concise geographical visualization in Python.",30.0,29,True,2023-11-01 18:39:43,1.11.0,31.0,geoviews,conda-forge/geoviews,,,,866.0,866.0,https://pypi.org/project/geoviews,7768.0,12870.0,https://anaconda.org/conda-forge/geoviews,2023-11-02 09:01:15.038,209192.0,,,,,3.0,,,,,,,,,,,,
298,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2023-12-23 16:11:47.000000,2023-12-23 16:11:39,302.0,2.0,2640.0,138.0,44.0,110.0,131.0,16841.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",20.0,28,True,2023-12-23 16:11:47,1.6.5,100.0,vit-pytorch,,,,['pytorch'],396.0,396.0,https://pypi.org/project/vit-pytorch,28225.0,28225.0,,,,,,,,3.0,,,,,,,,,,,,
299,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2024-01-31 22:31:36.000000,2023-04-19 14:13:08,2404.0,,3356.0,603.0,221.0,,,12446.0,Python Backtesting library for trading strategies.,56.0,28,True,,,,backtrader,,,,,1892.0,1892.0,https://pypi.org/project/backtrader,13900.0,13900.0,,,,,,,,2.0,,,,,,,,,,,,
300,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2024-02-01 11:32:08.000000,2023-12-28 07:35:14,2224.0,1.0,2746.0,192.0,3604.0,1337.0,3854.0,11766.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",159.0,28,True,2023-10-19 03:47:18,2.7.0,9.0,paddledet,,,,['paddle'],,,https://pypi.org/project/paddledet,607.0,607.0,,,,,,,,3.0,,,,,,,,,,,,
301,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2024-01-31 06:55:49.000000,2024-01-31 06:55:46,2885.0,22.0,2078.0,196.0,409.0,193.0,471.0,8726.0,FinRL: Financial Reinforcement Learning.,109.0,28,True,2022-06-26 01:52:35,0.3.6,1.0,finrl,,,,,29.0,29.0,https://pypi.org/project/finrl,1062.0,1062.0,,,,,,,,2.0,,,,,,,,,,,,
302,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,277.0,,875.0,268.0,98.0,78.0,81.0,7289.0,Visualizations for machine learning datasets.,31.0,28,True,2019-07-01 16:35:20,1.0.0,4.0,facets-overview,,,,['jupyter'],213.0,213.0,https://pypi.org/project/facets-overview,234559.0,234559.0,,,,,,,,3.0,,,,,,,,,,,,
303,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2024-01-31 00:24:06.000000,2024-01-31 00:24:06,2091.0,131.0,804.0,100.0,2335.0,288.0,888.0,6791.0,"AutoGluon: AutoML for Image, Text, Time Series, and Tabular Data.",114.0,28,True,2023-11-30 05:56:34,1.0.0,30.0,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",2.0,2.0,https://pypi.org/project/autogluon,51377.0,51497.0,,,,https://hub.docker.com/r/autogluon/autogluon,2023-07-26 19:13:58.158186,17.0,6621.0,3.0,,,,,,,,,,,,
304,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2024-02-01 11:11:06.000000,2024-01-08 21:37:22,1766.0,12.0,726.0,130.0,268.0,423.0,328.0,6755.0,Uniform Manifold Approximation and Projection.,128.0,28,True,2023-11-18 01:10:29,release-0.5.5,28.0,umap-learn,conda-forge/umap-learn,,,,1.0,1.0,https://pypi.org/project/umap-learn,869477.0,921490.0,https://anaconda.org/conda-forge/umap-learn,2023-11-18 18:17:04.167,2288587.0,,,,,3.0,,,,,,,,,,,,
305,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2023-10-24 07:07:43.000000,2023-08-16 23:55:56,220.0,,1294.0,175.0,46.0,70.0,236.0,6701.0,2D and 3D Face alignment library build using pytorch.,26.0,28,True,2023-08-17 14:37:33,1.4.1,13.0,face-alignment,,,,['pytorch'],21.0,21.0,https://pypi.org/project/face-alignment,63500.0,63500.0,,,,,,,,3.0,,,,,,,,,,,,
306,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2024-01-29 12:29:20.000000,2023-12-27 20:40:01,3261.0,6.0,883.0,138.0,639.0,56.0,1104.0,6470.0,Python library for audio and music analysis.,119.0,28,True,2023-08-16 13:51:30,0.10.1,41.0,librosa,conda-forge/librosa,,,,,,https://pypi.org/project/librosa,2140471.0,2157131.0,https://anaconda.org/conda-forge/librosa,2023-08-16 18:07:49.183,716381.0,,,,,3.0,,,,,,,,,,,,
307,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2024-01-31 01:15:21.067000,2024-01-23 12:41:45,154.0,2.0,1030.0,195.0,99.0,141.0,295.0,5761.0,Official Kaggle API.,37.0,28,True,2024-01-23 12:50:03,1.6.3,16.0,kaggle,conda-forge/kaggle,,,,21.0,21.0,https://pypi.org/project/kaggle,212758.0,216244.0,https://anaconda.org/conda-forge/kaggle,2024-01-31 01:15:21.067,142950.0,,,,,3.0,,,,,,,,,,,,
308,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2023-09-17 12:33:41.000000,2019-11-11 22:14:54,308.0,,1308.0,207.0,158.0,10.0,227.0,5465.0,Deep Reinforcement Learning for Keras.,41.0,28,False,2018-05-01 14:27:32,0.4.2,8.0,keras-rl,,,,['tensorflow'],737.0,737.0,https://pypi.org/project/keras-rl,2658.0,2658.0,,,,,,,,2.0,,,,,,,,,,,,
309,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-01-29 19:05:24.000000,2024-01-23 16:24:04,604.0,12.0,673.0,108.0,184.0,10.0,339.0,5321.0,Python-tesseract is an optical character recognition (OCR) tool for python.,46.0,28,True,2023-10-15 15:39:44,0.3.13,26.0,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,1337243.0,1351093.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,595580.0,,,,,3.0,,,,,,,,,,,,
310,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2023-10-19 19:24:54.000000,2023-10-19 19:24:51,248.0,,845.0,127.0,38.0,64.0,144.0,5055.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,21.0,28,True,,,4.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],2854.0,2854.0,https://pypi.org/project/torchdiffeq,772379.0,772697.0,https://anaconda.org/conda-forge/torchdiffeq,2023-06-16 19:19:05.182,14334.0,,,,,2.0,,,,,,,,,,,,
311,SynapseML,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2024-02-01 06:12:49.000000,2024-01-31 18:21:56,1557.0,22.0,786.0,144.0,1464.0,296.0,398.0,4918.0,Simple and Distributed Machine Learning.,115.0,28,True,2023-11-27 21:27:39,1.0.2,42.0,synapseml,,,,,,,https://pypi.org/project/synapseml,155662.0,155662.0,,,,,,,,2.0,,,,,,,,,,,,
312,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-12-05 10:04:41.000000,2022-08-06 21:47:18,182.0,,413.0,68.0,58.0,86.0,56.0,4238.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,28,False,2022-04-06 04:37:32,0.3.4,10.0,layoutparser,,,,,1114.0,1114.0,https://pypi.org/project/layoutparser,135851.0,135851.0,,,,,,,,3.0,,,,,,,,,,,,
313,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2023-12-29 12:20:18.000000,2023-11-11 01:23:34,523.0,1.0,707.0,176.0,80.0,1.0,277.0,4123.0,A python wrapper for Alpha Vantage API for financial data.,42.0,28,True,2020-12-21 02:37:29,2.3.1,5.0,alpha_vantage,conda-forge/alpha_vantage,,,,472.0,472.0,https://pypi.org/project/alpha_vantage,26093.0,26262.0,https://anaconda.org/conda-forge/alpha_vantage,2023-06-16 19:24:19.804,6270.0,,,,,2.0,,,,,,,,,,,,
314,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2024-01-31 18:37:57.000000,2024-01-15 15:11:42,1441.0,16.0,691.0,75.0,1769.0,295.0,624.0,4050.0,Probabilistic time series modeling in Python.,111.0,28,True,2023-12-07 09:10:03,0.14.3,100.0,gluonts,anaconda/gluonts,,,['pytorch'],,,https://pypi.org/project/gluonts,185533.0,185558.0,https://anaconda.org/anaconda/gluonts,2023-12-22 09:31:03.436,710.0,,,,,3.0,,,,,,,,,,,,
315,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2024-01-13 11:36:10.000000,2023-11-02 13:49:44,662.0,,813.0,148.0,126.0,106.0,104.0,3924.0,Technical Analysis Library using Pandas and Numpy.,34.0,28,True,,,7.0,ta,conda-forge/ta,,,,2955.0,2955.0,https://pypi.org/project/ta,74448.0,75080.0,https://anaconda.org/conda-forge/ta,2023-11-02 22:03:30.766,22786.0,,,,,2.0,,,,,,,,,,,,
316,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2023-06-16 13:24:02.087000,2023-02-26 20:07:33,189.0,,453.0,73.0,37.0,9.0,121.0,3755.0,Missing data visualization module for Python.,18.0,28,True,2023-02-26 20:11:48,0.5.2,6.0,missingno,conda-forge/missingno,,,,14666.0,14666.0,https://pypi.org/project/missingno,301149.0,305178.0,https://anaconda.org/conda-forge/missingno,2023-06-16 13:24:02.087,318336.0,,,,,3.0,,,,,,,,,,,,
317,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2024-01-31 19:30:34.000000,2024-01-31 19:30:28,1169.0,51.0,449.0,60.0,699.0,,511.0,3320.0,On-device wake word detection powered by deep learning.,37.0,28,True,2023-10-26 19:17:54,3.0,14.0,pvporcupine,,,,,27.0,27.0,https://pypi.org/project/pvporcupine,5309.0,5309.0,,,,,,,,3.0,,,,,,,,,,,,
318,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2024-02-01 15:09:49.000000,2024-01-31 12:37:12,1484.0,17.0,231.0,16.0,1716.0,245.0,725.0,3219.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,52.0,28,True,2024-01-31 13:08:55,0.18.1,60.0,deepchecks,,,,,331.0,331.0,https://pypi.org/project/deepchecks,40430.0,40458.0,,,,,,,,2.0,785.0,,,,,,,,,,,
319,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2024-01-19 20:32:01.000000,2023-11-13 00:15:46,980.0,1.0,568.0,100.0,334.0,31.0,713.0,3219.0,"Fast, flexible and easy to use probabilistic modelling in Python.",72.0,28,True,2023-04-16 07:29:15,1.0.0,9.0,pomegranate,conda-forge/pomegranate,,,,1047.0,1047.0,https://pypi.org/project/pomegranate,30066.0,33215.0,https://anaconda.org/conda-forge/pomegranate,2023-12-10 17:04:41.093,141722.0,,,,,3.0,,,,,,,,,,,,
320,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2024-01-10 22:28:30.000000,2023-09-10 15:15:16,1059.0,,231.0,62.0,112.0,6.0,266.0,3101.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,28,True,2023-09-10 15:53:16,idgear-0.3.2,21.0,vidgear,,,,,502.0,502.0,https://pypi.org/project/vidgear,76253.0,76269.0,,,,,,,,3.0,969.0,,,,,,,,,,,
321,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2023-11-22 23:34:56.000000,2023-06-20 03:14:12,435.0,,281.0,34.0,475.0,32.0,30.0,2915.0,torch-optimizer -- collection of optimizers for Pytorch.,26.0,28,True,2021-10-31 02:57:04,0.3.0,20.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],1094.0,1094.0,https://pypi.org/project/torch_optimizer,146437.0,146716.0,https://anaconda.org/conda-forge/torch-optimizer,2023-06-16 19:25:40.043,9509.0,,,,,2.0,,,,,,,,,,,,
