,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,new_addition
344,causalml,uber/causalml,interpretability,,https://github.com/uber/causalml,https://github.com/uber/causalml,,2019-07-09 02:08:58.000,2024-02-07 18:09:14.000000,2024-02-07 18:09:14,590.0,20.0,714.0,82.0,323.0,57.0,312.0,4572.0,Uplift modeling and causal inference with machine learning algorithms.,59.0,27,True,2023-08-28 00:37:10,0.14.1,12.0,causalml,,,,,180.0,180.0,https://pypi.org/project/causalml,79407.0,79407.0,,,,,,,,2.0,,,,,,,,,,,,,
345,facenet-pytorch,timesler/facenet-pytorch,pytorch-utils,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-11-02 03:20:32.000000,2023-11-02 03:20:28,249.0,,811.0,51.0,50.0,62.0,106.0,3987.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,27,True,2023-04-07 19:27:35,2.5.3,7.0,facenet-pytorch,,,,['pytorch'],1529.0,1529.0,https://pypi.org/project/facenet-pytorch,52271.0,67472.0,,,,,,,,2.0,775300.0,,,,,,,,,,,,
346,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,,2012-08-24 16:14:59.000,2023-11-22 19:57:21.457000,2023-11-21 23:43:00,614.0,5.0,115.0,76.0,66.0,15.0,120.0,3653.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,27,True,2021-08-23 21:02:05,6.0.3,12.0,ftfy,conda-forge/ftfy,,,,16754.0,16754.0,https://pypi.org/project/ftfy,4530244.0,4537832.0,https://anaconda.org/conda-forge/ftfy,2023-11-22 19:57:21.457,280760.0,,,,,3.0,,,,,,,,,,,,,
347,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2024-02-08 15:43:51.000000,2023-12-04 20:15:52,1724.0,22.0,543.0,40.0,791.0,432.0,282.0,3452.0,Time series forecasting with PyTorch.,43.0,27,True,2023-04-10 19:56:20,1.0.0,31.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,,,https://pypi.org/project/pytorch-forecasting,60491.0,61806.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,53936.0,,,,,3.0,,,,,,,,,,,,,
348,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2024-01-03 16:45:49.000000,2024-01-03 16:44:47,1195.0,3.0,403.0,83.0,54.0,57.0,202.0,3316.0,A library of reinforcement learning components and agents.,84.0,27,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],186.0,186.0,https://pypi.org/project/dm-acme,1076.0,1284.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,8129.0,,,,,2.0,,google-deepmind/acme,,,,,,,,,,,
349,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-09-14 20:07:18.000000,2021-10-29 06:15:49,2535.0,,411.0,64.0,932.0,293.0,745.0,2843.0,StellarGraph - Machine Learning on Graphs.,37.0,27,False,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,,['tensorflow'],251.0,251.0,https://pypi.org/project/stellargraph,5326.0,5326.0,,,,,,,,2.0,,,,,,,,,,,,,
350,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2024-01-27 13:52:04.000000,2024-01-27 13:17:21,1509.0,29.0,600.0,44.0,28.0,1.0,381.0,2703.0,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,31.0,27,True,2023-09-21 03:43:55,2.2.7,9.0,deepke,,,,['pytorch'],20.0,20.0,https://pypi.org/project/deepke,735.0,735.0,,,,,,,,3.0,,,,,,,,,,,,,
351,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2024-01-22 22:53:21.000000,2024-01-22 22:53:18,1699.0,1.0,411.0,45.0,351.0,22.0,345.0,2616.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",33.0,27,True,2022-04-02 15:26:25,3.3.3,58.0,foolbox,conda-forge/foolbox,,,,553.0,553.0,https://pypi.org/project/foolbox,1705.0,1999.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,12660.0,,,,,3.0,,,,,,,,,,,,,
352,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000000,2024-01-21 16:46:47,1134.0,3.0,332.0,44.0,57.0,63.0,206.0,2321.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,27,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,,['tensorflow'],265.0,265.0,https://pypi.org/project/spektral,6993.0,6993.0,,,,,,,,2.0,,,,,,,,,,,,,
353,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2024-02-01 18:20:41.000000,2024-02-01 18:20:35,647.0,12.0,225.0,65.0,31.0,58.0,92.0,2184.0,Fast and Easy Infinite Neural Networks in Python.,29.0,27,True,2023-12-11 14:10:12,0.6.5,17.0,neural-tangents,,,,,91.0,91.0,https://pypi.org/project/neural-tangents,1871.0,1879.0,,,,,,,,3.0,355.0,,,,,,,,,,,,
354,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,245.0,89.0,124.0,31.0,230.0,2153.0,"NLP, before and after spaCy.",35.0,27,True,2023-04-02 22:46:00,0.13.0,29.0,textacy,conda-forge/textacy,,,,1663.0,1663.0,https://pypi.org/project/textacy,32791.0,34493.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,137929.0,,,,,3.0,,,,,,,,,,,,,
355,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000000,2023-10-08 14:28:43,1157.0,,206.0,36.0,1081.0,25.0,496.0,1726.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,True,2023-06-30 13:17:42,0.8.2,26.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],265.0,265.0,https://pypi.org/project/lightning-flash,1685.0,2257.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,17168.0,,,,,2.0,,Lightning-Universe/lightning-flash,,,,,,,,,,,
356,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2023-11-29 06:22:47.000000,2023-11-29 06:22:42,364.0,1.0,252.0,48.0,311.0,212.0,184.0,1719.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,42.0,27,True,2023-02-03 02:08:24,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],285.0,285.0,https://pypi.org/project/tensorflow-recommenders,429646.0,429646.0,,,,,,,,2.0,,,,,,,,,,,,,
357,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-01-12 00:07:56.129000,2024-01-11 02:27:09,192.0,20.0,188.0,32.0,19.0,1.0,83.0,1570.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",15.0,27,True,,,41.0,autoviz,conda-forge/autoviz,,,,610.0,610.0,https://pypi.org/project/autoviz,102351.0,103899.0,https://anaconda.org/conda-forge/autoviz,2024-01-12 00:07:56.129,46469.0,,,,,3.0,,,,,,,,,,,,,
358,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,305.0,27.0,379.0,38.0,155.0,1555.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,27,True,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,,['paddle'],50.0,50.0,https://pypi.org/project/pgl,1221.0,1221.0,,,,,,,,2.0,,,,,,,,,,,,,
359,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,,2016-10-21 23:14:52.000,2024-02-01 16:30:38.000000,2024-01-08 15:03:19,1840.0,4.0,266.0,45.0,270.0,57.0,192.0,1478.0,TensorLy: Tensor Learning in Python.,66.0,27,True,2023-01-15 00:40:26,0.8.0,8.0,tensorly,conda-forge/tensorly,,,,566.0,566.0,https://pypi.org/project/tensorly,12616.0,17884.0,https://anaconda.org/conda-forge/tensorly,2023-06-16 16:08:38.154,363493.0,,,,,3.0,,,,,,,,,,,,,
360,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2024-01-04 20:19:39.000000,2024-01-04 20:19:39,950.0,4.0,564.0,107.0,283.0,13.0,300.0,1477.0,Execute Python code on the fly and display results in Tableau visualizations:.,50.0,27,True,2023-06-28 20:49:21,2.9.0,20.0,tabpy,anaconda/tabpy-client,,,,146.0,146.0,https://pypi.org/project/tabpy,10472.0,10526.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4461.0,,,,,3.0,,,,,,,,,,,,,
361,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-10-09 07:21:10.000000,2023-09-29 00:13:39,295.0,,222.0,48.0,184.0,43.0,120.0,1359.0,Metric learning algorithms in Python.,22.0,27,True,2023-09-29 00:16:16,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],347.0,347.0,https://pypi.org/project/metric-learn,14871.0,15129.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,11125.0,,,,,2.0,,,,,,,,,,,,,
362,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-02-05 21:07:21.000000,2024-02-04 15:21:44,798.0,11.0,111.0,30.0,402.0,63.0,311.0,982.0,BAyesian Model-Building Interface (Bambi) in Python.,36.0,27,True,2023-10-25 02:04:11,0.13.0,23.0,bambi,conda-forge/bambi,,,,103.0,103.0,https://pypi.org/project/bambi,19565.0,20323.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,28812.0,,,,,3.0,,,,,,,,,,,,,
363,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,171.0,35.0,86.0,76.0,122.0,887.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,True,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1431.0,1431.0,https://pypi.org/project/scikit-multilearn,57654.0,57654.0,,,,,,,,2.0,,,,,,,,,,,,,
364,pyvis,WestHealth/pyvis,data-viz,,https://github.com/WestHealth/pyvis,https://github.com/WestHealth/pyvis,BSD-3-Clause,2018-05-10 00:42:44.000,2023-12-03 04:48:16.000000,2023-02-10 23:24:53,213.0,,145.0,18.0,64.0,123.0,84.0,869.0,Python package for creating and visualizing interactive network graphs.,32.0,27,True,2022-11-11 19:38:24,0.3.1,3.0,pyvis,,,,,4128.0,4128.0,https://pypi.org/project/pyvis,439604.0,439609.0,,,,,,,,3.0,120.0,,,,,,,,,,,,
365,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2024-02-08 10:27:25.000000,2023-12-31 13:58:59,2670.0,151.0,99.0,10.0,513.0,23.0,92.0,807.0,Time series forecasting with scikit-learn models.,9.0,27,True,2023-11-16 21:42:02,0.11.0,25.0,skforecast,,,,['sklearn'],236.0,236.0,https://pypi.org/project/skforecast,56019.0,56019.0,,,,,,,,3.0,,,,,,,,,,,,,
366,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2024-02-08 18:02:03.000000,2024-02-08 15:51:17,1899.0,83.0,54.0,19.0,1412.0,18.0,205.0,481.0,The MLOps stack component for experiment tracking.,54.0,27,True,2023-12-04 10:58:22,1.8.6,120.0,neptune-client,conda-forge/neptune-client,,,,,,https://pypi.org/project/neptune-client,585814.0,590903.0,https://anaconda.org/conda-forge/neptune-client,2023-12-04 13:15:00.892,229028.0,,,,,3.0,,,,,,,,,,,,,
367,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-02-07 14:28:50.000000,2024-02-07 14:27:33,227.0,8.0,55.0,13.0,202.0,12.0,186.0,304.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,27,True,,,12.0,pystan,conda-forge/pystan,,,,9612.0,9612.0,https://pypi.org/project/pystan,1718735.0,1752354.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2790415.0,,,,,3.0,,,,,,,,,,,,,
368,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2024-01-27 10:04:55.000000,2024-01-25 03:54:26,1914.0,12.0,13159.0,3328.0,875.0,1.0,85.0,62601.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",638.0,26,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
369,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1143.0,180.0,213.0,24.0,533.0,8527.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,21.0,21.0,,,235.0,,,,,,,,3.0,8727.0,,,,,,,,,,,,
370,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000000,2023-10-22 09:33:23,779.0,,1147.0,212.0,91.0,182.0,120.0,5579.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,26,True,,,,pyAudioAnalysis,,,,,432.0,432.0,https://pypi.org/project/pyAudioAnalysis,13286.0,13286.0,,,,,,,,3.0,,,,,,,,,,,,,
371,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2024-01-31 18:42:52.000000,2024-01-31 18:40:13,1237.0,9.0,565.0,60.0,79.0,70.0,559.0,4367.0,Time series Timeseries Deep Learning Machine Learning Pytorch fastai | State-of-the-art Deep Learning library for Time..,24.0,26,True,2023-11-13 13:22:27,0.3.8,13.0,tsai,conda-forge/tsai,,,,,,https://pypi.org/project/tsai,14767.0,14767.0,https://anaconda.org/conda-forge/tsai,,,,,,,3.0,,,,,,,,,,,,,
372,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-01-16 11:28:25.000000,2022-08-23 22:54:23,1046.0,,955.0,239.0,215.0,45.0,200.0,4329.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,False,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,51.0,51.0,https://pypi.org/project/tensortrade,600.0,696.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3278.0,,,,,3.0,,,,,,,,,,,,,
373,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-10-28 04:01:29.000000,2023-09-01 03:04:11,1137.0,,704.0,62.0,1011.0,129.0,737.0,3929.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",85.0,26,True,2023-07-04 07:11:53,1.0.1,20.0,mmocr,,,,['pytorch'],113.0,113.0,https://pypi.org/project/mmocr,4673.0,4673.0,,,,,,,,3.0,,,,,,,,,,,,,
374,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,922.0,283.0,226.0,11.0,356.0,3861.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,644595.0,645014.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20954.0,,,,,3.0,,,,,,,,,,,,,
375,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2024-01-10 12:41:25.000000,2023-10-12 08:57:51,209.0,,306.0,85.0,93.0,43.0,32.0,3446.0,Python library that makes it easy for data scientists to create charts.,25.0,26,True,2023-10-12 09:01:22,4.0.5,25.0,chartify,conda-forge/chartify,,,,74.0,74.0,https://pypi.org/project/chartify,5507.0,5975.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,29491.0,,,,,3.0,,,,,,,,,,,,,
376,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-02-06 16:24:58.000000,2023-11-08 16:40:21,1347.0,,336.0,71.0,1254.0,40.0,81.0,3278.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,34.0,26,True,2023-11-08 16:41:56,1.0.2,9.0,lit-nlp,conda-forge/lit-nlp,,,,27.0,27.0,https://pypi.org/project/lit-nlp,2544.0,4181.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,67139.0,,,,,2.0,,,,,,,,,,,,,
377,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-02-08 02:59:06.000000,2024-01-25 18:39:45,458.0,10.0,268.0,49.0,451.0,51.0,253.0,3277.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,39.0,26,True,2024-01-08 18:41:59,0.4.10,23.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,,,https://pypi.org/project/hummingbird-ml,9154.0,10244.0,https://anaconda.org/conda-forge/hummingbird-ml,2024-01-08 20:24:23.326,37895.0,,,,,3.0,360.0,,,,,,,,,,,,
378,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-01-21 12:42:30.000000,2023-11-25 05:36:27,4323.0,13.0,559.0,41.0,995.0,208.0,676.0,3066.0,"A unified, comprehensive and efficient recommendation library.",70.0,26,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,1968.0,2082.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4454.0,,,,,3.0,,,,,,,,,,,,,
379,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,1000.0,167.0,214.0,43.0,146.0,2973.0,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,673.0,673.0,https://pypi.org/project/alphalens,2249.0,2531.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,20315.0,,,,,3.0,,,,,,,,,,,,,
380,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2024-01-22 06:44:51.000000,2024-01-22 06:44:48,3512.0,32.0,329.0,154.0,1166.0,21.0,60.0,2674.0,Neural Network Libraries.,73.0,26,True,2023-12-07 00:57:13,1.38.0,73.0,nnabla,,,,,,,https://pypi.org/project/nnabla,3079.0,3090.0,,,,,,,,3.0,907.0,,,,,,,,,,,,
381,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2024-02-05 09:27:05.000000,2022-09-28 17:12:28,249.0,,283.0,29.0,318.0,75.0,38.0,2490.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,False,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],810.0,810.0,https://pypi.org/project/lazypredict,18278.0,18369.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2755.0,,,,,3.0,,,,,,,,,,,,,
382,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,,2019-02-26 10:10:56.000,2024-02-01 00:18:07.000000,2024-01-22 16:33:06,651.0,4.0,241.0,47.0,639.0,136.0,224.0,2265.0,Algorithms for explaining machine learning models.,19.0,26,True,2024-01-22 16:23:03,0.9.5,32.0,alibi,,,,,556.0,556.0,https://pypi.org/project/alibi,25132.0,25132.0,,,,,,,,2.0,,,,,,,,,,,,,
383,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-01-11 19:35:27.000000,2023-11-21 19:33:43,419.0,2.0,782.0,93.0,267.0,146.0,95.0,2247.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",70.0,26,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,366.0,366.0,https://pypi.org/project/aif360,11315.0,11508.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7934.0,,,,,2.0,,,,,,,,,,,,,
384,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-02-08 17:48:01.000000,2024-01-30 18:07:43,695.0,34.0,229.0,38.0,141.0,5.0,132.0,2237.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,26,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,158.0,158.0,https://pypi.org/project/norfair,5610.0,5617.0,,,,,,,,3.0,296.0,,,,,,,,,,,,
385,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-12-06 14:39:14.000000,2023-08-22 16:20:29,468.0,,312.0,63.0,151.0,8.0,91.0,2080.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,26,True,2023-08-07 19:46:52,3.2.5,21.0,pytextrank,,,,,569.0,569.0,https://pypi.org/project/pytextrank,41616.0,41616.0,,,,,,,,3.0,,,,,,,,,,,,,
386,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,,2019-10-07 13:29:13.000,2024-02-01 07:08:04.000000,2024-01-22 16:31:53,715.0,4.0,207.0,34.0,527.0,119.0,234.0,2020.0,"Algorithms for outlier, adversarial and drift detection.",20.0,26,True,2024-01-22 16:25:25,0.11.5,34.0,alibi-detect,,,,,416.0,416.0,https://pypi.org/project/alibi-detect,26235.0,26235.0,,,,,,,,3.0,,,,,,,,,,,,,
387,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-02-08 11:05:20.000000,2024-02-05 09:26:51,1779.0,204.0,120.0,29.0,137.0,16.0,20.0,1779.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,127.0,127.0,https://pypi.org/project/labml,3801.0,3801.0,,,,,,,,3.0,,,,,,,,,,,,,
388,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,1.0,273.0,41.0,495.0,154.0,151.0,1718.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,26,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,146.0,146.0,https://pypi.org/project/petastorm,32950.0,32956.0,,,,,,,,3.0,433.0,,,,,,,,,,,,
389,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-02-08 18:03:32.000000,2024-02-08 00:46:45,6282.0,116.0,274.0,47.0,2552.0,251.0,1354.0,1524.0,cuGraph - RAPIDS Graph Analytics Library.,109.0,26,True,2023-12-06 19:21:19,23.12.00,34.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,169.0,695.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17915.0,,,,,3.0,,,,,,,,,,,,,
