,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
374,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2024-04-18 09:43:58.000,2024-04-17 10:22:21,1712.0,251.0,70.0,11.0,500.0,59.0,568.0,1072.0,dstack is an open-source orchestration engine for cost-effectively running AI workloads in the cloud as well as on-..,24.0,27,True,2024-04-10 15:46:00,0.18.0,55.0,dstack,,,,,14.0,14.0,https://pypi.org/project/dstack,2155.0,2155.0,,,,,,,,3.0,,,,,,,,,,,,
375,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2024-03-29 13:25:52.761,2024-03-27 08:01:51,780.0,11.0,59.0,13.0,127.0,42.0,115.0,935.0,Visualize large time series data with plotly.py.,12.0,27,True,2024-03-27 07:58:10,0.10.0,22.0,plotly-resampler,conda-forge/plotly-resampler,,,,1022.0,1022.0,https://pypi.org/project/plotly-resampler,406844.0,408213.0,https://anaconda.org/conda-forge/plotly-resampler,2024-03-29 13:25:52.761,36978.0,,,,,3.0,,,,,,,,,,,,
376,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2024-04-01 17:38:38.000,2024-03-25 14:43:57,494.0,1.0,116.0,32.0,128.0,24.0,74.0,879.0,Python bindings and utilities for GeoJSON.,56.0,27,True,,,11.0,geojson,conda-forge/geojson,,,,16970.0,16970.0,https://pypi.org/project/geojson,2111407.0,2168050.0,https://anaconda.org/conda-forge/geojson,2023-11-06 11:21:40.354,793008.0,,,,,3.0,,,,,,,,,,,,
377,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-04-18 16:15:33.000,2024-04-17 16:23:16,600.0,40.0,158.0,32.0,191.0,2.0,100.0,577.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,32.0,27,True,2024-04-10 11:45:27,0.6,7.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],329.0,329.0,https://pypi.org/project/pyriemann,44669.0,44912.0,https://anaconda.org/conda-forge/pyriemann,2024-04-10 14:21:44.720,5357.0,,,,,3.0,,,,,,,,,,,,
378,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-03-25 01:29:33.000,2023-08-23 17:20:54,1241.0,,154.0,19.0,717.0,26.0,208.0,477.0,A package built to support working with spatial data using open source python.,44.0,27,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,310.0,310.0,https://pypi.org/project/earthpy,6939.0,8154.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,72917.0,,,,,3.0,,,,,,,,,,,,
379,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-04-12 14:20:16.000,2024-04-12 14:18:33,232.0,8.0,57.0,13.0,204.0,12.0,187.0,313.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,27,True,,,12.0,pystan,conda-forge/pystan,,,,9746.0,9746.0,https://pypi.org/project/pystan,1900793.0,1933845.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2809446.0,,,,,3.0,,,,,,,,,,,,
380,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2024-04-11 14:34:52.000,2024-04-11 14:34:50,1939.0,32.0,13258.0,3320.0,886.0,,86.0,63441.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",646.0,26,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,
381,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-04-03 17:00:30.000,2024-04-03 17:00:29,338.0,5.0,1346.0,429.0,50.0,77.0,87.0,10367.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,28296.0,28296.0,,,,,,,,3.0,,,,,,,,,,,,
382,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2024-03-09 19:05:59.000,2024-03-09 19:05:59,614.0,10.0,1645.0,328.0,80.0,167.0,395.0,8986.0,Python wrapper for TA-Lib (http://ta-lib.org/).,30.0,26,True,,,3.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,76831.0,86220.0,https://anaconda.org/conda-forge/ta-lib,2023-09-19 09:10:13.263,403767.0,,,,,3.0,,,,,,,,,,,,
383,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000,2021-02-12 10:36:31,2184.0,,1167.0,182.0,213.0,23.0,534.0,8782.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,21.0,21.0,,,249.0,,,,,,,,3.0,,9722.0,,,,,,,,,,
384,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2024-03-08 08:32:34.000,2024-03-08 08:24:03,13775.0,103.0,1528.0,141.0,3583.0,838.0,1090.0,5493.0,An Industrial Grade Federated Learning Framework.,100.0,26,True,2024-03-08 08:32:35,2.1.0,49.0,ETAF,,,,,,,https://pypi.org/project/ETAF,,,,,,,,,,2.0,,,,,,,,,,,,
385,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000,2023-04-27 20:08:56,632.0,,918.0,283.0,226.0,12.0,356.0,3864.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,978397.0,978804.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,21165.0,,,,,3.0,,,,,,,,,,,,
386,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2024-03-20 17:23:36.000,2023-10-12 08:57:51,209.0,,309.0,85.0,95.0,43.0,32.0,3476.0,Python library that makes it easy for data scientists to create charts.,25.0,26,True,2023-10-12 09:01:22,4.0.5,25.0,chartify,conda-forge/chartify,,,,76.0,76.0,https://pypi.org/project/chartify,32636.0,33093.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,29722.0,,,,,3.0,,,,,,,,,,,,
387,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2024-04-09 18:37:48.000,2023-09-10 15:15:16,1059.0,,235.0,61.0,113.0,7.0,270.0,3184.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,26,True,2023-09-10 15:53:16,idgear-0.3.2,21.0,vidgear,,,,,522.0,522.0,https://pypi.org/project/vidgear,14223.0,14241.0,,,,,,,,3.0,,1117.0,,,,,,,,,,
388,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-03-30 09:25:51.000,2024-03-30 09:25:51,4343.0,20.0,577.0,41.0,1001.0,227.0,692.0,3166.0,"A unified, comprehensive and efficient recommendation library.",71.0,26,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,3173.0,3286.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4670.0,,,,,3.0,,,,,,,,,,,,
389,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2024-03-19 19:20:10.000,2024-03-18 19:51:35,2374.0,14.0,685.0,160.0,61.0,4.0,742.0,3075.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,30.0,26,True,2024-03-19 19:20:10,1.6.1,21.0,,bioconda/deepvariant,,,['tensorflow'],,,,,910.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,63667.0,,,,,3.0,,4712.0,,,,,,,,,,
390,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2024-03-12 03:07:27.000,2024-03-12 03:07:23,3526.0,10.0,330.0,153.0,1172.0,22.0,60.0,2690.0,Neural Network Libraries.,75.0,26,True,2023-12-07 00:57:13,1.38.0,73.0,nnabla,,,,,,,https://pypi.org/project/nnabla,2057.0,2068.0,,,,,,,,3.0,,916.0,,,,,,,,,,
391,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000,2024-01-21 16:46:47,1134.0,3.0,331.0,44.0,57.0,65.0,207.0,2344.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,26,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,,['tensorflow'],284.0,284.0,https://pypi.org/project/spektral,6201.0,6201.0,,,,,,,,2.0,,,,,,,,,,,,
392,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2024-03-01 17:17:03.000,2024-03-01 17:16:56,650.0,6.0,226.0,64.0,31.0,58.0,93.0,2218.0,Fast and Easy Infinite Neural Networks in Python.,29.0,26,True,2023-12-11 14:10:12,0.6.5,17.0,neural-tangents,,,,,98.0,98.0,https://pypi.org/project/neural-tangents,1947.0,1955.0,,,,,,,,3.0,,372.0,,,,,,,,,,
393,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000,2023-12-02 05:11:31,691.0,,276.0,40.0,495.0,155.0,151.0,1748.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,26,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,162.0,162.0,https://pypi.org/project/petastorm,36381.0,36387.0,,,,,,,,3.0,,457.0,,,,,,,,,,
394,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-04-02 17:09:49.893,2024-04-02 12:18:29,202.0,10.0,190.0,32.0,19.0,5.0,84.0,1617.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",15.0,26,True,,,44.0,autoviz,conda-forge/autoviz,,,,663.0,663.0,https://pypi.org/project/autoviz,34540.0,36035.0,https://anaconda.org/conda-forge/autoviz,2024-04-02 17:09:49.893,47859.0,,,,,3.0,,,,,,,,,,,,
395,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-04-18 18:13:58.000,2024-04-18 17:12:27,6385.0,139.0,285.0,47.0,2681.0,280.0,1395.0,1566.0,cuGraph - RAPIDS Graph Analytics Library.,112.0,26,True,2024-04-10 21:01:45,24.04.00,35.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,252.0,758.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,18237.0,,,,,3.0,,,,,,,,,,,,
396,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2024-03-29 20:40:19.000,2024-03-29 11:21:07,2828.0,12.0,173.0,25.0,667.0,89.0,443.0,1512.0,A Python library for learning and evaluating knowledge graph embeddings.,38.0,26,True,2024-02-19 21:29:27,1.10.2,20.0,pykeen,,,,,,,https://pypi.org/project/pykeen,4620.0,4623.0,,,,,,,,2.0,,177.0,,,,,,,,,,
397,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2024-02-14 20:47:03.000,2023-06-07 07:35:59,3033.0,,119.0,36.0,336.0,11.0,187.0,1429.0,Multi-class confusion matrix library in Python.,17.0,26,True,2023-06-07 14:06:28,4.0,43.0,pycm,,,,,292.0,292.0,https://pypi.org/project/pycm,50831.0,50831.0,,,,,,,,3.0,,,,,,,,,,,,
398,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-10-09 07:21:10.000,2023-09-29 00:13:39,295.0,,220.0,46.0,184.0,43.0,120.0,1376.0,Metric learning algorithms in Python.,22.0,26,True,2023-09-29 00:16:16,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],367.0,367.0,https://pypi.org/project/metric-learn,16568.0,16818.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,11287.0,,,,,3.0,,,,,,,,,,,,
399,ydata-synthetic,ydataai/ydata-synthetic,tabular,,https://github.com/ydataai/ydata-synthetic,https://github.com/ydataai/ydata-synthetic,MIT,2020-05-04 15:52:03.000,2024-04-14 13:39:30.000,2024-01-18 02:08:22,240.0,,218.0,30.0,230.0,36.0,59.0,1284.0,Synthetic data generators for tabular and time-series data.,22.0,26,True,2024-01-08 15:10:37,1.3.3,28.0,ydata-synthetic,conda-forge/ydata-synthetic,,,,53.0,53.0,https://pypi.org/project/ydata-synthetic,4693.0,4937.0,https://anaconda.org/conda-forge/ydata-synthetic,2023-09-07 21:49:12.062,3326.0,,,,,2.0,,285.0,,,,,,,,,,
400,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-04-01 16:00:41.000,2024-04-01 16:00:40,1434.0,35.0,255.0,73.0,104.0,21.0,55.0,1241.0,Model analysis tools for TensorFlow.,57.0,26,True,2023-08-14 20:20:00,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",2.0,2.0,https://pypi.org/project/tensorflow-model-analysis,79039.0,79039.0,,,,,,,,3.0,,,,,,,,,,,,
401,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-24 07:58:55.401,2023-11-09 17:20:43,139.0,,110.0,21.0,103.0,37.0,74.0,1106.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,26,True,2021-02-01 10:18:48,1.2.0,10.0,submitit,conda-forge/submitit,,,,2460.0,2460.0,https://pypi.org/project/submitit,343126.0,343923.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,35103.0,,,,,3.0,,,,,,,,,,,,
402,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-04-17 03:27:07.000,2024-04-15 19:59:52,2216.0,208.0,84.0,19.0,840.0,80.0,210.0,1068.0,"MetricFlow allows you to define, build, and maintain metrics in code.",44.0,26,True,2024-03-02 00:18:17,0.205.0,15.0,metricflow,,,,,21.0,21.0,https://pypi.org/project/metricflow,18834.0,18834.0,,,,,,,,3.0,,,dbt-labs/metricflow,,,,,,,,,
403,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-04-16 01:22:01.000,2024-04-15 17:28:39,806.0,10.0,116.0,31.0,411.0,67.0,323.0,1010.0,BAyesian Model-Building Interface (Bambi) in Python.,37.0,26,True,2023-10-25 02:04:11,0.13.0,23.0,bambi,conda-forge/bambi,,,,116.0,116.0,https://pypi.org/project/bambi,22202.0,22942.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,29638.0,,,,,3.0,,,,,,,,,,,,
404,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-02-29 13:41:12.000,2024-02-29 13:41:11,1144.0,2.0,219.0,61.0,246.0,2.0,366.0,957.0,Search and download Copernicus Sentinel satellite images.,44.0,26,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,549.0,549.0,https://pypi.org/project/sentinelsat,25750.0,26436.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,28756.0,,,,,3.0,,264.0,,,,,,,,,,
405,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,,2010-01-31 00:13:06.000,2024-04-18 00:57:35.551,2024-04-17 11:02:55,1309.0,7.0,147.0,50.0,57.0,22.0,68.0,829.0,Computer Vision in Python.,35.0,26,True,2024-03-23 23:45:54,1.4.14,12.0,mahotas,conda-forge/mahotas,,,,1239.0,1239.0,https://pypi.org/project/mahotas,14470.0,23153.0,https://anaconda.org/conda-forge/mahotas,2024-04-18 00:57:35.551,399432.0,,,,,3.0,,,,,,,,,,,,
406,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2024-04-09 13:42:05.705,2024-04-03 15:41:01,407.0,65.0,134.0,20.0,46.0,1.0,84.0,544.0,Medical image processing in Python.,20.0,26,True,2024-04-03 15:41:34,0.5.1,9.0,MedPy,conda-forge/medpy,,,,1849.0,1849.0,https://pypi.org/project/MedPy,18145.0,18881.0,https://anaconda.org/conda-forge/medpy,2024-04-09 13:42:05.705,25034.0,,,,,3.0,,,,,,,,,,,,
407,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2024-02-19 07:00:31.744,2024-02-18 18:51:38,532.0,11.0,39.0,5.0,15.0,6.0,48.0,322.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,14.0,26,True,2024-02-18 18:56:53,0.9.0,9.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],660.0,660.0,https://pypi.org/project/scikit-posthocs,90670.0,112612.0,https://anaconda.org/conda-forge/scikit-posthocs,2024-02-19 07:00:31.744,921580.0,,,,,3.0,,45.0,,,,,,,,,,
408,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418,2023-01-27 13:12:44,652.0,,983.0,146.0,93.0,75.0,305.0,6177.0,A Python scikit for building and analyzing recommender systems.,45.0,25,False,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,110341.0,118270.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,356831.0,,,,,3.0,,,,,,,,,,,,
409,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000,2020-05-03 07:13:22,108.0,,582.0,140.0,31.0,58.0,55.0,5530.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,,1593.0,1593.0,https://pypi.org/project/flashtext,1573080.0,1573492.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18579.0,,,,,3.0,,,,,,,,,,,,
410,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2024-03-21 14:27:34.000,2023-03-29 07:02:37,553.0,,841.0,125.0,64.0,119.0,74.0,5021.0,Image augmentation library in Python for machine learning.,23.0,25,False,,,,Augmentor,,,,,739.0,739.0,https://pypi.org/project/Augmentor,8317.0,8317.0,,,,,,,,3.0,,,,,,,,,,,,
411,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2024-04-14 10:03:42.000,2023-04-28 16:55:30,521.0,,437.0,62.0,91.0,32.0,88.0,4942.0,Finding duplicate images made easy!.,15.0,25,True,2023-04-28 17:26:08,0.3.2,8.0,imagededup,,,,['tensorflow'],100.0,100.0,https://pypi.org/project/imagededup,17621.0,17621.0,,,,,,,,3.0,,,,,,,,,,,,
412,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-04-18 16:06:44.000,2024-04-18 15:37:45,3533.0,119.0,593.0,92.0,3885.0,175.0,1370.0,4904.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,91.0,25,True,2024-03-25 18:23:41,1.36.0,76.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
413,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-04-04 13:02:44.000,2024-04-04 13:02:44,6153.0,1.0,519.0,151.0,1906.0,310.0,1330.0,4395.0,ArrayFire: a general purpose GPU library.,88.0,25,True,2023-08-29 19:49:26,3.9.0,34.0,arrayfire,,,,,,,https://pypi.org/project/arrayfire,1498.0,1553.0,,,,,,,,3.0,,5857.0,,,,,,,,,,
414,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-01-16 11:28:25.000,2022-08-23 22:54:23,1046.0,,954.0,240.0,215.0,45.0,200.0,4371.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,False,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,53.0,53.0,https://pypi.org/project/tensortrade,648.0,740.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3336.0,,,,,3.0,,,,,,,,,,,,
415,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-03-29 22:22:06.000,2024-03-08 19:28:28,465.0,9.0,271.0,50.0,458.0,52.0,256.0,3301.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,25,True,2024-03-08 20:24:53,0.4.11,24.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,,,https://pypi.org/project/hummingbird-ml,7892.0,8944.0,https://anaconda.org/conda-forge/hummingbird-ml,2024-03-08 22:15:29.532,38659.0,,,,,3.0,,395.0,,,,,,,,,,
416,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2024-04-07 07:28:07.000,2024-03-11 08:27:22,2739.0,48.0,1201.0,136.0,1058.0,24.0,73.0,3286.0,a distributed deep learning platform.,88.0,25,True,2020-04-21 08:01:08,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,3.0,3.0,,,68.0,https://anaconda.org/nusdbsystem/singa,2023-06-16 13:23:56.805,740.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,6484.0,3.0,,,,,,,,,,,,
417,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2024-02-21 08:50:08.000,2023-06-30 21:16:10,470.0,,316.0,64.0,316.0,46.0,124.0,2773.0,DDSP: Differentiable Digital Signal Processing.,32.0,25,True,2023-04-26 19:23:09,3.5.1,23.0,ddsp,conda-forge/ddsp,,,['tensorflow'],53.0,53.0,https://pypi.org/project/ddsp,1831.0,2153.0,https://anaconda.org/conda-forge/ddsp,2023-06-16 19:19:34.916,14849.0,,,,,3.0,,,,,,,,,,,,
418,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2024-03-20 16:55:01.000,2024-03-20 16:53:52,2297.0,7.0,695.0,78.0,205.0,188.0,466.0,2728.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",151.0,25,True,,,,tf-agents,,,,['tensorflow'],,,https://pypi.org/project/tf-agents,99222.0,99222.0,,,,,,,,3.0,,,,,,,,,,,,
419,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2024-03-18 20:31:57.000,2024-03-18 20:31:55,556.0,8.0,469.0,96.0,43.0,77.0,240.0,2714.0,Learning to Rank in TensorFlow.,34.0,25,True,2023-06-03 06:14:49,0.5.3,18.0,tensorflow_ranking,,,,['tensorflow'],,,https://pypi.org/project/tensorflow_ranking,95104.0,95104.0,,,,,,,,3.0,,,,,,,,,,,,
420,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000,2022-10-05 16:26:03,376.0,,226.0,49.0,481.0,36.0,70.0,2706.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,218.0,218.0,https://pypi.org/project/m2cgen,19405.0,19406.0,,,,,,,,3.0,,67.0,,,,,,,,,,
