,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,new_addition
325,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2024-03-28 11:26:18.000,2024-03-25 09:43:24,485.0,2.0,511.0,37.0,510.0,,,3497.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,38.0,28,True,2023-11-05 22:58:54,0.11.15,88.0,sahi,conda-forge/sahi,,,,975.0,975.0,https://pypi.org/project/sahi,128560.0,131046.0,https://anaconda.org/conda-forge/sahi,2023-11-06 10:35:24.165,54187.0,,,,,3.0,22891.0,,,,,,,,,,,,
326,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2024-03-28 17:25:26.000,2024-03-28 17:25:19,1197.0,55.0,456.0,62.0,722.0,2.0,524.0,3386.0,On-device wake word detection powered by deep learning.,37.0,28,True,2023-10-26 19:17:54,3.0,14.0,pvporcupine,,,,,28.0,28.0,https://pypi.org/project/pvporcupine,6491.0,6491.0,,,,,,,,3.0,,,,,,,,,,,,,
327,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2024-03-25 19:57:27.000,2024-03-25 19:55:52,1197.0,4.0,405.0,83.0,54.0,57.0,202.0,3357.0,A library of reinforcement learning components and agents.,85.0,28,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],192.0,192.0,https://pypi.org/project/dm-acme,3334.0,3538.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,8168.0,,,,,2.0,,google-deepmind/acme,,,,,,,,,,,
328,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2024-01-06 17:57:28.000,2024-01-06 17:57:28,619.0,2.0,329.0,47.0,120.0,62.0,135.0,2806.0,A python library for decision tree visualization and model interpretation.,26.0,28,True,2023-07-13 17:20:15,2.2.2,37.0,dtreeviz,conda-forge/dtreeviz,,,,1100.0,1100.0,https://pypi.org/project/dtreeviz,153124.0,154777.0,https://anaconda.org/conda-forge/dtreeviz,2023-07-13 20:18:43.899,66149.0,,,,,2.0,,,,,,,,,,,,,
329,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2024-03-29 06:12:18.000,2024-03-28 17:08:32,5578.0,131.0,680.0,88.0,5823.0,33.0,853.0,2071.0,TFX is an end-to-end platform for deploying production ML pipelines.,182.0,28,True,2023-09-06 18:31:57,1.14.0,91.0,tfx,,,,['tensorflow'],,,https://pypi.org/project/tfx,57979.0,57979.0,,,,,,,,3.0,,,,,,,,,,,,,
330,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2024-03-26 17:53:38.000,2024-03-11 08:55:22,1482.0,37.0,201.0,50.0,251.0,149.0,157.0,2035.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",41.0,28,True,2020-08-31 21:05:46,0.11.8,5.0,graphistry,,,,['jupyter'],113.0,113.0,https://pypi.org/project/graphistry,3455.0,3455.0,,,,,,,,2.0,,,,,,,,,,,,,
331,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2024-03-28 15:54:39.000,2024-03-13 14:43:10,847.0,11.0,381.0,37.0,872.0,149.0,293.0,1776.0,A Python package to assess and improve fairness of machine learning models.,81.0,28,True,2023-12-19 14:14:09,0.10.0,14.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],3.0,3.0,https://pypi.org/project/fairlearn,257844.0,258621.0,https://anaconda.org/conda-forge/fairlearn,2023-12-20 11:56:56.090,31101.0,,,,,2.0,,,,,,,,,,,,,
332,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2024-02-16 20:09:56.000,2024-02-16 20:09:51,1590.0,4.0,277.0,55.0,137.0,66.0,182.0,1725.0,"CUDA integration for Python, plus shiny features.",81.0,28,True,2024-01-03 16:54:41,2024.1,7.0,pycuda,conda-forge/pycuda,,,,2751.0,2751.0,https://pypi.org/project/pycuda,42424.0,50338.0,https://anaconda.org/conda-forge/pycuda,2024-01-06 20:33:04.514,284921.0,,,,,3.0,,,,,,,,,,,,,
333,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,,2015-06-26 18:38:23.000,2024-02-13 11:22:02.000,2024-02-13 11:18:32,1805.0,12.0,374.0,52.0,125.0,41.0,421.0,1656.0,Reinforcement Learning environments based on the 1993 game Doom.,54.0,28,True,2023-12-16 00:56:59,1.2.3,29.0,vizdoom,,,,,230.0,230.0,https://pypi.org/project/vizdoom,1241.0,1363.0,,,,,,,,2.0,11787.0,Farama-Foundation/ViZDoom,,,,,,,,,,,
334,ngboost,stanfordmlgroup/ngboost,ml-frameworks,,https://github.com/stanfordmlgroup/ngboost,https://github.com/stanfordmlgroup/ngboost,Apache-2.0,2018-06-21 22:22:40.000,2024-02-21 04:48:51.425,2024-02-20 20:42:34,706.0,7.0,219.0,45.0,126.0,37.0,165.0,1571.0,Natural Gradient Boosting for Probabilistic Prediction.,50.0,28,True,2024-02-21 02:20:47,0.5.1,24.0,ngboost,conda-forge/ngboost,,,,185.0,185.0,https://pypi.org/project/ngboost,38279.0,39364.0,https://anaconda.org/conda-forge/ngboost,2024-02-21 04:48:51.425,47486.0,,,,,3.0,269.0,,,,,,,,,,,,
335,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2023-09-26 23:11:11.000,2023-09-26 23:11:11,163.0,,177.0,34.0,72.0,20.0,52.0,1448.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,8.0,28,True,2023-09-26 22:07:23,0.2.6,5.0,torchsde,conda-forge/torchsde,,,['pytorch'],2730.0,2730.0,https://pypi.org/project/torchsde,1568291.0,1568803.0,https://anaconda.org/conda-forge/torchsde,2023-06-16 19:24:16.458,19488.0,,,,,2.0,,,,,,,,,,,,,
336,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2024-03-28 09:13:00.000,2024-03-28 09:12:47,571.0,38.0,393.0,30.0,49.0,12.0,122.0,1370.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,28.0,28,True,2024-02-16 09:48:48,2.3.2,4.0,minisom,,,,,551.0,551.0,https://pypi.org/project/minisom,22806.0,22806.0,,,,,,,,2.0,,,,,,,,,,,,,
337,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2024-03-28 15:05:53.000,2024-03-17 09:58:07,3000.0,60.0,351.0,55.0,1145.0,273.0,944.0,1343.0,Cartopy - a cartographic python library with matplotlib support.,125.0,28,True,2023-08-05 00:46:57,0.22.0,24.0,cartopy,conda-forge/cartopy,,,,,,https://pypi.org/project/cartopy,236273.0,310995.0,https://anaconda.org/conda-forge/cartopy,2023-10-24 18:58:07.197,3437252.0,,,,,3.0,,,,,,,,,,-6.0,,,
338,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2024-03-14 18:03:58.000,2024-03-14 18:03:57,1040.0,25.0,110.0,24.0,115.0,30.0,52.0,1278.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",23.0,28,True,2024-03-12 03:37:43,1.4.3,35.0,imodels,,,,,69.0,69.0,https://pypi.org/project/imodels,148215.0,148215.0,,,,,,,,2.0,,,,,,,,,,,,,
339,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2024-01-31 21:10:59.000,2020-10-14 13:22:39,167.0,,340.0,71.0,87.0,26.0,26.0,1214.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,28,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,,1336.0,1336.0,https://pypi.org/project/empyrical,29598.0,29956.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,26167.0,,,,,2.0,,,,,,,,,,,,,
340,Aesara,aesara-devs/aesara,ml-frameworks,,https://github.com/aesara-devs/aesara,https://github.com/aesara-devs/aesara,,2019-11-12 14:02:08.000,2024-02-05 16:23:19.000,2024-02-05 16:23:18,30109.0,1.0,154.0,20.0,748.0,283.0,408.0,1155.0,"Aesara is a Python library for defining, optimizing, and efficiently evaluating mathematical expressions involving..",595.0,28,True,2023-10-25 14:19:59,rel-2.9.3,85.0,aesara,conda-forge/aesara,,,,597.0,597.0,https://pypi.org/project/aesara,71958.0,98523.0,https://anaconda.org/conda-forge/aesara,2023-10-25 16:56:57.335,982907.0,,,,,3.0,,,,,,,,,,,,,
341,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2024-03-29 16:07:38.000,2024-03-24 14:11:09,505.0,22.0,112.0,23.0,346.0,31.0,269.0,1134.0,Extra blocks for scikit-learn pipelines.,67.0,28,True,2024-03-19 11:51:08,0.8.0,38.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],133.0,133.0,https://pypi.org/project/scikit-lego,26563.0,27570.0,https://anaconda.org/conda-forge/scikit-lego,2023-07-19 07:17:55.286,46332.0,,,,,2.0,,,,,,,,,,,,,
342,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2024-03-28 15:40:16.000,2024-03-01 21:07:56,1064.0,29.0,197.0,24.0,133.0,24.0,188.0,1050.0,Survival analysis built on top of scikit-learn.,18.0,28,True,2023-12-30 23:01:21,0.22.2,27.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],444.0,444.0,https://pypi.org/project/scikit-survival,87573.0,90382.0,https://anaconda.org/conda-forge/scikit-survival,2023-12-31 00:55:10.043,78675.0,,,,,2.0,,,,,,,,,,,,,
343,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000,2023-04-19 21:43:19,547.0,,172.0,34.0,86.0,76.0,122.0,899.0,A scikit-learn based module for multi-label et. al. classification.,28.0,28,True,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1507.0,1507.0,https://pypi.org/project/scikit-multilearn,86945.0,86945.0,,,,,,,,2.0,,,,,,,,,,,,,
344,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2024-03-23 14:48:20.000,2024-03-23 14:48:19,668.0,5.0,101.0,14.0,95.0,69.0,62.0,836.0,A Python nearest neighbor descent for approximate nearest neighbors.,27.0,28,True,2023-11-20 18:03:16,release-0.5.11,23.0,pynndescent,conda-forge/pynndescent,,,,5846.0,5846.0,https://pypi.org/project/pynndescent,941799.0,982239.0,https://anaconda.org/conda-forge/pynndescent,2023-11-20 21:14:19.693,1779369.0,,,,,3.0,,,,,,,,,,,,,
345,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2024-03-13 18:52:55.000,2024-03-13 18:52:54,954.0,15.0,161.0,49.0,83.0,24.0,144.0,748.0,Library for exploring and validating machine learning data.,26.0,28,True,2023-08-14 06:29:46,1.14.0,43.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",846.0,846.0,https://pypi.org/project/tensorflow-data-validation,199405.0,199414.0,,,,,,,,3.0,643.0,,,,,,,,,,,,
346,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2024-03-26 19:56:27.000,2024-02-06 03:22:42,1674.0,17.0,260.0,42.0,1337.0,266.0,363.0,687.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",107.0,28,True,2024-02-06 04:35:56,0.36.0,43.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,3119886.0,3119886.0,,,,,,,,3.0,,,,,,,,,,,,,
347,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2023-07-09 00:54:49.000,2023-04-19 16:47:52,581.0,,1123.0,350.0,79.0,48.0,231.0,7901.0,StarCraft II Learning Environment.,39.0,27,True,2022-07-13 12:08:43,4.0,6.0,pysc2,,,,,711.0,711.0,https://pypi.org/project/pysc2,2930.0,3324.0,,,,,,,,3.0,31158.0,google-deepmind/pysc2,,,,,,,,,,,
348,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2024-02-17 16:51:26.000,2024-02-11 19:34:10,1245.0,10.0,582.0,61.0,81.0,77.0,559.0,4587.0,Time series Timeseries Deep Learning Machine Learning Pytorch fastai | State-of-the-art Deep Learning library for Time..,24.0,27,True,2024-02-11 18:51:14,0.3.9,14.0,tsai,conda-forge/tsai,,,,,,https://pypi.org/project/tsai,10978.0,10978.0,https://anaconda.org/conda-forge/tsai,,,,,,,3.0,,,,,,,,,,,,,
349,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2024-03-09 16:20:29.000,2023-09-01 03:04:11,1137.0,,713.0,60.0,1013.0,131.0,739.0,4011.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",85.0,27,True,2023-07-04 07:11:53,1.0.1,20.0,mmocr,,,,['pytorch'],118.0,118.0,https://pypi.org/project/mmocr,5967.0,5967.0,,,,,,,,3.0,,,,,,,,,,,,,
350,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2024-03-20 17:23:36.000,2023-10-12 08:57:51,209.0,,308.0,85.0,95.0,43.0,32.0,3470.0,Python library that makes it easy for data scientists to create charts.,25.0,27,True,2023-10-12 09:01:22,4.0.5,25.0,chartify,conda-forge/chartify,,,,76.0,76.0,https://pypi.org/project/chartify,28369.0,28369.0,https://anaconda.org/conda-forge/chartify,,,,,,,3.0,,,,,,,,,,,,,
351,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2024-03-23 17:35:58.000,2024-02-22 12:17:17,1487.0,9.0,234.0,17.0,1733.0,246.0,726.0,3296.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,53.0,27,True,2024-01-31 13:08:55,0.18.1,60.0,deepchecks,,,,,360.0,360.0,https://pypi.org/project/deepchecks,54337.0,54365.0,,,,,,,,2.0,815.0,,,,,,,,,,,,
352,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2024-01-05 06:03:44.000,2024-01-02 20:16:48,4161.0,2.0,361.0,82.0,63.0,144.0,189.0,3145.0,a library for audio and music analysis.,25.0,27,True,2019-02-27 09:00:43,0.4.9,8.0,aubio,conda-forge/aubio,,,,447.0,447.0,https://pypi.org/project/aubio,3586.0,11187.0,https://anaconda.org/conda-forge/aubio,2023-06-16 13:24:40.255,638557.0,,,,,3.0,,,,,,,,,,-2.0,,,
353,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2024-02-12 06:44:22.000,2020-04-27 18:40:41,522.0,,1007.0,166.0,215.0,43.0,146.0,3051.0,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,683.0,683.0,https://pypi.org/project/alphalens,1607.0,1886.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,20396.0,,,,,3.0,,,,,,,,,,,,,
354,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-09-14 20:07:18.000,2021-10-29 06:15:49,2535.0,,416.0,64.0,932.0,295.0,745.0,2873.0,StellarGraph - Machine Learning on Graphs.,37.0,27,False,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,,['tensorflow'],255.0,255.0,https://pypi.org/project/stellargraph,5072.0,5072.0,,,,,,,,2.0,,,,,,,,,,,,,
355,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2024-03-26 12:09:06.000,2024-03-26 12:08:52,1545.0,45.0,613.0,45.0,28.0,2.0,420.0,2842.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,31.0,27,True,2023-09-21 03:43:55,2.2.7,9.0,deepke,,,,['pytorch'],21.0,21.0,https://pypi.org/project/deepke,571.0,571.0,,,,,,,,3.0,,,,,,,,,,,,,
356,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2023-11-29 13:30:45.000,2023-11-29 13:26:08,135.0,,264.0,52.0,19.0,36.0,97.0,2824.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,27,True,2023-11-29 13:30:45,2.3.1,9.0,sweetviz,conda-forge/sweetviz,,,,2101.0,2101.0,https://pypi.org/project/sweetviz,77618.0,77618.0,https://anaconda.org/conda-forge/sweetviz,,,,,,,3.0,,,,,,,,,,,,,
357,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-03-15 06:37:00.287,2021-10-12 13:32:38,1570.0,,514.0,64.0,546.0,254.0,393.0,2717.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,27,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,,,https://pypi.org/project/scikit-optimize,768464.0,784893.0,https://anaconda.org/conda-forge/scikit-optimize,2024-03-15 06:37:00.287,706451.0,,,,,3.0,,,,,,,,,,,,,
358,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2024-03-04 15:26:06.000,2022-09-28 17:12:28,249.0,,302.0,30.0,320.0,76.0,38.0,2649.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,27,False,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],882.0,882.0,https://pypi.org/project/lazypredict,20157.0,20247.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2792.0,,,,,3.0,,,,,,,,,,,,,
359,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000,2024-01-21 16:46:47,1134.0,3.0,333.0,44.0,57.0,64.0,207.0,2336.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,27,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,,['tensorflow'],280.0,280.0,https://pypi.org/project/spektral,7413.0,7413.0,,,,,,,,2.0,,,,,,,,,,,,,
360,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,,2019-02-26 10:10:56.000,2024-03-25 00:23:28.000,2024-03-08 14:56:57,654.0,6.0,243.0,53.0,645.0,136.0,225.0,2278.0,Algorithms for explaining machine learning models.,21.0,27,True,2024-01-22 16:23:03,0.9.5,32.0,alibi,,,,,571.0,571.0,https://pypi.org/project/alibi,24088.0,24088.0,,,,,,,,2.0,,,,,,,,,,,,,
361,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-03-22 18:10:22.000,2024-01-30 18:07:43,695.0,34.0,228.0,36.0,146.0,8.0,140.0,2270.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,27,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,167.0,167.0,https://pypi.org/project/norfair,13248.0,13255.0,,,,,,,,3.0,296.0,,,,,,,,,,,,
362,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000,2023-04-03 00:19:55,1816.0,,243.0,89.0,124.0,31.0,230.0,2166.0,"NLP, before and after spaCy.",35.0,27,True,2023-04-02 22:46:00,0.13.0,29.0,textacy,conda-forge/textacy,,,,1721.0,1721.0,https://pypi.org/project/textacy,37708.0,39397.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,138529.0,,,,,3.0,,,,,,,,,,,,,
363,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2024-02-21 23:16:24.000,2024-02-21 23:13:33,479.0,8.0,311.0,63.0,153.0,7.0,92.0,2092.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,27,True,2024-02-21 23:16:24,3.3.0,22.0,pytextrank,,,,,602.0,602.0,https://pypi.org/project/pytextrank,48094.0,48094.0,,,,,,,,3.0,,,,,,,,,,,,,
364,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,,2019-10-07 13:29:13.000,2024-03-13 07:28:49.000,2024-03-07 17:28:22,718.0,6.0,212.0,39.0,530.0,121.0,234.0,2057.0,"Algorithms for outlier, adversarial and drift detection.",22.0,27,True,2024-01-22 16:25:25,0.11.5,34.0,alibi-detect,,,,,424.0,424.0,https://pypi.org/project/alibi-detect,29021.0,29021.0,,,,,,,,3.0,,,,,,,,,,,,,
365,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2024-03-19 21:59:57.000,2024-03-19 21:59:57,1652.0,16.0,159.0,61.0,68.0,65.0,130.0,1795.0,A Python toolbox for gaining geometric insights into high-dimensional data.,22.0,27,True,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,,380.0,380.0,https://pypi.org/project/hypertools,708.0,708.0,,,,,,,,3.0,31.0,,,,,,,,,,,,
366,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000,2023-10-08 14:28:43,1157.0,,208.0,36.0,1081.0,25.0,496.0,1728.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,True,2023-06-30 13:17:42,0.8.2,26.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],268.0,268.0,https://pypi.org/project/lightning-flash,1967.0,2524.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,17297.0,,,,,2.0,,Lightning-Universe/lightning-flash,,,,,,,,,,,
367,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2024-01-04 20:19:39.000,2024-01-04 20:19:39,950.0,4.0,562.0,108.0,283.0,16.0,300.0,1491.0,Execute Python code on the fly and display results in Tableau visualizations:.,50.0,27,True,2023-06-28 20:49:21,2.9.0,20.0,tabpy,anaconda/tabpy-client,,,,150.0,150.0,https://pypi.org/project/tabpy,8798.0,8852.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4483.0,,,,,3.0,,,,,,,,,,,,,
368,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,,2016-10-21 23:14:52.000,2024-03-28 23:47:10.000,2024-03-18 18:21:24,1851.0,7.0,267.0,45.0,271.0,60.0,193.0,1488.0,TensorLy: Tensor Learning in Python.,66.0,27,True,2023-01-15 00:40:26,0.8.0,8.0,tensorly,conda-forge/tensorly,,,,607.0,607.0,https://pypi.org/project/tensorly,18230.0,23424.0,https://anaconda.org/conda-forge/tensorly,2023-06-16 16:08:38.154,363641.0,,,,,3.0,,,,,,,,,,,,,
369,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2024-03-11 14:26:08.000,2024-03-11 14:26:08,688.0,4.0,151.0,24.0,125.0,2.0,128.0,1350.0,"Extensible, parallel implementations of t-SNE.",11.0,27,True,2023-11-29 14:50:50,1.0.1,21.0,opentsne,conda-forge/opentsne,,,,762.0,762.0,https://pypi.org/project/opentsne,29903.0,35418.0,https://anaconda.org/conda-forge/opentsne,2023-11-29 23:41:32.898,237174.0,,,,,3.0,,,,,,,,,,,,,
370,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2024-03-29 12:35:30.000,2024-03-28 17:12:47,1645.0,207.0,70.0,13.0,458.0,55.0,528.0,1054.0,"An open-source engine that automates AI infrastructure provisioning on any cloud for development, training and..",23.0,27,True,2024-03-26 07:59:28,0.16.5,53.0,dstack,,,,,14.0,14.0,https://pypi.org/project/dstack,2741.0,2741.0,,,,,,,,3.0,,,,,,,,,,,,,
