,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
371,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,1287.0,184.0,214.0,34.0,535.0,10081.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,,2021-01-29 00:03:56,0.0.9,1.0,,,,,,,21.0,21.0,,,326.0,,,,,,,,3.0,19248.0,,,,,,,,,,
372,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2025-08-31 01:15:56.000000,2025-08-31 01:15:50,344.0,1068.0,49.0,35.0,69.0,113.0,6260.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,26,True,,2021-06-28 12:45:52,0.6.5,20.0,,scikit-opt,,,,['sklearn'],282.0,282.0,https://pypi.org/project/scikit-opt,15043.0,15043.0,,,,,,,,3.0,,,,,,,,,,,
373,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2025-08-04 16:44:35.000000,2025-08-04 16:44:35,782.0,1195.0,204.0,94.0,191.0,123.0,6190.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,26,True,,,,,,pyAudioAnalysis,,,,,674.0,674.0,https://pypi.org/project/pyAudioAnalysis,56100.0,56100.0,,,,,,,,3.0,,,,,,,,,,,
374,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2025-08-15 15:19:22.000000,2025-08-15 14:46:15,569.0,467.0,60.0,101.0,28.0,104.0,5547.0,Finding duplicate images made easy!.,19.0,26,True,,2025-08-15 15:19:22,0.3.3.post2,11.0,,imagededup,,,,['tensorflow'],200.0,200.0,https://pypi.org/project/imagededup,94436.0,94436.0,,,,,,,,3.0,31.0,,,,,,,,,,
375,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2025-08-14 14:06:15.000000,2025-08-14 14:06:15,1485.0,768.0,74.0,1837.0,336.0,638.0,5087.0,Probabilistic time series modeling in Python.,117.0,26,True,,2025-06-27 12:02:05,0.16.2,100.0,,gluonts,anaconda/gluonts,,,['pytorch'],,,https://pypi.org/project/gluonts,509415.0,509481.0,https://anaconda.org/anaconda/gluonts,2025-04-22 15:32:35.609,3311.0,,,,,3.0,,,,,,,,,,,
376,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2025-09-05 19:23:19.000000,2025-07-28 15:44:18,6249.0,546.0,140.0,1991.0,285.0,1418.0,4837.0,ArrayFire: a general purpose GPU library.,97.0,26,True,,2025-09-05 19:23:19,3.10.0,35.0,,arrayfire,,,,,,,https://pypi.org/project/arrayfire,9360.0,9438.0,,,,,,,,3.0,9930.0,,,,,,,,,,
377,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2025-11-24 11:36:18.000000,2025-11-24 11:36:18,1504.0,289.0,23.0,1769.0,251.0,734.0,3952.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,55.0,26,True,1.0,2024-12-15 15:25:39,0.19.1,62.0,,deepchecks,,,,,539.0,539.0,https://pypi.org/project/deepchecks,52407.0,52438.0,,,,,,,,2.0,1592.0,,,,,,,,,,
378,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2025-10-21 03:35:02.000000,2025-09-10 16:50:29,3143.0,758.0,156.0,68.0,2.0,971.0,3569.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,41.0,26,True,,2025-10-09 17:46:54,1.10.0-beta,24.0,,,bioconda/deepvariant,,,['tensorflow'],4.0,4.0,,,892.0,https://anaconda.org/bioconda/deepvariant,2025-05-24 22:00:53.930,80062.0,,,,,3.0,4882.0,,,,,,,,,,
379,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2025-04-22 14:57:46.014000,2023-11-29 13:26:08,135.0,284.0,50.0,25.0,47.0,97.0,3064.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,26,False,,2023-11-29 13:30:45,2.3.1,13.0,,sweetviz,conda-forge/sweetviz,,,,3173.0,3173.0,https://pypi.org/project/sweetviz,112192.0,113051.0,https://anaconda.org/conda-forge/sweetviz,2025-04-22 14:57:46.014,49876.0,,,,,3.0,,,,,,,,,,,
380,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2025-11-13 16:48:24.000000,2025-11-13 16:48:20,440.0,873.0,88.0,297.0,152.0,105.0,2721.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,26,True,2.0,2024-04-08 20:02:55,0.6.1,12.0,,aif360,conda-forge/aif360,,,,750.0,750.0,https://pypi.org/project/aif360,48387.0,48875.0,https://anaconda.org/conda-forge/aif360,2025-04-22 14:57:36.856,30755.0,,,,,2.0,,,,,,,,,,,
381,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,,2019-02-26 10:10:56.000,2025-10-17 13:23:21.000000,2025-10-10 16:32:09,679.0,258.0,50.0,695.0,142.0,225.0,2597.0,Algorithms for explaining machine learning models.,25.0,26,True,6.0,2024-04-18 15:30:25,0.9.6,33.0,,alibi,,,,,838.0,838.0,https://pypi.org/project/alibi,29690.0,29690.0,,,,,,,,2.0,,,,,,,,,,,
382,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2025-04-30 17:21:08.000000,2025-04-30 17:04:22,704.0,261.0,33.0,153.0,21.0,147.0,2582.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,32.0,26,True,,2025-04-30 17:21:48,2.3.0,14.0,,norfair,,,,,342.0,342.0,https://pypi.org/project/norfair,52242.0,52247.0,,,,,,,,3.0,367.0,,,,,,,,,,
383,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,607.0,84.0,29.0,19.0,52.0,2422.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,26,False,,2020-01-14 14:12:10,0.6.1,3.0,,python_speech_features,,,,,1077.0,1077.0,https://pypi.org/project/python_speech_features,198273.0,198273.0,,,,,,,,3.0,,,,,,,,,,,
384,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-11-22 16:48:16.000000,2024-02-28 15:45:58,1631.0,250.0,62.0,63.0,27.0,199.0,2228.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,26,False,,2024-02-28 15:44:03,2.1.0,14.0,,ampligraph,,,,['tensorflow'],68.0,68.0,https://pypi.org/project/ampligraph,1109.0,1109.0,,,,,,,,2.0,,,,,,,,,,,
385,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2025-11-26 23:03:06.000000,2025-11-26 23:03:01,383.0,293.0,47.0,339.0,243.0,184.0,1991.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,45.0,26,True,9.0,2025-11-25 23:45:32,0.7.5,18.0,,tensorflow-recommenders,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-recommenders,193028.0,193028.0,,,,,,,,2.0,,,,,,,,,,,
386,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2025-07-23 08:17:23.000000,2025-07-23 08:17:23,163.0,305.0,52.0,90.0,26.0,191.0,1772.0,"Genetic Programming in Python, with a scikit-learn inspired API.",12.0,26,True,,2022-05-03 10:56:08,0.4.2,2.0,,gplearn,conda-forge/gplearn,,,['sklearn'],732.0,732.0,https://pypi.org/project/gplearn,39226.0,39398.0,https://anaconda.org/conda-forge/gplearn,2025-04-22 14:57:28.627,11358.0,,,,,3.0,,,,,,,,,,,
387,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,308.0,24.0,381.0,43.0,155.0,1589.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,False,,2023-05-18 06:27:52,2.2.5,10.0,,pgl,,,,['paddle'],68.0,68.0,https://pypi.org/project/pgl,4265.0,4265.0,,,,,,,,2.0,,,,,,,,,,,
388,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2025-12-08 07:23:26.000000,2025-07-07 20:41:13,838.0,330.0,112.0,843.0,197.0,170.0,1559.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",87.0,26,True,,2024-02-08 02:06:46,0.8.0,21.0,,tensorflow-model-optimization,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-model-optimization,1058328.0,1058328.0,,,,,,,,2.0,,,,,,,,,,,
389,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,,2015-09-08 08:19:06.000,2024-08-25 11:43:40.000000,2024-08-25 11:43:40,1753.0,256.0,41.0,263.0,58.0,214.0,1537.0,Python audio and music signal processing library.,24.0,26,False,,2018-11-14 14:57:41,0.16.1,10.0,,madmom,,,,,512.0,512.0,https://pypi.org/project/madmom,12559.0,12559.0,,,,,,,,3.0,,,,,,,,,,,
390,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2025-10-19 21:40:52.000000,2025-10-19 21:40:48,697.0,165.0,48.0,166.0,25.0,385.0,1451.0,moDel Agnostic Language for Exploration and eXplanation (JMLR 2018; JMLR 2021).,28.0,26,True,7.0,2022-09-10 12:32:33,python-v1.5.0,7.0,,dalex,conda-forge/dalex,,,,237.0,237.0,https://pypi.org/project/dalex,28966.0,29589.0,https://anaconda.org/conda-forge/dalex,2025-04-22 14:57:44.228,36767.0,,,,,2.0,,,,,,,,,,,
391,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2025-04-22 14:57:23.763000,2024-08-03 19:34:12,297.0,220.0,42.0,186.0,42.0,122.0,1427.0,Metric learning algorithms in Python.,24.0,26,False,,2023-09-29 00:16:16,0.7.0,11.0,,metric-learn,conda-forge/metric-learn,,,['sklearn'],498.0,498.0,https://pypi.org/project/metric-learn,25172.0,25453.0,https://anaconda.org/conda-forge/metric-learn,2025-04-22 14:57:23.763,18302.0,,,,,3.0,,,,,,,,,,,
392,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2025-12-09 18:17:15.000000,2025-12-09 18:17:11,220.0,96.0,31.0,126.0,9.0,19.0,1393.0,,23.0,26,False,4.0,2025-09-01 23:39:10,0.1.8,9.0,google-deepmind/rlax,rlax,,,,['jax'],383.0,383.0,https://pypi.org/project/rlax,65500.0,65500.0,,,,,,,,3.0,,,,,,,,,,,
393,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2025-12-03 12:15:51.000000,2025-12-03 12:15:43,579.0,121.0,20.0,431.0,28.0,304.0,1372.0,Extra blocks for scikit-learn pipelines.,69.0,26,True,13.0,2025-04-30 20:17:15,0.9.5,45.0,,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],187.0,187.0,https://pypi.org/project/scikit-lego,53691.0,54843.0,https://anaconda.org/conda-forge/scikit-lego,2025-04-22 14:57:15.493,77239.0,,,,,3.0,,,,,,,,,,,
394,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2025-04-11 14:13:23.000000,2023-10-12 14:56:47,1107.0,230.0,31.0,69.0,55.0,206.0,1306.0,A toolbox to iNNvestigate neural networks predictions!.,22.0,26,False,,2023-10-12 14:58:48,2.1.2,6.0,,innvestigate,,,,['tensorflow'],150.0,150.0,https://pypi.org/project/innvestigate,3640.0,3644.0,,,,,,,,2.0,197.0,,,,,,,,,,
395,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2025-10-06 17:29:00.000000,2024-08-02 11:14:21,90.0,244.0,19.0,23.0,,92.0,1291.0,Implementation of the node2vec algorithm.,16.0,26,False,,2024-08-02 11:13:59,0.5.0,10.0,,node2vec,conda-forge/node2vec,,,,960.0,960.0,https://pypi.org/project/node2vec,68382.0,68803.0,https://anaconda.org/conda-forge/node2vec,2025-04-22 14:56:50.341,38388.0,,,,,2.0,,,,,,,,,,,
396,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2025-02-06 20:19:28.000000,2024-07-09 16:09:26,3066.0,257.0,29.0,38.0,1.0,500.0,1264.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,17.0,26,False,,2024-06-19 01:14:13,0.41.4,100.0,,ktrain,,,,['tensorflow'],577.0,577.0,https://pypi.org/project/ktrain,3027.0,3027.0,,,,,,,,3.0,,,,,,,,,,,
397,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2025-11-24 19:55:04.000000,2025-04-10 21:34:27,1700.0,292.0,37.0,1491.0,286.0,372.0,734.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",115.0,26,True,,2024-07-01 23:45:56,0.37.1,45.0,,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,708402.0,708402.0,,,,,,,,2.0,,,,,,,,,,,
398,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-09-17 14:13:04.000,2025-04-22 14:56:33.006000,2024-07-03 17:02:18,237.0,62.0,12.0,208.0,14.0,187.0,358.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,26,False,,,,13.0,,pystan,conda-forge/pystan,,,,10588.0,10588.0,https://pypi.org/project/pystan,656173.0,706266.0,https://anaconda.org/conda-forge/pystan,2025-04-22 14:56:33.006,3205995.0,,,,,3.0,,,,,,,,,,,
399,orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,,2017-09-07 06:05:21.000,2025-11-26 15:54:11.000000,2025-11-21 20:18:00,4118.0,50.0,14.0,719.0,200.0,203.0,300.0,Asynchronous Distributed Hyperparameter Optimization.,34.0,26,True,67.0,2025-11-26 15:53:55,0.2.8,27.0,,orion,,,,,124.0,124.0,https://pypi.org/project/orion,8495.0,8495.0,,,,,,,,3.0,,,,,,,,,,,
400,ridgeplot,tpvasconcelos/ridgeplot,data-viz,,https://github.com/tpvasconcelos/ridgeplot,https://github.com/tpvasconcelos/ridgeplot,MIT,2021-01-21 18:21:30.000,2025-12-08 23:25:29.000000,2025-12-08 23:24:46,1235.0,9.0,3.0,297.0,13.0,41.0,238.0,Beautiful ridgeline plots in Python.,4.0,26,True,97.0,2025-10-12 05:32:45,0.5.0,25.0,,ridgeplot,conda-forge/ridgeplot,,,,280.0,280.0,https://pypi.org/project/ridgeplot,22387.0,22602.0,https://anaconda.org/conda-forge/ridgeplot,2025-10-18 18:24:12.113,2575.0,,,,,3.0,55.0,,,,,,,,,,
401,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2025-10-28 17:49:09.000000,2025-10-28 17:49:09,2056.0,14001.0,3317.0,977.0,2.0,95.0,70945.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",691.0,25,True,9.0,,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,
402,pandas-ai,gventuri/pandas-ai,others,,https://github.com/sinaptik-ai/pandas-ai,https://github.com/sinaptik-ai/pandas-ai,,2023-04-22 12:58:01.000,2025-10-28 10:02:13.000000,2025-10-28 10:02:13,1416.0,2207.0,170.0,713.0,12.0,900.0,22761.0,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs..",112.0,25,True,58.0,2025-10-07 08:22:13,3.0.0,100.0,sinaptik-ai/pandas-ai,pandas-ai,,,,,,,https://pypi.org/project/pandas-ai,,,,,,,,,,3.0,,,,,,,,,,,
403,ultimatevocalremovergui,Anjok07/ultimatevocalremovergui,audio,,https://github.com/Anjok07/ultimatevocalremovergui,https://github.com/Anjok07/ultimatevocalremovergui,MIT,2020-07-20 21:29:01.000,2025-03-13 21:44:03.000000,2025-03-13 21:44:03,775.0,1685.0,185.0,87.0,1253.0,424.0,22718.0,GUI for a Vocal Remover that uses Deep Neural Networks.,8.0,25,True,,2023-09-26 02:29:28,5.6,8.0,,,,,,,,,,,69962.0,,,,,,,,3.0,4547564.0,,,,,,,,,,
404,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2025-07-24 00:48:57.000000,2024-06-14 19:31:58,659.0,1022.0,137.0,106.0,77.0,312.0,6735.0,A Python scikit for building and analyzing recommender systems.,46.0,25,False,,,,9.0,,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,134930.0,143923.0,https://anaconda.org/conda-forge/scikit-surprise,2025-04-22 14:56:45.083,584590.0,,,,,3.0,,,,,,,,,,,
405,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2025-07-29 09:40:28.000000,2025-07-29 09:27:29,1258.0,699.0,63.0,90.0,116.0,567.0,5919.0,Time series Timeseries Deep Learning Machine Learning Python Pytorch fastai | State-of-the-art Deep Learning library..,23.0,25,True,,2025-07-29 09:24:03,0.4.1,16.0,,tsai,conda-forge/tsai,,,,,,https://pypi.org/project/tsai,25788.0,25788.0,https://anaconda.org/conda-forge/tsai,,,,,,,3.0,,,,,,,,,,,
406,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2025-04-22 14:57:29.789000,2022-05-03 07:13:22,108.0,594.0,135.0,31.0,59.0,55.0,5687.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,,1.0,,flashtext,conda-forge/flashtext,,,,2058.0,2058.0,https://pypi.org/project/flashtext,2072528.0,2072886.0,https://anaconda.org/conda-forge/flashtext,2025-04-22 14:57:29.789,23308.0,,,,,3.0,,,,,,,,,,,
407,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2025-12-11 15:15:31.000000,2025-12-11 15:15:31,4048.0,641.0,90.0,4454.0,222.0,1445.0,5569.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,100.0,25,True,86.0,2025-10-27 14:10:55,1.52.0,93.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
408,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2024-03-21 14:27:34.000000,2023-03-29 07:02:37,553.0,852.0,120.0,64.0,123.0,74.0,5144.0,Image augmentation library in Python for machine learning.,23.0,25,False,,,,,,Augmentor,,,,,957.0,957.0,https://pypi.org/project/Augmentor,13070.0,13070.0,,,,,,,,3.0,,,,,,,,,,,
409,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2025-07-27 18:33:09.000000,2025-07-27 18:33:08,559.0,769.0,174.0,90.0,,289.0,4687.0,A python wrapper for Alpha Vantage API for financial data.,44.0,25,True,,2024-07-17 21:33:07,3.0.0,6.0,,alpha_vantage,conda-forge/alpha_vantage,,,,,,https://pypi.org/project/alpha_vantage,143917.0,144092.0,https://anaconda.org/conda-forge/alpha_vantage,2025-04-22 14:57:44.470,10344.0,,,,,3.0,,,,,,,,,,,
410,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2025-01-08 20:48:50.000000,2024-09-13 01:42:25,1464.0,504.0,54.0,831.0,71.0,499.0,4211.0,NeuralProphet: A simple forecasting package.,56.0,25,False,,2024-06-21 07:42:22,0.9.0,36.0,,neuralprophet,,,,['pytorch'],,,https://pypi.org/project/neuralprophet,82335.0,82335.0,,,,,,,,3.0,,,,,,,,,,,
411,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2025-03-25 16:28:44.170000,2025-02-24 07:16:40,4388.0,706.0,39.0,1033.0,325.0,722.0,4146.0,"A unified, comprehensive and efficient recommendation library.",79.0,25,True,,2025-02-23 15:44:33,1.2.1,11.0,,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,127728.0,127886.0,https://anaconda.org/aibox/recbole,2025-03-25 16:28:44.170,9659.0,,,,,3.0,,,,,,,,,,,
412,Determined,determined-ai/determined,ml-frameworks,,https://github.com/determined-ai/determined,https://github.com/determined-ai/determined,Apache-2.0,2020-04-07 16:12:29.000,2025-03-20 19:09:46.000000,2025-03-20 19:09:13,8394.0,364.0,78.0,9859.0,42.0,350.0,3198.0,"Determined is an open-source machine learning platform that simplifies distributed training, hyperparameter tuning,..",126.0,25,True,,2025-03-19 23:12:44,0.38.1,100.0,,determined,,,https://docs.determined.ai,"['pytorch', 'tensorflow']",,,https://pypi.org/project/determined,39009.0,39141.0,,,,,,,,3.0,7937.0,,,,,,,,,,
413,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2024-08-03 17:30:36.000000,2022-10-05 16:26:03,376.0,247.0,49.0,484.0,40.0,70.0,2940.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,,2022-04-25 18:51:36,0.10.0,13.0,,m2cgen,,,,,345.0,345.0,https://pypi.org/project/m2cgen,19726.0,19727.0,,,,,,,,3.0,107.0,,,,,,,,,,
414,tts-generation-webui,rsxdalv/tts-generation-webui,audio,,https://github.com/rsxdalv/TTS-WebUI,https://github.com/rsxdalv/TTS-WebUI,MIT,2023-04-27 18:32:26.000,2025-11-23 23:45:17.000000,2025-11-23 23:44:22,332.0,293.0,40.0,194.0,102.0,272.0,2808.0,"A single Gradio + React WebUI with extensions for ACE-Step, Kimi Audio, Piper TTS, GPT-SoVITS, CosyVoice, XTTSv2, DIA,..",13.0,25,True,22.0,2025-11-23 23:45:18,0.4.0,4.0,rsxdalv/TTS-WebUI,,,,,,11.0,11.0,,,334.0,,,,,,,,3.0,1338.0,,,,,,,,,,
415,torch-points3d,torch-points3d/torch-points3d,image,,https://github.com/torch-points3d/torch-points3d,https://github.com/torch-points3d/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000,2025-12-08 21:07:55.000000,2024-06-06 00:53:31,1822.0,343.0,48.0,444.0,77.0,290.0,2676.0,Pytorch framework for doing deep learning on point clouds.,36.0,25,False,,2021-04-30 08:59:56,1.3.0,11.0,,torch-points3d,,,,['pytorch'],36.0,36.0,https://pypi.org/project/torch-points3d,574.0,574.0,,,,,,,,3.0,,,,,,,,,,,
416,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2025-04-10 09:30:35.000000,2025-04-10 09:30:30,2362.0,147.0,27.0,279.0,6.0,44.0,2278.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,25,True,,2021-08-27 10:19:56,0.4.132,3.0,,labml,,,,,240.0,240.0,https://pypi.org/project/labml,9570.0,9570.0,,,,,,,,3.0,,,,,,,,,,,
417,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,316.0,53.0,1313.0,202.0,810.0,2055.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,,2020-09-14 22:30:57,2020.06.3,21.0,,garage,,,,['tensorflow'],123.0,123.0,https://pypi.org/project/garage,2208.0,2208.0,,,,,,,,3.0,,,,,,,,,,,
