,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,new_addition
361,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000,2023-09-26 07:34:28,1378.0,,304.0,27.0,379.0,38.0,155.0,1556.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,27,True,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,,['paddle'],50.0,50.0,https://pypi.org/project/pgl,1524.0,1524.0,,,,,,,,2.0,,,,,,,,,,,,,
362,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,,2016-10-21 23:14:52.000,2024-02-01 16:30:38.000,2024-01-08 15:03:19,1840.0,4.0,268.0,45.0,270.0,58.0,192.0,1480.0,TensorLy: Tensor Learning in Python.,66.0,27,True,2023-01-15 00:40:26,0.8.0,8.0,tensorly,conda-forge/tensorly,,,,572.0,572.0,https://pypi.org/project/tensorly,12743.0,18011.0,https://anaconda.org/conda-forge/tensorly,2023-06-16 16:08:38.154,363519.0,,,,,3.0,,,,,,,,,,,,,
363,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2024-01-04 20:19:39.000,2024-01-04 20:19:39,950.0,4.0,564.0,108.0,283.0,14.0,300.0,1477.0,Execute Python code on the fly and display results in Tableau visualizations:.,50.0,27,True,2023-06-28 20:49:21,2.9.0,20.0,tabpy,anaconda/tabpy-client,,,,146.0,146.0,https://pypi.org/project/tabpy,10214.0,10268.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4479.0,,,,,3.0,,,,,,,,,,,,,
364,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-10-09 07:21:10.000,2023-09-29 00:13:39,295.0,,222.0,48.0,184.0,43.0,120.0,1359.0,Metric learning algorithms in Python.,22.0,27,True,2023-09-29 00:16:16,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],350.0,350.0,https://pypi.org/project/metric-learn,14968.0,15226.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,11132.0,,,,,3.0,,,,,,,,,,,,,
365,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2024-02-15 15:38:04.000,2024-02-14 13:54:40,2672.0,112.0,101.0,10.0,518.0,25.0,92.0,815.0,Time series forecasting with scikit-learn models.,10.0,27,True,2023-11-16 21:42:02,0.11.0,25.0,skforecast,,,,['sklearn'],239.0,239.0,https://pypi.org/project/skforecast,58171.0,58171.0,,,,,,,,3.0,,,,,,,,,,,,,
366,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2024-02-15 14:02:29.071,2024-02-15 10:42:47,1921.0,103.0,56.0,20.0,1424.0,18.0,205.0,485.0,The MLOps stack component for experiment tracking.,54.0,27,True,2024-02-15 11:38:59,1.9.1,122.0,neptune-client,conda-forge/neptune-client,,,,,,https://pypi.org/project/neptune-client,584698.0,589793.0,https://anaconda.org/conda-forge/neptune-client,2024-02-15 14:02:29.071,229317.0,,,,,3.0,,,,,,,,,,,,,
367,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-02-07 14:28:50.000,2024-02-07 14:27:33,227.0,8.0,55.0,13.0,202.0,12.0,186.0,305.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,27,True,,,12.0,pystan,conda-forge/pystan,,,,9628.0,9628.0,https://pypi.org/project/pystan,1749625.0,1783266.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2792233.0,,,,,3.0,,,,,,,,,,,,,
368,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2024-02-14 13:18:47.000,2024-01-25 03:54:26,1914.0,12.0,13168.0,3332.0,876.0,1.0,85.0,62714.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",637.0,26,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
369,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000,2021-02-12 10:36:31,2184.0,,1144.0,180.0,213.0,24.0,533.0,8555.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,21.0,21.0,,,238.0,,,,,,,,3.0,8833.0,,,,,,,,,,,,
370,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000,2023-10-22 09:33:23,779.0,,1147.0,212.0,91.0,182.0,120.0,5583.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,26,True,,,,pyAudioAnalysis,,,,,434.0,434.0,https://pypi.org/project/pyAudioAnalysis,13254.0,13254.0,,,,,,,,3.0,,,,,,,,,,,,,
371,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-01-16 11:28:25.000,2022-08-23 22:54:23,1046.0,,955.0,239.0,215.0,45.0,200.0,4335.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,False,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,51.0,51.0,https://pypi.org/project/tensortrade,542.0,638.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3281.0,,,,,3.0,,,,,,,,,,,,,
372,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000,2023-04-27 20:08:56,632.0,,922.0,283.0,226.0,11.0,356.0,3862.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,705459.0,705878.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20966.0,,,,,3.0,,,,,,,,,,,,,
373,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2024-01-10 12:41:25.000,2023-10-12 08:57:51,209.0,,306.0,85.0,93.0,43.0,32.0,3448.0,Python library that makes it easy for data scientists to create charts.,25.0,26,True,2023-10-12 09:01:22,4.0.5,25.0,chartify,conda-forge/chartify,,,,76.0,76.0,https://pypi.org/project/chartify,6956.0,7424.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,29502.0,,,,,3.0,,,,,,,,,,,,,
374,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2024-01-03 16:45:49.000,2024-01-03 16:44:47,1195.0,2.0,404.0,83.0,54.0,57.0,202.0,3318.0,A library of reinforcement learning components and agents.,84.0,26,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],186.0,186.0,https://pypi.org/project/dm-acme,1026.0,1234.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,8135.0,,,,,2.0,,,google-deepmind/acme,,,,,,,,,,
375,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-02-15 16:58:37.000,2023-11-08 16:40:21,1347.0,,336.0,71.0,1262.0,40.0,81.0,3283.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,34.0,26,True,2023-11-08 16:41:56,1.0.2,9.0,lit-nlp,conda-forge/lit-nlp,,,,27.0,27.0,https://pypi.org/project/lit-nlp,2740.0,4381.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,67298.0,,,,,2.0,,,,,,,,,,,,,
376,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-02-14 21:45:19.000,2024-02-14 21:36:13,462.0,14.0,269.0,49.0,454.0,52.0,254.0,3279.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,26,True,2024-01-08 18:41:59,0.4.10,23.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,,,https://pypi.org/project/hummingbird-ml,7698.0,8790.0,https://anaconda.org/conda-forge/hummingbird-ml,2024-01-08 20:24:23.326,37944.0,,,,,3.0,368.0,,,,,,,,,,,,
377,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2024-01-22 06:44:51.000,2024-01-22 06:44:48,3512.0,27.0,329.0,154.0,1166.0,21.0,60.0,2675.0,Neural Network Libraries.,73.0,26,True,2023-12-07 00:57:13,1.38.0,73.0,nnabla,,,,,,,https://pypi.org/project/nnabla,3046.0,3057.0,,,,,,,,3.0,907.0,,,,,,,,,,,,
378,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2024-02-05 09:27:05.000,2022-09-28 17:12:28,249.0,,284.0,29.0,318.0,75.0,38.0,2500.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,False,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],821.0,821.0,https://pypi.org/project/lazypredict,18261.0,18353.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2760.0,,,,,3.0,,,,,,,,,,,,,
379,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,,2019-02-26 10:10:56.000,2024-02-12 11:41:50.000,2024-02-12 11:41:49,652.0,4.0,242.0,47.0,640.0,136.0,225.0,2270.0,Algorithms for explaining machine learning models.,20.0,26,True,2024-01-22 16:23:03,0.9.5,32.0,alibi,,,,,558.0,558.0,https://pypi.org/project/alibi,23139.0,23139.0,,,,,,,,2.0,,,,,,,,,,,,,
380,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-01-11 19:35:27.000,2023-11-21 19:33:43,419.0,1.0,783.0,94.0,267.0,146.0,95.0,2252.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",70.0,26,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,369.0,369.0,https://pypi.org/project/aif360,10671.0,10864.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7942.0,,,,,2.0,,,,,,,,,,,,,
381,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-02-09 16:45:34.000,2024-01-30 18:07:43,695.0,34.0,228.0,38.0,142.0,6.0,135.0,2244.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,26,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,159.0,159.0,https://pypi.org/project/norfair,5534.0,5541.0,,,,,,,,3.0,296.0,,,,,,,,,,,,
382,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2024-02-10 10:19:11.000,2024-02-10 10:17:50,226.0,11.0,239.0,47.0,92.0,18.0,115.0,2093.0,A Python library that helps data scientists to infer causation rather than observing correlation.,40.0,26,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",107.0,107.0,https://pypi.org/project/causalnex,2515.0,2515.0,,,,,,,,2.0,,,mckinsey/causalnex,,,,,,,,,,
383,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-12-06 14:39:14.000,2023-08-22 16:20:29,468.0,,311.0,63.0,151.0,8.0,91.0,2083.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,26,True,2023-08-07 19:46:52,3.2.5,21.0,pytextrank,,,,,575.0,575.0,https://pypi.org/project/pytextrank,41812.0,41812.0,,,,,,,,3.0,,,,,,,,,,,,,
384,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-02-14 04:53:20.000,2024-02-14 04:53:20,1793.0,212.0,120.0,29.0,141.0,16.0,20.0,1785.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,128.0,128.0,https://pypi.org/project/labml,3909.0,3909.0,,,,,,,,3.0,,,,,,,,,,,,,
385,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000,2023-12-02 05:11:31,691.0,1.0,273.0,42.0,495.0,154.0,151.0,1723.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,26,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,146.0,146.0,https://pypi.org/project/petastorm,32901.0,32907.0,,,,,,,,3.0,433.0,,,,,,,,,,,,
386,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-02-14 15:12:37.000,2024-02-14 15:12:14,193.0,21.0,188.0,32.0,19.0,2.0,83.0,1575.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",15.0,26,True,,,41.0,autoviz,conda-forge/autoviz,,,,614.0,614.0,https://pypi.org/project/autoviz,28852.0,30403.0,https://anaconda.org/conda-forge/autoviz,2024-01-12 00:07:56.129,46550.0,,,,,3.0,,,,,,,,,,,,,
387,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-02-15 17:01:34.000,2024-02-15 13:47:30,6293.0,119.0,275.0,47.0,2562.0,254.0,1356.0,1526.0,cuGraph - RAPIDS Graph Analytics Library.,109.0,26,True,2024-02-13 16:02:14,24.02.00,34.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,179.0,707.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17952.0,,,,,3.0,,,,,,,,,,,,,
388,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2024-02-14 20:47:03.000,2023-06-07 07:35:59,3033.0,,119.0,37.0,336.0,11.0,187.0,1417.0,Multi-class confusion matrix library in Python.,17.0,26,True,2023-06-07 14:06:28,4.0,43.0,pycm,,,,,275.0,275.0,https://pypi.org/project/pycm,46046.0,46046.0,,,,,,,,3.0,,,,,,,,,,,,,
389,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-11-29 23:41:32.898,2023-11-29 13:48:39,684.0,4.0,150.0,24.0,124.0,2.0,128.0,1333.0,"Extensible, parallel implementations of t-SNE.",11.0,26,True,2023-11-29 14:50:50,1.0.1,21.0,opentsne,conda-forge/opentsne,,,,735.0,735.0,https://pypi.org/project/opentsne,30429.0,36032.0,https://anaconda.org/conda-forge/opentsne,2023-11-29 23:41:32.898,235328.0,,,,,3.0,,,,,,,,,,,,,
390,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2024-01-12 01:05:40.000,2023-12-30 17:46:40,1015.0,5.0,108.0,25.0,114.0,30.0,52.0,1256.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",22.0,26,True,2023-10-05 02:21:28,1.4.1,33.0,imodels,,,,,63.0,63.0,https://pypi.org/project/imodels,27950.0,27950.0,,,,,,,,2.0,,,,,,,,,,,,,
391,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-02-12 21:44:48.000,2024-02-12 21:44:47,1415.0,34.0,253.0,74.0,104.0,22.0,53.0,1231.0,Model analysis tools for TensorFlow.,57.0,26,True,2023-08-14 20:20:00,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",2.0,2.0,https://pypi.org/project/tensorflow-model-analysis,72934.0,72934.0,,,,,,,,2.0,,,,,,,,,,,,,
392,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-12-20 21:48:32.000,2023-10-12 14:56:47,1107.0,,229.0,36.0,68.0,52.0,206.0,1205.0,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,,['tensorflow'],116.0,116.0,https://pypi.org/project/innvestigate,833.0,838.0,,,,,,,,2.0,91.0,,,,,,,,,,,,
393,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2024-01-11 20:36:11.000,2023-12-21 17:09:15,394.0,8.0,172.0,25.0,31.0,4.0,129.0,1169.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,26,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],489.0,489.0,https://pypi.org/project/prince,105806.0,106154.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17786.0,,,,,3.0,,,,,,,,,,,,,
394,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-02-15 00:50:31.000,2024-02-15 00:50:30,2074.0,202.0,83.0,18.0,762.0,73.0,188.0,1040.0,"MetricFlow allows you to define, build, and maintain metrics in code.",44.0,26,True,2024-01-13 02:11:53,0.204.0,14.0,metricflow,,,,,16.0,16.0,https://pypi.org/project/metricflow,31340.0,31340.0,,,,,,,,3.0,,,dbt-labs/metricflow,,,,,,,,,,
395,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2024-02-15 07:01:21.000,2024-02-14 20:51:11,1902.0,67.0,317.0,55.0,481.0,133.0,250.0,1027.0,Machine learning on FPGAs using HLS.,59.0,26,True,2023-12-19 21:00:03,0.8.1,16.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,1008.0,1184.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,7234.0,,,,,3.0,,,,,,,,,,,,,
396,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-02-10 09:20:19.000,2024-02-04 15:21:44,798.0,7.0,112.0,30.0,402.0,64.0,311.0,985.0,BAyesian Model-Building Interface (Bambi) in Python.,36.0,26,True,2023-10-25 02:04:11,0.13.0,23.0,bambi,conda-forge/bambi,,,,105.0,105.0,https://pypi.org/project/bambi,21802.0,22561.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,28861.0,,,,,3.0,,,,,,,,,,,,,
397,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-11-08 21:55:22.000,2023-11-08 21:55:22,1142.0,,219.0,62.0,245.0,1.0,365.0,949.0,Search and download Copernicus Sentinel satellite images.,43.0,26,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,531.0,531.0,https://pypi.org/project/sentinelsat,20085.0,20789.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,28103.0,,,,,3.0,262.0,,,,,,,,,,,,
398,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2024-02-15 10:17:47.000,2024-02-05 13:23:33,777.0,16.0,59.0,12.0,127.0,40.0,110.0,896.0,Visualize large time series data with plotly.py.,12.0,26,True,2024-01-14 18:45:33,0.9.2,21.0,plotly-resampler,conda-forge/plotly-resampler,,,,840.0,840.0,https://pypi.org/project/plotly-resampler,405366.0,406742.0,https://anaconda.org/conda-forge/plotly-resampler,2024-01-23 20:24:24.113,34409.0,,,,,3.0,,,,,,,,,,,,,
399,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-02-09 17:45:26.000,2024-02-09 17:45:10,567.0,17.0,154.0,31.0,179.0,4.0,98.0,560.0,Machine learning for multivariate data analysis through the Riemannian geometry of symmetric or Hermitian positive..,30.0,26,True,2023-06-20 08:57:52,0.5,6.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],306.0,306.0,https://pypi.org/project/pyriemann,23957.0,24208.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,5039.0,,,,,3.0,,,,,,,,,,,,,
400,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-02-10 22:13:16.000,2023-08-23 17:20:54,1241.0,,152.0,20.0,698.0,25.0,208.0,474.0,A package built to support working with spatial data using open source python.,44.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,286.0,286.0,https://pypi.org/project/earthpy,4768.0,6005.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,71757.0,,,,,3.0,,,,,,,,,,,,,
401,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2024-02-11 07:50:28.337,2024-02-11 00:53:13,766.0,23.0,82.0,13.0,30.0,6.0,47.0,359.0,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,18.0,26,True,2024-02-11 00:58:17,3.1.0,57.0,pymap3d,conda-forge/pymap3d,,,,365.0,365.0,https://pypi.org/project/pymap3d,86369.0,87998.0,https://anaconda.org/conda-forge/pymap3d,2024-02-11 07:50:28.337,66807.0,,,,,3.0,,,,,,,,,,,,,
402,awesome-datascience,academic/awesome-datascience,data-science,,https://github.com/academic/awesome-datascience,https://github.com/academic/awesome-datascience,MIT,2014-07-05 07:07:43.000,2024-01-26 13:45:49.000,2024-01-26 13:45:49,1050.0,8.0,5116.0,1398.0,367.0,,48.0,22582.0,An awesome Data Science repository to learn and apply for real world problems.,240.0,25,True,2023-10-31 06:59:31,2023.10.31,7.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
403,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-11-27 11:39:00.000,2023-11-27 11:38:59,333.0,8.0,1339.0,433.0,50.0,77.0,87.0,10317.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,25,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,23503.0,23503.0,,,,,,,,3.0,,,,,,,,,,,,,
404,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2024-02-14 15:54:56.000,2024-02-14 15:54:47,611.0,9.0,1620.0,325.0,79.0,165.0,394.0,8750.0,Python wrapper for TA-Lib (http://ta-lib.org/).,29.0,25,True,,,3.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,67953.0,77256.0,https://anaconda.org/conda-forge/ta-lib,2023-09-19 09:10:13.263,381459.0,,,,,3.0,,,,,,,,,,,,,
405,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418,2023-01-27 13:12:44,652.0,,979.0,146.0,93.0,75.0,305.0,6123.0,A Python scikit for building and analyzing recommender systems.,45.0,25,False,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,141796.0,149959.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,351014.0,,,,,3.0,,,,,,,,,,,,,
