,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,trending,maven_id,maven_url,snap_id
368,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-12-16 09:45:00.000000,2023-12-08 13:02:59,1011.0,14.0,105.0,25.0,114.0,27.0,52.0,1228.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",22.0,27,True,2023-10-05 02:21:28,1.4.1,33.0,imodels,,,,,59.0,59.0,https://pypi.org/project/imodels,36680.0,36680.0,,,,,,,,2.0,,,,,,,,,,,,,
369,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2023-12-22 06:36:32.000000,2023-12-22 06:36:30,1398.0,34.0,253.0,74.0,104.0,21.0,53.0,1222.0,Model analysis tools for TensorFlow.,57.0,27,True,2023-08-14 20:20:00,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,86347.0,86347.0,,,,,,,,2.0,,,,,,,,,,,,,
370,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-12-21 17:09:16.000000,2023-12-21 17:09:15,394.0,16.0,171.0,24.0,30.0,3.0,129.0,1143.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,27,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],471.0,471.0,https://pypi.org/project/prince,105887.0,106245.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17551.0,,,,,2.0,,,,,,,,,,,,,
371,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2023-12-28 16:06:52.000000,2023-12-25 11:24:04,482.0,21.0,106.0,23.0,321.0,28.0,255.0,1092.0,Extra blocks for scikit-learn pipelines.,62.0,27,True,2023-12-12 20:03:47,0.7.0,35.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],127.0,127.0,https://pypi.org/project/scikit-lego,36903.0,37953.0,https://anaconda.org/conda-forge/scikit-lego,2023-07-19 07:17:55.286,45171.0,,,,,2.0,,,,,,,,,,,,,
372,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2023-12-21 22:25:30.000000,2023-12-21 22:25:28,1028.0,41.0,197.0,23.0,123.0,23.0,183.0,1021.0,Survival analysis built on top of scikit-learn.,18.0,27,True,2023-10-08 12:32:19,0.22.1,26.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],397.0,397.0,https://pypi.org/project/scikit-survival,39583.0,42321.0,https://anaconda.org/conda-forge/scikit-survival,2023-10-20 18:47:48.968,68460.0,,,,,2.0,,,,,,,,,,,,,
373,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2023-12-22 13:09:21.000000,2023-12-22 13:08:06,795.0,21.0,110.0,30.0,397.0,64.0,306.0,965.0,BAyesian Model-Building Interface (Bambi) in Python.,35.0,27,True,2023-10-25 02:04:11,0.13.0,23.0,bambi,conda-forge/bambi,,,,101.0,101.0,https://pypi.org/project/bambi,17411.0,18193.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,28166.0,,,,,3.0,,,,,,,,,,,,,
374,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-08-25 16:48:20.000000,2023-04-19 21:43:19,547.0,,169.0,34.0,85.0,76.0,122.0,878.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,True,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1381.0,1381.0,https://pypi.org/project/scikit-multilearn,61967.0,61967.0,,,,,,,,2.0,,,,,,,,,,,,,
375,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2023-12-28 18:01:53.000000,2023-11-29 09:03:49,2598.0,165.0,92.0,10.0,500.0,15.0,91.0,760.0,Time series forecasting with scikit-learn models.,9.0,27,True,2023-11-16 21:42:02,0.11.0,25.0,skforecast,,,,['sklearn'],229.0,229.0,https://pypi.org/project/skforecast,44369.0,44369.0,,,,,,,,2.0,,,,,,,,,,,,,
376,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2023-12-14 11:32:27.000000,2023-12-13 21:05:13,223.0,6.0,54.0,14.0,200.0,12.0,185.0,293.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,27,True,,,12.0,pystan,conda-forge/pystan,,,,9553.0,9553.0,https://pypi.org/project/pystan,1546902.0,1581275.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2784289.0,,,,,3.0,,,,,,,,,,,,,
377,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2023-12-14 15:28:51.000000,2023-12-06 19:28:46,1904.0,14.0,13086.0,3333.0,870.0,,83.0,62012.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",633.0,26,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
378,awesome-datascience,academic/awesome-datascience,data-science,,https://github.com/academic/awesome-datascience,https://github.com/academic/awesome-datascience,MIT,2014-07-05 07:07:43.000,2023-12-14 15:11:40.000000,2023-12-14 15:11:40,1046.0,33.0,5085.0,1399.0,365.0,,48.0,22352.0,An awesome Data Science repository to learn and apply for real world problems.,238.0,26,True,2023-10-31 06:59:31,2023.10.31,7.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
379,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-10-14 18:53:31.974373,2023-10-12 07:20:40,1894.0,1.0,879.0,218.0,453.0,52.0,264.0,14537.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,26,True,2021-06-06 17:14:16,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,39111.0,39518.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,14.0,21606.0,3.0,,,,,,,,,,,,,
380,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-11-27 11:39:00.000000,2023-11-27 11:38:59,333.0,8.0,1335.0,434.0,50.0,76.0,87.0,10281.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,34080.0,34080.0,,,,,,,,3.0,,,,,,,,,,,,,
381,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418000,2023-01-27 13:12:44,652.0,,978.0,146.0,93.0,74.0,305.0,6092.0,A Python scikit for building and analyzing recommender systems.,45.0,26,True,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,151352.0,159819.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,347175.0,,,,,3.0,,,,,,,,,,,,,
382,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000000,2023-10-22 09:33:23,779.0,1.0,1146.0,212.0,91.0,182.0,120.0,5538.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,26,True,,,,pyAudioAnalysis,,,,,416.0,416.0,https://pypi.org/project/pyAudioAnalysis,9523.0,9523.0,,,,,,,,3.0,,,,,,,,,,,,,
383,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,584.0,140.0,31.0,58.0,54.0,5490.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1457.0,1457.0,https://pypi.org/project/flashtext,1039817.0,1040259.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18149.0,,,,,3.0,,,,,,,,,,,,,
384,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2023-11-13 13:22:39.000000,2023-11-13 13:19:08,1235.0,8.0,548.0,60.0,78.0,65.0,556.0,4223.0,Time series Timeseries Deep Learning Machine Learning Pytorch fastai | State-of-the-art Deep Learning library for Time..,24.0,26,True,2023-11-13 13:22:27,0.3.8,13.0,tsai,conda-forge/tsai,,,,,,https://pypi.org/project/tsai,10409.0,10409.0,https://anaconda.org/conda-forge/tsai,,,,,,,3.0,,,,,,,,,,,,,
385,facenet-pytorch,timesler/facenet-pytorch,pytorch-utils,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-11-02 03:20:32.000000,2023-11-02 03:20:28,249.0,1.0,801.0,52.0,50.0,60.0,106.0,3919.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,26,True,2023-04-07 19:27:35,2.5.3,7.0,facenet-pytorch,,,,['pytorch'],1446.0,1446.0,https://pypi.org/project/facenet-pytorch,36303.0,51513.0,,,,,,,,2.0,745309.0,,,,,,,,,,,,
386,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,922.0,283.0,226.0,11.0,356.0,3860.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,573424.0,573855.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20704.0,,,,,3.0,,,,,,,,,,,,,
387,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2023-12-20 21:10:00.000000,2023-11-08 16:40:21,1347.0,5.0,330.0,71.0,1244.0,44.0,77.0,3261.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,34.0,26,True,2023-11-08 16:41:56,1.0.2,9.0,lit-nlp,conda-forge/lit-nlp,,,,25.0,25.0,https://pypi.org/project/lit-nlp,2983.0,4680.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,66203.0,,,,,3.0,,,,,,,,,,,,,
388,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,991.0,167.0,214.0,42.0,146.0,2936.0,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,667.0,667.0,https://pypi.org/project/alphalens,2571.0,2859.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,20164.0,,,,,3.0,,,,,,,,,,,,,
389,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,214.0,48.0,481.0,33.0,70.0,2670.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,26,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,194.0,194.0,https://pypi.org/project/m2cgen,15967.0,15968.0,,,,,,,,3.0,61.0,,,,,,,,,,,,
390,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-11-17 18:46:16.000000,2022-09-28 17:12:28,249.0,,269.0,27.0,316.0,74.0,37.0,2340.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,False,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],772.0,772.0,https://pypi.org/project/lazypredict,16558.0,16654.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2692.0,,,,,3.0,,,,,,,,,,,,,
391,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2023-06-01 22:20:25.000000,2023-06-01 22:10:29,1131.0,,330.0,44.0,57.0,65.0,201.0,2308.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,26,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,,['tensorflow'],254.0,254.0,https://pypi.org/project/spektral,6704.0,6704.0,,,,,,,,2.0,,,,,,,,,,,,,
392,adapter-transformers,Adapter-Hub/adapter-transformers,nlp,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2023-12-23 18:42:42.000000,2023-12-13 20:22:10,77.0,25.0,295.0,28.0,276.0,45.0,301.0,2224.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,5.0,26,True,2023-11-24 10:10:50,0.1.0,15.0,adapter-transformers,,,,['huggingface'],12.0,12.0,https://pypi.org/project/adapter-transformers,23433.0,23433.0,,,,,,,,3.0,,adapter-hub/adapters,,,,,,,,,,,
393,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-12-11 01:22:43.000000,2023-11-21 19:33:43,419.0,5.0,780.0,93.0,265.0,146.0,93.0,2224.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",70.0,26,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,343.0,343.0,https://pypi.org/project/aif360,7666.0,7864.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7753.0,,,,,3.0,,,,,,,,,,,,,
394,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2023-12-28 06:46:36.000000,2023-12-28 04:16:10,1654.0,194.0,116.0,29.0,121.0,15.0,20.0,1726.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,117.0,117.0,https://pypi.org/project/labml,2234.0,2234.0,,,,,,,,3.0,,,,,,,,,,,,,
395,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,1.0,274.0,41.0,495.0,153.0,151.0,1706.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,26,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,143.0,143.0,https://pypi.org/project/petastorm,27215.0,27221.0,,,,,,,,3.0,433.0,,,,,,,,,,,,
396,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-12-28 17:01:17.000000,2023-12-21 01:18:38,6224.0,115.0,260.0,47.0,2483.0,244.0,1343.0,1473.0,cuGraph - RAPIDS Graph Analytics Library.,107.0,26,True,2023-12-06 19:21:19,23.12.00,33.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,270.0,820.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17613.0,,,,,3.0,,,,,,,,,,,,,
397,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2023-10-10 21:15:24.000000,2023-10-10 21:15:24,946.0,1.0,558.0,107.0,280.0,12.0,300.0,1467.0,Execute Python code on the fly and display results in Tableau visualizations:.,49.0,26,True,2023-06-28 20:49:21,2.9.0,20.0,tabpy,anaconda/tabpy-client,,,,146.0,146.0,https://pypi.org/project/tabpy,12174.0,12229.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4456.0,,,,,3.0,,,,,,,,,,,,,
398,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,258.0,49.0,87.0,22.0,188.0,1460.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,26,True,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],486.0,486.0,https://pypi.org/project/gplearn,6319.0,6471.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6399.0,,,,,3.0,,,,,,,,,,,,,
399,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-11-29 23:41:32.898000,2023-11-29 13:48:39,684.0,4.0,148.0,24.0,124.0,2.0,128.0,1301.0,"Extensible, parallel implementations of t-SNE.",11.0,26,True,2023-11-29 14:50:50,1.0.1,21.0,opentsne,conda-forge/opentsne,,,,706.0,706.0,https://pypi.org/project/opentsne,31052.0,36838.0,https://anaconda.org/conda-forge/opentsne,2023-11-29 23:41:32.898,231463.0,,,,,3.0,,,,,,,,,,,,,
400,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2023-12-21 07:08:34.000000,2023-12-21 06:53:29,1971.0,218.0,77.0,18.0,708.0,65.0,172.0,1012.0,"MetricFlow allows you to define, build, and maintain metrics in code.",42.0,26,True,2023-11-15 23:21:15,0.203.1,13.0,metricflow,,,,,12.0,12.0,https://pypi.org/project/metricflow,20277.0,20277.0,,,,,,,,3.0,,dbt-labs/metricflow,,,,,,,,,,,
401,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-24 07:58:55.401000,2023-11-09 17:20:43,139.0,9.0,105.0,21.0,103.0,32.0,73.0,1004.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,26,True,2021-02-01 10:18:48,1.2.0,10.0,submitit,conda-forge/submitit,,,,1952.0,1952.0,https://pypi.org/project/submitit,271826.0,272654.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,33133.0,,,,,3.0,,,,,,,,,,,,,
402,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2023-12-25 18:47:30.000000,2023-12-19 20:54:46,1851.0,97.0,312.0,56.0,469.0,131.0,250.0,996.0,Machine learning on FPGAs using HLS.,58.0,26,True,2023-12-19 21:00:03,0.8.1,16.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,968.0,1150.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,7112.0,,,,,3.0,,,,,,,,,,,,,
403,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-11-08 21:55:22.000000,2023-11-08 21:55:22,1142.0,2.0,218.0,62.0,245.0,20.0,346.0,941.0,Search and download Copernicus Sentinel satellite images.,43.0,26,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,521.0,521.0,https://pypi.org/project/sentinelsat,18026.0,18754.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,27560.0,,,,,3.0,262.0,,,,,,,,,,,,
404,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2023-12-28 16:51:44.000000,2023-12-27 13:04:55,1438.0,195.0,51.0,13.0,358.0,16.0,424.0,891.0,"dstack simplifies training, fine-tuning, and deploying generative AI models on any cloud. Discord:..",14.0,26,True,2023-12-22 17:06:30,0.13.0,42.0,dstack,,,,,13.0,13.0,https://pypi.org/project/dstack,1290.0,1290.0,,,,,,,,3.0,,,,,,,,,,3.0,,,
405,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2023-12-26 10:40:57.000000,2023-12-02 20:15:20,764.0,10.0,55.0,13.0,121.0,39.0,108.0,871.0,Visualize large time series data with plotly.py.,11.0,26,True,2023-07-13 11:26:44,0.9.1,20.0,plotly-resampler,conda-forge/plotly-resampler,,,,769.0,769.0,https://pypi.org/project/plotly-resampler,360138.0,361556.0,https://anaconda.org/conda-forge/plotly-resampler,2023-12-08 19:11:32.078,32629.0,,,,,3.0,,,,,,,,,,,,,
406,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2023-12-26 19:56:31.000000,2023-11-16 16:35:47,16528.0,16.0,355.0,44.0,1606.0,271.0,2951.0,825.0,An open-source application for biological image analysis.,143.0,26,True,2023-08-14 19:59:48,4.2.6,48.0,cellprofiler,,,,,20.0,20.0,https://pypi.org/project/cellprofiler,672.0,725.0,,,,,,,,3.0,6381.0,,,,,,,,,,,,
407,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2023-12-18 23:34:49.000000,2023-12-18 23:34:48,832.0,24.0,117.0,29.0,85.0,29.0,75.0,574.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,19.0,26,True,2023-08-10 00:18:33,1.14.0,37.0,ml-metadata,,,,,370.0,370.0,https://pypi.org/project/ml-metadata,58038.0,58075.0,,,,,,,,3.0,2119.0,,,,,,,,,,,,
408,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-12-22 18:17:35.000000,2023-08-23 17:20:54,1241.0,,151.0,19.0,692.0,25.0,208.0,472.0,A package built to support working with spatial data using open source python.,44.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,271.0,271.0,https://pypi.org/project/earthpy,5012.0,6278.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,70944.0,,,,,3.0,,,,,,,,,,,,,
409,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2023-12-28 17:04:16.000000,2023-12-28 17:04:15,17066.0,46.0,107.0,26.0,3555.0,481.0,3376.0,472.0,"Keep code, data, containers under control with git and git-annex.",55.0,26,True,2023-12-28 17:04:18,0.19.5,100.0,datalad,conda-forge/datalad,,,,,,https://pypi.org/project/datalad,15539.0,25335.0,https://anaconda.org/conda-forge/datalad,2023-12-13 16:04:17.108,411469.0,,,,,3.0,,,,,,,,,,,,,
410,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2023-12-04 05:59:50.000000,2023-11-10 16:07:17,602.0,3.0,1604.0,323.0,79.0,196.0,353.0,8599.0,Python wrapper for TA-Lib (http://ta-lib.org/).,29.0,25,True,,,3.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,63908.0,73290.0,https://anaconda.org/conda-forge/ta-lib,2023-09-19 09:10:13.263,365909.0,,,,,3.0,,,,,,,,,,,,,
411,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2023-12-28 16:08:15.000000,2023-12-15 13:47:36,11578.0,25.0,1510.0,142.0,3514.0,797.0,1038.0,5339.0,An Industrial Grade Federated Learning Framework.,95.0,25,True,2023-11-17 15:24:31,1.11.4,47.0,ETAF,,,,,,,https://pypi.org/project/ETAF,,,,,,,,,,2.0,,,,,,,,,,,,,
412,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2023-10-16 20:29:38.000000,2023-03-29 07:02:37,553.0,,844.0,123.0,63.0,119.0,74.0,4991.0,Image augmentation library in Python for machine learning.,23.0,25,True,,,,Augmentor,,,,,682.0,682.0,https://pypi.org/project/Augmentor,9473.0,9473.0,,,,,,,,3.0,,,,,,,,,,,,,
413,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-12-19 09:38:24.000000,2023-04-28 16:55:30,521.0,,427.0,60.0,90.0,30.0,88.0,4806.0,Finding duplicate images made easy!.,15.0,25,True,2023-04-28 17:26:08,0.3.2,8.0,imagededup,,,,['tensorflow'],80.0,80.0,https://pypi.org/project/imagededup,12519.0,12519.0,,,,,,,,3.0,,,,,,,,,,,,,
