,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,snap_id
397,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2023-09-27 23:50:48.000000,2023-07-11 07:11:36,210.0,,227.0,46.0,84.0,16.0,115.0,2017.0,A Python library that helps data scientists to infer causation rather than observing correlation.,35.0,26,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",100.0,100.0,https://pypi.org/project/causalnex,3765.0,3765.0,,,,,,,,3.0,,,,,mckinsey/causalnex,,,,,,,,
398,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-05-12 18:37:24.000000,2023-02-03 00:10:35,690.0,,272.0,41.0,494.0,153.0,151.0,1684.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,49.0,26,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,139.0,139.0,https://pypi.org/project/petastorm,30241.0,30247.0,,,,,,,,3.0,432.0,,,,,,,,,,,,
399,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2023-10-30 14:26:22.000000,2023-10-30 14:25:51,171.0,1.0,181.0,30.0,18.0,4.0,77.0,1480.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,26,True,,,34.0,autoviz,conda-forge/autoviz,,,,566.0,566.0,https://pypi.org/project/autoviz,557110.0,558713.0,https://anaconda.org/conda-forge/autoviz,2023-07-21 21:17:07.584,43295.0,,,,,3.0,,,,,,,,,,,,,
400,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-11-02 17:57:19.000000,2023-11-01 23:19:22,6158.0,130.0,254.0,47.0,2405.0,249.0,1317.0,1402.0,cuGraph - RAPIDS Graph Analytics Library.,105.0,26,True,2023-10-11 18:08:26,23.10.00,32.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,178.0,731.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17171.0,,,,,3.0,,,,,,,,,,,,,
401,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-10-24 10:43:29.000000,2023-10-24 10:43:29,519.0,7.0,385.0,32.0,43.0,10.0,117.0,1304.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,26,True,2023-03-02 15:10:38,2.3.1,3.0,minisom,,,,,467.0,467.0,https://pypi.org/project/minisom,23064.0,23064.0,,,,,,,,3.0,,,,,,,,,,,,,
402,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-10-12 14:57:26.000000,2023-10-12 14:56:47,1107.0,5.0,230.0,39.0,67.0,51.0,205.0,1178.0,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,,['tensorflow'],109.0,109.0,https://pypi.org/project/innvestigate,779.0,784.0,,,,,,,,3.0,82.0,,,,,,,,,,,,
403,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2023-11-01 10:11:11.000000,2023-11-01 10:11:07,1355.0,212.0,49.0,13.0,334.0,6.0,396.0,848.0,An open-source cloud platform for generative AI workloads orchestration. Discord: https://discord.gg/u8SmfwPpMd.,13.0,26,True,2023-10-31 13:44:57,0.12.2,37.0,dstack,,,,,13.0,13.0,https://pypi.org/project/dstack,1533.0,1533.0,,,,,,,,3.0,,,,,,,,,,,,,
404,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2023-10-30 20:09:52.000000,2023-10-30 20:09:52,17047.0,53.0,105.0,26.0,3548.0,471.0,3375.0,460.0,"Keep code, data, containers under control with git and git-annex.",55.0,26,True,2023-08-10 15:56:23,0.19.3,98.0,datalad,conda-forge/datalad,,,,,,https://pypi.org/project/datalad,17535.0,27316.0,https://anaconda.org/conda-forge/datalad,2023-08-10 20:20:25.522,401052.0,,,,,3.0,,,,,,,,,,,,,
405,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2023-10-30 07:20:00.000000,2023-09-29 21:04:12,599.0,8.0,1579.0,326.0,78.0,192.0,349.0,8399.0,Python wrapper for TA-Lib (http://ta-lib.org/).,29.0,25,True,,,3.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,58358.0,67487.0,https://anaconda.org/conda-forge/ta-lib,2023-09-19 09:10:13.263,346918.0,,,,,3.0,,,,,,,,,,,,,
406,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2023-11-02 04:04:28.000000,2023-09-20 10:18:52,11547.0,43.0,1496.0,142.0,3378.0,789.0,1021.0,5263.0,An Industrial Grade Federated Learning Framework.,92.0,25,True,2023-09-12 07:58:53,1.11.3,46.0,ETAF,,,,,,,https://pypi.org/project/ETAF,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,
407,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2023-10-16 20:29:38.000000,2023-03-29 07:02:37,553.0,,845.0,123.0,63.0,119.0,74.0,4967.0,Image augmentation library in Python for machine learning.,23.0,25,True,,,,Augmentor,,,,,659.0,659.0,https://pypi.org/project/Augmentor,11705.0,11705.0,,,,,,,,3.0,,,,,,,,,,,,,
408,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-11-02 15:43:19.000000,2023-10-31 17:21:17,3305.0,106.0,574.0,92.0,3650.0,251.0,1233.0,4652.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,87.0,25,True,2023-10-30 18:27:16,1.31.0,71.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
409,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2023-06-16 19:25:40.006000,2022-08-23 22:54:23,1046.0,,946.0,240.0,214.0,46.0,199.0,4258.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,False,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,49.0,49.0,https://pypi.org/project/tensortrade,507.0,608.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3149.0,,,,,3.0,,,,,,,,,,,,,
410,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,924.0,282.0,227.0,12.0,355.0,3855.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,25,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,436744.0,437176.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20319.0,,,,,3.0,,,,,,,,,,,,,
411,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-10-12 09:43:46.000000,2023-10-12 08:57:51,209.0,2.0,302.0,86.0,92.0,43.0,32.0,3397.0,Python library that makes it easy for data scientists to create charts.,25.0,25,True,2023-10-12 09:01:22,4.0.5,25.0,chartify,conda-forge/chartify,,,,73.0,73.0,https://pypi.org/project/chartify,3201.0,3681.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,28840.0,,,,,3.0,,,,,,,,,,,,,
412,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2023-11-01 02:15:52.000000,2023-10-13 15:09:00,448.0,4.0,264.0,46.0,439.0,54.0,245.0,3234.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,39.0,25,True,2023-07-12 16:55:59,0.4.9,22.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,,,https://pypi.org/project/hummingbird-ml,11571.0,12710.0,https://anaconda.org/conda-forge/hummingbird-ml,2023-07-12 18:59:37.482,36216.0,,,,,3.0,350.0,,,,,,,,,,,,
413,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2023-10-30 16:50:13.000000,2023-10-30 16:34:46,179.0,3.0,362.0,164.0,82.0,69.0,99.0,3032.0,A deep learning library for video understanding research.,55.0,25,True,2021-09-10 17:02:20,0.1.3,2.0,pytorchvideo,,,,['pytorch'],,,https://pypi.org/project/pytorchvideo,76277.0,76277.0,,,,,,,,3.0,,,,,,,,,,,,,
414,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2023-11-02 03:31:23.000000,2023-11-02 03:13:52,1297.0,3.0,312.0,93.0,2156.0,194.0,982.0,2653.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",52.0,25,True,2023-01-10 09:30:53,0.10.0,100.0,pymars,,,,,,,https://pypi.org/project/pymars,59028.0,59028.0,,,,,,,,3.0,,,,,,,,,,,,,
415,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,213.0,48.0,481.0,33.0,70.0,2637.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,173.0,173.0,https://pypi.org/project/m2cgen,22318.0,22318.0,,,,,,,,3.0,54.0,,,,,,,,,,,,
416,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2023-10-18 12:30:19.000000,2023-07-19 07:40:10,212.0,,128.0,30.0,198.0,15.0,73.0,2581.0,HiPlot makes understanding high dimensional data easy.,9.0,25,True,2021-11-04 14:24:43,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,340.0,340.0,https://pypi.org/project/hiplot,25032.0,28733.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,166566.0,,,,,3.0,,,,,,,,,,,,,
417,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2023-10-17 16:57:10.000000,2023-10-17 16:57:08,762.0,22.0,581.0,177.0,72.0,6.0,536.0,2423.0,Python sync/async framework for Interactive Brokers API.,36.0,25,True,,,22.0,ib_insync,conda-forge/ib-insync,,,,,,https://pypi.org/project/ib_insync,28577.0,29286.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,36902.0,,,,,3.0,,,,,,,,,,,,,
418,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2023-11-01 01:51:35.000000,2023-07-23 14:42:27,191.0,,441.0,37.0,237.0,20.0,265.0,2318.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,25,True,2023-07-23 13:34:05,4.1.0,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],,,https://pypi.org/project/pytorch-tabnet,34519.0,34767.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-06-16 19:28:15.390,5726.0,,,,,2.0,,,,,,,,,,,,,
419,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,605.0,91.0,29.0,20.0,51.0,2292.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10,0.6.1,3.0,python_speech_features,,,,,446.0,446.0,https://pypi.org/project/python_speech_features,161249.0,161249.0,,,,,,,,3.0,,,,,,,,,,,,,
420,torch-points3d,torch-points3d/torch-points3d,image,,https://github.com/torch-points3d/torch-points3d,https://github.com/torch-points3d/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000,2023-10-23 20:38:19.000000,2023-08-16 14:02:03,1820.0,3.0,323.0,56.0,442.0,69.0,290.0,2282.0,Pytorch framework for doing deep learning on point clouds.,34.0,25,True,2021-04-30 08:59:56,1.3.0,11.0,torch-points3d,,,,['pytorch'],16.0,16.0,https://pypi.org/project/torch-points3d,608.0,608.0,,,,,,,,3.0,,,,,,,,,,,,,
421,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000000,2023-10-23 17:59:40,755.0,2.0,292.0,28.0,695.0,11.0,149.0,2185.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,25,True,2022-07-02 17:57:17,0.2.3,5.0,promptsource,,,,,66.0,66.0,https://pypi.org/project/promptsource,2299.0,2299.0,,,,,,,,3.0,,,,,,,,,,,,,
422,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-10-15 09:57:16.000000,2023-05-15 21:21:45,660.0,,216.0,38.0,136.0,6.0,126.0,2181.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,25,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,135.0,135.0,https://pypi.org/project/norfair,5935.0,5942.0,,,,,,,,3.0,294.0,,,,,,,,,,,,
423,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-07-12 18:18:40.000000,2023-07-12 18:14:01,1515.0,,236.0,67.0,58.0,30.0,185.0,2013.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,25,True,2023-07-12 18:26:08,2.0.1,13.0,ampligraph,,,,['tensorflow'],44.0,44.0,https://pypi.org/project/ampligraph,688.0,688.0,,,,,,,,2.0,,,,,,,,,,,,,
424,thefuzz,seatgeek/thefuzz,nlp,,https://github.com/seatgeek/thefuzz,https://github.com/seatgeek/thefuzz,MIT,2021-03-05 19:07:19.000,2023-10-30 19:40:14.000000,2023-10-30 19:39:59,63.0,19.0,115.0,21.0,21.0,31.0,12.0,1993.0,Fuzzy String Matching in Python.,12.0,25,True,,,1.0,thefuzz,conda-forge/thefuzz,,,,1653.0,1653.0,https://pypi.org/project/thefuzz,809283.0,810035.0,https://anaconda.org/conda-forge/thefuzz,2023-06-18 08:40:33.993,16547.0,,,,,3.0,,,,,,,,,,,,,
425,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2023-11-02 00:36:51.000000,2023-10-24 18:54:45,847.0,25.0,414.0,62.0,309.0,80.0,91.0,1820.0,Library for training machine learning models with privacy for training data.,56.0,25,True,2023-10-10 20:00:05,0.8.12,17.0,tensorflow-privacy,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-privacy,17615.0,17617.0,,,,,,,,2.0,121.0,,,,,,,,,,,,
426,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2023-08-06 22:24:12.000000,2022-02-12 02:32:06,1636.0,,157.0,61.0,66.0,65.0,129.0,1789.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,,328.0,328.0,https://pypi.org/project/hypertools,552.0,552.0,,,,,,,,3.0,30.0,,,,,,,,,,,,
427,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-10-08 20:12:03.000000,2023-10-08 20:12:02,569.0,8.0,110.0,52.0,441.0,53.0,102.0,1688.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,28.0,25,True,2023-08-31 20:07:52,1.1.10,25.0,hivemind,,,,,73.0,73.0,https://pypi.org/project/hivemind,2916.0,2916.0,,,,,,,,3.0,,,,,,,,,,,,,
428,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2023-11-02 01:34:45.000000,2023-11-01 11:08:00,1494.0,179.0,110.0,29.0,103.0,14.0,20.0,1672.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,25,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,108.0,108.0,https://pypi.org/project/labml,2242.0,2242.0,,,,,,,,3.0,,,,,,,,,,,,,
429,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2023-09-22 07:25:32.800000,2023-04-20 14:53:46,460.0,,232.0,50.0,48.0,22.0,91.0,1543.0,Contextually-keyed word vectors.,19.0,25,True,2023-04-17 13:11:14,2.0.2,18.0,sense2vec,conda-forge/sense2vec,,,,293.0,293.0,https://pypi.org/project/sense2vec,2139.0,4280.0,https://anaconda.org/conda-forge/sense2vec,2023-09-22 07:25:32.800,35081.0,,,,,3.0,59607.0,,,,,,,,,,,,
430,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2023-10-20 18:31:58.000000,2023-10-07 11:26:54,2816.0,21.0,166.0,27.0,658.0,84.0,430.0,1368.0,A Python library for learning and evaluating knowledge graph embeddings.,36.0,25,True,2023-02-22 18:28:28,1.10.1,19.0,pykeen,,,,,,,https://pypi.org/project/pykeen,4462.0,4466.0,,,,,,,,2.0,175.0,,,,,,,,,,,,
431,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2023-06-16 13:22:22.238000,2022-12-22 14:52:10,805.0,,142.0,36.0,214.0,107.0,152.0,1191.0,Real-time stream processing for python.,48.0,25,True,,,16.0,streamz,conda-forge/streamz,,,,429.0,429.0,https://pypi.org/project/streamz,17447.0,27401.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,736639.0,,,,,3.0,,,,,,,,,,,,,
432,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,,2016-06-05 15:21:22.000,2023-09-25 14:05:54.000000,2023-07-30 07:05:58,66.0,,288.0,57.0,62.0,11.0,108.0,1186.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,9.0,25,True,2023-07-30 07:06:31,0.6.2,10.0,stockstats,,,,,943.0,943.0,https://pypi.org/project/stockstats,9940.0,9940.0,,,,,,,,3.0,,,,,,,,,,,,,
433,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,,2015-09-08 08:19:06.000,2023-10-26 11:34:14.000000,2023-09-10 06:51:22,1752.0,6.0,184.0,41.0,256.0,50.0,211.0,1161.0,Python audio and music signal processing library.,20.0,25,True,2018-11-14 14:57:41,0.16.1,10.0,madmom,,,,,370.0,370.0,https://pypi.org/project/madmom,3308.0,3308.0,,,,,,,,3.0,,,,,,,,,,,,,
434,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-11-01 13:47:32.000000,2023-10-17 16:27:51,207.0,3.0,81.0,33.0,108.0,7.0,18.0,1112.0,,21.0,25,False,2023-06-29 15:03:07,0.1.6,7.0,rlax,,,,['jax'],172.0,172.0,https://pypi.org/project/rlax,375075.0,375075.0,,,,,,,,3.0,,,,,google-deepmind/rlax,,,,,,,,
435,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,1.0,184.0,49.0,61.0,,68.0,971.0,Training neural models with structured signals.,38.0,25,True,2022-07-29 20:57:47,1.4.0,7.0,neural-structured-learning,,,,['tensorflow'],386.0,386.0,https://pypi.org/project/neural-structured-learning,14534.0,14534.0,,,,,,,,3.0,,,,,,,,,,,,,
436,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2023-11-01 00:13:13.000000,2023-11-01 00:12:00,759.0,7.0,54.0,13.0,115.0,38.0,100.0,832.0,Visualize large time series data with plotly.py.,11.0,25,True,2023-07-13 11:26:44,0.9.1,19.0,plotly-resampler,conda-forge/plotly-resampler,,,,648.0,648.0,https://pypi.org/project/plotly-resampler,347148.0,348529.0,https://anaconda.org/conda-forge/plotly-resampler,2023-08-11 13:55:21.400,30392.0,,,,,3.0,,,,,,,,,,,,,
437,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2023-10-21 16:12:52.000000,2023-10-02 23:03:48,220.0,11.0,78.0,21.0,152.0,23.0,82.0,796.0,Library to enable Bayesian active learning in your research or labeling work.,21.0,25,True,2023-10-02 19:58:51,1.9.1,14.0,baal,conda-forge/baal,,,,52.0,52.0,https://pypi.org/project/baal,1611.0,1824.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,7272.0,,,,,3.0,,,,,,,,,,,,,
438,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2023-10-25 13:56:57.000000,2023-10-25 13:56:50,307.0,16.0,107.0,21.0,72.0,,63.0,744.0,An intuitive library to extract features from time series.,18.0,25,True,2023-08-23 07:53:53,0.1.6,10.0,tsfel,,,,,97.0,97.0,https://pypi.org/project/tsfel,23237.0,23237.0,,,,,,,,3.0,,,,,,,,,,,,,
439,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2023-11-02 13:46:36.000000,2023-11-02 08:13:48,2951.0,87.0,101.0,15.0,234.0,8.0,119.0,704.0,Python bindings for MPI.,26.0,25,True,2023-10-04 09:04:22,3.1.5,12.0,mpi4py,conda-forge/mpi4py,,,,,,https://pypi.org/project/mpi4py,182903.0,243254.0,https://anaconda.org/conda-forge/mpi4py,2023-10-17 08:36:29.714,2216522.0,,,,,3.0,17803.0,,,,,,,,,,,,
440,BioPandas,rasbt/biopandas,others,,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2023-09-19 18:44:18.000000,2023-09-19 18:44:18,355.0,13.0,116.0,19.0,78.0,23.0,33.0,653.0,Working with molecular structures in pandas DataFrames.,15.0,25,True,2023-08-28 15:31:05,0.5.1de,17.0,biopandas,conda-forge/biopandas,,,['pandas'],208.0,208.0,https://pypi.org/project/biopandas,91270.0,93032.0,https://anaconda.org/conda-forge/biopandas,2023-06-16 13:21:19.340,146311.0,,,,,3.0,,,,,BioPandas/biopandas,,,,,,,,
441,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-11-01 20:40:29.000000,2023-08-23 17:20:54,1241.0,1.0,150.0,19.0,683.0,25.0,208.0,465.0,A package built to support working with spatial data using open source python.,44.0,25,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,255.0,255.0,https://pypi.org/project/earthpy,4685.0,5954.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,69797.0,,,,,3.0,,,,,,,,,,,,,
442,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,,2010-05-02 10:00:33.000,2023-10-15 23:30:30.000000,2023-10-06 15:47:51,6642.0,195.0,133.0,36.0,383.0,37.0,123.0,352.0,Neuroimaging in Python FMRI analysis package.,67.0,25,True,,,2.0,nipy,conda-forge/nipy,,,,211.0,211.0,https://pypi.org/project/nipy,1921.0,3311.0,https://anaconda.org/conda-forge/nipy,2023-06-16 13:21:17.395,105649.0,,,,,3.0,,,,,,,,,,,,,
443,awesome-public-datasets,awesomedata/awesome-public-datasets,data-science,,https://github.com/awesomedata/awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,MIT,2014-11-20 06:20:50.000,2023-10-17 15:32:21.000000,2023-09-03 15:07:38,771.0,3.0,8813.0,2265.0,338.0,65.0,47.0,56546.0,A topic-centric list of HQ open datasets.,167.0,24,True,2023-09-03 13:26:30,20230903,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
444,best-of-ml-python,ml-tooling/best-of-ml-python,data-science,,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2023-11-02 14:56:20.000000,2023-10-26 16:35:53,434.0,28.0,2083.0,384.0,230.0,16.0,33.0,14608.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,44.0,24,True,2023-10-26 16:36:02,2023.10.26,100.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
