,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
290,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2025-02-27 10:18:02.000000,2025-02-27 10:17:58,1298.0,29.0,191.0,20.0,186.0,49.0,143.0,1962.0,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,31.0,29,True,2025-02-12 09:18:12,0.39.0,41.0,audiomentations,,,,,683.0,683.0,https://pypi.org/project/audiomentations,55522.0,55522.0,,,,,,,,2.0,,,,,,,,,,,,
291,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2025-02-14 11:01:53.000000,2025-01-29 10:12:27,2452.0,1.0,415.0,75.0,1273.0,132.0,682.0,1863.0,Gaussian processes in TensorFlow.,84.0,29,True,2024-06-14 10:30:50,2.9.2,50.0,gpflow,conda-forge/gpflow,,,['tensorflow'],729.0,729.0,https://pypi.org/project/gpflow,62131.0,63272.0,https://anaconda.org/conda-forge/gpflow,2024-06-26 16:24:01.852,41084.0,,,,,2.0,,,,,,,,,,,,
292,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2025-02-21 13:32:21.000000,2025-02-21 13:32:20,3940.0,10.0,299.0,30.0,583.0,102.0,725.0,1840.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,84.0,29,True,2024-10-29 08:53:47,0.6.0,9.0,avalanche-lib,,,,,125.0,125.0,https://pypi.org/project/avalanche-lib,1705.0,1706.0,,,,,,,,2.0,52.0,,,,,2.0,,,,,,
293,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2024-11-23 21:58:13.000000,2024-11-23 21:58:13,1066.0,,228.0,52.0,213.0,31.0,292.0,1760.0,A full spaCy pipeline and models for scientific/biomedical documents.,37.0,29,True,2024-10-27 05:42:49,0.5.5,12.0,scispacy,,,,,1069.0,1069.0,https://pypi.org/project/scispacy,33708.0,33708.0,,,,,,,,3.0,,,,,,,,,,,,
294,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2025-02-27 15:17:30.000000,2025-02-27 15:17:28,2518.0,218.0,165.0,12.0,1161.0,96.0,1090.0,1707.0,"dstack is a lightweight, open-source alternative to Kubernetes & Slurm, simplifying AI container orchestration with..",50.0,29,True,2025-02-26 11:27:10,0.18.43,78.0,dstack,,,,,18.0,18.0,https://pypi.org/project/dstack,4132.0,4132.0,,,,,,,,2.0,,,,,,,,,,,,
295,ngboost,stanfordmlgroup/ngboost,ml-frameworks,,https://github.com/stanfordmlgroup/ngboost,https://github.com/stanfordmlgroup/ngboost,Apache-2.0,2018-06-21 22:22:40.000,2025-02-22 01:57:20.000000,2025-02-22 01:57:14,717.0,8.0,226.0,44.0,139.0,45.0,171.0,1684.0,Natural Gradient Boosting for Probabilistic Prediction.,53.0,29,True,2025-02-13 03:24:10,0.5.4,27.0,ngboost,conda-forge/ngboost,,,,245.0,245.0,https://pypi.org/project/ngboost,40605.0,41813.0,https://anaconda.org/conda-forge/ngboost,2025-02-17 21:02:57.771,66044.0,,,,,3.0,489.0,,,,,,,,,,,
296,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2024-12-30 10:52:51.000000,2024-12-30 10:52:51,164.0,1.0,200.0,34.0,75.0,28.0,53.0,1614.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,9.0,29,True,2023-09-26 22:07:23,0.2.6,5.0,torchsde,conda-forge/torchsde,,,['pytorch'],4574.0,4574.0,https://pypi.org/project/torchsde,2409073.0,2409800.0,https://anaconda.org/conda-forge/torchsde,2024-11-21 00:34:31.332,35663.0,,,,,2.0,,,,,,,,,,,,
297,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2025-02-26 23:14:02.000000,2025-02-26 23:12:49,2466.0,101.0,376.0,54.0,616.0,162.0,270.0,1368.0,Machine learning on FPGAs using HLS.,64.0,29,True,2024-12-09 22:47:29,1.0.0,17.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",40.0,40.0,https://pypi.org/project/hls4ml,1667.0,1853.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,9887.0,,,,,3.0,,,,,,,,,,,,
298,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2025-02-09 20:41:46.676000,2025-02-06 11:15:39,1484.0,6.0,163.0,31.0,253.0,,,1363.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",23.0,29,True,2025-02-06 12:32:23,release-v1.3.8,46.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],2071.0,2071.0,https://pypi.org/project/spacy-transformers,185363.0,188081.0,https://anaconda.org/conda-forge/spacy-transformers,2025-02-09 20:41:46.676,105980.0,,,,,3.0,125.0,,,,,,,,,,,
299,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/skforecast/skforecast,https://github.com/skforecast/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2025-02-27 16:23:26.000000,2024-11-28 09:24:18,4025.0,,150.0,9.0,718.0,25.0,166.0,1259.0,Time series forecasting with machine learning models.,17.0,29,True,2024-11-11 13:27:54,0.14.0,29.0,skforecast,,,,['sklearn'],410.0,410.0,https://pypi.org/project/skforecast,109950.0,109950.0,,,,,,,,3.0,,skforecast/skforecast,,,,,,,,,,
300,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2025-02-27 06:06:49.000000,2025-02-27 06:06:49,1384.0,16.0,149.0,26.0,495.0,24.0,139.0,931.0,A Comparative Framework for Multimodal Recommender Systems.,24.0,29,True,2024-12-24 18:14:45,2.3.0,55.0,cornac,conda-forge/cornac,,,,265.0,265.0,https://pypi.org/project/cornac,31833.0,45510.0,https://anaconda.org/conda-forge/cornac,2024-12-24 16:50:48.705,765938.0,,,,,2.0,,,,,,,,,,,,
301,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2025-02-08 21:55:01.566000,2025-02-07 20:33:56,822.0,2.0,253.0,39.0,516.0,233.0,262.0,920.0,Scalable Machine Learning with Dask.,80.0,29,True,2025-02-08 03:15:41,2025.1.0,31.0,dask-ml,conda-forge/dask-ml,,,,1205.0,1205.0,https://pypi.org/project/dask-ml,109713.0,126374.0,https://anaconda.org/conda-forge/dask-ml,2025-02-08 21:55:01.566,949732.0,,,,,2.0,,,,,,,,,,,,
302,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2025-02-13 11:01:06.000000,2025-02-13 11:01:06,871.0,12.0,76.0,26.0,424.0,108.0,242.0,607.0,"Simple, concise geographical visualization in Python.",33.0,29,True,2024-12-18 08:38:32,1.14.0,36.0,geoviews,conda-forge/geoviews,,,,1216.0,1216.0,https://pypi.org/project/geoviews,15826.0,21121.0,https://anaconda.org/conda-forge/geoviews,2024-12-18 08:19:39.527,280660.0,,,,,3.0,,,,,,,,,,,,
303,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2025-02-14 14:01:34.000000,2025-02-14 14:01:32,2107.0,4.0,64.0,19.0,1651.0,27.0,219.0,602.0,The experiment tracker for foundation model training.,55.0,29,True,2024-10-31 09:01:52,1.13.0,131.0,neptune-client,conda-forge/neptune-client,,,,763.0,763.0,https://pypi.org/project/neptune-client,471557.0,477214.0,https://anaconda.org/conda-forge/neptune-client,2024-10-31 15:38:08.903,322496.0,,,,,3.0,,,,,,,,,,,,
304,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2025-02-06 18:37:56.000000,2024-12-15 00:03:38,17327.0,18.0,108.0,27.0,3630.0,518.0,3417.0,561.0,"Keep code, data, containers under control with git and git-annex.",57.0,29,True,2024-12-15 00:03:40,1.1.5,100.0,datalad,conda-forge/datalad,,,,455.0,455.0,https://pypi.org/project/datalad,14704.0,29143.0,https://anaconda.org/conda-forge/datalad,2024-11-20 02:36:29.417,808608.0,,,,,2.0,,,,,,,,,,,,
305,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2025-01-17 12:10:25.000000,2025-01-17 12:10:18,1423.0,1.0,3677.0,749.0,1142.0,374.0,589.0,19360.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,28,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],,,https://pypi.org/project/magenta,11875.0,11875.0,,,,,,,,2.0,,,,,,-4.0,,,,,,
306,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2024-08-19 17:47:36.000000,2023-04-19 14:13:08,2404.0,,3939.0,633.0,234.0,,,16122.0,Python Backtesting library for trading strategies.,56.0,28,False,,,,backtrader,,,,,2713.0,2713.0,https://pypi.org/project/backtrader,81773.0,81773.0,,,,,,,,2.0,,,,,,,,,,,,
307,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2024-07-23 16:54:42.000000,2023-04-19 16:47:52,581.0,,1138.0,345.0,81.0,51.0,231.0,8078.0,StarCraft II Learning Environment.,39.0,28,False,2022-07-13 12:08:43,4.0,6.0,pysc2,,,,,907.0,907.0,https://pypi.org/project/pysc2,2849.0,3209.0,,,,,,,,3.0,32423.0,google-deepmind/pysc2,,,,,,,,,,
308,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2025-02-21 21:05:04.000000,2025-02-21 21:01:01,3295.0,10.0,954.0,137.0,678.0,58.0,1177.0,7405.0,Python library for audio and music analysis.,125.0,28,True,2024-05-14 15:48:50,0.10.2.post1,45.0,librosa,conda-forge/librosa,,,,,,https://pypi.org/project/librosa,2872739.0,2888443.0,https://anaconda.org/conda-forge/librosa,2024-12-19 14:28:40.998,863765.0,,,,,2.0,,,,,,,,,,,,
309,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2025-02-13 09:08:31.000000,2025-01-21 03:29:47,1067.0,4.0,930.0,140.0,765.0,133.0,353.0,7309.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,100.0,28,True,2024-11-24 07:33:52,0.12,16.0,dowhy,conda-forge/dowhy,,,,528.0,528.0,https://pypi.org/project/dowhy,42513.0,43281.0,https://anaconda.org/conda-forge/dowhy,2024-11-25 05:19:58.903,39181.0,,,,,2.0,42.0,,,,,,,,,,,
310,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2024-08-30 14:19:26.000000,2024-08-30 14:19:23,221.0,,1332.0,173.0,46.0,75.0,242.0,7220.0,2D and 3D Face alignment library build using pytorch.,26.0,28,True,2023-08-17 14:37:33,1.4.1,13.0,face-alignment,,,,['pytorch'],21.0,21.0,https://pypi.org/project/face-alignment,61727.0,61727.0,,,,,,,,3.0,,,,,,,,,,,,
311,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2023-09-17 12:33:41.000000,2019-11-11 22:14:54,308.0,,1305.0,199.0,158.0,14.0,227.0,5541.0,Deep Reinforcement Learning for Keras.,41.0,28,False,2018-05-01 14:27:32,0.4.2,8.0,keras-rl,,,,['tensorflow'],810.0,810.0,https://pypi.org/project/keras-rl,1328.0,1328.0,,,,,,,,2.0,,,,,,,,,,,,
312,opik,comet-ml/opik,nlp,,https://github.com/comet-ml/opik,https://github.com/comet-ml/opik,Apache-2.0,2023-05-10 12:57:13.000,2025-02-27 17:12:00.000000,2025-02-27 13:53:39,1119.0,553.0,343.0,54.0,1232.0,36.0,134.0,5170.0,"Debug, evaluate, and monitor your LLM applications, RAG systems, and agentic workflows with comprehensive tracing,..",35.0,28,True,2025-02-26 10:17:57,1.5.2,100.0,opik,,,,,,,https://pypi.org/project/opik,38554.0,38554.0,,,,,,,,3.0,11.0,,,,,,,,,,,
313,SynapseML,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2025-02-24 18:10:24.000000,2025-02-24 18:10:23,1661.0,13.0,818.0,142.0,1606.0,338.0,403.0,5100.0,Simple and Distributed Machine Learning.,121.0,28,True,2025-02-24 18:09:17,1.0.10,62.0,synapseml,,,,,,,https://pypi.org/project/synapseml,399522.0,399522.0,,,,,,,,3.0,,,,,,,,,,,,
314,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2024-08-15 06:26:34.000000,2022-08-06 21:47:18,182.0,,479.0,75.0,63.0,94.0,57.0,5099.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,28,False,2022-04-06 04:37:32,0.3.4,10.0,layoutparser,,,,,3872.0,3872.0,https://pypi.org/project/layoutparser,282406.0,282406.0,,,,,,,,3.0,,,,,,,,,,,,
315,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2024-07-24 18:48:54.000000,2023-04-30 18:36:20,483.0,,687.0,86.0,209.0,148.0,358.0,4860.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",47.0,28,False,2023-03-20 04:08:46,1.17,9.0,lightfm,conda-forge/lightfm,,,,1693.0,1693.0,https://pypi.org/project/lightfm,150265.0,153374.0,https://anaconda.org/conda-forge/lightfm,2023-06-16 16:08:40.466,264266.0,,,,,2.0,,,,,,,,,,,,
316,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2024-12-16 22:42:59.295000,2024-11-05 15:19:52,1478.0,,743.0,76.0,1824.0,331.0,637.0,4788.0,Probabilistic time series modeling in Python.,117.0,28,True,2024-11-11 08:50:41,0.16.0,100.0,gluonts,anaconda/gluonts,,,['pytorch'],,,https://pypi.org/project/gluonts,677893.0,677931.0,https://anaconda.org/anaconda/gluonts,2024-12-16 22:42:59.295,1559.0,,,,,3.0,,,,,,,,,,,,
317,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2024-12-16 09:41:32.291000,2023-11-23 21:41:49,1136.0,,632.0,90.0,273.0,29.0,253.0,4574.0,Geocoding library for Python.,133.0,28,False,2023-11-23 21:50:14,2.4.1,37.0,geopy,conda-forge/geopy,,,,,,https://pypi.org/project/geopy,6512492.0,6540708.0,https://anaconda.org/conda-forge/geopy,2024-12-16 09:41:32.291,1580055.0,,,,,3.0,130.0,,,,,,,,,,,
318,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2024-11-25 02:57:39.000000,2024-11-01 16:12:42,3332.0,,542.0,120.0,386.0,72.0,743.0,4229.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",72.0,28,True,,,12.0,dedupe,conda-forge/dedupe,,,,353.0,353.0,https://pypi.org/project/dedupe,80506.0,83087.0,https://anaconda.org/conda-forge/dedupe,2023-06-16 19:28:08.623,98113.0,,,,,3.0,,,,,,,,,,,,
319,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2025-02-20 09:40:16.000000,2025-02-20 09:40:15,1497.0,4.0,262.0,22.0,1760.0,246.0,733.0,3719.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,53.0,28,True,2024-12-15 15:25:39,0.19.1,62.0,deepchecks,,,,,482.0,482.0,https://pypi.org/project/deepchecks,36238.0,36273.0,,,,,,,,2.0,1418.0,,,,,,,,,,,
320,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2025-02-27 11:34:40.000000,2025-02-24 22:58:28,1312.0,1.0,793.0,324.0,1473.0,286.0,519.0,3526.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",156.0,28,True,2024-04-24 16:20:45,0.18.0,31.0,torchtext,,,,['pytorch'],,,https://pypi.org/project/torchtext,616713.0,616713.0,,,,,,,,3.0,,,,,,,,,,,,
321,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2025-02-05 15:28:10.022000,2025-01-17 12:09:38,1188.0,1.0,1654.0,155.0,210.0,13.0,693.0,3493.0,A library for transfer learning by reusing parts of TensorFlow models.,107.0,28,True,2024-01-30 15:53:29,0.16.1,20.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],,,https://pypi.org/project/tensorflow-hub,1870615.0,1872729.0,https://anaconda.org/conda-forge/tensorflow-hub,2025-02-05 15:28:10.022,114160.0,,,,,2.0,,,,,,,,,,,,
322,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2024-03-20 16:17:12.000000,2022-04-29 04:19:24,1698.0,,372.0,46.0,1086.0,2.0,353.0,3327.0,Accelerated deep learning R&D.,104.0,28,False,2022-04-29 04:45:11,22.04,41.0,catalyst,,,,['pytorch'],1240.0,1240.0,https://pypi.org/project/catalyst,18812.0,18812.0,,,,,,,,3.0,,,,,,,,,,,,
323,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2024-10-31 19:43:08.823000,2024-10-31 09:14:19,481.0,,716.0,122.0,132.0,67.0,375.0,3129.0,"Hidden Markov Models in Python, with scikit-learn like API.",49.0,28,True,,,12.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],3138.0,3138.0,https://pypi.org/project/hmmlearn,140283.0,146821.0,https://anaconda.org/conda-forge/hmmlearn,2024-10-31 19:43:08.823,346551.0,,,,,3.0,,,,,,,,,,,,
324,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2024-08-29 16:58:41.000000,2024-08-29 16:58:41,621.0,,335.0,46.0,121.0,72.0,137.0,3021.0,A python library for decision tree visualization and model interpretation.,27.0,28,True,2023-07-13 17:20:15,2.2.2,37.0,dtreeviz,conda-forge/dtreeviz,,,,1446.0,1446.0,https://pypi.org/project/dtreeviz,120889.0,122829.0,https://anaconda.org/conda-forge/dtreeviz,2023-07-13 20:18:43.899,98965.0,,,,,2.0,,,,,,,,,,,,
325,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2024-12-22 18:27:31.714000,2024-12-09 19:08:18,677.0,2.0,388.0,41.0,64.0,28.0,273.0,1975.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,28,True,2023-04-07 06:00:20,1.3.6,16.0,ogb,conda-forge/ogb,,,,2305.0,2305.0,https://pypi.org/project/ogb,34649.0,35552.0,https://anaconda.org/conda-forge/ogb,2024-12-22 18:27:31.714,47892.0,,,,,2.0,,,,,,,,,,,,
326,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2025-02-07 22:00:58.000000,2025-02-07 22:00:39,1613.0,2.0,287.0,57.0,143.0,71.0,195.0,1906.0,"CUDA integration for Python, plus shiny features.",82.0,28,True,2025-02-07 22:03:18,2025.1,9.0,pycuda,conda-forge/pycuda,,,,3479.0,3479.0,https://pypi.org/project/pycuda,83620.0,102695.0,https://anaconda.org/conda-forge/pycuda,2024-08-17 22:59:08.823,896564.0,,,,,3.0,,,,,,,,,,,,
327,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,,277.0,39.0,495.0,157.0,151.0,1820.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,28,False,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,196.0,196.0,https://pypi.org/project/petastorm,190291.0,190298.0,,,,,,,,3.0,560.0,,,,,,,,,,,
328,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2025-01-05 07:18:55.544000,2023-10-08 14:28:43,1157.0,,206.0,36.0,1081.0,25.0,496.0,1745.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,28,False,2023-06-30 13:17:42,0.8.2,26.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],308.0,308.0,https://pypi.org/project/lightning-flash,1641.0,2273.0,https://anaconda.org/conda-forge/lightning-flash,2025-01-05 07:18:55.544,26554.0,,,,,2.0,,Lightning-Universe/lightning-flash,,,,,,,,,,
329,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2025-01-19 19:00:46.000000,2025-01-19 19:00:40,552.0,10.0,121.0,21.0,406.0,35.0,293.0,1309.0,Extra blocks for scikit-learn pipelines.,68.0,28,True,2024-12-17 12:12:51,0.9.4,44.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],171.0,171.0,https://pypi.org/project/scikit-lego,22804.0,23918.0,https://anaconda.org/conda-forge/scikit-lego,2024-07-10 21:13:14.463,63524.0,,,,,2.0,,,,,,,,,,,,
330,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2024-06-19 19:59:13.000000,2024-01-17 21:03:09,532.0,,410.0,52.0,41.0,16.0,139.0,1256.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,False,2022-09-06 19:52:23,0.12.2,11.0,kmodes,conda-forge/kmodes,,,,2985.0,2985.0,https://pypi.org/project/kmodes,148039.0,148989.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,55103.0,,,,,3.0,,,,,,,,,,,,
331,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2025-02-25 15:31:53.000000,2025-02-25 15:30:23,838.0,12.0,132.0,29.0,447.0,83.0,348.0,1133.0,BAyesian Model-Building Interface (Bambi) in Python.,47.0,28,True,2024-12-21 18:07:06,0.15.0,25.0,bambi,conda-forge/bambi,,,,182.0,182.0,https://pypi.org/project/bambi,35454.0,36351.0,https://anaconda.org/conda-forge/bambi,2024-12-23 13:13:40.970,44857.0,,,,,3.0,,,,,,,,,,,,
332,pyvis,WestHealth/pyvis,data-viz,,https://github.com/WestHealth/pyvis,https://github.com/WestHealth/pyvis,BSD-3-Clause,2018-05-10 00:42:44.000,2024-04-24 08:16:27.000000,2023-02-10 23:24:53,213.0,,179.0,18.0,72.0,144.0,88.0,1059.0,Python package for creating and visualizing interactive network graphs.,32.0,28,False,2022-11-11 19:38:24,0.3.1,3.0,pyvis,,,,,8116.0,8116.0,https://pypi.org/project/pyvis,910004.0,910009.0,,,,,,,,3.0,183.0,,,,,,,,,,,
333,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2025-02-18 23:06:05.000000,2025-02-10 13:37:15,16705.0,51.0,379.0,46.0,1659.0,294.0,3001.0,961.0,An open-source application for biological image analysis.,145.0,28,True,2024-09-27 21:18:50,4.2.8,35.0,cellprofiler,,,,,27.0,27.0,https://pypi.org/project/cellprofiler,1092.0,1154.0,,,,,,,,3.0,8375.0,,,,,,,,,,,
334,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2024-12-22 16:30:21.524000,2024-12-21 19:30:30,501.0,1.0,120.0,32.0,134.0,24.0,77.0,939.0,Python bindings and utilities for GeoJSON.,58.0,28,True,,,12.0,geojson,conda-forge/geojson,,,,19445.0,19445.0,https://pypi.org/project/geojson,2649517.0,2687859.0,https://anaconda.org/conda-forge/geojson,2024-12-22 16:30:21.524,920223.0,,,,,3.0,,,,,,,,,,,,
335,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2025-01-06 12:55:27.000000,2025-01-06 12:55:27,1968.0,2.0,237.0,19.0,303.0,50.0,287.0,908.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",50.0,28,True,2023-01-08 01:02:35,1.4.7,33.0,salib,conda-forge/salib,,,,1427.0,1427.0,https://pypi.org/project/salib,223141.0,227097.0,https://anaconda.org/conda-forge/salib,2024-12-27 14:23:52.383,205755.0,,,,,3.0,,,,,,,,,,,,
