,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,helm_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,maven_id,maven_url
320,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2024-12-03 05:04:18.431000,2024-06-05 08:42:47,1478.0,,161.0,32.0,252.0,,,1353.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",22.0,27,True,2024-04-25 12:54:53,1.3.5,44.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],1969.0,1969.0,https://pypi.org/project/spacy-transformers,,2041.0,https://anaconda.org/conda-forge/spacy-transformers,2024-12-03 05:04:18.431,75532.0,,,,,3.0,,,,,,,,,,,,
321,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2024-12-05 12:39:20.000000,2024-12-05 12:39:17,543.0,9.0,117.0,23.0,397.0,37.0,289.0,1287.0,Extra blocks for scikit-learn pipelines.,68.0,27,True,2024-11-26 14:09:23,0.9.3,43.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],167.0,167.0,https://pypi.org/project/scikit-lego,26127.0,27201.0,https://anaconda.org/conda-forge/scikit-lego,2024-07-10 21:13:14.463,59081.0,,,,,2.0,,,,,,,,,,,,
322,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2024-08-23 02:08:55.000000,2024-07-09 16:09:26,3066.0,,262.0,35.0,38.0,,497.0,1235.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,17.0,27,True,2024-06-19 01:14:13,0.41.4,100.0,ktrain,,,,['tensorflow'],559.0,559.0,https://pypi.org/project/ktrain,9805.0,9805.0,,,,,,,,3.0,,,,,,,,,,,,
323,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-10-02 09:22:49.000000,2024-02-29 13:41:11,1144.0,,226.0,61.0,249.0,3.0,367.0,989.0,Search and download Copernicus Sentinel satellite images.,44.0,27,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,603.0,603.0,https://pypi.org/project/sentinelsat,26569.0,27247.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,33761.0,,,,,3.0,324.0,,,,,,,,,,,
324,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2024-10-25 20:18:31.000000,2024-10-25 20:18:28,500.0,5.0,119.0,32.0,132.0,24.0,76.0,926.0,Python bindings and utilities for GeoJSON.,58.0,27,True,,,11.0,geojson,conda-forge/geojson,,,,18822.0,18822.0,https://pypi.org/project/geojson,,40145.0,https://anaconda.org/conda-forge/geojson,2023-11-06 11:21:40.354,883192.0,,,,,3.0,,,,,,,,,,,,
325,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,176.0,33.0,86.0,77.0,123.0,921.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,False,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1844.0,1844.0,https://pypi.org/project/scikit-multilearn,69296.0,69296.0,,,,,,,,2.0,,,,,,,,,,,,
326,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2024-11-25 14:12:15.000000,2024-11-25 14:09:30,820.0,1.0,250.0,40.0,514.0,232.0,257.0,906.0,Scalable Machine Learning with Dask.,80.0,27,True,2024-04-02 02:32:14,2024.4.4,30.0,dask-ml,conda-forge/dask-ml,,,,1158.0,1158.0,https://pypi.org/project/dask-ml,,16710.0,https://anaconda.org/conda-forge/dask-ml,2024-06-17 15:22:39.176,919103.0,,,,,3.0,,,,,,,,,,,,
327,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2024-12-03 20:05:29.000000,2024-07-01 21:47:36,1690.0,,275.0,42.0,1441.0,277.0,371.0,709.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",110.0,27,True,2024-07-01 23:45:56,0.37.1,45.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,1285329.0,1285329.0,,,,,,,,2.0,,,,,,,,,,,,
328,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2024-12-05 02:21:38.000000,2024-12-05 02:21:37,1999.0,5.0,2611.0,302.0,944.0,223.0,695.0,15677.0,"Qlib is an AI-oriented quantitative investment platform that aims to realize the potential, empower research, and..",134.0,26,True,2024-05-24 08:17:09,0.9.5,21.0,pyqlib,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pyqlib,,14.0,,,,,,,,2.0,733.0,,,,,,,,,,,
329,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2024-07-03 10:55:10.000000,2023-10-26 05:31:53,3012.0,,1788.0,284.0,3507.0,399.0,1684.0,14071.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,26,False,2023-09-14 12:12:06,3.0,40.0,nni,,,,,21.0,21.0,https://pypi.org/project/nni,,,,,,,,,,3.0,,,,,,,,,,,,
330,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-11-04 14:34:30.000000,2024-11-04 14:34:28,348.0,6.0,1359.0,424.0,51.0,82.0,88.0,10583.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,28007.0,28007.0,,,,,,,,2.0,,,,,,,,,,,,
331,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2024-11-24 01:32:42.000000,2024-11-24 01:32:39,2968.0,9.0,2408.0,207.0,479.0,243.0,479.0,10206.0,FinRL: Financial Reinforcement Learning.,118.0,26,True,2022-06-26 01:52:35,0.3.6,1.0,finrl,,,,,54.0,54.0,https://pypi.org/project/finrl,,,,,,,,,,2.0,,,,,,,,,,,,
332,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1217.0,186.0,213.0,31.0,534.0,9451.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,21.0,21.0,,,303.0,,,,,,,,3.0,14257.0,,,,,,,,,,,
333,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2024-03-31 17:27:35.000000,2023-10-22 09:33:23,779.0,,1171.0,210.0,92.0,186.0,123.0,5906.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,26,False,,,,pyAudioAnalysis,,,,,535.0,535.0,https://pypi.org/project/pyAudioAnalysis,21116.0,21116.0,,,,,,,,3.0,,,,,,,,,,,,
334,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2024-11-19 08:19:11.000000,2024-11-19 08:19:11,13850.0,11.0,1548.0,137.0,3624.0,76.0,1981.0,5736.0,An Industrial Grade Federated Learning Framework.,101.0,26,True,2024-07-31 11:47:02,2.2.0,51.0,ETAF,,,,,,,https://pypi.org/project/ETAF,,,,,,,,,,2.0,,,,,,,,,,,,
335,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-12-05 17:20:36.000000,2024-11-06 20:27:19,6178.0,13.0,528.0,147.0,1949.0,290.0,1386.0,4581.0,ArrayFire: a general purpose GPU library.,94.0,26,True,2023-08-29 19:49:26,3.9.0,34.0,arrayfire,,,,,,,https://pypi.org/project/arrayfire,2976.0,3041.0,,,,,,,,3.0,7437.0,,,,,,,,,,,
336,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2024-07-17 04:40:56.000000,2023-11-02 13:49:44,662.0,,925.0,150.0,132.0,112.0,104.0,4390.0,Technical Analysis Library using Pandas and Numpy.,34.0,26,False,,,7.0,ta,conda-forge/ta,,,,4679.0,4679.0,https://pypi.org/project/ta,,675.0,https://anaconda.org/conda-forge/ta,2023-11-02 22:03:30.766,31070.0,,,,,2.0,,,,,,,,,,,,
337,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2024-12-05 17:51:21.000000,2024-12-05 15:22:04,15575.0,53.0,533.0,78.0,3672.0,860.0,1625.0,4270.0,cuML - RAPIDS Machine Learning Library.,178.0,26,True,2024-10-09 20:29:23,24.10.00,42.0,cuml,,,,,,,https://pypi.org/project/cuml,,,,,,,,,,3.0,,,,,,,,,,,,
338,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2024-11-25 15:45:47.000000,2024-09-13 01:42:25,1464.0,3.0,475.0,58.0,828.0,52.0,498.0,3902.0,NeuralProphet: A simple forecasting package.,56.0,26,True,2024-06-21 07:42:22,0.9.0,36.0,neuralprophet,,,,['pytorch'],,,https://pypi.org/project/neuralprophet,87504.0,87504.0,,,,,,,,3.0,,,,,,,,,,,,
339,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,911.0,282.0,226.0,12.0,356.0,3875.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,False,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,556490.0,556915.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,25543.0,,,,,3.0,,,,,,,,,,,,
340,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2024-10-16 14:47:17.000000,2024-10-16 14:45:12,235.0,26.0,310.0,89.0,102.0,43.0,32.0,3541.0,Python library that makes it easy for data scientists to create charts.,27.0,26,True,2024-10-16 14:47:17,5.0.1,27.0,chartify,conda-forge/chartify,,,,80.0,80.0,https://pypi.org/project/chartify,,468.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,34221.0,,,,,3.0,,,,,,,,,,,,
341,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2024-10-30 15:06:30.000000,2024-10-30 15:05:16,1206.0,2.0,425.0,84.0,56.0,62.0,204.0,3530.0,A library of reinforcement learning components and agents.,86.0,26,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],222.0,222.0,https://pypi.org/project/dm-acme,,214.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,10499.0,,,,,2.0,,google-deepmind/acme,,,,,,,,,,
342,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2024-09-09 06:24:01.000000,2024-09-09 06:24:01,415.0,2.0,248.0,64.0,56.0,,,3401.0,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",17.0,26,True,2024-07-16 09:36:19,4.6.3,14.0,textdistance,conda-forge/textdistance,,,,7482.0,7482.0,https://pypi.org/project/textdistance,,13911.0,https://anaconda.org/conda-forge/textdistance,2024-07-17 15:04:16.210,681098.0,,,,,3.0,1047.0,,,,,,,,,,,
343,Towhee,towhee-io/towhee,others,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2024-10-18 00:01:12.000000,2024-10-18 00:01:11,1586.0,10.0,252.0,29.0,2020.0,1.0,665.0,3248.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,38.0,26,True,2023-12-05 02:33:36,1.1.3,16.0,towhee,,,,,,,https://pypi.org/project/towhee,12786.0,12861.0,,,,,,,,3.0,2721.0,,,,,,,,,,,
344,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2024-07-25 18:53:58.000000,2024-07-25 18:53:58,2707.0,,384.0,38.0,522.0,62.0,217.0,3001.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",66.0,26,True,2024-03-11 02:09:54,0.3.10,16.0,textattack,conda-forge/textattack,,,,323.0,323.0,https://pypi.org/project/textattack,,176.0,https://anaconda.org/conda-forge/textattack,2023-06-16 19:22:50.186,8976.0,,,,,3.0,,,,,,,,,,,,
345,torch-points3d,torch-points3d/torch-points3d,image,,https://github.com/torch-points3d/torch-points3d,https://github.com/torch-points3d/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000,2024-11-18 22:45:46.000000,2024-06-06 00:53:31,1822.0,,340.0,54.0,444.0,75.0,290.0,2515.0,Pytorch framework for doing deep learning on point clouds.,35.0,26,True,2021-04-30 08:59:56,1.3.0,11.0,torch-points3d,,,,['pytorch'],34.0,34.0,https://pypi.org/project/torch-points3d,1248.0,1248.0,,,,,,,,3.0,,,,,,,,,,,,
346,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-07-27 16:14:52.000000,2024-07-27 16:14:15,696.0,,246.0,35.0,147.0,16.0,146.0,2417.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,26,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,245.0,245.0,https://pypi.org/project/norfair,21948.0,21954.0,,,,,,,,3.0,343.0,,,,,,,,,,,
347,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,247.0,87.0,124.0,32.0,230.0,2217.0,"NLP, before and after spaCy.",35.0,26,False,2023-04-02 22:46:00,0.13.0,29.0,textacy,conda-forge/textacy,,,,1894.0,1894.0,https://pypi.org/project/textacy,,1886.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,171703.0,,,,,3.0,,,,,,,,,,,,
348,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2024-02-13 19:24:57.000000,2024-02-01 18:50:30,675.0,,388.0,41.0,63.0,25.0,273.0,1956.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,26,True,2023-04-07 06:00:20,1.3.6,16.0,ogb,conda-forge/ogb,,,,2102.0,2102.0,https://pypi.org/project/ogb,,832.0,https://anaconda.org/conda-forge/ogb,2023-06-16 19:21:31.692,42460.0,,,,,2.0,,,,,,,,,,,,
349,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-12-05 17:03:23.000000,2024-12-04 16:17:21,6662.0,93.0,302.0,45.0,3010.0,165.0,1589.0,1770.0,cuGraph - RAPIDS Graph Analytics Library.,118.0,26,True,2024-10-09 20:36:36,24.10.00,40.0,cugraph,conda-forge/libcugraph,,,,,,https://pypi.org/project/cugraph,431.0,1010.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,25514.0,,,,,3.0,,,,,,,,,,,,
350,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000000,2023-10-08 14:28:43,1157.0,,208.0,37.0,1081.0,25.0,496.0,1745.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,26,False,2023-06-30 13:17:42,0.8.2,26.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],305.0,305.0,https://pypi.org/project/lightning-flash,,599.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,23982.0,,,,,2.0,,Lightning-Universe/lightning-flash,,,,,,,,,,
351,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2024-11-23 21:58:13.000000,2024-11-23 21:58:13,1066.0,6.0,225.0,52.0,213.0,30.0,292.0,1724.0,A full spaCy pipeline and models for scientific/biomedical documents.,37.0,26,True,2024-10-27 05:42:49,0.5.5,12.0,scispacy,,,,,1006.0,1006.0,https://pypi.org/project/scispacy,,,,,,,,,,3.0,,,,,,,,,,,,
352,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2024-10-31 14:10:26.000000,2024-10-31 14:10:22,612.0,2.0,410.0,31.0,51.0,15.0,130.0,1460.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,30.0,26,True,2024-08-23 12:23:48,2.3.3,5.0,minisom,,,,,702.0,702.0,https://pypi.org/project/minisom,35735.0,35735.0,,,,,,,,3.0,,,,,,,,,,,,
353,responsible-ai-toolbox,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2024-11-26 20:53:03.000000,2024-08-07 01:34:48,1970.0,,360.0,32.0,2283.0,50.0,234.0,1404.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,43.0,26,True,2024-07-08 18:03:34,0.36.0,42.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",,,https://pypi.org/project/raiwidgets,10299.0,10299.0,,,,,,,,2.0,,,,,,,,,,,,
354,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/skforecast/skforecast,https://github.com/skforecast/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2024-12-05 17:44:16.000000,2024-11-28 09:24:18,4025.0,467.0,138.0,10.0,673.0,22.0,159.0,1182.0,Time series forecasting with machine learning models.,17.0,26,True,2024-11-11 13:27:54,0.14.0,29.0,skforecast,,,,['sklearn'],371.0,371.0,https://pypi.org/project/skforecast,,,,,,,,,,3.0,,skforecast/skforecast,,,,,,,,,,
355,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-12-04 12:06:33.000000,2024-12-04 12:04:56,828.0,8.0,126.0,31.0,431.0,79.0,341.0,1094.0,BAyesian Model-Building Interface (Bambi) in Python.,41.0,26,True,2024-07-10 09:46:09,0.14.0,24.0,bambi,conda-forge/bambi,,,,160.0,160.0,https://pypi.org/project/bambi,29612.0,30451.0,https://anaconda.org/conda-forge/bambi,2024-07-10 16:37:21.380,40301.0,,,,,3.0,,,,,,,,,,,,
356,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2024-11-27 23:12:36.000000,2024-11-27 23:12:35,944.0,7.0,207.0,58.0,99.0,30.0,172.0,986.0,Input pipeline framework.,29.0,26,True,2024-10-28 22:13:18,1.16.0,47.0,tensorflow-transform,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-transform,520125.0,520125.0,,,,,,,,2.0,,,,,,,,,,,,
357,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2024-11-27 18:55:58.000000,2024-11-26 21:58:54,3215.0,32.0,119.0,16.0,321.0,7.0,183.0,820.0,Python bindings for MPI.,27.0,26,True,2024-10-11 10:48:49,4.0.1,15.0,mpi4py,conda-forge/mpi4py,,,,,,https://pypi.org/project/mpi4py,470780.0,534381.0,https://anaconda.org/conda-forge/mpi4py,2024-10-12 13:31:50.789,3153343.0,,,,,3.0,28365.0,,,,,,,,,,,
358,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2024-11-27 19:58:05.000000,2024-11-04 14:58:06,2103.0,9.0,63.0,16.0,1639.0,25.0,217.0,587.0,The experiment tracker for foundation model training.,55.0,26,True,2024-10-31 09:01:52,1.13.0,131.0,neptune-client,conda-forge/neptune-client,,,,683.0,683.0,https://pypi.org/project/neptune-client,,5394.0,https://anaconda.org/conda-forge/neptune-client,2024-10-31 15:38:08.903,296688.0,,,,,3.0,,,,,,,,,,,,
359,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-06-05 18:36:28.000000,2023-08-23 17:20:54,1241.0,,154.0,18.0,717.0,27.0,208.0,512.0,A package built to support working with spatial data using open source python.,44.0,26,False,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,385.0,385.0,https://pypi.org/project/earthpy,10517.0,11768.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,85074.0,,,,,3.0,,,,,,,,,,,,
360,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2024-11-29 23:42:19.682000,2024-11-27 22:15:05,541.0,6.0,39.0,5.0,16.0,3.0,57.0,352.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,15.0,26,True,2024-11-27 22:20:59,0.11.0,12.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],907.0,907.0,https://pypi.org/project/scikit-posthocs,110672.0,130388.0,https://anaconda.org/conda-forge/scikit-posthocs,2024-11-29 23:42:19.682,985801.0,,,,,3.0,65.0,,,,,,,,,,,
361,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-07-03 17:03:56.000000,2024-07-03 17:02:18,237.0,,59.0,14.0,207.0,12.0,187.0,343.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,26,True,,,12.0,pystan,conda-forge/pystan,,,,10145.0,10145.0,https://pypi.org/project/pystan,732950.0,764500.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2934192.0,,,,,3.0,,,,,,,,,,,,
362,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2024-11-11 16:08:31.000000,2024-11-11 16:08:31,1963.0,5.0,13468.0,3332.0,908.0,2.0,87.0,66206.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",654.0,25,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,
363,awesome-datascience,academic/awesome-datascience,data-science,,https://github.com/academic/awesome-datascience,https://github.com/academic/awesome-datascience,MIT,2014-07-05 07:07:43.000,2024-11-26 10:52:51.000000,2024-11-26 10:52:51,1086.0,23.0,5432.0,1415.0,386.0,1.0,56.0,25287.0,An awesome Data Science repository to learn and apply for real world problems.,250.0,25,True,2024-08-29 14:27:06,2024.08.29.1,10.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
364,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2024-11-19 03:25:18.000000,2024-11-19 03:24:55,652.0,13.0,1741.0,335.0,85.0,160.0,436.0,9821.0,Python wrapper for TA-Lib (http://ta-lib.org/).,32.0,25,True,,,6.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,,10744.0,https://anaconda.org/conda-forge/ta-lib,2024-11-18 16:05:15.064,547958.0,,,,,2.0,,,,,,,,,,,,
365,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-11-22 18:31:49.000000,2024-11-22 18:31:49,630.0,10.0,713.0,109.0,196.0,8.0,355.0,5898.0,Python-tesseract is an optical character recognition (OCR) tool for python.,47.0,25,True,2023-10-15 15:39:44,0.3.13,26.0,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,,12002.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,636143.0,,,,,3.0,,,,,,,,,,,,
366,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2024-11-21 20:19:38.000000,2024-11-21 20:19:33,250.0,2.0,899.0,127.0,39.0,71.0,147.0,5625.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,21.0,25,True,,,4.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],4183.0,4183.0,https://pypi.org/project/torchdiffeq,,340.0,https://anaconda.org/conda-forge/torchdiffeq,2023-06-16 19:19:05.182,18708.0,,,,,2.0,,,,,,,,,,,,
