,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,maven_id,maven_url
379,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-12-18 12:05:47.000000,2023-11-25 05:36:27,4323.0,35.0,557.0,41.0,994.0,197.0,670.0,3035.0,"A unified, comprehensive and efficient recommendation library.",70.0,26,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,['pytorch'],,1833.0,,,https://pypi.org/project/recbole,1718.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4391.0,3.0,,,,,,,,,,,,,,,,
380,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,996.0,167.0,214.0,42.0,146.0,2953.0,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,2219.0,669.0,669.0,https://pypi.org/project/alphalens,1935.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,20230.0,3.0,,,,,,,,,,,,,,,,
381,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,214.0,48.0,481.0,33.0,70.0,2677.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,26,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,62.0,15281.0,196.0,196.0,https://pypi.org/project/m2cgen,15280.0,,,,3.0,,,,,,,,,,,,,,,,
382,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-11-17 18:46:16.000000,2022-09-28 17:12:28,249.0,,271.0,27.0,316.0,74.0,37.0,2350.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,False,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,['sklearn'],,15738.0,785.0,785.0,https://pypi.org/project/lazypredict,15645.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2724.0,3.0,,,,,,,,,,,,,,,,
383,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2023-06-01 22:20:25.000000,2023-06-01 22:10:29,1131.0,,332.0,44.0,57.0,66.0,201.0,2315.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,26,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,['tensorflow'],,6642.0,258.0,258.0,https://pypi.org/project/spektral,6642.0,,,,2.0,,,,,,,,,,,,,,,,
384,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-01-11 19:35:27.000000,2023-11-21 19:33:43,419.0,3.0,783.0,93.0,267.0,145.0,95.0,2234.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",70.0,26,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,7246.0,355.0,355.0,https://pypi.org/project/aif360,7051.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7830.0,3.0,,,,,,,,,,,,,,,,
385,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-12-11 14:10:11.000000,2023-12-11 01:57:13,644.0,9.0,226.0,66.0,31.0,56.0,92.0,2170.0,Fast and Easy Infinite Neural Networks in Python.,29.0,26,True,2023-12-11 14:10:12,0.6.5,17.0,neural-tangents,,,,355.0,1213.0,91.0,91.0,https://pypi.org/project/neural-tangents,1205.0,,,,3.0,,,,,,,,,,,,,,,,
386,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-01-18 18:05:32.000000,2024-01-16 11:19:07,1718.0,226.0,118.0,29.0,124.0,16.0,20.0,1751.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,2221.0,123.0,123.0,https://pypi.org/project/labml,2221.0,,,,3.0,,,,,,,,,,,,,,,,
387,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,1.0,272.0,41.0,495.0,153.0,151.0,1712.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,26,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,433.0,24235.0,145.0,145.0,https://pypi.org/project/petastorm,24229.0,,,,3.0,,,,,,,,,,,,,,,,
388,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-01-18 17:54:22.000000,2024-01-18 11:22:11,6241.0,98.0,263.0,47.0,2503.0,246.0,1349.0,1491.0,cuGraph - RAPIDS Graph Analytics Library.,109.0,26,True,2023-12-06 19:21:19,23.12.00,33.0,cugraph,conda-forge/libcugraph,,,,687.0,2.0,2.0,https://pypi.org/project/cugraph,149.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17755.0,3.0,,,,,,,,,,,,,,,,
389,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,263.0,49.0,87.0,22.0,188.0,1474.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,26,True,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,['sklearn'],,5402.0,494.0,494.0,https://pypi.org/project/gplearn,5253.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6442.0,3.0,,,,,,,,,,,,,,,,
390,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2024-01-08 22:17:52.000000,2023-06-07 07:35:59,3033.0,,118.0,37.0,334.0,11.0,187.0,1413.0,Multi-class confusion matrix library in Python.,17.0,26,True,2023-06-07 14:06:28,4.0,43.0,pycm,,,,,57019.0,266.0,266.0,https://pypi.org/project/pycm,57019.0,,,,3.0,,,,,,,,,,,,,,,,
391,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-12-20 21:48:32.000000,2023-10-12 14:56:47,1107.0,,232.0,37.0,68.0,51.0,206.0,1200.0,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,['tensorflow'],91.0,553.0,114.0,114.0,https://pypi.org/project/innvestigate,548.0,,,,3.0,,,,,,,,,,,,,,,,
392,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2024-01-11 20:36:11.000000,2023-12-21 17:09:15,394.0,8.0,172.0,25.0,31.0,3.0,129.0,1163.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,26,True,,,5.0,prince,conda-forge/prince-factor-analysis,,['sklearn'],,98553.0,482.0,482.0,https://pypi.org/project/prince,98201.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17642.0,3.0,,,,,,,,,,,,,,,,
393,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-01-16 18:20:37.000000,2024-01-16 18:20:35,1996.0,212.0,80.0,18.0,726.0,69.0,175.0,1025.0,"MetricFlow allows you to define, build, and maintain metrics in code.",42.0,26,True,2024-01-13 02:11:53,0.204.0,14.0,metricflow,,,,,19748.0,12.0,12.0,https://pypi.org/project/metricflow,19748.0,,,,3.0,dbt-labs/metricflow,,,,,,,,,,,,,,,
394,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-11-08 21:55:22.000000,2023-11-08 21:55:22,1142.0,2.0,219.0,62.0,245.0,20.0,346.0,943.0,Search and download Copernicus Sentinel satellite images.,43.0,26,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,262.0,18346.0,527.0,527.0,https://pypi.org/project/sentinelsat,17633.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,27753.0,3.0,,,,,,,,,,,,,,,,
395,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-08-25 16:48:20.000000,2023-04-19 21:43:19,547.0,,169.0,35.0,85.0,76.0,122.0,888.0,A scikit-learn based module for multi-label et. al. classification.,28.0,26,True,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,['sklearn'],,48337.0,1413.0,1413.0,https://pypi.org/project/scikit-multilearn,48337.0,,,,3.0,,,,,,,,,,,,,,,,
396,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2024-01-14 18:53:26.000000,2024-01-14 18:36:42,769.0,14.0,55.0,13.0,124.0,40.0,109.0,880.0,Visualize large time series data with plotly.py.,11.0,26,True,2024-01-14 18:45:33,0.9.2,20.0,plotly-resampler,conda-forge/plotly-resampler,,,,373220.0,795.0,795.0,https://pypi.org/project/plotly-resampler,371837.0,https://anaconda.org/conda-forge/plotly-resampler,2023-12-08 19:11:32.078,33210.0,3.0,,,,,,,,,,,,,,,,
397,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2024-01-17 23:42:28.000000,2023-11-16 16:35:47,16528.0,16.0,355.0,44.0,1608.0,276.0,2954.0,833.0,An open-source application for biological image analysis.,143.0,26,True,2023-08-14 19:59:48,4.2.6,48.0,cellprofiler,,,,6437.0,622.0,20.0,20.0,https://pypi.org/project/cellprofiler,569.0,,,,3.0,,,,,,,,,,,,,,,,
398,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2024-01-16 23:12:20.000000,2024-01-16 23:12:19,834.0,12.0,118.0,29.0,85.0,29.0,75.0,577.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,19.0,26,True,2023-08-10 00:18:33,1.14.0,37.0,ml-metadata,,,,2119.0,52795.0,376.0,376.0,https://pypi.org/project/ml-metadata,52759.0,,,,3.0,,,,,,,,,,,,,,,,
399,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-01-18 11:19:03.000000,2024-01-16 07:55:53,560.0,10.0,151.0,31.0,175.0,4.0,98.0,549.0,Machine learning for multivariate data analysis through the Riemannian geometry of symmetric or Hermitian positive..,29.0,26,True,2023-06-20 08:57:52,0.5,6.0,pyriemann,conda-forge/pyriemann,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],,15609.0,301.0,301.0,https://pypi.org/project/pyriemann,15351.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,4905.0,3.0,,,,,,,,,,,,,,,,
400,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-01-17 09:09:39.000000,2023-08-23 17:20:54,1241.0,,152.0,19.0,695.0,25.0,208.0,472.0,A package built to support working with spatial data using open source python.,44.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,5348.0,280.0,280.0,https://pypi.org/project/earthpy,4098.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,71255.0,3.0,,,,,,,,,,,,,,,,
401,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2024-01-18 17:14:27.000000,2023-12-06 19:28:46,1904.0,7.0,13116.0,3331.0,872.0,,84.0,62314.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",633.0,25,True,,,,,,,,,,20.0,20.0,,,,,,1.0,,,,,,,,,,,,,,,,
402,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2023-12-30 03:52:18.000000,2023-12-30 03:52:03,604.0,5.0,1613.0,324.0,79.0,200.0,354.0,8677.0,Python wrapper for TA-Lib (http://ta-lib.org/).,29.0,25,True,,,3.0,TA-Lib,conda-forge/ta-lib,,,,72966.0,,,https://pypi.org/project/TA-Lib,63670.0,https://anaconda.org/conda-forge/ta-lib,2023-09-19 09:10:13.263,371875.0,3.0,,,,,,,,,,,,,,,,
403,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418000,2023-01-27 13:12:44,652.0,,977.0,146.0,93.0,75.0,305.0,6103.0,A Python scikit for building and analyzing recommender systems.,45.0,25,True,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,145515.0,21.0,21.0,https://pypi.org/project/scikit-surprise,137216.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,348584.0,3.0,,,,,,,,,,,,,,,,
404,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000000,2023-10-22 09:33:23,779.0,1.0,1146.0,213.0,91.0,182.0,120.0,5556.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,25,True,,,,pyAudioAnalysis,,,,,8919.0,421.0,421.0,https://pypi.org/project/pyAudioAnalysis,8919.0,,,,3.0,,,,,,,,,,,,,,,,
405,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,583.0,140.0,31.0,59.0,54.0,5496.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,,1000116.0,1476.0,1476.0,https://pypi.org/project/flashtext,999683.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18217.0,3.0,,,,,,,,,,,,,,,,
406,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-12-19 09:38:24.000000,2023-04-28 16:55:30,521.0,,430.0,60.0,90.0,30.0,88.0,4843.0,Finding duplicate images made easy!.,15.0,25,True,2023-04-28 17:26:08,0.3.2,8.0,imagededup,,,['tensorflow'],,12635.0,83.0,83.0,https://pypi.org/project/imagededup,12635.0,,,,3.0,,,,,,,,,,,,,,,,
407,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-01-18 18:27:09.000000,2024-01-18 16:16:42,3411.0,125.0,583.0,94.0,3762.0,255.0,1259.0,4764.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,88.0,25,True,2024-01-03 11:39:27,1.33.0,73.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
408,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-01-10 19:28:44.000000,2024-01-10 18:54:14,456.0,8.0,267.0,48.0,449.0,51.0,252.0,3268.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,39.0,25,True,2024-01-08 18:41:59,0.4.10,23.0,hummingbird-ml,conda-forge/hummingbird-ml,,,359.0,8552.0,,,https://pypi.org/project/hummingbird-ml,7439.0,https://anaconda.org/conda-forge/hummingbird-ml,2024-01-08 20:24:23.326,37584.0,3.0,,,,,,,,,,,,,,,,
409,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-12-09 00:22:24.000000,2023-12-09 00:22:24,2360.0,8.0,680.0,165.0,60.0,4.0,698.0,2999.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,28.0,25,True,2023-10-23 21:02:38,1.6.0,20.0,,bioconda/deepvariant,,['tensorflow'],4698.0,908.0,,,,,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,60781.0,3.0,,,,,,,,,,,,,,,,
410,Towhee,towhee-io/towhee,others,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2023-12-05 02:50:26.000000,2023-12-04 04:34:26,1573.0,7.0,238.0,42.0,2014.0,3.0,645.0,2901.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,34.0,25,True,2023-12-05 02:33:36,1.1.3,16.0,towhee,,,,2617.0,3134.0,,,https://pypi.org/project/towhee,3030.0,,,,3.0,,,,,,,,,,,,,,,,
411,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,217.0,65.0,42.0,17.0,23.0,2659.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,,,5.0,knockknock,conda-forge/knockknock,,,,80953.0,866.0,866.0,https://pypi.org/project/knockknock,80675.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,14227.0,3.0,,,,,,,,,,,,,,,,
412,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2024-01-10 07:43:27.000000,2023-07-19 07:40:10,212.0,,131.0,29.0,200.0,16.0,73.0,2644.0,HiPlot makes understanding high dimensional data easy.,9.0,25,True,2021-11-04 14:24:43,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,29129.0,371.0,371.0,https://pypi.org/project/hiplot,25443.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,173267.0,3.0,,,,,,,,,,,,,,,,
413,torch-points3d,torch-points3d/torch-points3d,image,,https://github.com/torch-points3d/torch-points3d,https://github.com/torch-points3d/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000,2023-12-25 20:29:52.000000,2023-08-16 14:02:03,1820.0,,327.0,56.0,442.0,71.0,290.0,2353.0,Pytorch framework for doing deep learning on point clouds.,34.0,25,True,2021-04-30 08:59:56,1.3.0,11.0,torch-points3d,,,['pytorch'],,576.0,21.0,21.0,https://pypi.org/project/torch-points3d,576.0,,,,3.0,,,,,,,,,,,,,,,,
414,adapters,Adapter-Hub/adapters,nlp,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-01-13 14:43:36.000000,2024-01-09 20:57:18,83.0,29.0,297.0,28.0,278.0,41.0,309.0,2263.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,6.0,25,True,2024-01-09 21:16:07,0.1.1,16.0,adapters,,,['huggingface'],,2611.0,14.0,14.0,https://pypi.org/project/adapters,2611.0,,,,3.0,,,,,,,,,,,,,,,,
415,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2024-01-11 19:00:35.000000,2023-07-11 07:11:36,210.0,,236.0,46.0,88.0,18.0,115.0,2073.0,A Python library that helps data scientists to infer causation rather than observing correlation.,35.0,25,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,"['pytorch', 'sklearn']",,2075.0,106.0,106.0,https://pypi.org/project/causalnex,2075.0,,,,3.0,mckinsey/causalnex,,,,,,,,,,,,,,,
416,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2023-12-14 21:45:46.000000,2023-12-14 21:45:38,856.0,10.0,421.0,62.0,319.0,80.0,92.0,1842.0,Library for training machine learning models with privacy for training data.,58.0,25,True,2023-10-10 20:00:05,0.8.12,17.0,tensorflow-privacy,,,['tensorflow'],133.0,14747.0,,,https://pypi.org/project/tensorflow-privacy,14745.0,,,,3.0,,,,,,,,,,,,,,,,
417,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2023-08-06 22:24:12.000000,2022-02-12 02:32:06,1636.0,,158.0,61.0,66.0,65.0,129.0,1796.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,30.0,417.0,356.0,356.0,https://pypi.org/project/hypertools,417.0,,,,3.0,,,,,,,,,,,,,,,,
418,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,303.0,27.0,379.0,73.0,120.0,1555.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,25,True,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,['paddle'],,526.0,50.0,50.0,https://pypi.org/project/pgl,526.0,,,,2.0,,,,,,,,,,,,,,,,
419,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-12-11 14:44:53.000000,2023-12-11 14:44:44,4204.0,4.0,280.0,84.0,640.0,16.0,607.0,1237.0,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,25,True,2023-08-01 02:38:24,23.07,28.0,pysal,conda-forge/pysal,,,,29216.0,,,https://pypi.org/project/pysal,16614.0,https://anaconda.org/conda-forge/pysal,2023-10-04 23:43:19.864,529299.0,3.0,,,,,,,,,,,,,,,,
420,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,,2015-09-08 08:19:06.000,2023-11-28 23:16:10.000000,2023-09-10 06:51:22,1752.0,,188.0,42.0,257.0,50.0,212.0,1203.0,Python audio and music signal processing library.,20.0,25,True,2018-11-14 14:57:41,0.16.1,10.0,madmom,,,,,2191.0,391.0,391.0,https://pypi.org/project/madmom,2191.0,,,,3.0,,,,,,,,,,,,,,,,
421,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-11-24 11:08:54.000000,2023-11-24 11:08:47,208.0,1.0,80.0,34.0,109.0,7.0,18.0,1144.0,,21.0,25,False,2023-06-29 15:03:07,0.1.6,7.0,rlax,,,['jax'],,966856.0,199.0,199.0,https://pypi.org/project/rlax,966856.0,,,,3.0,google-deepmind/rlax,,,,,,,,,,,,,,,
422,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-24 07:58:55.401000,2023-11-09 17:20:43,139.0,2.0,107.0,21.0,103.0,34.0,73.0,1020.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,25,True,2021-02-01 10:18:48,1.2.0,10.0,submitit,conda-forge/submitit,,,,300121.0,2023.0,2023.0,https://pypi.org/project/submitit,299307.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,33390.0,3.0,,,,,,,,,,,,,,,,
423,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2024-01-18 05:24:14.000000,2023-12-29 01:39:31,1852.0,79.0,314.0,55.0,473.0,133.0,250.0,1009.0,Machine learning on FPGAs using HLS.,58.0,25,True,2023-12-19 21:00:03,0.8.1,16.0,hls4ml,conda-forge/hls4ml,,"['tensorflow', 'pytorch']",,914.0,,,https://pypi.org/project/hls4ml,735.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,7176.0,3.0,,,,,,,,,,,,,,,,
424,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,,183.0,49.0,61.0,,68.0,974.0,Training neural models with structured signals.,38.0,25,True,2022-07-29 20:57:47,1.4.0,7.0,neural-structured-learning,,,['tensorflow'],,13566.0,410.0,410.0,https://pypi.org/project/neural-structured-learning,13566.0,,,,3.0,,,,,,,,,,,,,,,,
425,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2024-01-18 12:34:34.000000,2024-01-18 12:31:17,1460.0,134.0,50.0,13.0,371.0,13.0,436.0,896.0,dstack is an open-source toolkit for running GPU workloads on any cloud. It works seamlessly with any cloud GPU..,14.0,25,True,2024-01-17 12:51:18,0.13.1,43.0,dstack,,,,,1783.0,13.0,13.0,https://pypi.org/project/dstack,1783.0,,,,3.0,,,,,,,,,,,,,,,,
