,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
286,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2023-11-05 18:03:02.000000,2023-11-02 13:49:44,662.0,38.0,802.0,147.0,125.0,104.0,104.0,3827.0,Technical Analysis Library using Pandas and Numpy.,34.0,29,True,,,7.0,ta,conda-forge/ta,,,,2727.0,2727.0,https://pypi.org/project/ta,75982.0,76625.0,https://anaconda.org/conda-forge/ta,2023-11-02 22:03:30.766,21250.0,,,,,2.0,,,,,,,,,,,,,
287,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2023-11-22 22:23:24.000000,2023-11-21 21:32:44,15307.0,59.0,481.0,70.0,3344.0,785.0,1540.0,3664.0,cuML - RAPIDS Machine Learning Library.,166.0,29,True,2023-10-11 18:02:50,23.10.00,35.0,cuml,,,,,,,https://pypi.org/project/cuml,2284.0,2284.0,,,,,,,,2.0,,,,,,,,,,,,,
288,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-11-06 09:55:37.480000,2023-10-04 07:40:23,3656.0,2.0,445.0,101.0,1043.0,224.0,368.0,3491.0,Plotting library for IPython/Jupyter notebooks.,64.0,29,True,2023-08-04 08:28:46,0.12.41,63.0,bqplot,conda-forge/bqplot,,,['jupyter'],51.0,51.0,https://pypi.org/project/bqplot,137090.0,170237.0,https://anaconda.org/conda-forge/bqplot,2023-11-06 09:55:37.480,1242188.0,,,,,3.0,,bqplot,https://www.npmjs.com/package/bqplot,3572.0,,,,,,,,,
289,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2023-11-23 11:34:33.000000,2023-10-16 20:54:26,1292.0,4.0,777.0,274.0,1436.0,259.0,512.0,3396.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",149.0,29,True,2023-11-15 23:09:44,0.16.1,26.0,torchtext,,,,['pytorch'],,,https://pypi.org/project/torchtext,399472.0,399472.0,,,,,,,,2.0,,,,,,,,,,,,,
290,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2023-11-23 14:28:34.000000,2023-11-06 09:12:19,482.0,13.0,468.0,35.0,498.0,,,3200.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,36.0,29,True,2023-11-05 22:58:54,0.11.15,88.0,sahi,conda-forge/sahi,,,,745.0,745.0,https://pypi.org/project/sahi,116150.0,118808.0,https://anaconda.org/conda-forge/sahi,2023-11-06 10:35:24.165,51432.0,,,,,3.0,19840.0,,,,,,,,,,,,
291,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2023-11-13 00:15:46.000000,2023-11-13 00:15:46,980.0,4.0,562.0,101.0,332.0,29.0,710.0,3199.0,"Fast, flexible and easy to use probabilistic modelling in Python.",72.0,29,True,2023-04-16 07:29:15,1.0.0,9.0,pomegranate,conda-forge/pomegranate,,,,1012.0,1012.0,https://pypi.org/project/pomegranate,22170.0,25484.0,https://anaconda.org/conda-forge/pomegranate,2023-09-07 11:32:40.942,139208.0,,,,,3.0,,,,,,,,,,,,,
292,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2023-07-08 17:08:15.000000,2022-04-29 04:19:24,1698.0,,362.0,47.0,1084.0,,353.0,3186.0,Accelerated deep learning R&D.,104.0,29,False,2022-04-29 04:45:11,22.04,41.0,catalyst,,,,['pytorch'],1028.0,1028.0,https://pypi.org/project/catalyst,87887.0,87887.0,,,,,,,,3.0,,,,,,,,,,,,,
293,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2023-11-22 23:34:56.000000,2023-06-20 03:14:12,435.0,,279.0,34.0,475.0,31.0,30.0,2882.0,torch-optimizer -- collection of optimizers for Pytorch.,26.0,29,True,2021-10-31 02:57:04,0.3.0,20.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],1033.0,1033.0,https://pypi.org/project/torch_optimizer,115950.0,116249.0,https://anaconda.org/conda-forge/torch-optimizer,2023-06-16 19:25:40.043,9285.0,,,,,2.0,,,,,,,,,,,,,
294,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2023-10-13 10:43:44.000000,2023-10-13 10:43:44,1131.0,33.0,366.0,44.0,62.0,130.0,457.0,2826.0,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",23.0,29,True,2023-09-26 17:27:09,1.1.1,55.0,mljar-supervised,conda-forge/mljar-supervised,,,,93.0,93.0,https://pypi.org/project/mljar-supervised,5714.0,6123.0,https://anaconda.org/conda-forge/mljar-supervised,2023-09-27 04:54:23.157,11885.0,,,,,3.0,,,,,,,,,,,,,
295,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2023-11-16 17:32:53.067000,2023-11-16 13:34:48,134.0,10.0,258.0,50.0,19.0,31.0,96.0,2684.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,29,True,2023-11-16 14:04:33,2.3.0,12.0,sweetviz,conda-forge/sweetviz,,,,1821.0,1821.0,https://pypi.org/project/sweetviz,70335.0,71130.0,https://anaconda.org/conda-forge/sweetviz,2023-11-16 17:32:53.067,26249.0,,,,,3.0,,,,,,,,,,,,,
296,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2023-11-23 08:51:34.000000,2023-11-16 19:45:48,2262.0,24.0,677.0,78.0,199.0,180.0,460.0,2628.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",145.0,29,True,,,,tf-agents,,,,['tensorflow'],1342.0,1342.0,https://pypi.org/project/tf-agents,37504.0,37504.0,,,,,,,,2.0,,,,,,,,,,,,,
297,Determined,determined-ai/determined,ml-frameworks,,https://github.com/determined-ai/determined,https://github.com/determined-ai/determined,Apache-2.0,2020-04-07 16:12:29.000,2023-11-23 08:22:56.000000,2023-11-22 22:57:28,6980.0,634.0,320.0,76.0,8114.0,39.0,309.0,2561.0,"Determined is an open-source machine learning platform that simplifies distributed training, hyperparameter tuning,..",108.0,29,True,2023-11-17 21:45:18,0.26.4,98.0,determined,,,https://docs.determined.ai,"['pytorch', 'tensorflow']",,,https://pypi.org/project/determined,21678.0,21858.0,,,,,,,,3.0,7780.0,,,,,,,,,,,,
298,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2023-11-16 10:44:15.000000,2023-11-16 10:44:15,1507.0,64.0,298.0,40.0,311.0,33.0,144.0,2508.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,35.0,29,True,2023-09-20 12:56:11,2.3.7,29.0,shapash,,,,['jupyter'],130.0,130.0,https://pypi.org/project/shapash,5575.0,5575.0,,,,,,,,2.0,,,,,,,,,,,,,
299,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2023-09-13 13:50:05.000000,2018-08-19 12:37:47,130.0,,275.0,67.0,59.0,20.0,39.0,2362.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,29,False,2018-08-19 12:21:01,0.3.7,17.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],4130.0,4130.0,https://pypi.org/project/scikit-plot,441238.0,443430.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,166657.0,,,,,2.0,,,,,,,,,,,,,
300,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2023-11-15 00:46:35.000000,2023-11-13 15:09:34,648.0,18.0,232.0,47.0,628.0,132.0,224.0,2205.0,Algorithms for explaining machine learning models.,19.0,29,True,2023-07-07 14:10:27,0.9.4,31.0,alibi,,,,,531.0,531.0,https://pypi.org/project/alibi,17864.0,17864.0,,,,,,,,2.0,,,,,,,,,,,,,
301,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000,2023-11-21 07:08:40.000000,2023-11-13 15:09:30,712.0,13.0,203.0,35.0,518.0,117.0,233.0,1980.0,"Algorithms for outlier, adversarial and drift detection.",20.0,29,True,2023-07-07 12:15:34,0.11.4,33.0,alibi-detect,,,,,385.0,385.0,https://pypi.org/project/alibi-detect,22147.0,22147.0,,,,,,,,2.0,,,,,,,,,,,,,
302,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2023-11-23 07:46:06.000000,2023-11-02 15:04:55,1357.0,48.0,195.0,50.0,227.0,137.0,149.0,1941.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",39.0,29,True,2020-08-31 21:05:46,0.11.8,5.0,graphistry,,,,['jupyter'],105.0,105.0,https://pypi.org/project/graphistry,2563.0,2563.0,,,,,,,,1.0,,,,,,,,,,,,,
303,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2023-10-23 23:19:39.000000,2023-06-10 14:30:23,670.0,,388.0,41.0,58.0,8.0,267.0,1784.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,29,True,2023-04-07 06:00:20,1.3.6,16.0,ogb,conda-forge/ogb,,,,1214.0,1214.0,https://pypi.org/project/ogb,32942.0,33712.0,https://anaconda.org/conda-forge/ogb,2023-06-16 19:21:31.692,29266.0,,,,,1.0,,,,,,,,,,,,,
304,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2023-07-31 14:46:11.000000,2023-04-24 15:04:32,275.0,,347.0,53.0,77.0,83.0,99.0,1747.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,39.0,29,True,2023-04-23 23:49:39,3.4.1,7.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],5496.0,5496.0,https://pypi.org/project/pyldavis,226786.0,227959.0,https://anaconda.org/conda-forge/pyldavis,2023-06-16 16:08:55.034,76308.0,,,,,2.0,,,,,,,,,,,,,
305,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2023-10-24 20:06:11.000000,2023-10-24 20:06:05,363.0,4.0,245.0,48.0,310.0,210.0,183.0,1677.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,42.0,29,True,2023-02-03 02:08:24,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],260.0,260.0,https://pypi.org/project/tensorflow-recommenders,342079.0,342079.0,,,,,,,,2.0,,,,,,,,,,,,,
306,Aesara,aesara-devs/aesara,ml-frameworks,,https://github.com/aesara-devs/aesara,https://github.com/aesara-devs/aesara,,2019-11-12 14:02:08.000,2023-10-25 16:56:57.335000,2023-10-25 14:19:09,30108.0,8.0,153.0,20.0,743.0,282.0,408.0,1101.0,"Aesara is a Python library for defining, optimizing, and efficiently evaluating mathematical expressions involving..",593.0,29,True,2023-10-25 14:19:59,rel-2.9.3,85.0,aesara,conda-forge/aesara,,,,567.0,567.0,https://pypi.org/project/aesara,106382.0,134874.0,https://anaconda.org/conda-forge/aesara,2023-10-25 16:56:57.335,940236.0,,,,,3.0,,,,,,,,,,,,,
307,responsible-ai-toolbox,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2023-11-23 12:42:28.000000,2023-11-22 16:58:26,1857.0,110.0,259.0,23.0,2136.0,44.0,224.0,1032.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,39.0,29,True,2023-11-15 15:27:53,0.32.0,35.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",72.0,72.0,https://pypi.org/project/raiwidgets,6035.0,6035.0,,,,,,,,2.0,,,,,,,,,,,,,
308,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2023-11-12 15:12:25.000000,2023-11-04 10:15:39,3699.0,38.0,320.0,67.0,675.0,31.0,525.0,810.0,The Classical Language Toolkit.,120.0,29,True,2023-11-04 10:32:32,1.1.7,72.0,cltk,,,,,250.0,250.0,https://pypi.org/project/cltk,1330.0,1330.0,,,,,,,,2.0,48.0,,,,,,,,,,,,
309,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2023-11-22 15:19:12.000000,2023-11-17 21:59:41,936.0,11.0,153.0,47.0,82.0,24.0,142.0,736.0,Library for exploring and validating machine learning data.,25.0,29,True,2023-08-14 06:29:46,1.14.0,43.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",762.0,762.0,https://pypi.org/project/tensorflow-data-validation,225614.0,225622.0,,,,,,,,3.0,555.0,,,,,,,,,,,,
310,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2023-11-19 15:53:51.000000,2023-04-19 14:13:08,2404.0,,3285.0,596.0,218.0,,,11941.0,Python Backtesting library for trading strategies.,56.0,28,True,,,,backtrader,,,,,1780.0,1780.0,https://pypi.org/project/backtrader,13816.0,13816.0,,,,,,,,2.0,,,,,,,,,,,,,
311,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,277.0,,870.0,269.0,98.0,78.0,81.0,7202.0,Visualizations for machine learning datasets.,31.0,28,True,2019-07-01 16:35:20,1.0.0,4.0,facets-overview,,,,['jupyter'],204.0,204.0,https://pypi.org/project/facets-overview,223820.0,223820.0,,,,,,,,3.0,,,,,,,,,,,,,
312,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2023-11-18 18:17:04.167000,2023-11-18 01:09:11,1761.0,26.0,716.0,126.0,265.0,412.0,328.0,6563.0,Uniform Manifold Approximation and Projection.,127.0,28,True,2023-11-18 01:10:29,release-0.5.5,28.0,umap-learn,conda-forge/umap-learn,,,,1.0,1.0,https://pypi.org/project/umap-learn,888422.0,943405.0,https://anaconda.org/conda-forge/umap-learn,2023-11-18 18:17:04.167,2254327.0,,,,,3.0,,,,,-2.0,,,,,,,,
313,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2023-11-23 16:48:36.000000,2023-11-23 15:37:00,2038.0,153.0,781.0,96.0,2271.0,256.0,862.0,6454.0,"AutoGluon: AutoML for Image, Text, Time Series, and Tabular Data.",114.0,28,True,2023-06-30 22:16:33,0.8.2,29.0,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",2.0,2.0,https://pypi.org/project/autogluon,46517.0,46606.0,,,,https://hub.docker.com/r/autogluon/autogluon,2023-07-26 19:13:58.158186,15.0,4633.0,3.0,,,,,,,,,,,,,
314,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2023-10-19 19:24:54.000000,2023-10-19 19:24:51,248.0,2.0,828.0,123.0,38.0,62.0,144.0,4941.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,21.0,28,True,,,4.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],2523.0,2523.0,https://pypi.org/project/torchdiffeq,758607.0,758936.0,https://anaconda.org/conda-forge/torchdiffeq,2023-06-16 19:19:05.182,13838.0,,,,,2.0,,,,,,,,,,,,,
315,causalml,uber/causalml,interpretability,,https://github.com/uber/causalml,https://github.com/uber/causalml,,2019-07-09 02:08:58.000,2023-11-21 00:12:28.000000,2023-11-17 18:26:21,572.0,20.0,700.0,81.0,310.0,52.0,307.0,4387.0,Uplift modeling and causal inference with machine learning algorithms.,58.0,28,True,2023-08-28 00:37:10,0.14.1,12.0,causalml,,,,,169.0,169.0,https://pypi.org/project/causalml,86896.0,86896.0,,,,,,,,2.0,,,,,,,,,,,,,
316,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2023-11-11 01:23:34.000000,2023-11-11 01:23:34,523.0,1.0,699.0,176.0,79.0,1.0,270.0,4059.0,A python wrapper for Alpha Vantage API for financial data.,42.0,28,True,2020-12-21 02:37:29,2.3.1,5.0,alpha_vantage,conda-forge/alpha_vantage,,,,432.0,432.0,https://pypi.org/project/alpha_vantage,22648.0,22821.0,https://anaconda.org/conda-forge/alpha_vantage,2023-06-16 19:24:19.804,5887.0,,,,,2.0,,,,,,,,,,,,,
317,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2023-11-22 18:04:50.000000,2023-11-22 18:04:49,1429.0,37.0,685.0,75.0,1747.0,277.0,619.0,3906.0,Probabilistic time series modeling in Python.,110.0,28,True,2023-11-14 11:08:46,0.14.1,100.0,gluonts,anaconda/gluonts,,,['mxnet'],,,https://pypi.org/project/gluonts,329519.0,329544.0,https://anaconda.org/anaconda/gluonts,2023-06-23 14:26:58.411,634.0,,,,,2.0,,,,,,,,,,,,,
318,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2023-06-16 13:24:02.087000,2023-02-26 20:07:33,189.0,,450.0,72.0,37.0,9.0,121.0,3698.0,Missing data visualization module for Python.,18.0,28,True,2023-02-26 20:11:48,0.5.2,6.0,missingno,conda-forge/missingno,,,,13767.0,13767.0,https://pypi.org/project/missingno,436625.0,440749.0,https://anaconda.org/conda-forge/missingno,2023-06-16 13:24:02.087,313488.0,,,,,3.0,,,,,,,,,,,,,
319,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2023-11-22 15:04:00.000000,2023-11-21 20:17:28,1716.0,125.0,527.0,41.0,749.0,414.0,280.0,3325.0,Time series forecasting with PyTorch.,43.0,28,True,2023-04-10 19:56:20,1.0.0,31.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,,,https://pypi.org/project/pytorch-forecasting,61421.0,62801.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,52448.0,,,,,2.0,,,,,,,,,,,,,
320,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2023-11-10 07:34:12.000000,2023-11-10 07:34:11,445.0,8.0,508.0,113.0,83.0,16.0,100.0,3290.0,Module for automatic summarization of text documents and HTML pages.,30.0,28,True,2022-10-23 16:40:03,0.11.0,15.0,sumy,conda-forge/sumy,,,,2295.0,2295.0,https://pypi.org/project/sumy,28029.0,28273.0,https://anaconda.org/conda-forge/sumy,2023-06-16 19:26:28.563,7099.0,,,,,3.0,,,,,,,,,,,,,
321,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2023-11-17 21:09:51.000000,2023-11-16 17:34:05,1193.0,10.0,399.0,82.0,54.0,55.0,201.0,3245.0,A library of reinforcement learning components and agents.,84.0,28,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],176.0,176.0,https://pypi.org/project/dm-acme,977.0,1196.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,7886.0,,,,,2.0,,,,,,google-deepmind/acme,,,,,,,
322,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2023-11-22 19:15:12.000000,2023-11-07 13:45:15,1468.0,10.0,224.0,17.0,1688.0,243.0,721.0,3105.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,50.0,28,True,2023-10-11 15:32:25,0.17.5,58.0,deepchecks,,,,,294.0,294.0,https://pypi.org/project/deepchecks,35548.0,35578.0,,,,,,,,2.0,765.0,,,,,,,,,,,,
323,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2023-09-25 11:28:13.000000,2022-01-25 17:32:20,4123.0,,354.0,81.0,62.0,146.0,186.0,3057.0,a library for audio and music analysis.,24.0,28,False,2019-02-27 09:00:43,0.4.9,8.0,aubio,conda-forge/aubio,,,,410.0,410.0,https://pypi.org/project/aubio,6098.0,14016.0,https://anaconda.org/conda-forge/aubio,2023-06-16 13:24:40.255,633488.0,,,,,3.0,,,,,,,,,,,,,
324,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2023-11-17 01:11:26.000000,2023-09-10 15:15:16,1059.0,23.0,227.0,62.0,111.0,4.0,266.0,3022.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,28,True,2023-09-10 15:53:16,idgear-0.3.2,21.0,vidgear,,,,,476.0,476.0,https://pypi.org/project/vidgear,11397.0,11413.0,,,,,,,,3.0,944.0,,,,,,,,,,,,
325,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2023-11-01 02:59:58.000000,2023-08-31 20:43:50,463.0,2.0,703.0,120.0,114.0,56.0,366.0,2857.0,"Hidden Markov Models in Python, with scikit-learn like API.",45.0,28,True,,,10.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],2126.0,2126.0,https://pypi.org/project/hmmlearn,165315.0,170603.0,https://anaconda.org/conda-forge/hmmlearn,2023-10-07 20:19:04.855,200967.0,,,,,3.0,,,,,,,,,,,,,
326,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-09-14 20:07:18.000000,2021-10-29 06:15:49,2535.0,,409.0,65.0,932.0,291.0,745.0,2812.0,StellarGraph - Machine Learning on Graphs.,36.0,28,False,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,,['tensorflow'],245.0,245.0,https://pypi.org/project/stellargraph,4597.0,4597.0,,,,,,,,2.0,,,,,,,,,,,,,
327,anomalib,openvinotoolkit/anomalib,ml-frameworks,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2023-11-23 08:38:44.000000,2023-11-18 07:08:57,506.0,37.0,472.0,31.0,639.0,47.0,533.0,2578.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",64.0,28,True,2023-08-29 07:29:32,0.7.0,27.0,anomalib,,,,,35.0,35.0,https://pypi.org/project/anomalib,39500.0,39681.0,,,,,,,,3.0,4179.0,,,,,,,,,,,,
328,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2023-11-20 09:19:22.000000,2023-11-20 09:15:16,1491.0,71.0,573.0,44.0,27.0,1.0,338.0,2494.0,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,30.0,28,True,2023-09-21 03:43:55,2.2.7,9.0,deepke,,,,['pytorch'],19.0,19.0,https://pypi.org/project/deepke,806.0,806.0,,,,,,,,3.0,,,,,,,,,,,,,
329,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2023-07-06 22:54:55.000000,2022-12-10 14:00:49,877.0,,344.0,84.0,166.0,207.0,146.0,2287.0,D3 Renderings of Matplotlib Graphics.,51.0,28,True,,,10.0,mpld3,conda-forge/mpld3,,,,5227.0,5227.0,https://pypi.org/project/mpld3,363748.0,366167.0,https://anaconda.org/conda-forge/mpld3,2023-06-16 13:17:04.944,190231.0,,,,,3.0,,mpld3,https://www.npmjs.com/package/mpld3,329.0,,,,,,,,,
330,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,245.0,92.0,124.0,31.0,230.0,2119.0,"NLP, before and after spaCy.",35.0,28,True,2023-04-02 22:46:00,0.13.0,29.0,textacy,conda-forge/textacy,,,,1593.0,1593.0,https://pypi.org/project/textacy,43589.0,45339.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,136566.0,,,,,3.0,,,,,,,,,,,,,
