,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
380,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2025-04-22 14:57:46.014000,2023-11-29 13:26:08,135.0,,281.0,53.0,24.0,46.0,97.0,3024.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,26,False,2023-11-29 13:30:45,2.3.1,13.0,sweetviz,conda-forge/sweetviz,,,,3139.0,3139.0,https://pypi.org/project/sweetviz,65805.0,66645.0,https://anaconda.org/conda-forge/sweetviz,2025-04-22 14:57:46.014,44559.0,,,,,3.0,,,,,,,,,,,,
381,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2025-07-05 18:03:01.000000,2025-07-05 17:41:25,2032.0,17.0,394.0,37.0,103.0,38.0,159.0,2836.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,37.0,26,True,2025-03-28 14:16:54,0.56.0,44.0,torch-geometric-temporal,,,,['pytorch'],,,https://pypi.org/project/torch-geometric-temporal,5041.0,5041.0,,,,,,,,2.0,,,,,,,,,,,,
382,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2025-04-22 14:57:36.856000,2024-12-10 03:08:33,438.0,,857.0,90.0,294.0,150.0,104.0,2610.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,26,True,2024-04-08 20:02:55,0.6.1,12.0,aif360,conda-forge/aif360,,,,720.0,720.0,https://pypi.org/project/aif360,26585.0,27015.0,https://anaconda.org/conda-forge/aif360,2025-04-22 14:57:36.856,24965.0,,,,,2.0,,,,,,,,,,,,
383,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,,2019-02-26 10:10:56.000,2025-06-13 00:22:28.000000,2025-03-05 13:26:44,670.0,,254.0,53.0,682.0,140.0,225.0,2532.0,Algorithms for explaining machine learning models.,24.0,26,True,2024-04-18 15:30:25,0.9.6,33.0,alibi,,,,,812.0,812.0,https://pypi.org/project/alibi,13810.0,13810.0,,,,,,,,2.0,,,,,,,,,,,,
384,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2025-06-28 09:44:23.000000,2025-05-06 07:05:46,595.0,4.0,185.0,55.0,485.0,69.0,106.0,2221.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,33.0,26,True,2025-04-20 10:27:23,1.1.11,26.0,hivemind,,,,,131.0,131.0,https://pypi.org/project/hivemind,1993.0,1993.0,,,,,,,,3.0,,,,,,,,,,,,
385,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2025-03-11 16:17:01.000000,2025-03-11 16:16:55,3948.0,,306.0,30.0,583.0,106.0,727.0,1919.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,86.0,26,True,2024-10-29 08:53:47,0.6.0,9.0,avalanche-lib,,,,,144.0,144.0,https://pypi.org/project/avalanche-lib,1616.0,1617.0,,,,,,,,3.0,60.0,,,,,,,,,,,
386,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2025-04-22 14:57:28.627000,2023-08-12 06:34:27,161.0,,295.0,52.0,89.0,23.0,191.0,1701.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,26,False,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],728.0,728.0,https://pypi.org/project/gplearn,13550.0,13717.0,https://anaconda.org/conda-forge/gplearn,2025-04-22 14:57:28.627,10199.0,,,,,3.0,,,,,,,,,,,,
387,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2025-04-22 15:32:21.921000,2024-11-25 22:31:52,1041.0,,592.0,104.0,296.0,19.0,300.0,1612.0,Execute Python code on the fly and display results in Tableau visualizations:.,51.0,26,True,2024-11-25 22:35:46,2.13.0,25.0,tabpy,anaconda/tabpy-client,,,,215.0,215.0,https://pypi.org/project/tabpy,6948.0,7002.0,https://anaconda.org/anaconda/tabpy-client,2025-04-22 15:32:21.921,5366.0,,,,,3.0,,,,,,,,,,,,
388,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,308.0,27.0,381.0,43.0,155.0,1586.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,False,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,,['paddle'],66.0,66.0,https://pypi.org/project/pgl,1200.0,1200.0,,,,,,,,2.0,,,,,,,,,,,,
389,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2025-05-27 20:53:52.000000,2025-05-27 20:53:46,697.0,1.0,168.0,21.0,129.0,11.0,131.0,1543.0,"Extensible, parallel implementations of t-SNE.",13.0,26,True,2024-08-13 11:02:28,1.0.2,22.0,opentsne,conda-forge/opentsne,,,,1089.0,1089.0,https://pypi.org/project/opentsne,38580.0,46289.0,https://anaconda.org/conda-forge/opentsne,2025-04-22 14:56:58.501,454869.0,,,,,3.0,,,,,,,,,,,,
390,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2025-06-26 10:20:48.000000,2025-06-26 10:20:45,451.0,8.0,183.0,26.0,46.0,,135.0,1376.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,26,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],764.0,764.0,https://pypi.org/project/prince,152536.0,152913.0,https://anaconda.org/conda-forge/prince-factor-analysis,2025-04-22 14:57:16.914,25658.0,,,,,3.0,,,,,,,,,,,,
391,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2025-02-06 20:19:28.000000,2024-07-09 16:09:26,3066.0,,260.0,32.0,38.0,1.0,500.0,1261.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,17.0,26,True,2024-06-19 01:14:13,0.41.4,100.0,ktrain,,,,['tensorflow'],577.0,577.0,https://pypi.org/project/ktrain,3545.0,3545.0,,,,,,,,3.0,,,,,,,,,,,,
392,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2025-07-10 18:37:03.000000,2025-07-02 17:45:42,2753.0,42.0,105.0,21.0,1396.0,89.0,267.0,1235.0,"MetricFlow allows you to define, build, and maintain metrics in code.",47.0,26,True,2025-04-01 21:44:13,0.207.3,19.0,metricflow,,,,,35.0,35.0,https://pypi.org/project/metricflow,55945.0,55945.0,,,,,,,,3.0,,,,,,dbt-labs/metricflow,,,,,,
393,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2025-04-22 14:58:08.733000,2025-04-07 11:52:39,803.0,,72.0,16.0,139.0,58.0,126.0,1129.0,Visualize large time series data with plotly.py.,14.0,26,True,2024-03-27 07:58:10,0.10.0,22.0,plotly-resampler,conda-forge/plotly-resampler,,,,2019.0,2019.0,https://pypi.org/project/plotly-resampler,536422.0,539266.0,https://anaconda.org/conda-forge/plotly-resampler,2025-04-22 14:58:08.733,119475.0,,,,,3.0,,,,,,,,,,,,
394,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2025-04-22 14:57:37.199000,2024-02-29 13:41:11,1144.0,,227.0,61.0,249.0,3.0,367.0,1002.0,Search and download Copernicus Sentinel satellite images.,44.0,26,False,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,681.0,681.0,https://pypi.org/project/sentinelsat,21818.0,22507.0,https://anaconda.org/conda-forge/sentinelsat,2025-04-22 14:57:37.199,39117.0,,,,,3.0,334.0,,,,,,,,,,,
395,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2025-07-09 21:13:51.000000,2025-06-18 16:11:32,16775.0,68.0,389.0,45.0,1679.0,313.0,3010.0,1000.0,An open-source application for biological image analysis.,147.0,26,True,2024-09-27 21:18:50,4.2.8,35.0,cellprofiler,,,,,28.0,28.0,https://pypi.org/project/cellprofiler,609.0,695.0,,,,,,,,3.0,11953.0,,,,,,,,,,,
396,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2025-07-05 01:27:00.000000,2025-07-05 01:25:38,997.0,32.0,212.0,56.0,109.0,28.0,180.0,985.0,Input pipeline framework.,30.0,26,True,2025-06-13 22:49:45,1.17.0,48.0,tensorflow-transform,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-transform,167166.0,167166.0,,,,,,,,2.0,,,,,,,,,,,,
397,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2025-04-22 14:57:06.248000,2024-11-10 14:49:37,681.0,,107.0,13.0,100.0,74.0,68.0,930.0,A Python nearest neighbor descent for approximate nearest neighbors.,30.0,26,True,2024-06-17 15:10:18,release-0.5.13,25.0,pynndescent,conda-forge/pynndescent,,,,12713.0,12713.0,https://pypi.org/project/pynndescent,1698927.0,1738249.0,https://anaconda.org/conda-forge/pynndescent,2025-04-22 14:57:06.248,2359363.0,,,,,3.0,,,,,,,,,,,,
398,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2025-06-16 20:14:40.000000,2025-04-10 21:34:27,1700.0,,290.0,40.0,1484.0,283.0,372.0,730.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",115.0,26,True,2024-07-01 23:45:56,0.37.1,45.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,1168199.0,1168199.0,,,,,,,,2.0,,,,,,,,,,,,
399,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2025-06-05 11:48:32.000000,2025-06-05 11:48:32,501.0,11.0,50.0,8.0,75.0,195.0,273.0,713.0,python binding for libvips using cffi.,16.0,26,True,,,7.0,pyvips,conda-forge/pyvips,,,,1133.0,1133.0,https://pypi.org/project/pyvips,155561.0,159620.0,https://anaconda.org/conda-forge/pyvips,2025-04-29 02:42:01.199,231395.0,,,,,3.0,,,,,,,,,,,,
400,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2025-04-03 18:16:33.000000,2025-04-03 17:38:00,909.0,,144.0,27.0,104.0,39.0,76.0,651.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,23.0,26,True,2025-04-03 18:16:33,1.17.0,40.0,ml-metadata,,,,,703.0,703.0,https://pypi.org/project/ml-metadata,60910.0,60949.0,,,,,,,,3.0,2995.0,,,,,,,,,,,
401,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2025-07-08 12:06:19.595000,2025-07-08 06:19:18,796.0,17.0,87.0,11.0,32.0,5.0,54.0,418.0,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,19.0,26,True,2025-07-08 06:19:53,3.2.0,58.0,pymap3d,conda-forge/pymap3d,,,,521.0,521.0,https://pypi.org/project/pymap3d,378506.0,380376.0,https://anaconda.org/conda-forge/pymap3d,2025-07-08 12:06:19.595,108475.0,,,,,3.0,,,,,3.0,,,,,,,
402,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-09-17 14:13:04.000,2025-04-22 14:56:33.006000,2024-07-03 17:02:18,237.0,,60.0,14.0,207.0,13.0,187.0,355.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,26,True,,,13.0,pystan,conda-forge/pystan,,,,10548.0,10548.0,https://pypi.org/project/pystan,605099.0,656729.0,https://anaconda.org/conda-forge/pystan,2025-04-22 14:56:33.006,3046203.0,,,,,3.0,,,,,,,,,,,,
403,ultimatevocalremovergui,Anjok07/ultimatevocalremovergui,audio,,https://github.com/Anjok07/ultimatevocalremovergui,https://github.com/Anjok07/ultimatevocalremovergui,MIT,2020-07-20 21:29:01.000,2025-03-13 21:44:03.000000,2025-03-13 21:44:03,775.0,,1559.0,177.0,84.0,1134.0,399.0,21177.0,GUI for a Vocal Remover that uses Deep Neural Networks.,8.0,25,True,2023-09-26 02:29:28,5.6,8.0,,,,,,,,,,63648.0,,,,,,,,3.0,3818912.0,,,,,,,,,,,
404,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-11-04 14:34:30.000000,2024-11-04 14:34:28,348.0,,1373.0,418.0,51.0,85.0,89.0,10761.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,25,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,25534.0,25534.0,,,,,,,,3.0,,,,,,,,,,,,
405,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2025-04-22 14:56:45.083000,2024-06-14 19:31:58,659.0,,1014.0,141.0,103.0,77.0,310.0,6630.0,A Python scikit for building and analyzing recommender systems.,46.0,25,False,,,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,131955.0,140261.0,https://anaconda.org/conda-forge/scikit-surprise,2025-04-22 14:56:45.083,498362.0,,,,,3.0,,,,,,,,,,,,
406,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2025-03-02 10:12:00.000000,2025-03-02 10:09:12,1255.0,,688.0,66.0,88.0,116.0,564.0,5719.0,Time series Timeseries Deep Learning Machine Learning Python Pytorch fastai | State-of-the-art Deep Learning library..,23.0,25,True,2025-03-02 09:16:42,0.4.0,15.0,tsai,conda-forge/tsai,,,,,,https://pypi.org/project/tsai,12147.0,12147.0,https://anaconda.org/conda-forge/tsai,,,,,,,3.0,,,,,,,,,,,,
407,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2025-04-22 14:57:29.789000,2022-05-03 07:13:22,108.0,,591.0,141.0,31.0,59.0,55.0,5659.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,,2028.0,2028.0,https://pypi.org/project/flashtext,1696921.0,1697280.0,https://anaconda.org/conda-forge/flashtext,2025-04-22 14:57:29.789,21567.0,,,,,3.0,,,,,,,,,,,,
408,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-06-23 12:28:48.000000,2024-06-23 12:28:48,343.0,,996.0,48.0,34.0,68.0,113.0,5560.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,25,False,2021-06-28 12:45:52,0.6.5,20.0,scikit-opt,,,,['sklearn'],277.0,277.0,https://pypi.org/project/scikit-opt,5922.0,5922.0,,,,,,,,3.0,,,,,,,,,,,,
409,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2025-07-10 12:46:15.000000,2025-07-10 12:46:15,3922.0,69.0,631.0,92.0,4308.0,218.0,1439.0,5456.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,99.0,25,True,2025-05-27 17:43:38,1.50.0,91.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
410,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2025-05-01 22:27:09.000000,2025-05-01 22:27:09,558.0,1.0,753.0,176.0,90.0,,289.0,4532.0,A python wrapper for Alpha Vantage API for financial data.,44.0,25,True,2024-07-17 21:33:07,3.0.0,6.0,alpha_vantage,conda-forge/alpha_vantage,,,,,,https://pypi.org/project/alpha_vantage,130412.0,130587.0,https://anaconda.org/conda-forge/alpha_vantage,2025-04-22 14:57:44.470,9462.0,,,,,3.0,,,,,,,,,,,,
411,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2025-01-08 20:48:50.000000,2024-09-13 01:42:25,1464.0,,492.0,59.0,828.0,69.0,498.0,4121.0,NeuralProphet: A simple forecasting package.,55.0,25,True,2024-06-21 07:42:22,0.9.0,36.0,neuralprophet,,,,['pytorch'],,,https://pypi.org/project/neuralprophet,83801.0,83801.0,,,,,,,,3.0,,,,,,,,,,,,
412,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2025-06-21 09:30:35.000000,2025-06-21 09:30:46,1702.0,6.0,715.0,46.0,35.0,1.0,607.0,4018.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,32.0,25,True,2023-09-21 03:43:55,2.2.7,9.0,deepke,,,,['pytorch'],25.0,25.0,https://pypi.org/project/deepke,665.0,665.0,,,,,,,,3.0,,,,,,,,,,,,
413,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2024-08-03 17:30:36.000000,2022-10-05 16:26:03,376.0,,242.0,49.0,484.0,40.0,70.0,2891.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,340.0,340.0,https://pypi.org/project/m2cgen,15709.0,15710.0,,,,,,,,3.0,101.0,,,,,,,,,,,
414,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2025-04-22 14:57:16.064000,2020-03-16 04:26:47,75.0,,223.0,62.0,42.0,18.0,24.0,2822.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,,,5.0,knockknock,conda-forge/knockknock,,,,1412.0,1412.0,https://pypi.org/project/knockknock,57283.0,60520.0,https://anaconda.org/conda-forge/knockknock,2025-04-22 14:57:16.064,19427.0,,,,,3.0,,,,,,,,,,,,
415,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,606.0,86.0,29.0,19.0,52.0,2409.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10,0.6.1,3.0,python_speech_features,,,,,1060.0,1060.0,https://pypi.org/project/python_speech_features,41600.0,41600.0,,,,,,,,3.0,,,,,,,,,,,,
416,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-11-22 16:48:16.000000,2024-02-28 15:45:58,1631.0,,249.0,65.0,63.0,27.0,199.0,2216.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,25,False,2024-02-28 15:44:03,2.1.0,14.0,ampligraph,,,,['tensorflow'],68.0,68.0,https://pypi.org/project/ampligraph,800.0,800.0,,,,,,,,2.0,,,,,,,,,,,,
417,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2025-04-22 14:57:59.344000,2024-06-10 12:07:33,223.0,,204.0,33.0,20.0,2.0,96.0,1822.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",17.0,25,False,,,46.0,autoviz,conda-forge/autoviz,,,,890.0,890.0,https://pypi.org/project/autoviz,13595.0,15528.0,https://anaconda.org/conda-forge/autoviz,2025-04-22 14:57:59.344,90885.0,,,,,3.0,,,,,,,,,,,,
418,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2025-07-07 20:41:18.000000,2025-07-07 20:41:13,838.0,1.0,318.0,117.0,795.0,197.0,170.0,1539.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",87.0,25,True,2024-02-08 02:06:46,0.8.0,21.0,tensorflow-model-optimization,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-model-optimization,634625.0,634625.0,,,,,,,,3.0,,,,,,,,,,,,
419,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2025-06-29 18:05:08.000000,2025-06-29 18:04:55,1089.0,5.0,124.0,22.0,118.0,37.0,59.0,1481.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",27.0,25,True,2024-10-15 14:24:34,2.0.0,37.0,imodels,,,,,124.0,124.0,https://pypi.org/project/imodels,33026.0,33026.0,,,,,,,,2.0,,,,,,,,,,,,
420,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,,2015-09-08 08:19:06.000,2024-08-25 11:43:40.000000,2024-08-25 11:43:40,1753.0,,246.0,42.0,263.0,58.0,214.0,1457.0,Python audio and music signal processing library.,24.0,25,True,2018-11-14 14:57:41,0.16.1,10.0,madmom,,,,,505.0,505.0,https://pypi.org/project/madmom,4072.0,4072.0,,,,,,,,3.0,,,,,,,,,,,,
421,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2025-04-22 14:57:44.228000,2025-02-12 20:53:06,689.0,,163.0,49.0,165.0,23.0,385.0,1430.0,moDel Agnostic Language for Exploration and eXplanation.,27.0,25,True,2022-09-10 12:32:33,python-v1.5.0,7.0,dalex,conda-forge/dalex,,,,233.0,233.0,https://pypi.org/project/dalex,24878.0,25376.0,https://anaconda.org/conda-forge/dalex,2025-04-22 14:57:44.228,26921.0,,,,,2.0,,,,,,,,,,,,
422,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2025-04-22 14:57:23.763000,2024-08-03 19:34:12,297.0,,219.0,44.0,186.0,42.0,122.0,1424.0,Metric learning algorithms in Python.,24.0,25,True,2023-09-29 00:16:16,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],488.0,488.0,https://pypi.org/project/metric-learn,5282.0,5560.0,https://anaconda.org/conda-forge/metric-learn,2025-04-22 14:57:23.763,16722.0,,,,,3.0,,,,,,,,,,,,
423,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2025-05-08 14:48:00.000000,2025-05-08 14:39:59,214.0,4.0,91.0,32.0,118.0,8.0,19.0,1337.0,,22.0,25,False,2025-05-08 14:48:03,0.1.7,8.0,rlax,,,,['jax'],352.0,352.0,https://pypi.org/project/rlax,19827.0,19827.0,,,,,,,,3.0,,,,,,google-deepmind/rlax,,,,,,
424,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2025-04-11 14:13:23.000000,2023-10-12 14:56:47,1107.0,,230.0,33.0,69.0,55.0,206.0,1302.0,A toolbox to iNNvestigate neural networks predictions!.,22.0,25,False,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,,['tensorflow'],150.0,150.0,https://pypi.org/project/innvestigate,511.0,516.0,,,,,,,,2.0,194.0,,,,,,,,,,,
425,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,,2010-01-31 00:13:06.000,2025-07-08 09:58:35.000000,2025-07-08 09:56:21,1328.0,1.0,146.0,48.0,60.0,20.0,72.0,869.0,Computer Vision in Python.,35.0,25,True,2024-03-23 23:45:54,1.4.14,14.0,mahotas,conda-forge/mahotas,,,,1561.0,1561.0,https://pypi.org/project/mahotas,62133.0,72831.0,https://anaconda.org/conda-forge/mahotas,2025-04-22 14:56:20.679,652615.0,,,,,3.0,,,,,,,,,,,,
