,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url
335,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2024-07-03 13:01:41.000000,2024-07-03 13:01:41,1361.0,12.0,135.0,25.0,482.0,17.0,136.0,845.0,A Comparative Framework for Multimodal Recommender Systems.,21.0,28,True,2024-05-24 10:07:10,2.2.1,53.0,cornac,conda-forge/cornac,,,,221.0,221.0,https://pypi.org/project/cornac,40421.0,48991.0,https://anaconda.org/conda-forge/cornac,2024-05-24 19:05:44.859,419937.0,,,,,2.0,,,,,,,,,,,,,
336,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2024-07-03 19:44:30.000000,2024-07-01 21:47:36,1690.0,16.0,269.0,43.0,1383.0,272.0,367.0,691.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",109.0,28,True,2024-07-01 23:45:56,0.37.1,45.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,2386039.0,2386039.0,,,,,,,,2.0,,,,,,,,,,,,,
337,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2024-06-27 07:40:29.000000,2024-06-25 13:58:41,830.0,8.0,74.0,26.0,391.0,101.0,237.0,577.0,"Simple, concise geographical visualization in Python.",32.0,28,True,2024-04-05 15:56:28,1.12.0,33.0,geoviews,conda-forge/geoviews,,,,1033.0,1033.0,https://pypi.org/project/geoviews,10477.0,15471.0,https://anaconda.org/conda-forge/geoviews,2024-04-05 16:04:19.139,229736.0,,,,,3.0,,,,,,,,,,,,,
338,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-07-03 17:03:56.000000,2024-07-03 17:02:18,237.0,10.0,57.0,13.0,207.0,12.0,187.0,326.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,28,True,,,12.0,pystan,conda-forge/pystan,,,,9890.0,9890.0,https://pypi.org/project/pystan,1689671.0,1722078.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2851875.0,,,,,3.0,,,,,,,,,,,,,
339,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2024-03-26 06:01:50.000000,2023-10-12 07:20:40,1894.0,,1097.0,239.0,455.0,57.0,265.0,17456.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,27,True,2021-06-06 17:14:16,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,27731.0,28139.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,17.0,24526.0,3.0,,,,,,,,,,,,,
340,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2024-06-28 07:24:40.000000,2024-05-22 05:05:34,2225.0,1.0,2820.0,195.0,3684.0,1202.0,4145.0,12369.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",159.0,27,True,2023-10-19 03:47:18,2.7.0,9.0,paddledet,,,,['paddle'],,,https://pypi.org/project/paddledet,605.0,605.0,,,,,,,,3.0,,,,,,,,,,,,,
341,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2024-03-07 14:59:40.000000,2022-08-06 21:47:18,182.0,,444.0,72.0,61.0,89.0,57.0,4635.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,27,False,2022-04-06 04:37:32,0.3.4,10.0,layoutparser,,,,,2103.0,2103.0,https://pypi.org/project/layoutparser,281793.0,281793.0,,,,,,,,3.0,,,,,,,,,,,,,
342,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-06-09 21:29:46.000000,2024-06-09 21:29:43,1062.0,16.0,962.0,241.0,217.0,44.0,203.0,4442.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,27,True,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,57.0,57.0,https://pypi.org/project/tensortrade,393.0,486.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3640.0,,,,,3.0,,,,,,,,,,,,,
343,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2024-07-04 16:10:17.000000,2024-06-28 17:56:04,1216.0,16.0,470.0,63.0,741.0,3.0,537.0,3593.0,On-device wake word detection powered by deep learning.,38.0,27,True,2023-10-26 19:17:54,3.0,14.0,pvporcupine,,,,,32.0,32.0,https://pypi.org/project/pvporcupine,8843.0,8843.0,,,,,,,,3.0,,,,,,,,,,,,,
344,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2024-05-21 23:00:48.000000,2024-02-22 12:17:17,1487.0,,247.0,19.0,1746.0,247.0,726.0,3475.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,53.0,27,True,2024-01-31 13:08:55,0.18.1,60.0,deepchecks,,,,,389.0,389.0,https://pypi.org/project/deepchecks,164835.0,164863.0,,,,,,,,2.0,941.0,,,,,,,,,,,,
345,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-07-03 20:09:44.000000,2024-06-26 19:01:50,1492.0,66.0,347.0,68.0,1398.0,49.0,85.0,3427.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,38.0,27,True,2024-06-26 16:33:42,1.2,12.0,lit-nlp,conda-forge/lit-nlp,,,,36.0,36.0,https://pypi.org/project/lit-nlp,3768.0,5461.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,77880.0,,,,,2.0,,,,,,,,,,,,,
346,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2024-06-30 13:45:48.000000,2024-06-14 10:02:22,872.0,39.0,387.0,43.0,953.0,25.0,324.0,3318.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",47.0,27,True,2024-03-04 14:50:47,0.8.1,15.0,python-doctr,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/python-doctr,34603.0,111897.0,,,,,,,,3.0,3169071.0,,,,,,,,,,,,
347,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2024-06-30 15:10:21.000000,2024-06-30 15:10:10,1649.0,104.0,646.0,42.0,28.0,4.0,512.0,3167.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,31.0,27,True,2023-09-21 03:43:55,2.2.7,9.0,deepke,,,,['pytorch'],23.0,23.0,https://pypi.org/project/deepke,355.0,355.0,,,,,,,,3.0,,,,,,,,,,,,,
348,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2024-04-10 12:25:23.000000,2021-10-29 06:15:49,2535.0,,421.0,62.0,933.0,296.0,745.0,2919.0,StellarGraph - Machine Learning on Graphs.,37.0,27,False,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,,['tensorflow'],264.0,264.0,https://pypi.org/project/stellargraph,6335.0,6335.0,,,,,,,,2.0,,,,,,,,,,,,,
349,adapters,Adapter-Hub/adapters,nlp,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-07-04 11:54:27.000000,2024-07-01 15:12:39,121.0,29.0,316.0,29.0,312.0,38.0,336.0,2461.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,8.0,27,True,2024-06-27 20:23:39,0.2.2,20.0,adapters,,,,['huggingface'],78.0,78.0,https://pypi.org/project/adapters,14044.0,14044.0,,,,,,,,3.0,,,,,,,,,,,,,
350,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2024-03-18 12:42:13.000000,2018-08-19 12:37:47,130.0,,278.0,65.0,60.0,22.0,39.0,2411.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01,0.3.7,17.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],5083.0,5083.0,https://pypi.org/project/scikit-plot,342932.0,345046.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,177592.0,,,,,2.0,,,,,,,,,,,,,
351,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-07-01 11:44:39.000000,2024-04-08 19:42:17,436.0,2.0,801.0,90.0,285.0,147.0,102.0,2358.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,27,True,2024-04-08 20:02:55,0.6.1,12.0,aif360,conda-forge/aif360,,,,432.0,432.0,https://pypi.org/project/aif360,19298.0,19552.0,https://anaconda.org/conda-forge/aif360,2024-04-09 06:44:48.814,11724.0,,,,,2.0,,,,,,,,,,,,,
352,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,244.0,88.0,124.0,32.0,230.0,2188.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 22:46:00,0.13.0,29.0,textacy,conda-forge/textacy,,,,1803.0,1803.0,https://pypi.org/project/textacy,35648.0,37384.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,149298.0,,,,,3.0,,,,,,,,,,,,,
353,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,,2019-10-07 13:29:13.000,2024-07-01 07:45:11.000000,2024-05-21 10:49:30,727.0,9.0,217.0,38.0,542.0,121.0,235.0,2144.0,"Algorithms for outlier, adversarial and drift detection.",23.0,27,True,2024-04-17 16:05:27,0.12.0,35.0,alibi-detect,,,,,450.0,450.0,https://pypi.org/project/alibi-detect,46575.0,46575.0,,,,,,,,3.0,,,,,,,,,,,,,
354,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2024-07-03 12:34:04.000000,2024-04-30 19:42:51,1502.0,4.0,204.0,50.0,259.0,150.0,158.0,2092.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",42.0,27,True,2020-08-31 21:05:46,0.11.8,5.0,graphistry,,,,['jupyter'],115.0,115.0,https://pypi.org/project/graphistry,2642.0,2642.0,,,,,,,,2.0,,,,,,,,,,,,,
355,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2024-07-03 15:06:30.000000,2024-07-03 15:06:30,864.0,16.0,392.0,36.0,893.0,146.0,309.0,1853.0,A Python package to assess and improve fairness of machine learning models.,82.0,27,True,2023-12-19 14:14:09,0.10.0,14.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],3.0,3.0,https://pypi.org/project/fairlearn,175818.0,176581.0,https://anaconda.org/conda-forge/fairlearn,2023-12-20 11:56:56.090,33597.0,,,,,2.0,,,,,,,,,,,,,
356,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2024-06-07 20:38:47.000000,2024-06-07 20:38:45,1594.0,3.0,282.0,55.0,139.0,67.0,187.0,1778.0,"CUDA integration for Python, plus shiny features.",82.0,27,True,2024-01-03 16:54:41,2024.1,7.0,pycuda,conda-forge/pycuda,,,,2944.0,2944.0,https://pypi.org/project/pycuda,39024.0,48644.0,https://anaconda.org/conda-forge/pycuda,2024-01-06 20:33:04.514,384834.0,,,,,3.0,,,,,,,,,,,,,
357,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,,276.0,41.0,495.0,156.0,151.0,1766.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,27,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,175.0,175.0,https://pypi.org/project/petastorm,131768.0,131774.0,,,,,,,,3.0,470.0,,,,,,,,,,,,
358,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000000,2023-10-08 14:28:43,1157.0,,207.0,36.0,1081.0,25.0,496.0,1732.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,True,2023-06-30 13:17:42,0.8.2,26.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],288.0,288.0,https://pypi.org/project/lightning-flash,1434.0,1996.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,19699.0,,,,,2.0,,Lightning-Universe/lightning-flash,,,,,,,,,,,
359,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2024-07-02 18:38:29.000000,2024-05-02 22:47:23,830.0,4.0,310.0,119.0,784.0,184.0,167.0,1477.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",85.0,27,True,2024-02-08 02:06:46,0.8.0,21.0,tensorflow-model-optimization,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-model-optimization,792581.0,792581.0,,,,,,,,3.0,,,,,,,,,,,,,
360,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2024-07-02 19:40:21.000000,2024-07-02 19:40:20,1058.0,16.0,116.0,23.0,116.0,34.0,55.0,1332.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",24.0,27,True,2024-05-23 16:06:48,1.4.5,36.0,imodels,,,,,80.0,80.0,https://pypi.org/project/imodels,23285.0,23285.0,,,,,,,,2.0,,,,,,,,,,,,,
361,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-07-04 00:00:44.000000,2024-07-04 00:00:43,1456.0,22.0,258.0,74.0,105.0,21.0,55.0,1245.0,Model analysis tools for TensorFlow.,57.0,27,True,2024-04-25 08:18:34,0.46.0,57.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,64208.0,64208.0,,,,,,,,2.0,,,,,,,,,,,,,
362,Aesara,aesara-devs/aesara,ml-frameworks,,https://github.com/aesara-devs/aesara,https://github.com/aesara-devs/aesara,,2019-11-12 14:02:08.000,2024-02-05 16:23:19.000000,2024-02-05 16:23:18,30109.0,,155.0,20.0,748.0,284.0,408.0,1167.0,"Aesara is a Python library for defining, optimizing, and efficiently evaluating mathematical expressions involving..",595.0,27,True,2023-10-25 14:19:59,rel-2.9.3,85.0,aesara,conda-forge/aesara,,,,618.0,618.0,https://pypi.org/project/aesara,77179.0,104314.0,https://anaconda.org/conda-forge/aesara,2023-10-25 16:56:57.335,1112557.0,,,,,3.0,,,,,,,,,,,,,
363,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-07-03 18:05:36.000000,2024-06-26 01:04:38,2443.0,254.0,91.0,19.0,996.0,85.0,220.0,1097.0,"MetricFlow allows you to define, build, and maintain metrics in code.",44.0,27,True,2024-06-11 22:05:21,0.206.0,16.0,metricflow,,,,,24.0,24.0,https://pypi.org/project/metricflow,17733.0,17733.0,,,,,,,,3.0,,dbt-labs/metricflow,,,,,,,,,,,
364,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,174.0,33.0,86.0,77.0,122.0,912.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,False,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1653.0,1653.0,https://pypi.org/project/scikit-multilearn,80193.0,80193.0,,,,,,,,2.0,,,,,,,,,,,,,
365,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2024-06-24 10:08:37.000000,2024-05-12 22:59:32,3715.0,8.0,325.0,65.0,688.0,34.0,533.0,826.0,The Classical Language Toolkit.,121.0,27,True,2024-05-13 16:48:36,1.2.6,78.0,cltk,,,,,266.0,266.0,https://pypi.org/project/cltk,769.0,769.0,,,,,,,,3.0,75.0,,,,,,,,,,,,
366,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-07-03 21:08:20.000000,2024-07-02 07:33:42,618.0,34.0,161.0,32.0,210.0,1.0,101.0,606.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,34.0,27,True,2024-04-10 11:45:27,0.6,7.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],361.0,361.0,https://pypi.org/project/pyriemann,25929.0,26186.0,https://anaconda.org/conda-forge/pyriemann,2024-04-10 14:21:44.720,6440.0,,,,,3.0,,,,,,,,,,,,,
367,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2024-06-11 04:41:45.000000,2024-06-10 14:22:45,1951.0,21.0,13320.0,3324.0,894.0,1.0,87.0,64336.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",650.0,26,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
368,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-05-06 20:36:50.000000,2024-05-06 20:36:49,342.0,4.0,1344.0,428.0,50.0,78.0,87.0,10421.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,26227.0,26227.0,,,,,,,,2.0,,,,,,,,,,,,,
369,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2024-07-01 15:21:34.819000,2024-06-30 15:57:57,624.0,10.0,1681.0,329.0,81.0,167.0,411.0,9228.0,Python wrapper for TA-Lib (http://ta-lib.org/).,30.0,26,True,,,5.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,76601.0,86236.0,https://anaconda.org/conda-forge/ta-lib,2024-07-01 15:21:34.819,443250.0,,,,,3.0,,,,,,,,,,,,,
370,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1182.0,186.0,213.0,24.0,534.0,9007.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,21.0,21.0,,,263.0,,,,,,,,3.0,11056.0,,,,,,,,,,,,
371,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2024-06-16 11:25:37.000000,2024-06-14 19:31:58,659.0,7.0,980.0,145.0,100.0,72.0,309.0,6265.0,A Python scikit for building and analyzing recommender systems.,46.0,26,True,,,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,146747.0,154675.0,https://anaconda.org/conda-forge/scikit-surprise,2024-05-20 10:08:43.793,380580.0,,,,,2.0,,,,,,,,,,,,,
372,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-06-24 20:20:54.000000,2024-05-08 23:39:06,618.0,6.0,696.0,109.0,191.0,13.0,346.0,5644.0,Python-tesseract is an optical character recognition (OCR) tool for python.,46.0,26,True,2023-10-15 15:39:44,0.3.13,26.0,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,1816713.0,1829460.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,611859.0,,,,,3.0,,,,,,,,,,,,,
373,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2024-07-04 07:35:12.000000,2024-06-28 06:48:22,13802.0,27.0,1535.0,139.0,3597.0,865.0,1124.0,5577.0,An Industrial Grade Federated Learning Framework.,100.0,26,True,2024-06-28 06:49:24,2.1.1,50.0,ETAF,,,,,,,https://pypi.org/project/ETAF,,,,,,,,,,2.0,,,,,,,,,,,,,
374,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2024-07-03 08:05:36.000000,2020-05-03 07:13:22,108.0,,586.0,142.0,31.0,58.0,55.0,5572.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1689.0,1689.0,https://pypi.org/project/flashtext,1462417.0,1462812.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,19004.0,,,,,3.0,,,,,,,,,,,,,
375,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-06-23 12:28:48.000000,2024-06-23 12:28:48,343.0,6.0,959.0,45.0,34.0,64.0,112.0,5057.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,26,True,2021-06-28 12:45:52,0.6.5,20.0,scikit-opt,,,,['sklearn'],206.0,206.0,https://pypi.org/project/scikit-opt,3028.0,3028.0,,,,,,,,3.0,,,,,,,,,,,,,
376,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-07-03 00:42:54.000000,2024-04-04 13:02:44,6153.0,,525.0,150.0,1919.0,309.0,1341.0,4463.0,ArrayFire: a general purpose GPU library.,90.0,26,True,2023-08-29 19:49:26,3.9.0,34.0,arrayfire,,,,,,,https://pypi.org/project/arrayfire,1755.0,1813.0,,,,,,,,3.0,6351.0,,,,,,,,,,,,
377,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2024-06-02 03:16:52.000000,2024-04-23 02:12:59,1138.0,1.0,728.0,60.0,1014.0,148.0,740.0,4181.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",86.0,26,True,2023-07-04 07:11:53,1.0.1,20.0,mmocr,,,,['pytorch'],134.0,134.0,https://pypi.org/project/mmocr,3871.0,3871.0,,,,,,,,3.0,,,,,,,,,,,,,
378,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,914.0,282.0,226.0,12.0,356.0,3873.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,False,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,661545.0,661957.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,22698.0,,,,,3.0,,,,,,,,,,,,,
379,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2024-02-12 06:44:22.000000,2020-04-27 18:40:41,522.0,,1020.0,167.0,215.0,45.0,146.0,3173.0,Performance analysis of predictive (alpha) stock factors.,26.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,698.0,698.0,https://pypi.org/project/alphalens,1529.0,1804.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,21231.0,,,,,3.0,,,,,,,,,,,,,
380,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2023-12-04 12:10:57.449000,2023-11-29 13:26:08,135.0,,266.0,53.0,19.0,36.0,97.0,2858.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,26,True,2023-11-29 13:30:45,2.3.1,13.0,sweetviz,conda-forge/sweetviz,,,,2326.0,2326.0,https://pypi.org/project/sweetviz,60801.0,61555.0,https://anaconda.org/conda-forge/sweetviz,2023-12-04 12:10:57.449,30939.0,,,,,3.0,,,,,,,,,,,,,
