,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,trending,new_addition
394,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-10-27 11:14:29.000000,2023-10-25 21:03:22,3454.0,39.0,329.0,157.0,1149.0,20.0,59.0,2654.0,Neural Network Libraries.,73.0,26,True,2023-07-14 02:40:27,1.36.0,71.0,nnabla,,,,,,,https://pypi.org/project/nnabla,4108.0,4120.0,,,,,,,,3.0,906.0,,,,,,,,,,,,,
395,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-10-25 14:45:59.000000,2023-10-11 19:24:30,416.0,3.0,770.0,90.0,263.0,145.0,92.0,2179.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",69.0,26,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,314.0,314.0,https://pypi.org/project/aif360,5773.0,5966.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7163.0,,,,,3.0,,,,,,,,,,,,,,
396,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2023-09-27 23:50:48.000000,2023-07-11 07:11:36,210.0,,227.0,46.0,84.0,15.0,115.0,2012.0,A Python library that helps data scientists to infer causation rather than observing correlation.,35.0,26,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",100.0,100.0,https://pypi.org/project/causalnex,4123.0,4123.0,,,,,,,,3.0,,,,,mckinsey/causalnex,,,,,,,,,
397,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2023-08-06 22:24:12.000000,2022-02-12 02:32:06,1636.0,,158.0,61.0,66.0,65.0,129.0,1789.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,26,False,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,,328.0,328.0,https://pypi.org/project/hypertools,493.0,493.0,,,,,,,,3.0,30.0,,,,,,,,,,,,,
398,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-05-12 18:37:24.000000,2023-02-03 00:10:35,690.0,,272.0,41.0,494.0,153.0,151.0,1684.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,49.0,26,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,138.0,138.0,https://pypi.org/project/petastorm,28019.0,28025.0,,,,,,,,3.0,432.0,,,,,,,,,,,,,
399,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-10-28 20:28:25.000000,2023-10-27 18:59:57,6149.0,127.0,253.0,47.0,2398.0,245.0,1315.0,1399.0,cuGraph - RAPIDS Graph Analytics Library.,104.0,26,True,2023-10-11 18:08:26,23.10.00,32.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,163.0,733.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17111.0,,,,,3.0,,,,,,,,,,,,,,
400,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-10-24 10:43:29.000000,2023-10-24 10:43:29,519.0,7.0,385.0,32.0,43.0,10.0,116.0,1302.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,26,True,2023-03-02 15:10:38,2.3.1,3.0,minisom,,,,,462.0,462.0,https://pypi.org/project/minisom,23760.0,23760.0,,,,,,,,3.0,,,,,,,,,,,,,,
401,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-08-21 19:22:07.000000,2023-08-21 19:22:07,680.0,9.0,143.0,24.0,123.0,2.0,126.0,1274.0,"Extensible, parallel implementations of t-SNE.",11.0,26,True,2023-05-24 13:51:37,1.0.0,20.0,opentsne,conda-forge/opentsne,,,,671.0,671.0,https://pypi.org/project/opentsne,24585.0,28498.0,https://anaconda.org/conda-forge/opentsne,2023-06-16 16:12:36.657,226971.0,,,,,3.0,,,,,,,,,,,,,,
402,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-10-12 14:57:26.000000,2023-10-12 14:56:47,1107.0,5.0,231.0,39.0,67.0,51.0,205.0,1179.0,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,,['tensorflow'],109.0,109.0,https://pypi.org/project/innvestigate,813.0,818.0,,,,,,,,3.0,81.0,,,,,,,,,,,,,
403,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2023-10-28 14:23:15.000000,2023-10-27 13:56:14,1339.0,214.0,49.0,13.0,328.0,8.0,392.0,844.0,"Open-source platform for training, fine-tuning, and deploying generative AI models across various cloud providers...",13.0,26,True,2023-10-26 15:58:00,0.12.1,35.0,dstack,,,,,13.0,13.0,https://pypi.org/project/dstack,1379.0,1379.0,,,,,,,,3.0,,,,,,,,,,,,,,
404,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2023-08-10 03:20:53.000000,2023-08-10 03:20:53,1214.0,69.0,60.0,7.0,206.0,18.0,109.0,475.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,26,True,2023-08-07 03:02:27,3.0.0,40.0,happytransformer,,,,['huggingface'],203.0,203.0,https://pypi.org/project/happytransformer,3499.0,3499.0,,,,,,,,3.0,,,,,,,,,,,,,,
405,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2023-10-25 17:43:28.000000,2023-10-18 15:44:46,17043.0,55.0,105.0,26.0,3547.0,471.0,3373.0,458.0,"Keep code, data, containers under control with git and git-annex.",55.0,26,True,2023-08-10 15:56:23,0.19.3,98.0,datalad,conda-forge/datalad,,,,,,https://pypi.org/project/datalad,17247.0,27243.0,https://anaconda.org/conda-forge/datalad,2023-08-10 20:20:25.522,399841.0,,,,,3.0,,,,,,,,,,,,,,
406,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2023-10-09 07:27:42.000000,2023-09-11 23:53:56,1889.0,6.0,12962.0,3335.0,865.0,,83.0,61166.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",626.0,25,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
407,awesome-datascience,academic/awesome-datascience,data-science,,https://github.com/academic/awesome-datascience,https://github.com/academic/awesome-datascience,MIT,2014-07-05 07:07:43.000,2023-10-28 18:17:17.000000,2023-10-28 18:17:17,1032.0,30.0,5043.0,1398.0,356.0,,48.0,22027.0,An awesome Data Science repository to learn and apply for real world problems.,235.0,25,True,2023-09-29 19:37:31,2023.09.29,6.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
408,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2023-09-29 21:04:12.000000,2023-09-29 21:04:12,599.0,8.0,1579.0,326.0,78.0,192.0,349.0,8390.0,Python wrapper for TA-Lib (http://ta-lib.org/).,29.0,25,True,,,3.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,56274.0,65600.0,https://anaconda.org/conda-forge/ta-lib,2023-09-19 09:10:13.263,345064.0,,,,,3.0,,,,,,,,,,,,,,
409,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-01-09 00:12:07.000000,2021-02-12 10:36:31,2184.0,,1105.0,178.0,212.0,19.0,533.0,8094.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,25,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,21.0,21.0,,,226.0,,,,,,,,3.0,7485.0,,,,,,,,,,,,,
410,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2023-10-16 20:29:38.000000,2023-03-29 07:02:37,553.0,,845.0,123.0,63.0,119.0,74.0,4967.0,Image augmentation library in Python for machine learning.,23.0,25,True,,,,Augmentor,,,,,658.0,658.0,https://pypi.org/project/Augmentor,11298.0,11298.0,,,,,,,,3.0,,,,,,,,,,,,,,
411,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-10-27 23:44:13.000000,2023-10-27 18:47:10,3302.0,114.0,575.0,92.0,3646.0,248.0,1230.0,4646.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,87.0,25,True,2023-09-28 15:21:56,1.30.0,70.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
412,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2023-06-16 19:25:40.006000,2022-08-23 22:54:23,1046.0,,947.0,240.0,214.0,46.0,199.0,4257.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,False,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,49.0,49.0,https://pypi.org/project/tensortrade,493.0,597.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3129.0,,,,,3.0,,,,,,,,,,,,,,
413,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-10-12 09:43:46.000000,2023-10-12 08:57:51,209.0,2.0,302.0,86.0,92.0,43.0,32.0,3395.0,Python library that makes it easy for data scientists to create charts.,25.0,25,True,2023-10-12 09:01:22,4.0.5,25.0,chartify,conda-forge/chartify,,,,73.0,73.0,https://pypi.org/project/chartify,2980.0,3467.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,28783.0,,,,,3.0,,,,,,,,,,,,,,
414,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2023-10-13 15:39:37.000000,2023-10-13 15:09:00,448.0,4.0,264.0,46.0,438.0,53.0,245.0,3233.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,39.0,25,True,2023-07-12 16:55:59,0.4.9,22.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,,,https://pypi.org/project/hummingbird-ml,12116.0,13287.0,https://anaconda.org/conda-forge/hummingbird-ml,2023-07-12 18:59:37.482,36066.0,,,,,3.0,348.0,,,,,,,,,,,,,
415,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2023-10-18 12:30:19.000000,2023-07-19 07:40:10,212.0,,128.0,30.0,198.0,15.0,73.0,2577.0,HiPlot makes understanding high dimensional data easy.,9.0,25,True,2021-11-04 14:24:43,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,340.0,340.0,https://pypi.org/project/hiplot,24118.0,27882.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,165637.0,,,,,3.0,,,,,,,,,,,,,,
416,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2023-10-17 16:57:10.000000,2023-10-17 16:57:08,762.0,22.0,580.0,177.0,72.0,5.0,536.0,2417.0,Python sync/async framework for Interactive Brokers API.,36.0,25,True,,,22.0,ib_insync,conda-forge/ib-insync,,,,,,https://pypi.org/project/ib_insync,29270.0,29991.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,36778.0,,,,,3.0,,,,,,,,,,,,,,
417,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2023-10-26 22:29:26.000000,2023-07-23 14:42:27,191.0,,440.0,37.0,237.0,20.0,265.0,2310.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,25,True,2023-07-23 13:34:05,4.1.0,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],,,https://pypi.org/project/pytorch-tabnet,33130.0,33388.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-06-16 19:28:15.390,5680.0,,,,,2.0,,,,,,,,,,,,,,
418,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,604.0,91.0,29.0,20.0,51.0,2292.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10,0.6.1,3.0,python_speech_features,,,,,440.0,440.0,https://pypi.org/project/python_speech_features,156568.0,156568.0,,,,,,,,3.0,,,,,,,,,,,,,,
419,torch-points3d,torch-points3d/torch-points3d,image,,https://github.com/torch-points3d/torch-points3d,https://github.com/torch-points3d/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000,2023-10-23 20:38:19.000000,2023-08-16 14:02:03,1820.0,3.0,323.0,56.0,442.0,69.0,290.0,2278.0,Pytorch framework for doing deep learning on point clouds.,34.0,25,True,2021-04-30 08:59:56,1.3.0,11.0,torch-points3d,,,,['pytorch'],16.0,16.0,https://pypi.org/project/torch-points3d,555.0,555.0,,,,,,,,3.0,,,,,,,,,,,,,,
420,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-06-16 19:27:14.287000,2022-09-28 17:12:28,249.0,,248.0,25.0,315.0,71.0,37.0,2200.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,25,False,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],698.0,698.0,https://pypi.org/project/lazypredict,35992.0,36090.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2563.0,,,,,3.0,,,,,,,,,,,,,,
421,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-10-15 09:57:16.000000,2023-05-15 21:21:45,660.0,,216.0,38.0,136.0,5.0,126.0,2179.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,25,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,134.0,134.0,https://pypi.org/project/norfair,5911.0,5918.0,,,,,,,,3.0,294.0,,,,,,,,,,,,,
422,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000000,2023-10-23 17:59:40,755.0,2.0,290.0,28.0,695.0,11.0,149.0,2175.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,25,True,2022-07-02 17:57:17,0.2.3,5.0,promptsource,,,,,65.0,65.0,https://pypi.org/project/promptsource,2417.0,2417.0,,,,,,,,3.0,,,,,,,,,,,,,,
423,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-07-12 18:18:40.000000,2023-07-12 18:14:01,1515.0,,234.0,67.0,58.0,30.0,185.0,2013.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,25,True,2023-07-12 18:26:08,2.0.1,13.0,ampligraph,,,,['tensorflow'],44.0,44.0,https://pypi.org/project/ampligraph,588.0,588.0,,,,,,,,2.0,,,,,,,,,,,,,,
424,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2023-10-24 18:55:48.000000,2023-10-24 18:54:45,847.0,27.0,412.0,62.0,308.0,80.0,91.0,1819.0,Library for training machine learning models with privacy for training data.,56.0,25,True,2023-10-10 20:00:05,0.8.12,17.0,tensorflow-privacy,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-privacy,17377.0,17379.0,,,,,,,,3.0,121.0,,,,,,,,,,,,,
425,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-10-08 20:12:03.000000,2023-10-08 20:12:02,569.0,8.0,110.0,52.0,441.0,53.0,102.0,1683.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,28.0,25,True,2023-08-31 20:07:52,1.1.10,25.0,hivemind,,,,,73.0,73.0,https://pypi.org/project/hivemind,2864.0,2864.0,,,,,,,,3.0,,,,,,,,,,,,,,
426,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2023-10-27 14:17:44.000000,2023-09-22 08:30:27,1443.0,136.0,110.0,30.0,101.0,14.0,20.0,1663.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,25,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,107.0,107.0,https://pypi.org/project/labml,1764.0,1764.0,,,,,,,,3.0,,,,,,,,,,,,,,
427,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2023-09-22 07:25:32.800000,2023-04-20 14:53:46,460.0,,232.0,50.0,48.0,22.0,91.0,1543.0,Contextually-keyed word vectors.,19.0,25,True,2023-04-17 13:11:14,2.0.2,18.0,sense2vec,conda-forge/sense2vec,,,,293.0,293.0,https://pypi.org/project/sense2vec,2026.0,4224.0,https://anaconda.org/conda-forge/sense2vec,2023-09-22 07:25:32.800,35054.0,,,,,3.0,59425.0,,,,,,,,,,,,,
428,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-08-12 06:34:31.000000,2023-08-12 06:34:27,161.0,2.0,251.0,50.0,86.0,21.0,188.0,1433.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,25,True,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],451.0,451.0,https://pypi.org/project/gplearn,5704.0,5858.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6188.0,,,,,3.0,,,,,,,,,,,,,,
429,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2023-09-20 03:33:51.000000,2023-08-22 14:21:42,580.0,8.0,293.0,52.0,115.0,45.0,29.0,1422.0,Interpretability and explainability of data and machine learning models.,41.0,25,True,2023-07-01 11:47:13,0.3.0,3.0,aix360,,,,,86.0,86.0,https://pypi.org/project/aix360,956.0,956.0,,,,,,,,3.0,,,,,,,,,,,,,-1.0,
430,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2023-10-20 18:31:58.000000,2023-10-07 11:26:54,2816.0,22.0,166.0,27.0,658.0,85.0,429.0,1364.0,A Python library for learning and evaluating knowledge graph embeddings.,36.0,25,True,2023-02-22 18:28:28,1.10.1,19.0,pykeen,,,,,,,https://pypi.org/project/pykeen,4139.0,4143.0,,,,,,,,2.0,175.0,,,,,,,,,,,,,
431,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-10-05 17:24:24.000000,2023-09-05 02:07:57,4200.0,4.0,275.0,84.0,638.0,14.0,605.0,1199.0,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,25,True,2023-08-01 02:38:24,23.07,28.0,pysal,conda-forge/pysal,,,,,,https://pypi.org/project/pysal,21309.0,34717.0,https://anaconda.org/conda-forge/pysal,2023-10-04 23:43:19.864,522938.0,,,,,3.0,,,,,,,,,,,,,,
432,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2023-06-16 13:22:22.238000,2022-12-22 14:52:10,805.0,,142.0,36.0,214.0,106.0,152.0,1191.0,Real-time stream processing for python.,48.0,25,True,,,16.0,streamz,conda-forge/streamz,,,,429.0,429.0,https://pypi.org/project/streamz,16941.0,27018.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,735664.0,,,,,3.0,,,,,,,,,,,,,,
433,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,,2016-06-05 15:21:22.000,2023-09-25 14:05:54.000000,2023-07-30 07:05:58,66.0,,287.0,57.0,62.0,10.0,108.0,1187.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,9.0,25,True,2023-07-30 07:06:31,0.6.2,10.0,stockstats,,,,,943.0,943.0,https://pypi.org/project/stockstats,9370.0,9370.0,,,,,,,,3.0,,,,,,,,,,,,,,
434,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,,2015-09-08 08:19:06.000,2023-10-26 11:34:14.000000,2023-09-10 06:51:22,1752.0,6.0,183.0,42.0,256.0,50.0,211.0,1158.0,Python audio and music signal processing library.,20.0,25,True,2018-11-14 14:57:41,0.16.1,10.0,madmom,,,,,369.0,369.0,https://pypi.org/project/madmom,3086.0,3086.0,,,,,,,,3.0,,,,,,,,,,,,,,
435,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-10-27 22:34:54.000000,2023-10-17 16:27:51,207.0,3.0,80.0,33.0,108.0,6.0,18.0,1110.0,,21.0,25,False,2023-06-29 15:03:07,0.1.6,7.0,rlax,,,,['jax'],172.0,172.0,https://pypi.org/project/rlax,341805.0,341805.0,,,,,,,,3.0,,,,,google-deepmind/rlax,,,,,,,,,
436,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,2.0,184.0,49.0,61.0,,68.0,971.0,Training neural models with structured signals.,38.0,25,True,2022-07-29 20:57:47,1.4.0,7.0,neural-structured-learning,,,,['tensorflow'],386.0,386.0,https://pypi.org/project/neural-structured-learning,14210.0,14210.0,,,,,,,,3.0,,,,,,,,,,,,,,
437,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2023-10-25 11:15:08.000000,2023-10-23 21:10:12,1770.0,66.0,303.0,56.0,440.0,124.0,244.0,946.0,Machine learning on FPGAs using HLS.,56.0,25,True,2023-05-13 15:55:52,0.7.1,13.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,550.0,736.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,6901.0,,,,,3.0,,,,,,,,,,,,,,
438,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2023-10-28 00:55:18.000000,2023-10-25 02:08:09,757.0,5.0,54.0,13.0,115.0,36.0,100.0,832.0,Visualize large time series data with plotly.py.,11.0,25,True,2023-07-13 11:26:44,0.9.1,19.0,plotly-resampler,conda-forge/plotly-resampler,,,,630.0,630.0,https://pypi.org/project/plotly-resampler,338009.0,339446.0,https://anaconda.org/conda-forge/plotly-resampler,2023-08-11 13:55:21.400,30182.0,,,,,3.0,,,,,,,,,,,,,,
439,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-08-14 08:41:19.000000,2023-08-12 20:19:05,5777.0,14.0,81.0,14.0,77.0,218.0,218.0,825.0,"Experiment tracking, ML developer tools.",29.0,25,True,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,,,83.0,83.0,https://pypi.org/project/guildai,2036.0,2036.0,,,,,,,,3.0,14.0,,,,,,,,,,,,,
440,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2023-10-21 16:12:52.000000,2023-10-02 23:03:48,220.0,11.0,78.0,21.0,152.0,23.0,82.0,796.0,Library to enable Bayesian active learning in your research or labeling work.,21.0,25,True,2023-10-02 19:58:51,1.9.1,14.0,baal,conda-forge/baal,,,,52.0,52.0,https://pypi.org/project/baal,1724.0,1943.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,7227.0,,,,,3.0,,,,,,,,,,,,,,
441,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2023-10-26 12:15:50.000000,2023-10-26 12:12:45,2938.0,76.0,101.0,15.0,232.0,10.0,117.0,704.0,Python bindings for MPI.,26.0,25,True,2023-10-04 09:04:22,3.1.5,12.0,mpi4py,conda-forge/mpi4py,,,,,,https://pypi.org/project/mpi4py,171685.0,233430.0,https://anaconda.org/conda-forge/mpi4py,2023-10-17 08:36:29.714,2206537.0,,,,,3.0,17674.0,,,,,,,,,,,,,
