,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url
372,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-10-02 09:22:49.000000,2024-02-29 13:41:11,1144.0,,225.0,61.0,249.0,3.0,367.0,989.0,Search and download Copernicus Sentinel satellite images.,44.0,27,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,603.0,603.0,https://pypi.org/project/sentinelsat,26645.0,27325.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,33876.0,,,,,3.0,328.0,,,,,,,,,,,,
373,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2024-12-09 17:12:47.000000,2024-11-04 13:01:50,16654.0,34.0,370.0,45.0,1653.0,301.0,2983.0,928.0,An open-source application for biological image analysis.,144.0,27,True,2024-09-27 21:18:50,4.2.8,35.0,cellprofiler,,,,,26.0,26.0,https://pypi.org/project/cellprofiler,1522.0,1584.0,,,,,,,,3.0,8144.0,,,,,,,,,,,,
374,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,176.0,33.0,86.0,77.0,123.0,921.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,False,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1849.0,1849.0,https://pypi.org/project/scikit-multilearn,66841.0,66841.0,,,,,,,,2.0,,,,,,,,,,,,,
375,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2024-12-01 02:03:43.000000,2024-12-01 02:03:32,3719.0,4.0,329.0,65.0,691.0,35.0,536.0,843.0,The Classical Language Toolkit.,121.0,27,True,2024-05-13 16:48:36,1.2.6,78.0,cltk,,,,,280.0,280.0,https://pypi.org/project/cltk,6408.0,6408.0,,,,,,,,3.0,104.0,,,,,,,,,,,,
376,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2024-12-09 19:25:31.000000,2024-07-01 21:47:36,1690.0,,275.0,42.0,1442.0,277.0,371.0,711.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",110.0,27,True,2024-07-01 23:45:56,0.37.1,45.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,1263212.0,1263212.0,,,,,,,,2.0,,,,,,,,,,,,,
377,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-11-28 20:13:21.000000,2024-11-28 20:13:20,635.0,11.0,160.0,31.0,228.0,2.0,104.0,645.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,36.0,27,True,2024-10-03 19:57:53,0.7,8.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],411.0,411.0,https://pypi.org/project/pyriemann,27785.0,28086.0,https://anaconda.org/conda-forge/pyriemann,2024-10-04 03:48:24.751,9055.0,,,,,3.0,,,,,,,,,,,,,
378,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-11-04 14:34:30.000000,2024-11-04 14:34:28,348.0,6.0,1358.0,424.0,51.0,82.0,88.0,10584.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,25445.0,25445.0,,,,,,,,2.0,,,,,,,,,,,,,
379,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2024-12-09 17:49:42.000000,2024-12-09 17:49:32,657.0,18.0,1742.0,334.0,85.0,160.0,436.0,9839.0,Python wrapper for TA-Lib (http://ta-lib.org/).,33.0,26,True,,,6.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,105745.0,116545.0,https://anaconda.org/conda-forge/ta-lib,2024-11-18 16:05:15.064,550808.0,,,,,3.0,,,,,,,,,,,,,
380,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1219.0,186.0,213.0,31.0,534.0,9457.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,21.0,21.0,,,304.0,,,,,,,,3.0,14293.0,,,,,,,,,,,,
381,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2024-11-26 20:42:35.000000,2024-11-26 20:42:35,3285.0,2.0,947.0,137.0,668.0,55.0,1163.0,7217.0,Python library for audio and music analysis.,124.0,26,True,2024-05-14 15:48:50,0.10.2.post1,43.0,librosa,conda-forge/librosa,,,,,,https://pypi.org/project/librosa,2853322.0,2869139.0,https://anaconda.org/conda-forge/librosa,2024-05-15 16:59:32.016,838345.0,,,,,3.0,,,,,,,,,,,,,
382,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2024-03-31 17:27:35.000000,2023-10-22 09:33:23,779.0,,1171.0,210.0,92.0,187.0,123.0,5912.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,26,False,,,,pyAudioAnalysis,,,,,535.0,535.0,https://pypi.org/project/pyAudioAnalysis,18133.0,18133.0,,,,,,,,3.0,,,,,,,,,,,,,
383,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2024-11-19 08:19:11.000000,2024-11-19 08:19:11,13850.0,11.0,1548.0,138.0,3624.0,76.0,1981.0,5738.0,An Industrial Grade Federated Learning Framework.,101.0,26,True,2024-07-31 11:47:02,2.2.0,51.0,ETAF,,,,,,,https://pypi.org/project/ETAF,,,,,,,,,,2.0,,,,,,,,,,,,,
384,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-06-09 21:29:46.000000,2024-06-09 21:29:43,1062.0,,980.0,243.0,219.0,44.0,203.0,4588.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,True,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,67.0,67.0,https://pypi.org/project/tensortrade,1370.0,1467.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,4269.0,,,,,3.0,,,,,,,,,,,,,
385,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-12-05 17:20:36.000000,2024-11-06 20:27:19,6178.0,13.0,528.0,147.0,1950.0,290.0,1386.0,4582.0,ArrayFire: a general purpose GPU library.,94.0,26,True,2023-08-29 19:49:26,3.9.0,34.0,arrayfire,,,,,,,https://pypi.org/project/arrayfire,2925.0,2990.0,,,,,,,,3.0,7464.0,,,,,,,,,,,,
386,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2024-11-27 09:38:10.000000,2024-11-27 09:38:09,1139.0,1.0,748.0,58.0,1015.0,159.0,742.0,4378.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",86.0,26,True,2023-07-04 07:11:53,1.0.1,20.0,mmocr,,,,['pytorch'],182.0,182.0,https://pypi.org/project/mmocr,4443.0,4443.0,,,,,,,,3.0,,,,,,,,,,,,,
387,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2024-11-25 15:45:47.000000,2024-09-13 01:42:25,1464.0,3.0,476.0,58.0,828.0,52.0,498.0,3910.0,NeuralProphet: A simple forecasting package.,56.0,26,True,2024-06-21 07:42:22,0.9.0,36.0,neuralprophet,,,,['pytorch'],,,https://pypi.org/project/neuralprophet,74190.0,74190.0,,,,,,,,3.0,,,,,,,,,,,,,
388,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,911.0,282.0,226.0,12.0,356.0,3875.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,False,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,550639.0,551066.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,25657.0,,,,,3.0,,,,,,,,,,,,,
389,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2024-02-12 06:44:22.000000,2020-04-27 18:40:41,522.0,,1049.0,168.0,215.0,45.0,146.0,3418.0,Performance analysis of predictive (alpha) stock factors.,26.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,720.0,720.0,https://pypi.org/project/alphalens,1437.0,1713.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,22655.0,,,,,3.0,,,,,,,,,,,,,
390,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2024-08-11 08:09:18.000000,2024-06-22 17:36:10,1146.0,,253.0,61.0,121.0,7.0,293.0,3401.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,26,True,2024-06-22 18:41:04,idgear-0.3.3,22.0,vidgear,,,,,649.0,649.0,https://pypi.org/project/vidgear,18941.0,18969.0,,,,,,,,3.0,1987.0,,,,,,,,,,,,
391,Towhee,towhee-io/towhee,others,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2024-10-18 00:01:12.000000,2024-10-18 00:01:11,1586.0,10.0,252.0,29.0,2020.0,,666.0,3249.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,38.0,26,True,2023-12-05 02:33:36,1.1.3,16.0,towhee,,,,,,,https://pypi.org/project/towhee,12136.0,12211.0,,,,,,,,3.0,2722.0,,,,,,,,,,,,
392,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2024-08-06 11:36:13.000000,2023-11-29 13:26:08,135.0,,274.0,54.0,21.0,41.0,97.0,2960.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,26,False,2023-11-29 13:30:45,2.3.1,13.0,sweetviz,conda-forge/sweetviz,,,,2691.0,2691.0,https://pypi.org/project/sweetviz,69189.0,69985.0,https://anaconda.org/conda-forge/sweetviz,2023-12-04 12:10:57.449,36652.0,,,,,3.0,,,,,,,,,,,,,
393,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2024-12-09 12:56:45.000000,2024-12-09 12:56:45,2995.0,79.0,990.0,123.0,543.0,60.0,304.0,2594.0,IPython Parallel: Interactive Parallel Computing in Python.,114.0,26,True,,,31.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],,,https://pypi.org/project/ipyparallel,571110.0,594255.0,https://anaconda.org/conda-forge/ipyparallel,2024-12-06 14:00:08.619,1157283.0,,,,,3.0,,,,,,,,,,,,,
394,torch-points3d,torch-points3d/torch-points3d,image,,https://github.com/torch-points3d/torch-points3d,https://github.com/torch-points3d/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000,2024-11-18 22:45:46.000000,2024-06-06 00:53:31,1822.0,,340.0,54.0,444.0,75.0,290.0,2517.0,Pytorch framework for doing deep learning on point clouds.,35.0,26,True,2021-04-30 08:59:56,1.3.0,11.0,torch-points3d,,,,['pytorch'],34.0,34.0,https://pypi.org/project/torch-points3d,1237.0,1237.0,,,,,,,,3.0,,,,,,,,,,,,,
395,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,,2019-02-26 10:10:56.000,2024-12-09 00:29:48.000000,2024-12-06 11:28:50,668.0,5.0,248.0,56.0,673.0,139.0,225.0,2421.0,Algorithms for explaining machine learning models.,22.0,26,True,2024-04-18 15:30:25,0.9.6,33.0,alibi,,,,,687.0,687.0,https://pypi.org/project/alibi,16660.0,16660.0,,,,,,,,3.0,,,,,,,,,,,,,
396,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-07-27 16:14:52.000000,2024-07-27 16:14:15,696.0,,248.0,35.0,148.0,17.0,146.0,2420.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,26,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,246.0,246.0,https://pypi.org/project/norfair,21765.0,21771.0,,,,,,,,3.0,343.0,,,,,,,,,,,,
397,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2024-07-16 08:39:07.000000,2024-05-21 15:42:46,481.0,,309.0,65.0,161.0,9.0,92.0,2155.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,26,True,2024-02-21 23:16:24,3.3.0,22.0,pytextrank,,,,,759.0,759.0,https://pypi.org/project/pytextrank,104564.0,104564.0,,,,,,,,3.0,,,,,,,,,,,,,
398,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2024-03-19 21:59:57.000000,2024-03-19 21:59:57,1652.0,,158.0,60.0,68.0,67.0,130.0,1829.0,A Python toolbox for gaining geometric insights into high-dimensional data.,22.0,26,True,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,,491.0,491.0,https://pypi.org/project/hypertools,1723.0,1723.0,,,,,,,,3.0,57.0,,,,,,,,,,,,
399,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-12-09 21:09:10.000000,2024-12-09 17:04:50,6680.0,110.0,302.0,45.0,3018.0,167.0,1589.0,1775.0,cuGraph - RAPIDS Graph Analytics Library.,118.0,26,True,2024-10-09 20:36:36,24.10.00,41.0,cugraph,conda-forge/libcugraph,,,,,,https://pypi.org/project/cugraph,405.0,987.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,25634.0,,,,,3.0,,,,,,,,,,,,,
400,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,,2015-06-26 18:38:23.000,2024-09-08 19:48:30.000000,2024-09-08 00:19:34,1851.0,,386.0,50.0,136.0,29.0,435.0,1752.0,Reinforcement Learning environments based on the 1993 game Doom.,55.0,26,True,2024-08-20 10:37:29,1.2.4,30.0,vizdoom,,,,,280.0,280.0,https://pypi.org/project/vizdoom,4896.0,5011.0,,,,,,,,2.0,12111.0,Farama-Foundation/ViZDoom,,,,,,,,,,,
401,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,309.0,28.0,381.0,39.0,155.0,1574.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,False,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,,['paddle'],62.0,62.0,https://pypi.org/project/pgl,4040.0,4040.0,,,,,,,,2.0,,,,,,,,,,,,,
402,ydata-synthetic,ydataai/ydata-synthetic,tabular,,https://github.com/ydataai/ydata-synthetic,https://github.com/ydataai/ydata-synthetic,MIT,2020-05-04 15:52:03.000,2024-11-30 00:34:39.946000,2024-11-07 00:55:18,256.0,6.0,238.0,32.0,242.0,42.0,60.0,1456.0,Synthetic data generators for tabular and time-series data.,23.0,26,True,2024-09-10 13:36:03,2.0.0,30.0,ydata-synthetic,conda-forge/ydata-synthetic,,,,73.0,73.0,https://pypi.org/project/ydata-synthetic,3683.0,4021.0,https://anaconda.org/conda-forge/ydata-synthetic,2024-11-30 00:34:39.946,7236.0,,,,,2.0,506.0,,,,,,,,,,,,
403,responsible-ai-toolbox,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2024-11-26 20:53:03.000000,2024-08-07 01:34:48,1970.0,,361.0,33.0,2283.0,50.0,234.0,1408.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,43.0,26,True,2024-07-08 18:03:34,0.36.0,42.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",,,https://pypi.org/project/raiwidgets,9411.0,9411.0,,,,,,,,3.0,,,,,,,,,,,,,
404,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2024-12-05 11:46:30.000000,2024-11-17 22:14:08,415.0,7.0,179.0,25.0,41.0,1.0,132.0,1289.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,26,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],638.0,638.0,https://pypi.org/project/prince,139235.0,139591.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,21718.0,,,,,3.0,,,,,,,,,,,,,
405,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-12-04 12:06:33.000000,2024-12-04 12:04:56,828.0,6.0,126.0,31.0,431.0,79.0,341.0,1095.0,BAyesian Model-Building Interface (Bambi) in Python.,41.0,26,True,2024-07-10 09:46:09,0.14.0,24.0,bambi,conda-forge/bambi,,,,160.0,160.0,https://pypi.org/project/bambi,27523.0,28366.0,https://anaconda.org/conda-forge/bambi,2024-07-10 16:37:21.380,40507.0,,,,,3.0,,,,,,,,,,,,,
406,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2024-12-06 21:51:52.000000,2024-12-06 21:51:52,794.0,3.0,67.0,17.0,131.0,50.0,117.0,1051.0,Visualize large time series data with plotly.py.,13.0,26,True,2024-03-27 07:58:10,0.10.0,22.0,plotly-resampler,conda-forge/plotly-resampler,,,,1575.0,1575.0,https://pypi.org/project/plotly-resampler,478557.0,480826.0,https://anaconda.org/conda-forge/plotly-resampler,2024-12-05 23:08:14.776,79419.0,,,,,3.0,,,,,,,,,,,,,
407,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2024-11-27 23:12:36.000000,2024-11-27 23:12:35,944.0,5.0,207.0,58.0,99.0,30.0,172.0,986.0,Input pipeline framework.,29.0,26,True,2024-10-28 22:13:18,1.16.0,47.0,tensorflow-transform,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-transform,518247.0,518247.0,,,,,,,,3.0,,,,,,,,,,,,,
408,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2024-11-10 14:49:37.000000,2024-11-10 14:49:37,681.0,2.0,105.0,14.0,100.0,70.0,67.0,903.0,A Python nearest neighbor descent for approximate nearest neighbors.,29.0,26,True,2024-06-17 15:10:18,release-0.5.13,25.0,pynndescent,conda-forge/pynndescent,,,,8639.0,8639.0,https://pypi.org/project/pynndescent,2041804.0,2081852.0,https://anaconda.org/conda-forge/pynndescent,2024-06-17 19:35:33.219,2122587.0,,,,,3.0,,,,,,,,,,,,,
409,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2024-12-09 14:39:05.000000,2024-12-09 14:38:38,3221.0,38.0,119.0,16.0,323.0,7.0,183.0,820.0,Python bindings for MPI.,27.0,26,True,2024-10-11 10:48:49,4.0.1,15.0,mpi4py,conda-forge/mpi4py,,,,,,https://pypi.org/project/mpi4py,429149.0,492965.0,https://anaconda.org/conda-forge/mpi4py,2024-10-12 13:31:50.789,3164010.0,,,,,3.0,28451.0,,,,,,,,,,,,
410,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-06-05 18:36:28.000000,2023-08-23 17:20:54,1241.0,,154.0,18.0,717.0,27.0,208.0,512.0,A package built to support working with spatial data using open source python.,44.0,26,False,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,386.0,386.0,https://pypi.org/project/earthpy,10341.0,11594.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,85259.0,,,,,3.0,,,,,,,,,,,,,
411,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2024-12-06 10:57:07.013000,2024-12-05 21:47:00,543.0,8.0,39.0,5.0,16.0,3.0,58.0,353.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,15.0,26,True,2024-12-05 21:49:21,0.11.1,13.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],920.0,920.0,https://pypi.org/project/scikit-posthocs,111205.0,130939.0,https://anaconda.org/conda-forge/scikit-posthocs,2024-12-06 10:57:07.013,986749.0,,,,,3.0,65.0,,,,,,,,,,,,
412,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-07-03 17:03:56.000000,2024-07-03 17:02:18,237.0,,59.0,14.0,207.0,12.0,187.0,343.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,26,True,,,12.0,pystan,conda-forge/pystan,,,,10149.0,10149.0,https://pypi.org/project/pystan,728891.0,760459.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2935913.0,,,,,3.0,,,,,,,,,,,,,
413,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2024-11-11 16:08:31.000000,2024-11-11 16:08:31,1963.0,5.0,13487.0,3333.0,908.0,2.0,87.0,66289.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",654.0,25,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
414,awesome-datascience,academic/awesome-datascience,data-science,,https://github.com/academic/awesome-datascience,https://github.com/academic/awesome-datascience,MIT,2014-07-05 07:07:43.000,2024-11-26 10:52:51.000000,2024-11-26 10:52:51,1086.0,23.0,5441.0,1415.0,386.0,1.0,56.0,25310.0,An awesome Data Science repository to learn and apply for real world problems.,250.0,25,True,2024-08-29 14:27:06,2024.08.29.1,10.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
415,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2024-06-16 11:25:37.000000,2024-06-14 19:31:58,659.0,,993.0,145.0,100.0,74.0,310.0,6430.0,A Python scikit for building and analyzing recommender systems.,46.0,25,True,,,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,101748.0,109934.0,https://anaconda.org/conda-forge/scikit-surprise,2024-05-20 10:08:43.793,433858.0,,,,,2.0,,,,,,,,,,,,,
416,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2024-07-03 08:05:36.000000,2020-05-03 07:13:22,108.0,,590.0,142.0,31.0,58.0,55.0,5599.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,,1840.0,1840.0,https://pypi.org/project/flashtext,1693659.0,1694040.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,20224.0,,,,,3.0,,,,,,,,,,,,,
417,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2024-11-17 11:13:05.000000,2024-02-11 19:34:10,1245.0,,653.0,66.0,84.0,99.0,562.0,5326.0,Time series Timeseries Deep Learning Machine Learning Python Pytorch fastai | State-of-the-art Deep Learning library..,24.0,25,True,2024-02-11 18:51:14,0.3.9,14.0,tsai,conda-forge/tsai,,,,,,https://pypi.org/project/tsai,16013.0,16013.0,https://anaconda.org/conda-forge/tsai,,,,,,,3.0,,,,,,,,,,,,,
