,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
373,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-08-05 21:01:49.000,2024-05-08 23:39:06,618.0,,701.0,110.0,192.0,15.0,347.0,5712.0,Python-tesseract is an optical character recognition (OCR) tool for python.,46.0,26,True,2023-10-15 15:39:44,0.3.13,26.0,pytesseract,conda-forge/pytesseract,,,,2335457.0,,,https://pypi.org/project/pytesseract,2322864.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,617089.0,3.0,,,,,,,,,,,,,,,,
374,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2024-07-03 08:05:36.000,2020-05-03 07:13:22,108.0,,587.0,142.0,31.0,58.0,55.0,5569.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1708278.0,1725.0,1725.0,https://pypi.org/project/flashtext,1707884.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,19325.0,3.0,,,,,,,,,,,,,,,,
375,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-06-23 12:28:48.000,2024-06-23 12:28:48,343.0,5.0,968.0,46.0,34.0,64.0,112.0,5114.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,26,True,2021-06-28 12:45:52,0.6.5,20.0,scikit-opt,,,['sklearn'],,3960.0,215.0,215.0,https://pypi.org/project/scikit-opt,3960.0,,,,2.0,,,,,,,,,,,,,,,,
376,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000,2023-04-27 20:08:56,632.0,,911.0,282.0,226.0,12.0,356.0,3873.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,False,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,"['tensorflow', 'spark']",,732239.0,,,https://pypi.org/project/tensorflowonspark,731823.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,23310.0,3.0,,,,,,,,,,,,,,,,
377,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2024-07-29 21:47:58.000,2024-07-08 20:31:38,1220.0,8.0,477.0,63.0,742.0,,542.0,3638.0,On-device wake word detection powered by deep learning.,38.0,26,True,2023-10-26 19:17:54,3.0,14.0,pvporcupine,,,,,9502.0,33.0,33.0,https://pypi.org/project/pvporcupine,9502.0,,,,3.0,,,,,,,,,,,,,,,,
378,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2024-08-05 15:04:56.000,2024-08-05 15:04:42,1656.0,25.0,660.0,43.0,28.0,10.0,529.0,3297.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,31.0,26,True,2023-09-21 03:43:55,2.2.7,9.0,deepke,,,['pytorch'],,501.0,23.0,23.0,https://pypi.org/project/deepke,501.0,,,,3.0,,,,,,,,,,,,,,,,
379,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2024-02-12 06:44:22.000,2020-04-27 18:40:41,522.0,,1027.0,167.0,215.0,45.0,146.0,3215.0,Performance analysis of predictive (alpha) stock factors.,26.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,1972.0,706.0,706.0,https://pypi.org/project/alphalens,1696.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,21552.0,3.0,,,,,,,,,,,,,,,,
380,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2024-06-02 15:40:01.000,2024-06-02 15:40:01,251.0,1.0,326.0,30.0,321.0,80.0,39.0,2818.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,18.0,26,True,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,['sklearn'],,16183.0,1019.0,1019.0,https://pypi.org/project/lazypredict,16092.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,3307.0,3.0,,,,,,,,,,,,,,,,
381,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2024-08-03 17:30:36.000,2022-10-05 16:26:03,376.0,,234.0,50.0,482.0,39.0,70.0,2762.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,26,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,75.0,22925.0,244.0,244.0,https://pypi.org/project/m2cgen,22924.0,,,,3.0,,,,,,,,,,,,,,,,
382,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2024-06-20 23:39:09.000,2024-06-20 23:39:05,3544.0,12.0,330.0,153.0,1179.0,22.0,60.0,2715.0,Neural Network Libraries.,76.0,26,True,2024-05-29 05:14:17,1.39.0,74.0,nnabla,,,,920.0,4773.0,,,https://pypi.org/project/nnabla,4763.0,,,,3.0,,,,,,,,,,,,,,,,
383,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-07-27 16:14:52.000,2024-07-27 16:14:15,696.0,1.0,237.0,35.0,147.0,16.0,145.0,2359.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,26,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,322.0,15186.0,209.0,209.0,https://pypi.org/project/norfair,15180.0,,,,3.0,,,,,,,,,,,,,,,,
384,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,,2019-10-07 13:29:13.000,2024-08-05 07:13:17.000,2024-05-21 10:49:30,727.0,1.0,217.0,38.0,545.0,121.0,235.0,2172.0,"Algorithms for outlier, adversarial and drift detection.",23.0,26,True,2024-04-17 16:05:27,0.12.0,35.0,alibi-detect,,,,,59738.0,462.0,462.0,https://pypi.org/project/alibi-detect,59738.0,,,,3.0,,,,,,,,,,,,,,,,
385,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2024-07-16 08:39:07.000,2024-05-21 15:42:46,481.0,2.0,311.0,64.0,160.0,7.0,92.0,2124.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,26,True,2024-02-21 23:16:24,3.3.0,22.0,pytextrank,,,,,93998.0,692.0,692.0,https://pypi.org/project/pytextrank,93998.0,,,,3.0,,,,,,,,,,,,,,,,
386,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-08-08 01:20:39.000,2024-08-05 05:20:43,2126.0,89.0,129.0,28.0,216.0,6.0,40.0,1974.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,3615.0,164.0,164.0,https://pypi.org/project/labml,3615.0,,,,3.0,,,,,,,,,,,,,,,,
387,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-08-08 15:56:36.000,2024-08-08 02:35:21,6542.0,142.0,292.0,45.0,2851.0,157.0,1555.0,1650.0,cuGraph - RAPIDS Graph Analytics Library.,115.0,26,True,2024-08-08 02:37:35,24.08.00,39.0,cugraph,conda-forge/libcugraph,,,,816.0,,,https://pypi.org/project/cugraph,271.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,21813.0,3.0,,,,,,,,,,,,,,,,
388,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000,2023-08-12 06:34:27,161.0,,271.0,51.0,87.0,22.0,191.0,1574.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,26,True,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,['sklearn'],,13988.0,616.0,616.0,https://pypi.org/project/gplearn,13840.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,7447.0,3.0,,,,,,,,,,,,,,,,
389,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2024-08-08 18:11:12.000,2023-06-07 07:35:59,3033.0,,118.0,35.0,346.0,11.0,187.0,1440.0,Multi-class confusion matrix library in Python.,17.0,26,False,2023-06-07 14:06:28,4.0,43.0,pycm,,,,,38597.0,323.0,323.0,https://pypi.org/project/pycm,38597.0,,,,3.0,,,,,,,,,,,,,,,,
390,ydata-synthetic,ydataai/ydata-synthetic,tabular,,https://github.com/ydataai/ydata-synthetic,https://github.com/ydataai/ydata-synthetic,MIT,2020-05-04 15:52:03.000,2024-08-06 08:01:18.000,2024-05-07 19:46:53,246.0,,233.0,31.0,239.0,41.0,59.0,1394.0,Synthetic data generators for tabular and time-series data.,23.0,26,True,2024-05-06 02:51:51,1.4.0,29.0,ydata-synthetic,conda-forge/ydata-synthetic,,,395.0,4952.0,65.0,65.0,https://pypi.org/project/ydata-synthetic,4662.0,https://anaconda.org/conda-forge/ydata-synthetic,2023-09-07 21:49:12.062,5073.0,2.0,,,,,,,,,,,,,,,,
391,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2024-08-03 19:34:12.000,2024-08-03 19:34:12,297.0,2.0,223.0,46.0,186.0,42.0,121.0,1386.0,Metric learning algorithms in Python.,23.0,26,True,2023-09-29 00:16:16,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,['sklearn'],,15293.0,396.0,396.0,https://pypi.org/project/metric-learn,15039.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,12491.0,2.0,,,,,,,,,,,,,,,,
392,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2024-08-01 05:16:36.000,2023-11-06 15:20:05,206.0,,326.0,50.0,44.0,98.0,114.0,1372.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,18.0,26,True,2020-09-13 21:05:45,0.8.4,1.0,keras-ocr,anaconda/keras-ocr,,['tensorflow'],1566663.0,65374.0,528.0,528.0,https://pypi.org/project/keras-ocr,32034.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,322.0,3.0,,,,,,,,,,,,,,,,
393,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-07-31 00:20:23.000,2024-07-31 00:20:21,2477.0,118.0,92.0,19.0,1046.0,86.0,221.0,1108.0,"MetricFlow allows you to define, build, and maintain metrics in code.",45.0,26,True,2024-06-11 22:05:21,0.206.0,16.0,metricflow,,,,,20568.0,24.0,24.0,https://pypi.org/project/metricflow,20568.0,,,,3.0,,,,,,,dbt-labs/metricflow,,,,,,,,,
394,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-08-01 18:45:40.000,2024-07-15 05:43:25,815.0,7.0,119.0,31.0,418.0,76.0,328.0,1050.0,BAyesian Model-Building Interface (Bambi) in Python.,37.0,26,True,2024-07-10 09:46:09,0.14.0,24.0,bambi,conda-forge/bambi,,,,16823.0,136.0,136.0,https://pypi.org/project/bambi,16036.0,https://anaconda.org/conda-forge/bambi,2024-07-10 16:37:21.380,34651.0,3.0,,,,,,,,,,,,,,,,
395,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2024-06-24 07:03:39.000,2024-03-27 08:01:51,780.0,,65.0,14.0,128.0,46.0,116.0,996.0,Visualize large time series data with plotly.py.,12.0,26,True,2024-03-27 07:58:10,0.10.0,22.0,plotly-resampler,conda-forge/plotly-resampler,,,,339846.0,1282.0,1282.0,https://pypi.org/project/plotly-resampler,338129.0,https://anaconda.org/conda-forge/plotly-resampler,2024-03-29 13:25:52.761,53242.0,3.0,,,,,,,,,,,,,,,,
396,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-02-29 13:41:12.000,2024-02-29 13:41:11,1144.0,,221.0,61.0,246.0,3.0,367.0,973.0,Search and download Copernicus Sentinel satellite images.,44.0,26,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,290.0,19082.0,573.0,573.0,https://pypi.org/project/sentinelsat,18403.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,31116.0,3.0,,,,,,,,,,,,,,,,
397,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000,2023-04-19 21:43:19,547.0,,173.0,33.0,86.0,77.0,122.0,915.0,A scikit-learn based module for multi-label et. al. classification.,28.0,26,False,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,['sklearn'],,57994.0,1702.0,1702.0,https://pypi.org/project/scikit-multilearn,57994.0,,,,2.0,,,,,,,,,,,,,,,,
398,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-06-05 18:36:28.000,2023-08-23 17:20:54,1241.0,,153.0,18.0,717.0,26.0,208.0,490.0,A package built to support working with spatial data using open source python.,44.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,7796.0,357.0,357.0,https://pypi.org/project/earthpy,6553.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,79567.0,3.0,,,,,,,,,,,,,,,,
399,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2024-08-02 00:21:20.000,2024-08-02 00:21:15,339.0,79.0,28.0,9.0,6.0,6.0,76.0,325.0,Multiple Imputation with LightGBM in Python.,8.0,26,True,2024-07-27 14:28:57,6.0.1,8.0,miceforest,conda-forge/miceforest,,,,61317.0,149.0,149.0,https://pypi.org/project/miceforest,60935.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,14142.0,2.0,,,,,,,,,,,,,,,,
400,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-05-06 20:36:50.000,2024-05-06 20:36:49,342.0,,1349.0,428.0,50.0,78.0,87.0,10430.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,25,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,['tensorflow'],,33996.0,21.0,21.0,https://pypi.org/project/dopamine-rl,33996.0,,,,2.0,,,,,,,,,,,,,,,,
401,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2024-07-03 14:09:40.000,2023-04-28 16:55:30,521.0,,448.0,63.0,94.0,32.0,88.0,5054.0,Finding duplicate images made easy!.,15.0,25,False,2023-04-28 17:26:08,0.3.2,8.0,imagededup,,,['tensorflow'],,18246.0,138.0,138.0,https://pypi.org/project/imagededup,18246.0,,,,3.0,,,,,,,,,,,,,,,,
402,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-08-08 18:07:25.000,2024-08-08 16:16:21,3652.0,99.0,603.0,91.0,4015.0,188.0,1392.0,5026.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,93.0,25,True,2024-07-31 11:06:56,1.40.0,81.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
403,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-08-06 20:10:35.000,2024-08-02 17:25:08,6154.0,1.0,529.0,149.0,1923.0,305.0,1348.0,4495.0,ArrayFire: a general purpose GPU library.,91.0,25,True,2023-08-29 19:49:26,3.9.0,34.0,arrayfire,,,,6581.0,3375.0,,,https://pypi.org/project/arrayfire,3316.0,,,,3.0,,,,,,,,,,,,,,,,
404,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2024-08-04 19:31:40.000,2024-03-15 19:57:42,1777.0,,592.0,40.0,836.0,463.0,284.0,3791.0,Time series forecasting with PyTorch.,45.0,25,True,2023-04-10 19:56:20,1.0.0,31.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,56737.0,,,https://pypi.org/project/pytorch-forecasting,55434.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,61272.0,3.0,,,,,,,,,,,,,,,,
405,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-08-07 20:14:02.000,2024-08-05 17:06:26,475.0,10.0,273.0,50.0,470.0,58.0,259.0,3328.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,25,True,2024-03-08 20:24:53,0.4.11,24.0,hummingbird-ml,conda-forge/hummingbird-ml,,,603.0,6636.0,,,https://pypi.org/project/hummingbird-ml,5533.0,https://anaconda.org/conda-forge/hummingbird-ml,2024-03-08 22:15:29.532,44779.0,3.0,,,,,,,,,,,,,,,,
406,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2024-07-17 17:21:38.000,2024-03-18 19:51:35,2374.0,,697.0,159.0,61.0,7.0,792.0,3143.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,30.0,25,True,2024-03-19 19:20:10,1.6.1,21.0,,bioconda/deepvariant,,['tensorflow'],4744.0,912.0,,,,,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,67461.0,3.0,,,,,,,,,,,,,,,,
407,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000,2020-03-16 04:26:47,75.0,,221.0,65.0,42.0,17.0,24.0,2773.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,,,5.0,knockknock,conda-forge/knockknock,,,,63731.0,1071.0,1071.0,https://pypi.org/project/knockknock,63463.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,15579.0,3.0,,,,,,,,,,,,,,,,
408,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2024-01-10 07:43:27.000,2023-07-19 07:40:10,212.0,,137.0,29.0,200.0,16.0,73.0,2731.0,HiPlot makes understanding high dimensional data easy.,9.0,25,False,2021-11-04 14:24:43,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,60727.0,431.0,431.0,https://pypi.org/project/hiplot,57058.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,198146.0,3.0,,,,,,,,,,,,,,,,
409,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000,2023-10-23 17:59:40,755.0,,326.0,31.0,695.0,11.0,151.0,2617.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,25,True,2022-07-02 17:57:17,0.2.3,5.0,promptsource,,,,,1592.0,103.0,103.0,https://pypi.org/project/promptsource,1592.0,,,,3.0,,,,,,,,,,,,,,,,
410,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2024-06-26 08:22:56.000,2024-02-10 10:17:50,226.0,,252.0,49.0,98.0,23.0,116.0,2199.0,A Python library that helps data scientists to infer causation rather than observing correlation.,40.0,25,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,"['pytorch', 'sklearn']",,2529.0,126.0,126.0,https://pypi.org/project/causalnex,2529.0,,,,3.0,,,,,,,mckinsey/causalnex,,,,,,,,,
411,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-04-25 09:54:03.000,2024-02-28 15:45:58,1631.0,,249.0,66.0,63.0,35.0,187.0,2127.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,25,True,2024-02-28 15:44:03,2.1.0,14.0,ampligraph,,,['tensorflow'],,768.0,54.0,54.0,https://pypi.org/project/ampligraph,768.0,,,,2.0,,,,,,,,,,,,,,,,
412,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2024-03-19 21:59:57.000,2024-03-19 21:59:57,1652.0,,157.0,60.0,68.0,66.0,130.0,1812.0,A Python toolbox for gaining geometric insights into high-dimensional data.,22.0,25,True,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,41.0,808.0,449.0,449.0,https://pypi.org/project/hypertools,808.0,,,,3.0,,,,,,,,,,,,,,,,
413,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,,2015-06-26 18:38:23.000,2024-02-13 11:22:02.000,2024-02-13 11:18:32,1805.0,,377.0,50.0,125.0,40.0,424.0,1696.0,Reinforcement Learning environments based on the 1993 game Doom.,54.0,25,True,2023-12-16 00:56:59,1.2.3,29.0,vizdoom,,,,11907.0,1656.0,254.0,254.0,https://pypi.org/project/vizdoom,1539.0,,,,2.0,,,,,,,Farama-Foundation/ViZDoom,,,,,,,,,
414,azureml-examples,Azure/azureml-examples,ml-experiments,,https://github.com/Azure/azureml-examples,https://github.com/Azure/azureml-examples,MIT,2020-08-21 18:04:26.000,2024-08-07 23:28:46.000,2024-08-06 04:37:51,1487.0,68.0,1338.0,2618.0,3044.0,137.0,149.0,1686.0,"Official community-driven Azure Machine Learning examples, tested with GitHub Actions.",240.0,25,True,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
415,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2024-04-22 10:30:49.000,2024-04-22 10:30:48,671.0,,266.0,27.0,187.0,10.0,390.0,1618.0,Hyperparameter Experiments with TensorFlow and Keras.,23.0,25,True,2024-04-21 09:02:06,1.4,16.0,talos,,,['tensorflow'],,5074.0,183.0,183.0,https://pypi.org/project/talos,5074.0,,,,3.0,,,,,,,,,,,,,,,,
416,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2024-07-16 05:54:41.000,2024-07-16 05:54:41,602.0,20.0,299.0,56.0,116.0,46.0,30.0,1579.0,Interpretability and explainability of data and machine learning models.,41.0,25,True,2023-07-01 11:47:13,0.3.0,3.0,aix360,,,,,900.0,94.0,94.0,https://pypi.org/project/aix360,900.0,,,,3.0,,,,,,,,,,,,,,,,
417,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000,2023-09-26 07:34:28,1378.0,,309.0,27.0,379.0,39.0,155.0,1565.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,25,True,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,['paddle'],,604.0,59.0,59.0,https://pypi.org/project/pgl,604.0,,,,2.0,,,,,,,,,,,,,,,,
418,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2024-07-08 22:06:23.000,2024-07-08 22:06:19,831.0,1.0,310.0,119.0,784.0,187.0,167.0,1481.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",86.0,25,True,2024-02-08 02:06:46,0.8.0,21.0,tensorflow-model-optimization,,,['tensorflow'],,868064.0,,,https://pypi.org/project/tensorflow-model-optimization,868064.0,,,,3.0,,,,,,,,,,,,,,,,
419,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2024-05-29 11:59:39.000,2024-05-29 11:59:39,592.0,4.0,400.0,31.0,51.0,12.0,128.0,1420.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,30.0,25,True,2024-02-16 09:48:48,2.3.2,4.0,minisom,,,,,21484.0,633.0,633.0,https://pypi.org/project/minisom,21484.0,,,,3.0,,,,,,,,,,,,,,,,
