,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,trending,maven_id,maven_url,snap_id
346,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2023-11-21 12:56:56.000000,2023-11-21 12:56:55,791.0,16.0,71.0,25.0,356.0,104.0,225.0,541.0,"Simple, concise geographical visualization in Python.",30.0,28,True,2023-11-01 18:39:43,1.11.0,31.0,geoviews,conda-forge/geoviews,,,,837.0,837.0,https://pypi.org/project/geoviews,7188.0,12486.0,https://anaconda.org/conda-forge/geoviews,2023-11-02 09:01:15.038,206630.0,,,,,3.0,,,,,,,,,,,,,
347,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2023-12-21 16:11:51.000000,2023-12-18 19:04:34,1844.0,193.0,54.0,16.0,1384.0,21.0,200.0,436.0,The MLOps stack component for experiment tracking.,52.0,28,True,2023-12-04 10:58:22,1.8.6,120.0,neptune-client,conda-forge/neptune-client,,,,,,https://pypi.org/project/neptune-client,548054.0,553280.0,https://anaconda.org/conda-forge/neptune-client,2023-12-04 13:15:00.892,224747.0,,,,,3.0,,,,,,,,,,,,,
348,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1126.0,179.0,213.0,21.0,533.0,8349.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,27,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,21.0,21.0,,,230.0,,,,,,,,3.0,8058.0,,,,,,,,,,,,
349,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2023-07-09 00:54:49.000000,2023-04-19 16:47:52,581.0,,1128.0,352.0,79.0,47.0,231.0,7851.0,StarCraft II Learning Environment.,39.0,27,True,2022-07-13 12:08:43,4.0,6.0,pysc2,,,,,648.0,648.0,https://pypi.org/project/pysc2,1592.0,1998.0,,,,,,,,3.0,30897.0,google-deepmind/pysc2,,,,,,,,,,,
350,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1188.0,155.0,950.0,42.0,782.0,5680.0,Gluon CV Toolkit.,119.0,27,True,2021-03-09 00:20:06,0.10.0,10.0,gluoncv,,,,['mxnet'],21.0,21.0,https://pypi.org/project/gluoncv,42239.0,42239.0,,,,,,,,3.0,,,,,,,,,,,,,
351,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000000,2023-10-22 09:33:23,779.0,4.0,1145.0,212.0,91.0,182.0,120.0,5531.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,27,True,,,,pyAudioAnalysis,,,,,415.0,415.0,https://pypi.org/project/pyAudioAnalysis,9553.0,9553.0,,,,,,,,3.0,,,,,,,,,,,,,
352,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2023-11-13 13:22:39.000000,2023-11-13 13:19:08,1235.0,11.0,546.0,60.0,78.0,65.0,558.0,4208.0,Time series Timeseries Deep Learning Machine Learning Pytorch fastai | State-of-the-art Deep Learning library for Time..,24.0,27,True,2023-11-13 13:22:27,0.3.8,13.0,tsai,conda-forge/tsai,,,,,,https://pypi.org/project/tsai,10134.0,10134.0,https://anaconda.org/conda-forge/tsai,,,,,,,3.0,,,,,,,,,,,,,
353,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2023-11-17 21:09:51.000000,2023-11-16 17:34:05,1193.0,8.0,402.0,83.0,54.0,57.0,201.0,3286.0,A library of reinforcement learning components and agents.,84.0,27,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],182.0,182.0,https://pypi.org/project/dm-acme,1752.0,1967.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,7977.0,,,,,2.0,,google-deepmind/acme,,,,,,,,,,,
354,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2023-12-15 14:47:53.000000,2023-12-14 01:13:40,1141.0,33.0,447.0,60.0,682.0,2.0,503.0,3280.0,On-device wake word detection powered by deep learning.,37.0,27,True,2023-10-26 19:17:54,3.0,14.0,pvporcupine,,,,,25.0,25.0,https://pypi.org/project/pvporcupine,5166.0,5166.0,,,,,,,,3.0,,,,,,,,,,,,,
355,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2023-09-25 11:28:13.000000,2022-01-25 17:32:20,4123.0,,354.0,81.0,62.0,146.0,187.0,3072.0,a library for audio and music analysis.,24.0,27,False,2019-02-27 09:00:43,0.4.9,8.0,aubio,conda-forge/aubio,,,,425.0,425.0,https://pypi.org/project/aubio,6752.0,14582.0,https://anaconda.org/conda-forge/aubio,2023-06-16 13:24:40.255,634304.0,,,,,3.0,,,,,,,,,,,,,
356,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2023-11-17 01:11:26.000000,2023-09-10 15:15:16,1059.0,,230.0,62.0,111.0,5.0,266.0,3061.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,27,True,2023-09-10 15:53:16,idgear-0.3.2,21.0,vidgear,,,,,484.0,484.0,https://pypi.org/project/vidgear,11167.0,11183.0,,,,,,,,3.0,953.0,,,,,,,,,,,,
357,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-12-09 00:22:24.000000,2023-12-09 00:22:24,2360.0,73.0,681.0,165.0,60.0,10.0,686.0,2984.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,28.0,27,True,2023-10-23 21:02:38,1.6.0,20.0,,bioconda/deepvariant,,,['tensorflow'],,,,,908.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,59883.0,,,,,3.0,4694.0,,,,,,,,,,,,
358,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-12-18 12:05:47.000000,2023-11-25 05:36:27,4323.0,65.0,552.0,41.0,994.0,190.0,662.0,2981.0,"A unified, comprehensive and efficient recommendation library.",70.0,27,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2845.0,2961.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4308.0,,,,,3.0,,,,,,,,,,,,,
359,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-09-14 20:07:18.000000,2021-10-29 06:15:49,2535.0,,410.0,64.0,932.0,291.0,745.0,2826.0,StellarGraph - Machine Learning on Graphs.,36.0,27,False,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,,['tensorflow'],246.0,246.0,https://pypi.org/project/stellargraph,5483.0,5483.0,,,,,,,,2.0,,,,,,,,,,,,,
360,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2023-11-09 09:05:16.000000,2023-11-09 09:05:15,1698.0,2.0,409.0,45.0,350.0,22.0,345.0,2589.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",33.0,27,True,2022-04-02 15:26:25,3.3.3,58.0,foolbox,conda-forge/foolbox,,,,541.0,541.0,https://pypi.org/project/foolbox,2257.0,2560.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,12458.0,,,,,3.0,,,,,,,,,,,,,
361,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-12-11 01:22:43.000000,2023-11-21 19:33:43,419.0,6.0,779.0,93.0,265.0,146.0,93.0,2222.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",70.0,27,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,340.0,340.0,https://pypi.org/project/aif360,9600.0,9798.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7736.0,,,,,2.0,,,,,,,,,,,,,
362,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-12-11 14:10:11.000000,2023-12-11 01:57:13,644.0,18.0,227.0,66.0,31.0,55.0,92.0,2152.0,Fast and Easy Infinite Neural Networks in Python.,29.0,27,True,2023-12-11 14:10:12,0.6.5,17.0,neural-tangents,,,,,91.0,91.0,https://pypi.org/project/neural-tangents,2123.0,2131.0,,,,,,,,3.0,352.0,,,,,,,,,,,,
363,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,246.0,92.0,124.0,31.0,230.0,2134.0,"NLP, before and after spaCy.",35.0,27,True,2023-04-02 22:46:00,0.13.0,29.0,textacy,conda-forge/textacy,,,,1619.0,1619.0,https://pypi.org/project/textacy,36016.0,37749.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,136945.0,,,,,3.0,,,,,,,,,,,,,
364,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-12-06 14:39:14.000000,2023-08-22 16:20:29,468.0,,312.0,63.0,151.0,7.0,91.0,2076.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,27,True,2023-08-07 19:46:52,3.2.5,21.0,pytextrank,,,,,544.0,544.0,https://pypi.org/project/pytextrank,45202.0,45202.0,,,,,,,,3.0,,,,,,,,,,,,,
365,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,,2021-04-26 00:15:19.000,2023-12-21 17:42:15.000000,2023-12-15 15:51:55,1080.0,36.0,227.0,31.0,403.0,83.0,300.0,2047.0,Scalable and user friendly neural forecasting algorithms.,32.0,27,True,2023-10-05 19:39:43,1.6.4,15.0,neuralforecast,conda-forge/neuralforecast,,,,82.0,82.0,https://pypi.org/project/neuralforecast,14402.0,14984.0,https://anaconda.org/conda-forge/neuralforecast,2023-10-06 19:47:12.240,12229.0,,,,,3.0,,,,,,,,,,,,,
366,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2023-12-21 09:24:33.000000,2023-12-20 20:04:18,836.0,33.0,363.0,37.0,852.0,146.0,287.0,1706.0,A Python package to assess and improve fairness of machine learning models.,78.0,27,True,2023-12-19 14:14:09,0.10.0,14.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],2.0,2.0,https://pypi.org/project/fairlearn,330233.0,331053.0,https://anaconda.org/conda-forge/fairlearn,2023-12-20 11:56:56.090,30349.0,,,,,2.0,,,,,,,,,,,,,
367,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2023-11-11 20:39:50.545000,2023-11-10 19:30:40,1586.0,1.0,276.0,54.0,135.0,65.0,182.0,1670.0,"CUDA integration for Python, plus shiny features.",80.0,27,True,2023-11-10 19:34:27,2023.1,6.0,pycuda,conda-forge/pycuda,,,,2554.0,2554.0,https://pypi.org/project/pycuda,34626.0,42715.0,https://anaconda.org/conda-forge/pycuda,2023-11-11 20:39:50.545,266953.0,,,,,3.0,,,,,,,,,,,,,
368,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2023-12-21 16:36:28.482000,2023-12-21 13:49:46,189.0,19.0,187.0,31.0,19.0,3.0,81.0,1532.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",15.0,27,True,,,38.0,autoviz,conda-forge/autoviz,,,,591.0,591.0,https://pypi.org/project/autoviz,313145.0,314749.0,https://anaconda.org/conda-forge/autoviz,2023-12-21 16:36:28.482,44916.0,,,,,3.0,,,,,,,,,,,,,
369,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2023-12-21 18:18:07.000000,2023-06-07 07:35:59,3033.0,,118.0,37.0,328.0,11.0,187.0,1411.0,Multi-class confusion matrix library in Python.,17.0,27,True,2023-06-07 14:06:28,4.0,43.0,pycm,,,,,255.0,255.0,https://pypi.org/project/pycm,71293.0,71293.0,,,,,,,,3.0,,,,,,,,,,,,,
370,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-12-21 08:58:46.000000,2023-12-21 08:58:40,531.0,16.0,391.0,32.0,47.0,12.0,118.0,1324.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,28.0,27,True,2023-03-02 15:10:38,2.3.1,3.0,minisom,,,,,500.0,500.0,https://pypi.org/project/minisom,28759.0,28759.0,,,,,,,,3.0,,,,,,,,,,,,,
371,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2023-12-20 21:00:47.000000,2023-12-20 21:00:46,1397.0,35.0,253.0,74.0,104.0,21.0,53.0,1222.0,Model analysis tools for TensorFlow.,57.0,27,True,2023-08-14 20:20:00,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,93882.0,93882.0,,,,,,,,2.0,,,,,,,,,,,,,
372,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-12-21 17:09:16.000000,2023-12-21 17:09:15,394.0,16.0,171.0,24.0,30.0,3.0,129.0,1140.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,27,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],465.0,465.0,https://pypi.org/project/prince,115945.0,116302.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17524.0,,,,,2.0,,,,,,,,,,,,,
373,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2023-12-15 17:50:24.000000,2023-12-13 09:02:09,481.0,25.0,106.0,23.0,319.0,29.0,254.0,1092.0,Extra blocks for scikit-learn pipelines.,62.0,27,True,2023-12-12 20:03:47,0.7.0,35.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],125.0,125.0,https://pypi.org/project/scikit-lego,36526.0,37574.0,https://anaconda.org/conda-forge/scikit-lego,2023-07-19 07:17:55.286,45093.0,,,,,2.0,,,,,,,,,,,,,
374,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2023-12-21 18:15:23.000000,2023-12-19 10:15:52,1023.0,39.0,197.0,23.0,122.0,23.0,183.0,1020.0,Survival analysis built on top of scikit-learn.,18.0,27,True,2023-10-08 12:32:19,0.22.1,26.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],393.0,393.0,https://pypi.org/project/scikit-survival,41815.0,44539.0,https://anaconda.org/conda-forge/scikit-survival,2023-10-20 18:47:48.968,68109.0,,,,,2.0,,,,,,,,,,,,,
375,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2023-12-06 06:21:22.000000,2023-12-06 06:19:46,794.0,24.0,110.0,30.0,396.0,64.0,306.0,965.0,BAyesian Model-Building Interface (Bambi) in Python.,35.0,27,True,2023-10-25 02:04:11,0.13.0,23.0,bambi,conda-forge/bambi,,,,101.0,101.0,https://pypi.org/project/bambi,19384.0,20164.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,28098.0,,,,,3.0,,,,,,,,,,,,,
376,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-08-25 16:48:20.000000,2023-04-19 21:43:19,547.0,,169.0,34.0,85.0,76.0,122.0,880.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,True,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1372.0,1372.0,https://pypi.org/project/scikit-multilearn,63401.0,63401.0,,,,,,,,2.0,,,,,,,,,,,,,
377,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2023-12-18 23:34:49.000000,2023-12-18 23:34:48,832.0,28.0,117.0,29.0,85.0,29.0,75.0,573.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,19.0,27,True,2023-08-10 00:18:33,1.14.0,37.0,ml-metadata,,,,,370.0,370.0,https://pypi.org/project/ml-metadata,64447.0,64484.0,,,,,,,,3.0,2119.0,,,,,,,,,,,,
378,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2023-12-14 11:32:27.000000,2023-12-13 21:05:13,223.0,6.0,54.0,14.0,200.0,12.0,185.0,292.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,27,True,,,12.0,pystan,conda-forge/pystan,,,,9528.0,9528.0,https://pypi.org/project/pystan,1583064.0,1617429.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2783624.0,,,,,3.0,,,,,,,,,,,,,
379,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2023-12-14 15:28:51.000000,2023-12-06 19:28:46,1904.0,14.0,13069.0,3334.0,870.0,,83.0,61942.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",633.0,26,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
380,awesome-datascience,academic/awesome-datascience,data-science,,https://github.com/academic/awesome-datascience,https://github.com/academic/awesome-datascience,MIT,2014-07-05 07:07:43.000,2023-12-14 15:11:40.000000,2023-12-14 15:11:40,1046.0,39.0,5075.0,1399.0,365.0,,48.0,22312.0,An awesome Data Science repository to learn and apply for real world problems.,238.0,26,True,2023-10-31 06:59:31,2023.10.31,7.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
381,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-10-14 18:53:31.974373,2023-10-12 07:20:40,1894.0,1.0,876.0,218.0,453.0,50.0,264.0,14514.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,26,True,2021-06-06 17:14:16,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,44552.0,44958.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,14.0,21556.0,3.0,,,,,,,,,,,,,
382,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-11-27 11:39:00.000000,2023-11-27 11:38:59,333.0,8.0,1335.0,435.0,50.0,76.0,87.0,10269.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,36606.0,36606.0,,,,,,,,3.0,,,,,,,,,,,,,
383,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418000,2023-01-27 13:12:44,652.0,,976.0,146.0,93.0,73.0,305.0,6086.0,A Python scikit for building and analyzing recommender systems.,45.0,26,True,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,156280.0,164737.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,346759.0,,,,,3.0,,,,,,,,,,,,,
384,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,584.0,140.0,31.0,58.0,53.0,5485.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1451.0,1451.0,https://pypi.org/project/flashtext,1077299.0,1077741.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18141.0,,,,,3.0,,,,,,,,,,,,,
385,facenet-pytorch,timesler/facenet-pytorch,pytorch-utils,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-11-02 03:20:32.000000,2023-11-02 03:20:28,249.0,1.0,799.0,52.0,50.0,60.0,106.0,3904.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,26,True,2023-04-07 19:27:35,2.5.3,7.0,facenet-pytorch,,,,['pytorch'],1436.0,1436.0,https://pypi.org/project/facenet-pytorch,34960.0,50112.0,,,,,,,,2.0,742471.0,,,,,,,,,,,,
386,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,923.0,283.0,226.0,11.0,356.0,3861.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,574224.0,574654.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20677.0,,,,,3.0,,,,,,,,,,,,,
387,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2023-12-20 21:10:00.000000,2023-11-08 16:40:21,1347.0,5.0,330.0,71.0,1244.0,44.0,77.0,3258.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,34.0,26,True,2023-11-08 16:41:56,1.0.2,9.0,lit-nlp,conda-forge/lit-nlp,,,,25.0,25.0,https://pypi.org/project/lit-nlp,3045.0,4740.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,66116.0,,,,,3.0,,,,,,,,,,,,,
388,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,989.0,168.0,214.0,42.0,146.0,2932.0,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,667.0,667.0,https://pypi.org/project/alphalens,2864.0,3151.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,20140.0,,,,,3.0,,,,,,,,,,,,,
389,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,213.0,48.0,481.0,33.0,70.0,2667.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,26,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,191.0,191.0,https://pypi.org/project/m2cgen,17898.0,17899.0,,,,,,,,3.0,60.0,,,,,,,,,,,,
390,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-12-14 10:40:57.000000,2023-12-14 10:13:45,3492.0,42.0,329.0,154.0,1160.0,21.0,59.0,2664.0,Neural Network Libraries.,73.0,26,True,2023-12-07 00:57:13,1.38.0,73.0,nnabla,,,,,,,https://pypi.org/project/nnabla,3483.0,3494.0,,,,,,,,3.0,907.0,,,,,,,,,,,,
391,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-11-17 18:46:16.000000,2022-09-28 17:12:28,249.0,,269.0,27.0,316.0,74.0,37.0,2339.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,False,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],763.0,763.0,https://pypi.org/project/lazypredict,17593.0,17689.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2689.0,,,,,3.0,,,,,,,,,,,,,
