,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,trending
358,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2025-04-22 14:56:36.813000,2023-04-03 00:19:55,1816.0,,245.0,86.0,124.0,32.0,230.0,2229.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 22:46:00,0.13.0,29.0,,textacy,conda-forge/textacy,,,,30344.0,2031.0,2031.0,https://pypi.org/project/textacy,28289.0,https://anaconda.org/conda-forge/textacy,2025-04-22 14:56:36.813,201436.0,3.0,,,,,,,,,,,,,,,
359,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2025-07-19 22:03:35.000000,2025-05-06 07:05:46,595.0,1.0,186.0,55.0,485.0,69.0,106.0,2227.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,33.0,27,True,2025-04-20 10:27:23,1.1.11,26.0,,hivemind,,,,,63926.0,131.0,131.0,https://pypi.org/project/hivemind,63926.0,,,,3.0,,,,,,,,,,,,,,,
360,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2025-07-16 16:57:58.000000,2025-07-16 16:57:58,973.0,13.0,449.0,36.0,1014.0,119.0,387.0,2104.0,A Python package to assess and improve fairness of machine learning models.,104.0,27,True,2024-12-11 12:38:14,0.12.0,16.0,,fairlearn,conda-forge/fairlearn,,['sklearn'],,124531.0,3.0,3.0,https://pypi.org/project/fairlearn,123668.0,https://anaconda.org/conda-forge/fairlearn,2025-04-22 14:57:20.746,48366.0,2.0,,,,,,,,,,,,,,,
361,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2025-07-24 17:44:04.000000,2025-07-24 17:09:21,6944.0,105.0,331.0,47.0,3324.0,135.0,1690.0,2004.0,cuGraph - RAPIDS Graph Analytics Library.,124.0,27,True,2025-06-05 20:20:24,25.06.00,45.0,,cugraph,conda-forge/libcugraph,,,,1664.0,,,https://pypi.org/project/cugraph,358.0,https://anaconda.org/conda-forge/libcugraph,2025-04-22 14:57:50.593,66617.0,3.0,,,,,,,,,,,,,,,
362,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2025-04-22 14:57:59.303000,2023-10-08 14:28:43,1157.0,,206.0,34.0,1081.0,25.0,496.0,1740.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,False,2023-06-30 13:17:42,0.8.2,26.0,Lightning-Universe/lightning-flash,lightning-flash,conda-forge/lightning-flash,,['pytorch'],,2302.0,316.0,316.0,https://pypi.org/project/lightning-flash,1640.0,https://anaconda.org/conda-forge/lightning-flash,2025-04-22 14:57:59.303,31146.0,2.0,,,,,,,,,,,,,,,
363,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2025-04-07 06:09:24.000000,2025-04-07 06:09:23,623.0,,421.0,30.0,53.0,13.0,137.0,1527.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,31.0,27,True,2025-02-26 10:01:26,2.3.5,7.0,,minisom,,,,,26706.0,899.0,899.0,https://pypi.org/project/minisom,26706.0,,,,3.0,,,,,,,,,,,,,,,
364,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2025-04-22 14:56:47.167000,2020-10-14 13:22:39,167.0,,389.0,71.0,89.0,28.0,26.0,1394.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,23.0,27,False,2020-10-13 21:28:25,0.5.5,9.0,,empyrical,conda-forge/empyrical,,,,21732.0,1745.0,1745.0,https://pypi.org/project/empyrical,21303.0,https://anaconda.org/conda-forge/empyrical,2025-04-22 14:56:47.167,38206.0,2.0,,,,,,,,,,,,,,,
365,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2025-06-24 06:34:09.000000,2025-06-24 06:34:09,566.0,11.0,120.0,20.0,420.0,28.0,302.0,1349.0,Extra blocks for scikit-learn pipelines.,68.0,27,True,2025-04-30 20:17:15,0.9.5,45.0,,scikit-lego,conda-forge/scikit-lego,,['sklearn'],,34939.0,187.0,187.0,https://pypi.org/project/scikit-lego,33787.0,https://anaconda.org/conda-forge/scikit-lego,2025-04-22 14:57:15.493,71460.0,2.0,,,,,,,,,,,,,,,
366,Aesara,aesara-devs/aesara,ml-frameworks,,https://github.com/aesara-devs/aesara,https://github.com/aesara-devs/aesara,,2019-11-12 14:02:08.000,2025-04-22 14:57:46.430000,2024-09-04 06:19:45,30112.0,,151.0,17.0,751.0,284.0,408.0,1214.0,"Aesara is a Python library for defining, optimizing, and efficiently evaluating mathematical expressions involving..",596.0,27,True,2024-08-28 21:22:32,rel-2.9.4,86.0,,aesara,conda-forge/aesara,,,,123789.0,840.0,840.0,https://pypi.org/project/aesara,92157.0,https://anaconda.org/conda-forge/aesara,2025-04-22 14:57:46.430,1676544.0,3.0,,,,,,,,,,,,,,,
367,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,174.0,31.0,87.0,77.0,123.0,941.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,False,2018-12-10 10:51:36,0.2.0,4.0,,scikit-multilearn,,,['sklearn'],,79057.0,2163.0,2163.0,https://pypi.org/project/scikit-multilearn,79057.0,,,,2.0,,,,,,,,,,,,,,,
368,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2025-07-20 14:37:42.000000,2025-07-20 14:29:52,3379.0,64.0,127.0,14.0,370.0,6.0,214.0,867.0,Python bindings for MPI.,27.0,27,True,2025-06-25 08:45:04,4.1.0,18.0,,mpi4py,conda-forge/mpi4py,,,36195.0,627064.0,,,https://pypi.org/project/mpi4py,554390.0,https://anaconda.org/conda-forge/mpi4py,2025-06-25 12:58:48.240,4108053.0,3.0,,,,,,,,,,,,,,,
369,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2025-07-23 10:05:56.477000,2025-07-22 21:39:41,669.0,12.0,171.0,28.0,265.0,2.0,108.0,687.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,38.0,27,True,2025-07-23 06:26:24,0.9,10.0,,pyriemann,conda-forge/pyriemann,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],,40874.0,475.0,475.0,https://pypi.org/project/pyriemann,40495.0,https://anaconda.org/conda-forge/pyriemann,2025-07-23 10:05:56.477,14028.0,3.0,,,,,,,,,,,,,,,
370,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2025-06-25 14:00:11.000000,2025-06-25 14:00:11,2031.0,32.0,13819.0,3333.0,945.0,1.0,91.0,69055.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",681.0,26,True,,,,,,,,,,,20.0,20.0,,,,,,1.0,,,,,,,,,,,,,,,
371,Retrieval-based-Voice-Conversion-WebUI,RVC-Project/Retrieval-based-Voice-Conversion-WebUI,audio,,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,MIT,2023-03-27 09:59:10.000,2024-11-24 15:09:44.000000,2024-11-24 15:09:44,882.0,,3833.0,203.0,705.0,597.0,1298.0,30920.0,Easily train a good VC model with voice data = 10 mins!.,119.0,26,True,2024-06-05 06:45:23,2.2.231006,7.0,,,,,,64426.0,4955.0,,,,,,,,3.0,,,,,,,,,,,,,,,
372,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2025-06-29 20:13:17.000000,2025-06-29 20:13:12,268.0,29.0,546.0,78.0,43.0,50.0,35.0,11761.0,Draw pretty maps from OpenStreetMap data! Built with osmnx +matplotlib + shapely.,21.0,26,True,2025-03-03 21:32:20,1.4.2,10.0,,prettymaps,conda-forge/prettymaps,,,,630.0,72.0,72.0,https://pypi.org/project/prettymaps,476.0,https://anaconda.org/conda-forge/prettymaps,2025-06-11 22:55:39.146,6479.0,3.0,,,,,,,,,,,,,,,
373,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2025-06-08 17:54:38.000000,2025-06-08 17:54:32,708.0,17.0,1854.0,336.0,89.0,162.0,467.0,10927.0,Python wrapper for TA-Lib (http://ta-lib.org/).,33.0,26,True,,,6.0,,TA-Lib,conda-forge/ta-lib,,,,161323.0,,,https://pypi.org/project/TA-Lib,148614.0,https://anaconda.org/conda-forge/ta-lib,2025-04-22 14:57:36.948,737127.0,3.0,,,,,,,,,,,,,,,
374,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1265.0,188.0,214.0,32.0,534.0,9919.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,18277.0,338.0,21.0,21.0,,,,,,3.0,,,,,,,,,,,,,,,
375,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2025-07-24 00:48:57.000000,2024-06-14 19:31:58,659.0,,1015.0,140.0,105.0,77.0,310.0,6640.0,A Python scikit for building and analyzing recommender systems.,46.0,26,False,,,9.0,,scikit-surprise,conda-forge/scikit-surprise,,,,137864.0,21.0,21.0,https://pypi.org/project/scikit-surprise,129450.0,https://anaconda.org/conda-forge/scikit-surprise,2025-04-22 14:56:45.083,504893.0,2.0,,,,,,,,,,,,,,,
376,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2025-03-28 18:30:29.000000,2025-03-28 18:30:29,780.0,,1192.0,206.0,93.0,190.0,123.0,6094.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,26,True,,,,,pyAudioAnalysis,,,,,19267.0,667.0,667.0,https://pypi.org/project/pyAudioAnalysis,19267.0,,,,3.0,,,,,,,,,,,,,,,
377,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2025-04-22 14:57:50.621000,2024-06-09 21:29:43,1062.0,,1055.0,249.0,218.0,46.0,204.0,5306.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,False,2021-05-10 18:04:30,1.0.3,6.0,,tensortrade,conda-forge/tensortrade,,,,1500.0,71.0,71.0,https://pypi.org/project/tensortrade,1400.0,https://anaconda.org/conda-forge/tensortrade,2025-04-22 14:57:50.621,5146.0,3.0,,,,,,,,,,,,,,,
378,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2025-07-22 01:49:20.000000,2025-07-17 23:19:26,6246.0,22.0,541.0,147.0,1986.0,277.0,1417.0,4742.0,ArrayFire: a general purpose GPU library.,97.0,26,True,2023-08-29 19:49:26,3.9.0,34.0,,arrayfire,,,,8631.0,2850.0,,,https://pypi.org/project/arrayfire,2779.0,,,,3.0,,,,,,,,,,,,,,,
379,Determined,determined-ai/determined,ml-frameworks,,https://github.com/determined-ai/determined,https://github.com/determined-ai/determined,Apache-2.0,2020-04-07 16:12:29.000,2025-03-20 19:09:46.000000,2025-03-20 19:09:13,8394.0,,358.0,82.0,9859.0,40.0,350.0,3164.0,"Determined is an open-source machine learning platform that simplifies distributed training, hyperparameter tuning,..",125.0,26,True,2025-03-19 23:12:44,0.38.1,100.0,,determined,,https://docs.determined.ai,"['pytorch', 'tensorflow']",13833.0,20712.0,,,https://pypi.org/project/determined,20461.0,,,,3.0,,,,,,,,,,,,,,,
380,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2025-04-22 14:57:46.014000,2023-11-29 13:26:08,135.0,,282.0,53.0,24.0,46.0,97.0,3032.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,26,False,2023-11-29 13:30:45,2.3.1,13.0,,sweetviz,conda-forge/sweetviz,,,,65577.0,3142.0,3142.0,https://pypi.org/project/sweetviz,64727.0,https://anaconda.org/conda-forge/sweetviz,2025-04-22 14:57:46.014,45101.0,3.0,,,,,,,,,,,,,,,
381,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2025-07-21 21:31:27.000000,2025-07-21 21:31:25,2050.0,35.0,395.0,37.0,104.0,37.0,160.0,2850.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,37.0,26,True,2025-03-28 14:16:54,0.56.0,44.0,,torch-geometric-temporal,,,['pytorch'],,5406.0,,,https://pypi.org/project/torch-geometric-temporal,5406.0,,,,2.0,,,,,,,,,,,,,,,
382,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2025-04-22 14:57:36.856000,2024-12-10 03:08:33,438.0,,857.0,90.0,294.0,150.0,104.0,2618.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,26,True,2024-04-08 20:02:55,0.6.1,12.0,,aif360,conda-forge/aif360,,,,28471.0,724.0,724.0,https://pypi.org/project/aif360,28033.0,https://anaconda.org/conda-forge/aif360,2025-04-22 14:57:36.856,25451.0,2.0,,,,,,,,,,,,,,,
383,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,,2019-02-26 10:10:56.000,2025-06-13 00:22:28.000000,2025-03-05 13:26:44,670.0,,255.0,53.0,682.0,141.0,225.0,2537.0,Algorithms for explaining machine learning models.,24.0,26,True,2024-04-18 15:30:25,0.9.6,33.0,,alibi,,,,,11623.0,816.0,816.0,https://pypi.org/project/alibi,11623.0,,,,2.0,,,,,,,,,,,,,,,
384,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2025-03-11 16:17:01.000000,2025-03-11 16:16:55,3948.0,,306.0,30.0,583.0,106.0,727.0,1926.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,86.0,26,True,2024-10-29 08:53:47,0.6.0,9.0,,avalanche-lib,,,,60.0,1608.0,144.0,144.0,https://pypi.org/project/avalanche-lib,1607.0,,,,3.0,,,,,,,,,,,,,,,
385,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2025-07-23 08:17:23.000000,2025-07-23 08:17:23,163.0,2.0,296.0,52.0,89.0,23.0,191.0,1710.0,"Genetic Programming in Python, with a scikit-learn inspired API.",12.0,26,True,2022-05-03 10:56:08,0.4.2,2.0,,gplearn,conda-forge/gplearn,,['sklearn'],,13075.0,728.0,728.0,https://pypi.org/project/gplearn,12906.0,https://anaconda.org/conda-forge/gplearn,2025-04-22 14:57:28.627,10319.0,3.0,,,,,,,,,,,,,,,
386,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2025-04-22 15:32:21.921000,2024-11-25 22:31:52,1041.0,,593.0,104.0,296.0,19.0,300.0,1615.0,Execute Python code on the fly and display results in Tableau visualizations:.,51.0,26,True,2024-11-25 22:35:46,2.13.0,25.0,,tabpy,anaconda/tabpy-client,,,,6948.0,215.0,215.0,https://pypi.org/project/tabpy,6894.0,https://anaconda.org/anaconda/tabpy-client,2025-04-22 15:32:21.921,5423.0,3.0,,,,,,,,,,,,,,,
387,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,308.0,27.0,381.0,43.0,155.0,1588.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,False,2023-05-18 06:27:52,2.2.5,10.0,,pgl,,,['paddle'],,1438.0,66.0,66.0,https://pypi.org/project/pgl,1438.0,,,,2.0,,,,,,,,,,,,,,,
388,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2025-05-27 20:53:52.000000,2025-05-27 20:53:46,697.0,1.0,168.0,21.0,129.0,11.0,131.0,1551.0,"Extensible, parallel implementations of t-SNE.",13.0,26,True,2024-08-13 11:02:28,1.0.2,22.0,,opentsne,conda-forge/opentsne,,,,55096.0,1094.0,1094.0,https://pypi.org/project/opentsne,47315.0,https://anaconda.org/conda-forge/opentsne,2025-04-22 14:56:58.501,459105.0,3.0,,,,,,,,,,,,,,,
389,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2025-06-26 10:20:48.000000,2025-06-26 10:20:45,451.0,8.0,183.0,26.0,46.0,,135.0,1378.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,26,True,,,5.0,,prince,conda-forge/prince-factor-analysis,,['sklearn'],,151710.0,765.0,765.0,https://pypi.org/project/prince,151329.0,https://anaconda.org/conda-forge/prince-factor-analysis,2025-04-22 14:57:16.914,25911.0,3.0,,,,,,,,,,,,,,,
390,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2025-07-16 17:58:39.000000,2025-07-16 17:57:48,1569.0,38.0,268.0,64.0,116.0,23.0,59.0,1270.0,Model analysis tools for TensorFlow.,61.0,26,True,2025-06-23 17:12:29,0.48.0,60.0,,tensorflow-model-analysis,,,"['tensorflow', 'jupyter']",,56773.0,,,https://pypi.org/project/tensorflow-model-analysis,56773.0,,,,2.0,,,,,,,,,,,,,,,
391,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2025-02-06 20:19:28.000000,2024-07-09 16:09:26,3066.0,,260.0,32.0,38.0,1.0,500.0,1261.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,17.0,26,True,2024-06-19 01:14:13,0.41.4,100.0,,ktrain,,,['tensorflow'],,3005.0,577.0,577.0,https://pypi.org/project/ktrain,3005.0,,,,3.0,,,,,,,,,,,,,,,
392,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2025-04-22 14:58:08.733000,2025-04-07 11:52:39,803.0,,72.0,16.0,139.0,58.0,126.0,1133.0,Visualize large time series data with plotly.py.,14.0,26,True,2024-03-27 07:58:10,0.10.0,22.0,,plotly-resampler,conda-forge/plotly-resampler,,,,541613.0,2022.0,2022.0,https://pypi.org/project/plotly-resampler,538717.0,https://anaconda.org/conda-forge/plotly-resampler,2025-04-22 14:58:08.733,121643.0,3.0,,,,,,,,,,,,,,,
393,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2025-07-21 20:04:52.000000,2025-06-18 16:11:32,16775.0,66.0,391.0,45.0,1680.0,313.0,3010.0,1005.0,An open-source application for biological image analysis.,147.0,26,True,2024-09-27 21:18:50,4.2.8,35.0,,cellprofiler,,,,13427.0,936.0,28.0,28.0,https://pypi.org/project/cellprofiler,839.0,,,,3.0,,,,,,,,,,,,,,,
394,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2025-04-22 14:57:37.199000,2024-02-29 13:41:11,1144.0,,226.0,61.0,249.0,3.0,367.0,1004.0,Search and download Copernicus Sentinel satellite images.,44.0,26,False,2023-03-10 17:50:22,1.2.1,13.0,,sentinelsat,conda-forge/sentinelsat,,,334.0,20478.0,681.0,681.0,https://pypi.org/project/sentinelsat,19784.0,https://anaconda.org/conda-forge/sentinelsat,2025-04-22 14:57:37.199,39401.0,3.0,,,,,,,,,,,,,,,
395,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2025-07-23 18:04:34.000000,2025-07-23 18:03:08,1002.0,37.0,212.0,56.0,111.0,28.0,180.0,986.0,Input pipeline framework.,30.0,26,True,2025-06-13 22:49:45,1.17.0,48.0,,tensorflow-transform,,,['tensorflow'],,164330.0,,,https://pypi.org/project/tensorflow-transform,164330.0,,,,2.0,,,,,,,,,,,,,,,
396,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2025-04-22 14:57:06.248000,2024-11-10 14:49:37,681.0,,106.0,13.0,100.0,74.0,68.0,936.0,A Python nearest neighbor descent for approximate nearest neighbors.,30.0,26,True,2024-06-17 15:10:18,release-0.5.13,25.0,,pynndescent,conda-forge/pynndescent,,,,1822951.0,12733.0,12733.0,https://pypi.org/project/pynndescent,1783395.0,https://anaconda.org/conda-forge/pynndescent,2025-04-22 14:57:06.248,2373380.0,3.0,,,,,,,,,,,,,,,
397,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2025-06-16 20:14:40.000000,2025-04-10 21:34:27,1700.0,,292.0,40.0,1484.0,284.0,372.0,732.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",115.0,26,True,2024-07-01 23:45:56,0.37.1,45.0,,tensorflow-io,,,['tensorflow'],,773943.0,,,https://pypi.org/project/tensorflow-io,773943.0,,,,2.0,,,,,,,,,,,,,,,
398,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2025-07-08 12:06:19.595000,2025-07-08 06:19:18,796.0,17.0,87.0,11.0,32.0,5.0,54.0,422.0,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,19.0,26,True,2025-07-08 06:19:53,3.2.0,58.0,,pymap3d,conda-forge/pymap3d,,,,363087.0,523.0,523.0,https://pypi.org/project/pymap3d,361186.0,https://anaconda.org/conda-forge/pymap3d,2025-07-08 12:06:19.595,110264.0,3.0,,,,,,,,,,,,,,,
399,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-09-17 14:13:04.000,2025-04-22 14:56:33.006000,2024-07-03 17:02:18,237.0,,60.0,14.0,207.0,13.0,187.0,354.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,26,True,,,13.0,,pystan,conda-forge/pystan,,,,693801.0,10552.0,10552.0,https://pypi.org/project/pystan,641971.0,https://anaconda.org/conda-forge/pystan,2025-04-22 14:56:33.006,3058002.0,3.0,,,,,,,,,,,,,,,
400,ultimatevocalremovergui,Anjok07/ultimatevocalremovergui,audio,,https://github.com/Anjok07/ultimatevocalremovergui,https://github.com/Anjok07/ultimatevocalremovergui,MIT,2020-07-20 21:29:01.000,2025-03-13 21:44:03.000000,2025-03-13 21:44:03,775.0,,1566.0,177.0,84.0,1143.0,400.0,21306.0,GUI for a Vocal Remover that uses Deep Neural Networks.,8.0,25,True,2023-09-26 02:29:28,5.6,8.0,,,,,,3884571.0,64742.0,,,,,,,,3.0,,,,,,,,,,,,,,,
401,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-11-04 14:34:30.000000,2024-11-04 14:34:28,348.0,,1375.0,418.0,51.0,85.0,89.0,10773.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,25,True,2019-09-26 14:58:33,2,2.0,,dopamine-rl,,,['tensorflow'],,27758.0,21.0,21.0,https://pypi.org/project/dopamine-rl,27758.0,,,,3.0,,,,,,,,,,,,,,,
402,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2025-03-02 10:12:00.000000,2025-03-02 10:09:12,1255.0,,691.0,66.0,88.0,116.0,564.0,5740.0,Time series Timeseries Deep Learning Machine Learning Python Pytorch fastai | State-of-the-art Deep Learning library..,23.0,25,True,2025-03-02 09:16:42,0.4.0,15.0,,tsai,conda-forge/tsai,,,,11578.0,,,https://pypi.org/project/tsai,11578.0,https://anaconda.org/conda-forge/tsai,,,3.0,,,,,,,,,,,,,,,
