,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,new_addition,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,trending,maven_id,maven_url,snap_id
384,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,922.0,283.0,226.0,11.0,356.0,3859.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,553610.0,554033.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20756.0,,,,,3.0,,,,,,,,,,,,,,
385,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-01-09 01:27:15.000000,2023-11-08 16:40:21,1347.0,5.0,331.0,71.0,1246.0,44.0,77.0,3268.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,34.0,26,True,2023-11-08 16:41:56,1.0.2,9.0,lit-nlp,conda-forge/lit-nlp,,,,25.0,25.0,https://pypi.org/project/lit-nlp,2309.0,3968.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,66388.0,,,,,3.0,,,,,,,,,,,,,,
386,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-12-18 12:05:47.000000,2023-11-25 05:36:27,4323.0,37.0,553.0,40.0,994.0,192.0,668.0,3014.0,"A unified, comprehensive and efficient recommendation library.",70.0,26,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,1860.0,1974.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4352.0,,,,,3.0,,,,,,,,,,,,,,
387,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-12-09 00:22:24.000000,2023-12-09 00:22:24,2360.0,36.0,680.0,166.0,60.0,5.0,696.0,2997.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,28.0,26,True,2023-10-23 21:02:38,1.6.0,20.0,,bioconda/deepvariant,,,['tensorflow'],,,,,903.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,60469.0,,,,,3.0,4696.0,,,,,,,,,,,,,
388,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,993.0,167.0,214.0,42.0,146.0,2946.0,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,669.0,669.0,https://pypi.org/project/alphalens,2044.0,2328.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,20202.0,,,,,3.0,,,,,,,,,,,,,,
389,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,214.0,48.0,481.0,33.0,70.0,2675.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,26,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,196.0,196.0,https://pypi.org/project/m2cgen,14040.0,14041.0,,,,,,,,3.0,61.0,,,,,,,,,,,,,
390,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-11-17 18:46:16.000000,2022-09-28 17:12:28,249.0,,270.0,27.0,316.0,74.0,37.0,2345.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,False,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],781.0,781.0,https://pypi.org/project/lazypredict,15690.0,15783.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2705.0,,,,,3.0,,,,,,,,,,,,,,
391,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2023-06-01 22:20:25.000000,2023-06-01 22:10:29,1131.0,,332.0,44.0,57.0,65.0,201.0,2313.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,26,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,,['tensorflow'],257.0,257.0,https://pypi.org/project/spektral,6507.0,6507.0,,,,,,,,2.0,,,,,,,,,,,,,,
392,adapter-transformers,Adapter-Hub/adapter-transformers,nlp,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-01-09 21:08:19.000000,2024-01-09 20:57:18,83.0,30.0,297.0,28.0,278.0,42.0,308.0,2245.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,6.0,26,True,2024-01-09 21:16:07,0.1.1,16.0,adapter-transformers,,,,['huggingface'],13.0,13.0,https://pypi.org/project/adapter-transformers,16282.0,16282.0,,,,,,,,3.0,,,adapter-hub/adapters,,,,,,,,,,,
393,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-12-11 01:22:43.000000,2023-11-21 19:33:43,419.0,3.0,780.0,93.0,265.0,146.0,93.0,2230.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",70.0,26,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,349.0,349.0,https://pypi.org/project/aif360,5143.0,5337.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7791.0,,,,,3.0,,,,,,,,,,,,,,
394,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-12-11 14:10:11.000000,2023-12-11 01:57:13,644.0,9.0,227.0,66.0,31.0,56.0,92.0,2163.0,Fast and Easy Infinite Neural Networks in Python.,29.0,26,True,2023-12-11 14:10:12,0.6.5,17.0,neural-tangents,,,,,91.0,91.0,https://pypi.org/project/neural-tangents,1241.0,1249.0,,,,,,,,3.0,353.0,,,,,,,,,,,,,
395,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,1.0,273.0,41.0,495.0,153.0,151.0,1709.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,26,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,144.0,144.0,https://pypi.org/project/petastorm,22621.0,22627.0,,,,,,,,3.0,433.0,,,,,,,,,,,,,
396,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-01-09 21:02:52.000000,2024-01-09 20:19:27,6228.0,103.0,261.0,47.0,2489.0,245.0,1346.0,1485.0,cuGraph - RAPIDS Graph Analytics Library.,107.0,26,True,2023-12-06 19:21:19,23.12.00,33.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,153.0,689.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17696.0,,,,,3.0,,,,,,,,,,,,,,
397,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,259.0,49.0,87.0,22.0,188.0,1469.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,26,True,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],489.0,489.0,https://pypi.org/project/gplearn,5161.0,5310.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6419.0,,,,,3.0,,,,,,,,,,,,,,
398,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-12-21 17:09:16.000000,2023-12-21 17:09:15,394.0,8.0,172.0,25.0,30.0,3.0,129.0,1159.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,26,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],475.0,475.0,https://pypi.org/project/prince,95905.0,96257.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17605.0,,,,,3.0,,,,,,,,,,,,,,
399,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-01-05 21:34:40.000000,2024-01-05 21:31:48,1985.0,216.0,77.0,18.0,717.0,65.0,173.0,1020.0,"MetricFlow allows you to define, build, and maintain metrics in code.",42.0,26,True,2023-11-15 23:21:15,0.203.1,13.0,metricflow,,,,,12.0,12.0,https://pypi.org/project/metricflow,17293.0,17293.0,,,,,,,,3.0,,,dbt-labs/metricflow,,,,,,,,,,,
400,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-11-08 21:55:22.000000,2023-11-08 21:55:22,1142.0,2.0,218.0,62.0,245.0,20.0,346.0,942.0,Search and download Copernicus Sentinel satellite images.,43.0,26,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,521.0,521.0,https://pypi.org/project/sentinelsat,17320.0,18031.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,27658.0,,,,,3.0,262.0,,,,,,,,,,,,,
401,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-08-25 16:48:20.000000,2023-04-19 21:43:19,547.0,,169.0,35.0,85.0,76.0,122.0,884.0,A scikit-learn based module for multi-label et. al. classification.,28.0,26,True,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1397.0,1397.0,https://pypi.org/project/scikit-multilearn,50437.0,50437.0,,,,,,,,3.0,,,,,,,,,,,,,,
402,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2024-01-08 15:57:10.000000,2023-11-16 16:35:47,16528.0,16.0,355.0,44.0,1606.0,274.0,2952.0,829.0,An open-source application for biological image analysis.,143.0,26,True,2023-08-14 19:59:48,4.2.6,48.0,cellprofiler,,,,,20.0,20.0,https://pypi.org/project/cellprofiler,592.0,645.0,,,,,,,,3.0,6414.0,,,,,,,,,,,,,
403,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2023-12-18 23:34:49.000000,2023-12-18 23:34:48,832.0,16.0,117.0,29.0,85.0,29.0,75.0,576.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,19.0,26,True,2023-08-10 00:18:33,1.14.0,37.0,ml-metadata,,,,,371.0,371.0,https://pypi.org/project/ml-metadata,56070.0,56106.0,,,,,,,,3.0,2119.0,,,,,,,,,,,,,
404,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-01-09 16:09:37.000000,2024-01-09 14:17:28,559.0,10.0,150.0,31.0,173.0,5.0,97.0,543.0,Machine learning for multivariate data analysis through the Riemannian geometry of symmetric or Hermitian positive..,29.0,26,True,2023-06-20 08:57:52,0.5,6.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],299.0,299.0,https://pypi.org/project/pyriemann,16930.0,17185.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,4857.0,,,,,3.0,,,,,,,,,,,,,,
405,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-12-31 19:03:54.000000,2023-08-23 17:20:54,1241.0,,152.0,19.0,693.0,25.0,208.0,472.0,A package built to support working with spatial data using open source python.,44.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,276.0,276.0,https://pypi.org/project/earthpy,4128.0,5374.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,71076.0,,,,,3.0,,,,,,,,,,,,,,
406,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2023-12-14 15:28:51.000000,2023-12-06 19:28:46,1904.0,7.0,13099.0,3330.0,870.0,,84.0,62152.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",633.0,25,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
407,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2023-12-30 03:52:18.000000,2023-12-30 03:52:03,604.0,5.0,1610.0,323.0,79.0,201.0,353.0,8640.0,Python wrapper for TA-Lib (http://ta-lib.org/).,29.0,25,True,,,3.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,62259.0,71494.0,https://anaconda.org/conda-forge/ta-lib,2023-09-19 09:10:13.263,369431.0,,,,,3.0,,,,,,,,,,,,,,
408,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418000,2023-01-27 13:12:44,652.0,,978.0,146.0,93.0,74.0,305.0,6095.0,A Python scikit for building and analyzing recommender systems.,45.0,25,True,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,139727.0,148009.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,347854.0,,,,,3.0,,,,,,,,,,,,,,
409,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000000,2023-10-22 09:33:23,779.0,1.0,1146.0,213.0,91.0,182.0,120.0,5552.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,25,True,,,,pyAudioAnalysis,,,,,419.0,419.0,https://pypi.org/project/pyAudioAnalysis,8274.0,8274.0,,,,,,,,3.0,,,,,,,,,,,,,,
410,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,584.0,140.0,31.0,59.0,54.0,5494.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,,1467.0,1467.0,https://pypi.org/project/flashtext,1011657.0,1012089.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18183.0,,,,,3.0,,,,,,,,,,,,,,
411,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-12-19 09:38:24.000000,2023-04-28 16:55:30,521.0,,428.0,60.0,90.0,30.0,88.0,4824.0,Finding duplicate images made easy!.,15.0,25,True,2023-04-28 17:26:08,0.3.2,8.0,imagededup,,,,['tensorflow'],82.0,82.0,https://pypi.org/project/imagededup,10897.0,10897.0,,,,,,,,3.0,,,,,,,,,,,,,,
412,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-01-09 14:58:55.000000,2024-01-09 14:58:55,3402.0,122.0,583.0,93.0,3755.0,254.0,1259.0,4749.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,88.0,25,True,2024-01-03 11:39:27,1.33.0,73.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
413,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2023-06-16 19:25:40.006000,2022-08-23 22:54:23,1046.0,,951.0,239.0,214.0,45.0,200.0,4318.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,False,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,50.0,50.0,https://pypi.org/project/tensortrade,417.0,515.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3239.0,,,,,3.0,,,,,,,,,,,,,,
414,Towhee,towhee-io/towhee,others,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2023-12-05 02:50:26.000000,2023-12-04 04:34:26,1573.0,7.0,240.0,43.0,2014.0,3.0,645.0,2906.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,34.0,25,True,2023-12-05 02:33:36,1.1.3,16.0,towhee,,,,,,,https://pypi.org/project/towhee,2568.0,2672.0,,,,,,,,3.0,2615.0,,,,,,,,,,,,,
415,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,217.0,66.0,42.0,17.0,23.0,2657.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,,,5.0,knockknock,conda-forge/knockknock,,,,860.0,860.0,https://pypi.org/project/knockknock,87049.0,87327.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,14195.0,,,,,3.0,,,,,,,,,,,,,,
416,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2023-12-09 22:16:59.000000,2023-07-19 07:40:10,212.0,,131.0,30.0,199.0,16.0,73.0,2641.0,HiPlot makes understanding high dimensional data easy.,9.0,25,True,2021-11-04 14:24:43,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,366.0,366.0,https://pypi.org/project/hiplot,22202.0,25874.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,172612.0,,,,,3.0,,,,,,,,,,,,,,
417,torch-points3d,torch-points3d/torch-points3d,image,,https://github.com/torch-points3d/torch-points3d,https://github.com/torch-points3d/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000,2023-12-25 20:29:52.000000,2023-08-16 14:02:03,1820.0,,327.0,56.0,442.0,71.0,290.0,2345.0,Pytorch framework for doing deep learning on point clouds.,34.0,25,True,2021-04-30 08:59:56,1.3.0,11.0,torch-points3d,,,,['pytorch'],21.0,21.0,https://pypi.org/project/torch-points3d,573.0,573.0,,,,,,,,3.0,,,,,,,,,,,,,,
418,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,603.0,90.0,29.0,19.0,52.0,2302.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10,0.6.1,3.0,python_speech_features,,,,,489.0,489.0,https://pypi.org/project/python_speech_features,83743.0,83743.0,,,,,,,,3.0,,,,,,,,,,,,,,
419,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2023-12-20 18:18:16.000000,2023-07-11 07:11:36,210.0,,234.0,46.0,87.0,18.0,115.0,2065.0,A Python library that helps data scientists to infer causation rather than observing correlation.,35.0,25,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",105.0,105.0,https://pypi.org/project/causalnex,2046.0,2046.0,,,,,,,,3.0,,,mckinsey/causalnex,,,,,,,,,,,
420,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2023-12-14 21:45:46.000000,2023-12-14 21:45:38,856.0,10.0,420.0,62.0,319.0,80.0,92.0,1837.0,Library for training machine learning models with privacy for training data.,58.0,25,True,2023-10-10 20:00:05,0.8.12,17.0,tensorflow-privacy,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-privacy,14307.0,14309.0,,,,,,,,3.0,131.0,,,,,,,,,,,,,
421,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2023-08-06 22:24:12.000000,2022-02-12 02:32:06,1636.0,,158.0,61.0,66.0,65.0,129.0,1795.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,,354.0,354.0,https://pypi.org/project/hypertools,520.0,520.0,,,,,,,,3.0,30.0,,,,,,,,,,,,,
422,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-01-09 16:38:49.000000,2024-01-02 14:37:49,1658.0,176.0,118.0,29.0,122.0,16.0,20.0,1743.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,25,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,120.0,120.0,https://pypi.org/project/labml,2056.0,2056.0,,,,,,,,3.0,,,,,,,,,,,,,,
423,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,304.0,27.0,379.0,73.0,120.0,1551.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,25,True,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,,['paddle'],48.0,48.0,https://pypi.org/project/pgl,596.0,596.0,,,,,,,,2.0,,,,,,,,,,,,,,
424,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-12-11 14:44:53.000000,2023-12-11 14:44:44,4204.0,4.0,280.0,84.0,640.0,16.0,607.0,1234.0,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,25,True,2023-08-01 02:38:24,23.07,28.0,pysal,conda-forge/pysal,,,,,,https://pypi.org/project/pysal,16603.0,29190.0,https://anaconda.org/conda-forge/pysal,2023-10-04 23:43:19.864,528656.0,,,,,3.0,,,,,,,,,,,,,,
425,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2023-06-16 13:22:22.238000,2022-12-22 14:52:10,805.0,,143.0,35.0,214.0,107.0,152.0,1207.0,Real-time stream processing for python.,48.0,25,False,,,16.0,streamz,conda-forge/streamz,,,,439.0,439.0,https://pypi.org/project/streamz,18497.0,28413.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,753629.0,,,,,3.0,,,,,,,,,,,,,,
426,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-12-20 21:48:32.000000,2023-10-12 14:56:47,1107.0,2.0,232.0,37.0,68.0,52.0,205.0,1196.0,A toolbox to iNNvestigate neural networks predictions!.,20.0,25,True,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,,['tensorflow'],114.0,114.0,https://pypi.org/project/innvestigate,563.0,568.0,,,,,,,,3.0,89.0,,,,,,,,,,,,,
427,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,,2015-09-08 08:19:06.000,2023-11-28 23:16:10.000000,2023-09-10 06:51:22,1752.0,,188.0,42.0,257.0,50.0,212.0,1195.0,Python audio and music signal processing library.,20.0,25,True,2018-11-14 14:57:41,0.16.1,10.0,madmom,,,,,389.0,389.0,https://pypi.org/project/madmom,2201.0,2201.0,,,,,,,,3.0,,,,,,,,,,,,,,
428,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-11-24 11:08:54.000000,2023-11-24 11:08:47,208.0,2.0,81.0,34.0,109.0,7.0,18.0,1139.0,,21.0,25,False,2023-06-29 15:03:07,0.1.6,7.0,rlax,,,,['jax'],196.0,196.0,https://pypi.org/project/rlax,1022458.0,1022458.0,,,,,,,,3.0,,,google-deepmind/rlax,,,,,,,,,,,
429,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-24 07:58:55.401000,2023-11-09 17:20:43,139.0,2.0,106.0,21.0,103.0,32.0,73.0,1015.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,25,True,2021-02-01 10:18:48,1.2.0,10.0,submitit,conda-forge/submitit,,,,1999.0,1999.0,https://pypi.org/project/submitit,298591.0,299401.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,33234.0,,,,,3.0,,,,,,,,,,,,,,
