,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
344,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2025-04-22 14:56:48.733000,2025-04-08 09:59:16,875.0,6.0,76.0,25.0,428.0,108.0,242.0,613.0,"Simple, concise geographical visualization in Python.",33.0,28,True,2024-12-18 08:38:32,1.14.0,36.0,geoviews,conda-forge/geoviews,,,,1267.0,1267.0,https://pypi.org/project/geoviews,17768.0,23110.0,https://anaconda.org/conda-forge/geoviews,2025-04-22 14:56:48.733,293819.0,,,,,3.0,,,,,,,,,,,,
345,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2025-04-22 14:56:48.646000,2024-12-15 00:03:38,17327.0,,108.0,25.0,3632.0,522.0,3418.0,572.0,"Keep code, data, containers under control with git and git-annex.",57.0,28,True,2024-12-15 00:03:40,1.1.5,100.0,datalad,conda-forge/datalad,,,,515.0,515.0,https://pypi.org/project/datalad,20778.0,35381.0,https://anaconda.org/conda-forge/datalad,2025-04-22 14:56:48.646,847031.0,,,,,3.0,,,,,,,,,,,,
346,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2025-04-22 14:56:49.243000,2025-02-28 21:29:16,1874.0,9.0,796.0,127.0,295.0,477.0,343.0,7736.0,Uniform Manifold Approximation and Projection.,139.0,27,True,2025-02-28 21:30:46,release-0.5.8,31.0,umap-learn,conda-forge/umap-learn,,,,1.0,1.0,https://pypi.org/project/umap-learn,1575935.0,1626929.0,https://anaconda.org/conda-forge/umap-learn,2025-04-22 14:56:49.243,2957667.0,,,,,3.0,,,,,,,,,,,,
347,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,277.0,,874.0,266.0,98.0,78.0,81.0,7369.0,Visualizations for machine learning datasets.,31.0,27,False,2019-07-01 16:35:20,1.0.0,4.0,facets-overview,,,,['jupyter'],303.0,303.0,https://pypi.org/project/facets-overview,45649.0,45649.0,,,,,,,,3.0,,,,,,,,,,,,
348,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2023-09-17 12:33:41.000000,2019-11-11 22:14:54,308.0,,1301.0,198.0,158.0,14.0,227.0,5549.0,Deep Reinforcement Learning for Keras.,41.0,27,False,2018-05-01 14:27:32,0.4.2,8.0,keras-rl,,,,['tensorflow'],821.0,821.0,https://pypi.org/project/keras-rl,792.0,792.0,,,,,,,,2.0,,,,,,,,,,,,
349,causalml,uber/causalml,interpretability,,https://github.com/uber/causalml,https://github.com/uber/causalml,,2019-07-09 02:08:58.000,2025-03-23 21:36:57.000000,2025-03-23 21:36:57,639.0,9.0,797.0,84.0,366.0,42.0,367.0,5361.0,Uplift modeling and causal inference with machine learning algorithms.,65.0,27,True,2025-02-20 18:36:55,0.15.3,16.0,causalml,,,,,269.0,269.0,https://pypi.org/project/causalml,42989.0,42989.0,,,,,,,,2.0,,,,,,,,,,,,
350,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2025-04-22 14:57:50.621000,2024-06-09 21:29:43,1062.0,,1017.0,249.0,218.0,45.0,204.0,4964.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,27,True,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,69.0,69.0,https://pypi.org/project/tensortrade,1864.0,1963.0,https://anaconda.org/conda-forge/tensortrade,2025-04-22 14:57:50.621,4757.0,,,,,3.0,,,,,,,,,,,,
351,facenet-pytorch,timesler/facenet-pytorch,pytorch-utils,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2024-08-02 08:16:49.000000,2024-08-02 08:16:49,252.0,,901.0,52.0,57.0,77.0,109.0,4821.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,18.0,27,True,2023-04-07 19:27:35,2.5.3,7.0,facenet-pytorch,,,,['pytorch'],3309.0,3309.0,https://pypi.org/project/facenet-pytorch,127236.0,153652.0,,,,,,,,2.0,1717085.0,,,,,,,,,,,
352,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2025-04-23 09:35:15.000000,2025-04-23 09:28:53,953.0,21.0,489.0,42.0,1055.0,26.0,378.0,4586.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",63.0,27,True,2025-01-30 09:25:43,0.11.0,18.0,python-doctr,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/python-doctr,103730.0,208760.0,,,,,,,,3.0,5251531.0,,,,,,,,,,,
353,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2024-11-27 09:38:10.000000,2024-11-27 09:38:09,1139.0,,751.0,58.0,1015.0,159.0,743.0,4509.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",86.0,27,True,2023-07-04 07:11:53,1.0.1,20.0,mmocr,,,,['pytorch'],219.0,219.0,https://pypi.org/project/mmocr,4822.0,4822.0,,,,,,,,3.0,,,,,,,,,,,,
354,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2025-03-05 10:40:45.000000,2025-03-05 10:40:45,1498.0,2.0,266.0,22.0,1761.0,247.0,733.0,3781.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,54.0,27,True,2024-12-15 15:25:39,0.19.1,62.0,deepchecks,,,,,507.0,507.0,https://pypi.org/project/deepchecks,35330.0,35364.0,,,,,,,,2.0,1430.0,,,,,,,,,,,
355,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2025-03-25 16:28:44.170000,2025-02-24 07:16:40,4388.0,26.0,656.0,42.0,1028.0,305.0,718.0,3717.0,"A unified, comprehensive and efficient recommendation library.",79.0,27,True,2025-02-23 15:44:33,1.2.1,11.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,57506.0,57657.0,https://anaconda.org/aibox/recbole,2025-03-25 16:28:44.170,8025.0,,,,,2.0,,,,,,,,,,,,
356,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2025-04-22 14:56:47.205000,2020-04-27 18:40:41,522.0,,1082.0,167.0,215.0,45.0,146.0,3658.0,Performance analysis of predictive (alpha) stock factors.,26.0,27,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,735.0,735.0,https://pypi.org/project/alphalens,1183.0,1460.0,https://anaconda.org/conda-forge/alphalens,2025-04-22 14:56:47.205,23841.0,,,,,3.0,,,,,,,,,,,,
357,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2025-04-22 14:57:40.447000,2025-04-18 16:36:55,1208.0,1.0,463.0,82.0,56.0,64.0,205.0,3657.0,A library of reinforcement learning components and agents.,87.0,27,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],236.0,236.0,https://pypi.org/project/dm-acme,3417.0,3646.0,https://anaconda.org/conda-forge/dm-acme,2025-04-22 14:57:40.447,12183.0,,,,,2.0,,,,,,google-deepmind/acme,,,,,,
358,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2025-03-15 17:36:37.000000,2024-06-22 17:36:10,1146.0,,255.0,64.0,123.0,7.0,296.0,3506.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,27,True,2024-06-22 18:41:04,idgear-0.3.3,22.0,vidgear,,,,,716.0,716.0,https://pypi.org/project/vidgear,20020.0,20050.0,,,,,,,,3.0,2254.0,,,,,,,,,,,
359,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2025-04-22 14:57:46.014000,2023-11-29 13:26:08,135.0,,280.0,53.0,23.0,44.0,97.0,3008.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,27,False,2023-11-29 13:30:45,2.3.1,13.0,sweetviz,conda-forge/sweetviz,,,,3017.0,3017.0,https://pypi.org/project/sweetviz,76604.0,77435.0,https://anaconda.org/conda-forge/sweetviz,2025-04-22 14:57:46.014,41577.0,,,,,3.0,,,,,,,,,,,,
360,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2024-04-10 12:25:23.000000,2021-10-29 06:15:49,2535.0,,429.0,61.0,933.0,298.0,747.0,2999.0,StellarGraph - Machine Learning on Graphs.,40.0,27,False,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,,['tensorflow'],302.0,302.0,https://pypi.org/project/stellargraph,4648.0,4648.0,,,,,,,,2.0,,,,,,,,,,,,
361,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2025-03-28 14:14:14.000000,2025-03-24 03:23:49,2015.0,64.0,385.0,37.0,101.0,36.0,158.0,2786.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,37.0,27,True,2025-03-28 14:16:54,0.56.0,44.0,torch-geometric-temporal,,,,['pytorch'],,,https://pypi.org/project/torch-geometric-temporal,5604.0,5604.0,,,,,,,,2.0,,,,,,,,,,,,
362,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2024-05-17 16:33:06.000000,2023-12-03 09:09:14,2415.0,,261.0,27.0,1132.0,78.0,224.0,2666.0,Database system for AI-powered apps.,72.0,27,False,2023-11-19 16:35:30,0.3.9,36.0,evadb,,,,['pytorch'],153.0,153.0,https://pypi.org/project/evadb,2121.0,14874.0,,,,,,,,3.0,420856.0,,,,,georgia-tech-db/evadb,,,,,,
363,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2025-04-22 14:57:36.856000,2024-12-10 03:08:33,438.0,,845.0,90.0,293.0,149.0,104.0,2567.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,27,True,2024-04-08 20:02:55,0.6.1,12.0,aif360,conda-forge/aif360,,,,649.0,649.0,https://pypi.org/project/aif360,33750.0,34151.0,https://anaconda.org/conda-forge/aif360,2025-04-22 14:57:36.856,22101.0,,,,,2.0,,,,,,,,,,,,
364,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000000,2024-01-21 16:46:47,1134.0,,329.0,42.0,57.0,71.0,210.0,2377.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,27,False,2023-06-01 22:20:25,1.3,4.0,spektral,,,,['tensorflow'],399.0,399.0,https://pypi.org/project/spektral,13250.0,13250.0,,,,,,,,2.0,,,,,,,,,,,,
365,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,,2019-10-07 13:29:13.000,2025-04-21 09:17:31.000000,2025-03-05 13:25:02,742.0,3.0,229.0,39.0,571.0,124.0,235.0,2348.0,"Algorithms for outlier, adversarial and drift detection.",27.0,27,True,2024-04-17 16:05:27,0.12.0,35.0,alibi-detect,,,,,558.0,558.0,https://pypi.org/project/alibi-detect,74211.0,74211.0,,,,,,,,3.0,,,,,,,,,,,,
366,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2025-04-20 12:57:19.000000,2025-04-19 14:44:41,594.0,11.0,174.0,55.0,482.0,64.0,106.0,2167.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,34.0,27,True,2025-04-20 10:27:23,1.11.11,26.0,hivemind,,,,,126.0,126.0,https://pypi.org/project/hivemind,4322.0,4322.0,,,,,,,,3.0,,2.0,,,,,,,,,,
367,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2025-04-24 16:18:31.000000,2025-04-24 16:13:58,1655.0,3.0,159.0,59.0,69.0,67.0,130.0,1843.0,A Python toolbox for gaining geometric insights into high-dimensional data.,23.0,27,True,2025-04-24 16:18:31,0.8.1,22.0,hypertools,,,,,504.0,504.0,https://pypi.org/project/hypertools,704.0,704.0,,,,,,,,3.0,71.0,2.0,,,,,,,,,,
368,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,,2015-06-26 18:38:23.000,2025-03-12 00:53:48.000000,2025-03-12 00:49:02,1870.0,15.0,393.0,48.0,140.0,30.0,435.0,1817.0,Reinforcement Learning environments based on the 1993 game Doom.,55.0,27,True,2024-08-20 10:37:29,1.2.4,30.0,vizdoom,,,,,316.0,316.0,https://pypi.org/project/vizdoom,6044.0,6156.0,,,,,,,,2.0,12211.0,,,,,Farama-Foundation/ViZDoom,,,,,,
369,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2025-04-22 14:57:28.627000,2023-08-12 06:34:27,161.0,,291.0,51.0,89.0,23.0,191.0,1675.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,27,False,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],704.0,704.0,https://pypi.org/project/gplearn,16257.0,16420.0,https://anaconda.org/conda-forge/gplearn,2025-04-22 14:57:28.627,9493.0,,,,,3.0,,,,,,,,,,,,
370,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2025-04-22 14:56:58.501000,2024-10-24 16:30:49,696.0,,166.0,21.0,129.0,11.0,131.0,1520.0,"Extensible, parallel implementations of t-SNE.",13.0,27,True,2024-08-13 11:02:28,1.0.2,22.0,opentsne,conda-forge/opentsne,,,,1039.0,1039.0,https://pypi.org/project/opentsne,43350.0,50935.0,https://anaconda.org/conda-forge/opentsne,2025-04-22 14:56:58.501,424788.0,,,,,3.0,,,,,,,,,,,,
371,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2025-04-22 16:34:14.000000,2025-04-04 12:26:14,3091.0,7.0,124.0,35.0,395.0,16.0,192.0,1475.0,Multi-class confusion matrix library in Python.,18.0,27,True,2025-04-04 14:07:34,4.3,46.0,pycm,,,,,390.0,390.0,https://pypi.org/project/pycm,37666.0,37666.0,,,,,,,,3.0,,,,,,,,,,,,
372,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2025-04-11 14:13:23.000000,2023-10-12 14:56:47,1107.0,,230.0,33.0,69.0,54.0,206.0,1295.0,A toolbox to iNNvestigate neural networks predictions!.,22.0,27,False,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,,['tensorflow'],147.0,147.0,https://pypi.org/project/innvestigate,1229.0,1234.0,,,,,,,,2.0,180.0,,,,,,,,,,,
373,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2025-02-06 20:19:28.000000,2024-07-09 16:09:26,3066.0,,261.0,32.0,38.0,1.0,500.0,1256.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,17.0,27,True,2024-06-19 01:14:13,0.41.4,100.0,ktrain,,,,['tensorflow'],572.0,572.0,https://pypi.org/project/ktrain,7957.0,7957.0,,,,,,,,3.0,,,,,,,,,,,,
374,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2025-04-23 17:16:07.000000,2025-04-23 17:16:06,2715.0,52.0,99.0,21.0,1350.0,88.0,265.0,1202.0,"MetricFlow allows you to define, build, and maintain metrics in code.",47.0,27,True,2025-04-01 21:44:13,0.207.3,19.0,metricflow,,,,,32.0,32.0,https://pypi.org/project/metricflow,36831.0,36831.0,,,,,,,,3.0,,,,,,dbt-labs/metricflow,,,,,,
375,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2025-04-22 14:58:08.733000,2025-04-07 11:52:39,803.0,7.0,72.0,16.0,139.0,56.0,125.0,1105.0,Visualize large time series data with plotly.py.,14.0,27,True,2024-03-27 07:58:10,0.10.0,22.0,plotly-resampler,conda-forge/plotly-resampler,,,,1887.0,1887.0,https://pypi.org/project/plotly-resampler,478044.0,480742.0,https://anaconda.org/conda-forge/plotly-resampler,2025-04-22 14:58:08.733,105223.0,,,,,3.0,,,,,,,,,,,,
376,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2025-04-22 14:57:37.199000,2024-02-29 13:41:11,1144.0,,227.0,61.0,249.0,3.0,367.0,997.0,Search and download Copernicus Sentinel satellite images.,44.0,27,False,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,653.0,653.0,https://pypi.org/project/sentinelsat,20566.0,21259.0,https://anaconda.org/conda-forge/sentinelsat,2025-04-22 14:57:37.199,37263.0,,,,,3.0,331.0,,,,,,,,,,,
377,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,176.0,31.0,87.0,77.0,123.0,932.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,False,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],2059.0,2059.0,https://pypi.org/project/scikit-multilearn,80908.0,80908.0,,,,,,,,2.0,,,,,,,,,,,,
378,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2025-04-22 14:57:06.248000,2024-11-10 14:49:37,681.0,,107.0,13.0,100.0,73.0,67.0,919.0,A Python nearest neighbor descent for approximate nearest neighbors.,30.0,27,True,2024-06-17 15:10:18,release-0.5.13,25.0,pynndescent,conda-forge/pynndescent,,,,11080.0,11080.0,https://pypi.org/project/pynndescent,1625778.0,1665790.0,https://anaconda.org/conda-forge/pynndescent,2025-04-22 14:57:06.248,2280699.0,,,,,3.0,,,,,,,,,,,,
379,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2025-04-24 05:22:17.000000,2025-04-23 20:54:45,3313.0,84.0,123.0,14.0,355.0,5.0,199.0,848.0,Python bindings for MPI.,27.0,27,True,2025-02-13 16:17:03,4.0.3,17.0,mpi4py,conda-forge/mpi4py,,,,,,https://pypi.org/project/mpi4py,417474.0,487360.0,https://anaconda.org/conda-forge/mpi4py,2025-04-22 14:56:27.436,3743189.0,,,,,3.0,32429.0,,,,,,,,,,,
380,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2025-04-21 19:34:50.000000,2025-04-10 21:34:27,1700.0,10.0,285.0,40.0,1480.0,283.0,372.0,724.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",115.0,27,True,2024-07-01 23:45:56,0.37.1,45.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,766376.0,766376.0,,,,,,,,2.0,,,,,,,,,,,,
381,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2025-04-22 14:58:19.121000,2025-04-17 11:29:01,657.0,16.0,167.0,29.0,251.0,2.0,106.0,676.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,37.0,27,True,2025-02-12 12:43:47,0.8,9.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],453.0,453.0,https://pypi.org/project/pyriemann,52975.0,53327.0,https://anaconda.org/conda-forge/pyriemann,2025-04-22 14:58:19.121,11996.0,,,,,3.0,,,,,,,,,,,,
382,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2025-04-03 18:16:33.000000,2025-04-03 17:38:00,909.0,8.0,141.0,27.0,102.0,38.0,76.0,643.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,23.0,27,True,2025-04-03 18:16:33,1.17.0,40.0,ml-metadata,,,,,686.0,686.0,https://pypi.org/project/ml-metadata,94209.0,94249.0,,,,,,,,3.0,2991.0,,,,,,,,,,,
383,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2025-04-22 14:57:03.644000,2023-08-23 17:20:54,1241.0,,156.0,17.0,717.0,27.0,208.0,515.0,A package built to support working with spatial data using open source python.,44.0,27,False,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,422.0,422.0,https://pypi.org/project/earthpy,14264.0,15526.0,https://anaconda.org/conda-forge/earthpy,2025-04-22 14:57:03.644,90875.0,,,,,3.0,12.0,,,,,,,,,,,
384,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2025-04-22 14:57:37.742000,2025-04-16 10:38:56,558.0,13.0,39.0,4.0,18.0,5.0,67.0,365.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,16.0,27,True,2025-03-29 10:06:44,0.11.4,16.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],1077.0,1077.0,https://pypi.org/project/scikit-posthocs,88290.0,107247.0,https://anaconda.org/conda-forge/scikit-posthocs,2025-04-22 14:57:37.742,1023688.0,,,,,3.0,66.0,,,,,,,,,,,
385,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-09-17 14:13:04.000,2025-04-22 14:56:33.006000,2024-07-03 17:02:18,237.0,,60.0,14.0,207.0,13.0,187.0,351.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,27,True,,,13.0,pystan,conda-forge/pystan,,,,10397.0,10397.0,https://pypi.org/project/pystan,864636.0,918270.0,https://anaconda.org/conda-forge/pystan,2025-04-22 14:56:33.006,3003535.0,,,,,3.0,,,,,,,,,,,,
386,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2025-04-12 20:31:11.000000,2025-04-12 20:31:11,1998.0,16.0,13673.0,3329.0,925.0,,91.0,67749.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",669.0,26,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,
387,Retrieval-based-Voice-Conversion-WebUI,RVC-Project/Retrieval-based-Voice-Conversion-WebUI,audio,,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,MIT,2023-03-27 09:59:10.000,2024-11-24 15:09:44.000000,2024-11-24 15:09:44,882.0,,3591.0,192.0,697.0,550.0,1284.0,28913.0,Easily train a good VC model with voice data = 10 mins!.,119.0,26,True,2024-06-05 06:45:23,2.2.231006,7.0,,,,,,,,,,6436.0,,,,,,,,3.0,64363.0,,,,,,,,,,,
388,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2025-04-22 14:58:08.339000,2025-03-04 14:59:10,239.0,34.0,541.0,78.0,40.0,51.0,34.0,11618.0,Draw pretty maps from OpenStreetMap data! Built with osmnx +matplotlib + shapely.,19.0,26,True,2025-03-03 21:32:20,1.4.2,10.0,prettymaps,conda-forge/prettymaps,,,,70.0,70.0,https://pypi.org/project/prettymaps,1404.0,1537.0,https://anaconda.org/conda-forge/prettymaps,2025-04-22 14:58:08.339,5192.0,,,,,3.0,,,,,,,,,,,,
389,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2025-04-22 14:57:36.948000,2025-04-21 17:12:56,691.0,16.0,1822.0,337.0,89.0,167.0,457.0,10557.0,Python wrapper for TA-Lib (http://ta-lib.org/).,33.0,26,True,,,6.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,133767.0,145821.0,https://anaconda.org/conda-forge/ta-lib,2025-04-22 14:57:36.948,663014.0,,,,,3.0,,,,,,,,,,,,
