,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url
346,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2024-01-10 22:28:30.000000,2023-09-10 15:15:16,1059.0,,230.0,62.0,112.0,5.0,266.0,3095.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,27,True,2023-09-10 15:53:16,idgear-0.3.2,21.0,vidgear,,,,,498.0,498.0,https://pypi.org/project/vidgear,59254.0,59270.0,,,,,,,,3.0,,966.0,,,,,,,,,,
347,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-09-14 20:07:18.000000,2021-10-29 06:15:49,2535.0,,411.0,64.0,932.0,293.0,745.0,2840.0,StellarGraph - Machine Learning on Graphs.,37.0,27,False,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,,['tensorflow'],248.0,248.0,https://pypi.org/project/stellargraph,4768.0,4768.0,,,,,,,,2.0,,,,,,,,,,,,
348,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2023-12-04 12:10:57.449000,2023-11-29 13:26:08,135.0,8.0,262.0,52.0,19.0,34.0,97.0,2765.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,27,True,2023-11-29 13:30:45,2.3.1,13.0,sweetviz,conda-forge/sweetviz,,,,1957.0,1957.0,https://pypi.org/project/sweetviz,58583.0,59355.0,https://anaconda.org/conda-forge/sweetviz,2023-12-04 12:10:57.449,27025.0,,,,,3.0,,,,,,,,,,,,
349,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2024-01-22 06:44:51.000000,2024-01-22 06:44:48,3512.0,50.0,330.0,154.0,1166.0,20.0,60.0,2671.0,Neural Network Libraries.,73.0,27,True,2023-12-07 00:57:13,1.38.0,73.0,nnabla,,,,,,,https://pypi.org/project/nnabla,2627.0,2638.0,,,,,,,,3.0,,907.0,,,,,,,,,,
350,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2024-01-22 22:53:21.000000,2024-01-22 22:53:18,1699.0,2.0,410.0,45.0,351.0,22.0,345.0,2599.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",33.0,27,True,2022-04-02 15:26:25,3.3.3,58.0,foolbox,conda-forge/foolbox,,,,551.0,551.0,https://pypi.org/project/foolbox,1309.0,1608.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,12593.0,,,,,3.0,,,,,,,,,,,,
351,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000000,2024-01-21 16:46:47,1134.0,3.0,332.0,44.0,57.0,65.0,202.0,2316.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,27,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,,['tensorflow'],260.0,260.0,https://pypi.org/project/spektral,6718.0,6718.0,,,,,,,,2.0,,,,,,,,,,,,
352,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-01-11 19:35:27.000000,2023-11-21 19:33:43,419.0,3.0,784.0,93.0,267.0,145.0,95.0,2239.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",70.0,27,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,357.0,357.0,https://pypi.org/project/aif360,8317.0,8513.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7860.0,,,,,2.0,,,,,,,,,,,,
353,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,246.0,91.0,124.0,31.0,230.0,2152.0,"NLP, before and after spaCy.",35.0,27,True,2023-04-02 22:46:00,0.13.0,29.0,textacy,conda-forge/textacy,,,,1649.0,1649.0,https://pypi.org/project/textacy,33038.0,34756.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,137492.0,,,,,3.0,,,,,,,,,,,,
354,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,,2021-04-26 00:15:19.000,2024-01-25 16:26:11.000000,2024-01-25 11:59:37,1092.0,29.0,242.0,30.0,416.0,91.0,310.0,2121.0,Scalable and user friendly neural forecasting algorithms.,35.0,27,True,2023-10-05 19:39:43,1.6.4,15.0,neuralforecast,conda-forge/neuralforecast,,,,100.0,100.0,https://pypi.org/project/neuralforecast,10603.0,11178.0,https://anaconda.org/conda-forge/neuralforecast,2023-10-06 19:47:12.240,12654.0,,,,,3.0,,,,,,,,,,,,
355,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-12-06 14:39:14.000000,2023-08-22 16:20:29,468.0,,312.0,63.0,151.0,8.0,91.0,2078.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,27,True,2023-08-07 19:46:52,3.2.5,21.0,pytextrank,,,,,563.0,563.0,https://pypi.org/project/pytextrank,39685.0,39685.0,,,,,,,,3.0,,,,,,,,,,,,
356,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000000,2023-10-08 14:28:43,1157.0,,207.0,36.0,1081.0,25.0,496.0,1725.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,True,2023-06-30 13:17:42,0.8.2,26.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],261.0,261.0,https://pypi.org/project/lightning-flash,1548.0,2134.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,16996.0,,,,,2.0,,,Lightning-Universe/lightning-flash,,,,,,,,,
357,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-01-12 00:07:56.129000,2024-01-11 02:27:09,192.0,22.0,189.0,32.0,19.0,1.0,83.0,1562.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",15.0,27,True,,,41.0,autoviz,conda-forge/autoviz,,,,603.0,603.0,https://pypi.org/project/autoviz,239714.0,241299.0,https://anaconda.org/conda-forge/autoviz,2024-01-12 00:07:56.129,45975.0,,,,,3.0,,,,,,,,,,,,
358,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2024-01-04 20:19:39.000000,2024-01-04 20:19:39,950.0,4.0,559.0,107.0,283.0,13.0,300.0,1475.0,Execute Python code on the fly and display results in Tableau visualizations:.,50.0,27,True,2023-06-28 20:49:21,2.9.0,20.0,tabpy,anaconda/tabpy-client,,,,146.0,146.0,https://pypi.org/project/tabpy,14712.0,14767.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4460.0,,,,,3.0,,,,,,,,,,,,
359,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-10-09 07:21:10.000000,2023-09-29 00:13:39,295.0,,222.0,48.0,184.0,43.0,120.0,1357.0,Metric learning algorithms in Python.,22.0,27,True,2023-09-29 00:16:16,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],344.0,344.0,https://pypi.org/project/metric-learn,14206.0,14469.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,11063.0,,,,,2.0,,,,,,,,,,,,
360,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2024-01-19 09:16:46.000000,2024-01-19 09:16:46,562.0,42.0,394.0,31.0,48.0,11.0,121.0,1339.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,28.0,27,True,2023-03-02 15:10:38,2.3.1,3.0,minisom,,,,,519.0,519.0,https://pypi.org/project/minisom,21391.0,21391.0,,,,,,,,3.0,,,,,,,,,,,,
361,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-11-29 23:41:32.898000,2023-11-29 13:48:39,684.0,4.0,149.0,24.0,124.0,2.0,128.0,1324.0,"Extensible, parallel implementations of t-SNE.",11.0,27,True,2023-11-29 14:50:50,1.0.1,21.0,opentsne,conda-forge/opentsne,,,,718.0,718.0,https://pypi.org/project/opentsne,27525.0,33212.0,https://anaconda.org/conda-forge/opentsne,2023-11-29 23:41:32.898,233167.0,,,,,3.0,,,,,,,,,,,,
362,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-01-24 21:21:47.000000,2024-01-24 21:21:46,1402.0,35.0,252.0,74.0,104.0,22.0,53.0,1226.0,Model analysis tools for TensorFlow.,57.0,27,True,2023-08-14 20:20:00,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",2.0,2.0,https://pypi.org/project/tensorflow-model-analysis,69879.0,69879.0,,,,,,,,2.0,,,,,,,,,,,,
363,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2024-01-25 12:05:36.000000,2024-01-24 20:34:05,1046.0,33.0,198.0,24.0,127.0,22.0,186.0,1027.0,Survival analysis built on top of scikit-learn.,18.0,27,True,2023-12-30 23:01:21,0.22.2,27.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],417.0,417.0,https://pypi.org/project/scikit-survival,40854.0,43603.0,https://anaconda.org/conda-forge/scikit-survival,2023-12-31 00:55:10.043,71495.0,,,,,2.0,,,,,,,,,,,,
364,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-01-23 22:33:31.000000,2024-01-23 22:31:42,797.0,12.0,111.0,30.0,400.0,65.0,308.0,976.0,BAyesian Model-Building Interface (Bambi) in Python.,36.0,27,True,2023-10-25 02:04:11,0.13.0,23.0,bambi,conda-forge/bambi,,,,103.0,103.0,https://pypi.org/project/bambi,15484.0,16255.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,28552.0,,,,,3.0,,,,,,,,,,,,
365,pyvis,WestHealth/pyvis,data-viz,,https://github.com/WestHealth/pyvis,https://github.com/WestHealth/pyvis,BSD-3-Clause,2018-05-10 00:42:44.000,2023-12-03 04:48:16.000000,2023-02-10 23:24:53,213.0,,145.0,18.0,64.0,123.0,84.0,859.0,Python package for creating and visualizing interactive network graphs.,32.0,27,True,2022-11-11 19:38:24,0.3.1,3.0,pyvis,,,,,4043.0,4043.0,https://pypi.org/project/pyvis,382545.0,382550.0,,,,,,,,3.0,,119.0,,,,,,,,,,
366,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2024-01-25 13:27:43.000000,2023-12-31 13:58:59,2670.0,190.0,96.0,10.0,510.0,20.0,91.0,792.0,Time series forecasting with scikit-learn models.,9.0,27,True,2023-11-16 21:42:02,0.11.0,25.0,skforecast,,,,['sklearn'],234.0,234.0,https://pypi.org/project/skforecast,48914.0,48914.0,,,,,,,,3.0,,,,,,,,,,,,
367,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2024-01-25 15:07:20.000000,2024-01-24 09:09:59,1856.0,67.0,54.0,18.0,1394.0,18.0,203.0,448.0,The MLOps stack component for experiment tracking.,54.0,27,True,2023-12-04 10:58:22,1.8.6,120.0,neptune-client,conda-forge/neptune-client,,,,,,https://pypi.org/project/neptune-client,562631.0,567800.0,https://anaconda.org/conda-forge/neptune-client,2023-12-04 13:15:00.892,227476.0,,,,,3.0,,,,,,,,,,,,
368,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-01-05 22:49:00.000000,2024-01-05 22:49:00,224.0,5.0,55.0,13.0,201.0,12.0,186.0,300.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,27,True,,,12.0,pystan,conda-forge/pystan,,,,9592.0,9592.0,https://pypi.org/project/pystan,1612257.0,1646256.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2787984.0,,,,,3.0,,,,,,,,,,,,
369,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2024-01-25 04:54:27.000000,2024-01-25 03:54:26,1914.0,17.0,13130.0,3325.0,875.0,,85.0,62401.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",638.0,26,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,
370,awesome-datascience,academic/awesome-datascience,data-science,,https://github.com/academic/awesome-datascience,https://github.com/academic/awesome-datascience,MIT,2014-07-05 07:07:43.000,2023-12-29 10:18:21.000000,2023-12-29 10:18:21,1048.0,18.0,5101.0,1401.0,366.0,,48.0,22474.0,An awesome Data Science repository to learn and apply for real world problems.,239.0,26,True,2023-10-31 06:59:31,2023.10.31,7.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
371,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-11-27 11:39:00.000000,2023-11-27 11:38:59,333.0,8.0,1335.0,434.0,50.0,77.0,87.0,10299.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,23148.0,23148.0,,,,,,,,3.0,,,,,,,,,,,,
372,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000000,2023-10-22 09:33:23,779.0,,1147.0,213.0,91.0,182.0,120.0,5569.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,26,True,,,,pyAudioAnalysis,,,,,426.0,426.0,https://pypi.org/project/pyAudioAnalysis,9131.0,9131.0,,,,,,,,3.0,,,,,,,,,,,,
373,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2024-01-17 17:08:15.000000,2023-11-13 13:19:08,1235.0,7.0,561.0,59.0,79.0,70.0,558.0,4329.0,Time series Timeseries Deep Learning Machine Learning Pytorch fastai | State-of-the-art Deep Learning library for Time..,24.0,26,True,2023-11-13 13:22:27,0.3.8,13.0,tsai,conda-forge/tsai,,,,,,https://pypi.org/project/tsai,12380.0,12380.0,https://anaconda.org/conda-forge/tsai,,,,,,,3.0,,,,,,,,,,,,
374,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-01-10 22:04:02.000000,2023-10-05 16:17:35,6152.0,,513.0,153.0,1903.0,300.0,1327.0,4329.0,ArrayFire: a general purpose GPU library.,88.0,26,True,2023-08-29 19:49:26,3.9.0,34.0,arrayfire,,,,,,,https://pypi.org/project/arrayfire,769.0,819.0,,,,,,,,3.0,,5239.0,,,,,,,,,,
375,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-01-16 11:28:25.000000,2022-08-23 22:54:23,1046.0,,954.0,239.0,215.0,45.0,200.0,4322.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,False,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,51.0,51.0,https://pypi.org/project/tensortrade,490.0,588.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3255.0,,,,,3.0,,,,,,,,,,,,
376,facenet-pytorch,timesler/facenet-pytorch,pytorch-utils,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-11-02 03:20:32.000000,2023-11-02 03:20:28,249.0,1.0,809.0,51.0,50.0,62.0,106.0,3960.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,26,True,2023-04-07 19:27:35,2.5.3,7.0,facenet-pytorch,,,,['pytorch'],1504.0,1504.0,https://pypi.org/project/facenet-pytorch,40826.0,56069.0,,,,,,,,2.0,,762172.0,,,,,,,,,,
377,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-10-28 04:01:29.000000,2023-09-01 03:04:11,1137.0,,703.0,62.0,1011.0,128.0,737.0,3904.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",85.0,26,True,2023-07-04 07:11:53,1.0.1,20.0,mmocr,,,,['pytorch'],111.0,111.0,https://pypi.org/project/mmocr,4248.0,4248.0,,,,,,,,3.0,,,,,,,,,,,,
378,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,922.0,283.0,226.0,11.0,356.0,3861.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,570690.0,571115.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20841.0,,,,,3.0,,,,,,,,,,,,
379,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2024-01-10 12:41:25.000000,2023-10-12 08:57:51,209.0,,305.0,85.0,93.0,43.0,32.0,3439.0,Python library that makes it easy for data scientists to create charts.,25.0,26,True,2023-10-12 09:01:22,4.0.5,25.0,chartify,conda-forge/chartify,,,,73.0,73.0,https://pypi.org/project/chartify,4060.0,4534.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,29396.0,,,,,3.0,,,,,,,,,,,,
380,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2024-01-24 09:19:59.000000,2023-12-04 20:15:52,1724.0,40.0,538.0,40.0,781.0,430.0,282.0,3439.0,Time series forecasting with PyTorch.,43.0,26,True,2023-04-10 19:56:20,1.0.0,31.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,,,https://pypi.org/project/pytorch-forecasting,47445.0,48784.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,53576.0,,,,,3.0,,,,,,,,,,,,
381,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-01-22 21:44:21.000000,2023-11-08 16:40:21,1347.0,5.0,335.0,71.0,1251.0,40.0,81.0,3274.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,34.0,26,True,2023-11-08 16:41:56,1.0.2,9.0,lit-nlp,conda-forge/lit-nlp,,,,27.0,27.0,https://pypi.org/project/lit-nlp,2298.0,3965.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,66694.0,,,,,2.0,,,,,,,,,,,,
382,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-01-21 12:42:30.000000,2023-11-25 05:36:27,4323.0,29.0,557.0,41.0,995.0,202.0,674.0,3043.0,"A unified, comprehensive and efficient recommendation library.",70.0,26,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,1701.0,1817.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4414.0,,,,,3.0,,,,,,,,,,,,
383,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,998.0,167.0,214.0,42.0,146.0,2961.0,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,671.0,671.0,https://pypi.org/project/alphalens,2096.0,2381.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,20253.0,,,,,3.0,,,,,,,,,,,,
384,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,214.0,48.0,481.0,33.0,70.0,2677.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,26,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,199.0,199.0,https://pypi.org/project/m2cgen,15660.0,15661.0,,,,,,,,3.0,,62.0,,,,,,,,,,
385,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-11-17 18:46:16.000000,2022-09-28 17:12:28,249.0,,276.0,30.0,316.0,74.0,37.0,2451.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,False,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],791.0,791.0,https://pypi.org/project/lazypredict,16345.0,16439.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2733.0,,,,,3.0,,,,,,,,,,,,
386,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,,2019-02-26 10:10:56.000,2024-01-23 00:42:06.000000,2024-01-22 16:33:06,651.0,5.0,241.0,47.0,637.0,136.0,224.0,2258.0,Algorithms for explaining machine learning models.,19.0,26,True,2024-01-22 16:23:03,0.9.5,32.0,alibi,,,,,553.0,553.0,https://pypi.org/project/alibi,21349.0,21349.0,,,,,,,,2.0,,,,,,,,,,,,
387,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-12-11 14:10:11.000000,2023-12-11 01:57:13,644.0,9.0,227.0,66.0,31.0,56.0,92.0,2175.0,Fast and Easy Infinite Neural Networks in Python.,29.0,26,True,2023-12-11 14:10:12,0.6.5,17.0,neural-tangents,,,,,91.0,91.0,https://pypi.org/project/neural-tangents,1564.0,1572.0,,,,,,,,3.0,,355.0,,,,,,,,,,
388,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,,2019-10-07 13:29:13.000,2024-01-22 16:31:59.000000,2024-01-22 16:31:53,715.0,4.0,204.0,34.0,525.0,118.0,234.0,2010.0,"Algorithms for outlier, adversarial and drift detection.",20.0,26,True,2024-01-22 16:25:25,0.11.5,34.0,alibi-detect,,,,,412.0,412.0,https://pypi.org/project/alibi-detect,31330.0,31330.0,,,,,,,,3.0,,,,,,,,,,,,
389,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-01-25 15:59:51.000000,2024-01-23 16:28:25,1737.0,239.0,120.0,29.0,128.0,16.0,20.0,1771.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,126.0,126.0,https://pypi.org/project/labml,2608.0,2608.0,,,,,,,,3.0,,,,,,,,,,,,
390,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,1.0,273.0,41.0,495.0,153.0,151.0,1714.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,26,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,145.0,145.0,https://pypi.org/project/petastorm,26296.0,26302.0,,,,,,,,3.0,,433.0,,,,,,,,,,
391,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-01-25 17:40:37.000000,2024-01-25 05:58:17,6248.0,99.0,263.0,47.0,2518.0,244.0,1351.0,1494.0,cuGraph - RAPIDS Graph Analytics Library.,109.0,26,True,2023-12-06 19:21:19,23.12.00,33.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,146.0,685.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17808.0,,,,,3.0,,,,,,,,,,,,
