,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url
386,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-12-05 17:20:36.000000,2024-11-06 20:27:19,6178.0,13.0,528.0,147.0,1950.0,290.0,1386.0,4587.0,ArrayFire: a general purpose GPU library.,94.0,26,True,2023-08-29 19:49:26,3.9.0,34.0,arrayfire,,,,,,,https://pypi.org/project/arrayfire,2997.0,3062.0,,,,,,,,3.0,,7480.0,,,,,,,,,,,
387,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2024-11-27 09:38:10.000000,2024-11-27 09:38:09,1139.0,1.0,749.0,59.0,1015.0,159.0,742.0,4381.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",86.0,26,True,2023-07-04 07:11:53,1.0.1,20.0,mmocr,,,,['pytorch'],182.0,182.0,https://pypi.org/project/mmocr,4456.0,4456.0,,,,,,,,3.0,,,,,,,,,,,,,
388,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2024-11-25 15:45:47.000000,2024-09-13 01:42:25,1464.0,,476.0,58.0,828.0,52.0,498.0,3913.0,NeuralProphet: A simple forecasting package.,56.0,26,True,2024-06-21 07:42:22,0.9.0,36.0,neuralprophet,,,,['pytorch'],,,https://pypi.org/project/neuralprophet,74737.0,74737.0,,,,,,,,3.0,,,,,,,,,,,,,
389,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,911.0,282.0,226.0,12.0,356.0,3875.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,False,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,537414.0,537842.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,25692.0,,,,,3.0,,,,,,,,,,,,,
390,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2024-02-12 06:44:22.000000,2020-04-27 18:40:41,522.0,,1050.0,168.0,215.0,45.0,146.0,3425.0,Performance analysis of predictive (alpha) stock factors.,26.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,720.0,720.0,https://pypi.org/project/alphalens,1380.0,1656.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,22672.0,,,,,3.0,,,,,,,,,,,,,
391,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2024-08-11 08:09:18.000000,2024-06-22 17:36:10,1146.0,,253.0,61.0,121.0,7.0,293.0,3403.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,26,True,2024-06-22 18:41:04,idgear-0.3.3,22.0,vidgear,,,,,649.0,649.0,https://pypi.org/project/vidgear,20549.0,20578.0,,,,,,,,3.0,,2005.0,,,,,,,,,,,
392,Towhee,towhee-io/towhee,others,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2024-10-18 00:01:12.000000,2024-10-18 00:01:11,1586.0,10.0,252.0,29.0,2020.0,,666.0,3253.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,38.0,26,True,2023-12-05 02:33:36,1.1.3,16.0,towhee,,,,,,,https://pypi.org/project/towhee,14630.0,14705.0,,,,,,,,3.0,,2727.0,,,,,,,,,,,
393,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2024-08-06 11:36:13.000000,2023-11-29 13:26:08,135.0,,274.0,54.0,21.0,41.0,97.0,2965.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,26,False,2023-11-29 13:30:45,2.3.1,13.0,sweetviz,conda-forge/sweetviz,,,,2695.0,2695.0,https://pypi.org/project/sweetviz,67907.0,68705.0,https://anaconda.org/conda-forge/sweetviz,2023-12-04 12:10:57.449,36708.0,,,,,3.0,,,,,,,,,,,,,
394,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2024-12-09 12:56:45.000000,2024-12-09 12:56:45,2995.0,79.0,990.0,123.0,543.0,60.0,304.0,2595.0,IPython Parallel: Interactive Parallel Computing in Python.,114.0,26,True,,,31.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],,,https://pypi.org/project/ipyparallel,546881.0,570062.0,https://anaconda.org/conda-forge/ipyparallel,2024-12-06 14:00:08.619,1159084.0,,,,,3.0,,,,,,,,,,,,,
395,torch-points3d,torch-points3d/torch-points3d,image,,https://github.com/torch-points3d/torch-points3d,https://github.com/torch-points3d/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000,2024-11-18 22:45:46.000000,2024-06-06 00:53:31,1822.0,,340.0,54.0,444.0,75.0,290.0,2520.0,Pytorch framework for doing deep learning on point clouds.,35.0,26,True,2021-04-30 08:59:56,1.3.0,11.0,torch-points3d,,,,['pytorch'],34.0,34.0,https://pypi.org/project/torch-points3d,1207.0,1207.0,,,,,,,,3.0,,,,,,,,,,,,,
396,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-12-10 03:08:36.000000,2024-12-10 03:08:33,438.0,1.0,822.0,91.0,291.0,148.0,103.0,2480.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,26,True,2024-04-08 20:02:55,0.6.1,12.0,aif360,conda-forge/aif360,,,,535.0,535.0,https://pypi.org/project/aif360,33686.0,34018.0,https://anaconda.org/conda-forge/aif360,2024-04-09 06:44:48.814,16972.0,,,,,2.0,,,,,,,,,,,,,
397,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-07-27 16:14:52.000000,2024-07-27 16:14:15,696.0,,248.0,35.0,148.0,17.0,146.0,2423.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,26,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,248.0,248.0,https://pypi.org/project/norfair,22516.0,22522.0,,,,,,,,3.0,,343.0,,,,,,,,,,,
398,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,,2019-02-26 10:10:56.000,2024-12-09 00:29:48.000000,2024-12-06 11:28:50,668.0,5.0,248.0,56.0,673.0,139.0,225.0,2421.0,Algorithms for explaining machine learning models.,22.0,26,True,2024-04-18 15:30:25,0.9.6,33.0,alibi,,,,,692.0,692.0,https://pypi.org/project/alibi,17547.0,17547.0,,,,,,,,2.0,,,,,,,,,,,,,
399,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2024-07-16 08:39:07.000000,2024-05-21 15:42:46,481.0,,309.0,65.0,161.0,9.0,92.0,2156.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,26,True,2024-02-21 23:16:24,3.3.0,22.0,pytextrank,,,,,764.0,764.0,https://pypi.org/project/pytextrank,105696.0,105696.0,,,,,,,,3.0,,,,,,,,,,,,,
400,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2024-03-19 21:59:57.000000,2024-03-19 21:59:57,1652.0,,158.0,60.0,68.0,67.0,130.0,1829.0,A Python toolbox for gaining geometric insights into high-dimensional data.,22.0,26,True,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,,491.0,491.0,https://pypi.org/project/hypertools,1800.0,1800.0,,,,,,,,3.0,,57.0,,,,,,,,,,,
401,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-12-12 16:42:16.000000,2024-12-12 16:42:12,6685.0,113.0,303.0,45.0,3028.0,171.0,1592.0,1781.0,cuGraph - RAPIDS Graph Analytics Library.,118.0,26,True,2024-12-11 21:47:02,24.12.00,41.0,cugraph,conda-forge/libcugraph,,,,,,https://pypi.org/project/cugraph,409.0,993.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,25708.0,,,,,3.0,,,,,,,,,,,,,
402,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,,2015-06-26 18:38:23.000,2024-09-08 19:48:30.000000,2024-09-08 00:19:34,1851.0,,387.0,50.0,136.0,29.0,435.0,1752.0,Reinforcement Learning environments based on the 1993 game Doom.,55.0,26,True,2024-08-20 10:37:29,1.2.4,30.0,vizdoom,,,,,280.0,280.0,https://pypi.org/project/vizdoom,5571.0,5686.0,,,,,,,,2.0,,12117.0,Farama-Foundation/ViZDoom,,,,,,,,,,
403,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,309.0,28.0,381.0,39.0,155.0,1574.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,False,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,,['paddle'],63.0,63.0,https://pypi.org/project/pgl,3368.0,3368.0,,,,,,,,2.0,,,,,,,,,,,,,
404,ydata-synthetic,ydataai/ydata-synthetic,tabular,,https://github.com/ydataai/ydata-synthetic,https://github.com/ydataai/ydata-synthetic,MIT,2020-05-04 15:52:03.000,2024-12-10 03:46:22.000000,2024-12-10 00:37:02,257.0,7.0,238.0,32.0,242.0,42.0,60.0,1457.0,Synthetic data generators for tabular and time-series data.,23.0,26,True,2024-09-10 13:36:03,2.0.0,30.0,ydata-synthetic,conda-forge/ydata-synthetic,,,,73.0,73.0,https://pypi.org/project/ydata-synthetic,3751.0,4091.0,https://anaconda.org/conda-forge/ydata-synthetic,2024-11-30 00:34:39.946,7269.0,,,,,2.0,,507.0,,,,,,,,,,,
405,responsible-ai-toolbox,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2024-11-26 20:53:03.000000,2024-08-07 01:34:48,1970.0,,362.0,33.0,2283.0,50.0,234.0,1411.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,43.0,26,True,2024-07-08 18:03:34,0.36.0,42.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",,,https://pypi.org/project/raiwidgets,9211.0,9211.0,,,,,,,,2.0,,,,,,,,,,,,,
406,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2024-12-05 11:46:30.000000,2024-11-17 22:14:08,415.0,7.0,179.0,25.0,41.0,1.0,132.0,1292.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,26,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],640.0,640.0,https://pypi.org/project/prince,145388.0,145744.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,21751.0,,,,,3.0,,,,,,,,,,,,,
407,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2024-12-06 21:51:52.000000,2024-12-06 21:51:52,794.0,3.0,69.0,17.0,133.0,50.0,117.0,1052.0,Visualize large time series data with plotly.py.,13.0,26,True,2024-03-27 07:58:10,0.10.0,22.0,plotly-resampler,conda-forge/plotly-resampler,,,,1585.0,1585.0,https://pypi.org/project/plotly-resampler,491738.0,494017.0,https://anaconda.org/conda-forge/plotly-resampler,2024-12-05 23:08:14.776,79775.0,,,,,3.0,,,,,,,,,,,,,
408,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2024-11-27 23:12:36.000000,2024-11-27 23:12:35,944.0,5.0,207.0,58.0,99.0,30.0,172.0,986.0,Input pipeline framework.,29.0,26,True,2024-10-28 22:13:18,1.16.0,47.0,tensorflow-transform,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-transform,540322.0,540322.0,,,,,,,,3.0,,,,,,,,,,,,,
409,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2024-11-10 14:49:37.000000,2024-11-10 14:49:37,681.0,2.0,106.0,14.0,100.0,70.0,67.0,904.0,A Python nearest neighbor descent for approximate nearest neighbors.,29.0,26,True,2024-06-17 15:10:18,release-0.5.13,25.0,pynndescent,conda-forge/pynndescent,,,,8681.0,8681.0,https://pypi.org/project/pynndescent,2054943.0,2095102.0,https://anaconda.org/conda-forge/pynndescent,2024-06-17 19:35:33.219,2128439.0,,,,,3.0,,,,,,,,,,,,,
410,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2024-12-09 14:39:05.000000,2024-12-09 14:38:38,3221.0,36.0,119.0,16.0,323.0,8.0,183.0,821.0,Python bindings for MPI.,27.0,26,True,2024-10-11 10:48:49,4.0.1,15.0,mpi4py,conda-forge/mpi4py,,,,,,https://pypi.org/project/mpi4py,448713.0,512720.0,https://anaconda.org/conda-forge/mpi4py,2024-10-12 13:31:50.789,3173546.0,,,,,3.0,,28510.0,,,,,,,,,,,
411,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-06-05 18:36:28.000000,2023-08-23 17:20:54,1241.0,,154.0,18.0,717.0,27.0,208.0,512.0,A package built to support working with spatial data using open source python.,44.0,26,False,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,386.0,386.0,https://pypi.org/project/earthpy,11202.0,12457.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,85355.0,,,,,3.0,,,,,,,,,,,,,
412,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2024-12-06 10:57:07.013000,2024-12-05 21:47:00,543.0,8.0,39.0,5.0,16.0,3.0,58.0,353.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,15.0,26,True,2024-12-05 21:49:21,0.11.1,13.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],925.0,925.0,https://pypi.org/project/scikit-posthocs,115480.0,135231.0,https://anaconda.org/conda-forge/scikit-posthocs,2024-12-06 10:57:07.013,987596.0,,,,,3.0,,65.0,,,,,,,,,,,
413,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-07-03 17:03:56.000000,2024-07-03 17:02:18,237.0,,59.0,14.0,207.0,12.0,187.0,344.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,26,True,,,12.0,pystan,conda-forge/pystan,,,,10154.0,10154.0,https://pypi.org/project/pystan,744762.0,776344.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2937183.0,,,,,3.0,,,,,,,,,,,,,
414,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2024-11-11 16:08:31.000000,2024-11-11 16:08:31,1963.0,5.0,13500.0,3334.0,909.0,2.0,87.0,66322.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",654.0,25,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
415,awesome-datascience,academic/awesome-datascience,data-science,,https://github.com/academic/awesome-datascience,https://github.com/academic/awesome-datascience,MIT,2014-07-05 07:07:43.000,2024-11-26 10:52:51.000000,2024-11-26 10:52:51,1086.0,23.0,5445.0,1415.0,386.0,1.0,56.0,25325.0,An awesome Data Science repository to learn and apply for real world problems.,250.0,25,True,2024-08-29 14:27:06,2024.08.29.1,10.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
416,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2024-06-16 11:25:37.000000,2024-06-14 19:31:58,659.0,,994.0,145.0,100.0,74.0,310.0,6433.0,A Python scikit for building and analyzing recommender systems.,46.0,25,True,,,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,100609.0,108809.0,https://anaconda.org/conda-forge/scikit-surprise,2024-05-20 10:08:43.793,434622.0,,,,,2.0,,,,,,,,,,,,,
417,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2024-07-03 08:05:36.000000,2020-05-03 07:13:22,108.0,,590.0,142.0,31.0,58.0,55.0,5601.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,,1840.0,1840.0,https://pypi.org/project/flashtext,1708538.0,1708919.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,20242.0,,,,,3.0,,,,,,,,,,,,,
418,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2024-11-17 11:13:05.000000,2024-02-11 19:34:10,1245.0,,653.0,66.0,84.0,99.0,562.0,5331.0,Time series Timeseries Deep Learning Machine Learning Python Pytorch fastai | State-of-the-art Deep Learning library..,24.0,25,True,2024-02-11 18:51:14,0.3.9,14.0,tsai,conda-forge/tsai,,,,,,https://pypi.org/project/tsai,15212.0,15212.0,https://anaconda.org/conda-forge/tsai,,,,,,,3.0,,,,,,,,,,,,,
419,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-06-23 12:28:48.000000,2024-06-23 12:28:48,343.0,,981.0,47.0,34.0,67.0,113.0,5316.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,25,True,2021-06-28 12:45:52,0.6.5,20.0,scikit-opt,,,,['sklearn'],237.0,237.0,https://pypi.org/project/scikit-opt,4380.0,4380.0,,,,,,,,3.0,,,,,,,,,,,,,
420,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-12-12 08:33:55.000000,2024-12-12 08:33:55,3749.0,78.0,612.0,92.0,4117.0,206.0,1417.0,5195.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,94.0,25,True,2024-11-28 18:09:35,1.44.0,85.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
421,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2024-03-21 14:27:34.000000,2023-03-29 07:02:37,553.0,,843.0,123.0,64.0,122.0,74.0,5083.0,Image augmentation library in Python for machine learning.,23.0,25,False,,,,Augmentor,,,,,856.0,856.0,https://pypi.org/project/Augmentor,8316.0,8316.0,,,,,,,,3.0,,,,,,,,,,,,,
422,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2024-08-09 13:30:50.391000,2024-07-18 16:46:48,557.0,,732.0,176.0,90.0,,288.0,4302.0,A python wrapper for Alpha Vantage API for financial data.,44.0,25,True,2024-07-17 21:33:07,3.0.0,6.0,alpha_vantage,conda-forge/alpha_vantage,,,,,,https://pypi.org/project/alpha_vantage,47689.0,47857.0,https://anaconda.org/conda-forge/alpha_vantage,2024-08-09 13:30:50.391,7920.0,,,,,3.0,,,,,,,,,,,,,
423,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-11-20 06:18:08.919000,2024-10-24 16:27:28,480.0,4.0,277.0,51.0,477.0,57.0,261.0,3365.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,25,True,2024-10-24 16:29:53,0.4.12,25.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,,,https://pypi.org/project/hummingbird-ml,8045.0,9211.0,https://anaconda.org/conda-forge/hummingbird-ml,2024-11-20 06:18:08.919,51887.0,,,,,3.0,,750.0,,,,,,,,,,,
424,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2024-08-03 17:30:36.000000,2022-10-05 16:26:03,376.0,,235.0,50.0,482.0,39.0,70.0,2825.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,283.0,283.0,https://pypi.org/project/m2cgen,28909.0,28910.0,,,,,,,,3.0,,90.0,,,,,,,,,,,
425,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2024-11-15 23:43:58.000000,2024-11-15 23:43:54,3557.0,5.0,331.0,154.0,1184.0,22.0,60.0,2729.0,Neural Network Libraries.,76.0,25,True,2024-05-29 05:14:17,1.39.0,74.0,nnabla,,,,,,,https://pypi.org/project/nnabla,10623.0,10634.0,,,,,,,,3.0,,989.0,,,,,,,,,,,
426,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2024-12-03 18:39:35.000000,2024-11-05 08:39:28,583.0,5.0,162.0,56.0,474.0,60.0,104.0,2074.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,33.0,25,True,2023-08-31 20:07:52,1.1.10,25.0,hivemind,,,,,113.0,113.0,https://pypi.org/project/hivemind,1248.0,1248.0,,,,,,,,3.0,,,,,,,,,,,,,
427,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2024-12-05 06:01:33.000000,2024-12-05 06:01:28,372.0,5.0,276.0,50.0,326.0,235.0,184.0,1866.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,43.0,25,True,2023-02-03 02:08:24,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-recommenders,323470.0,323470.0,,,,,,,,2.0,,,,,,,,,,,,,
428,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2024-04-22 10:30:49.000000,2024-04-22 10:30:48,671.0,,265.0,27.0,187.0,11.0,390.0,1626.0,Hyperparameter Experiments with TensorFlow and Keras.,23.0,25,True,2024-04-21 09:02:06,1.4,16.0,talos,,,,['tensorflow'],191.0,191.0,https://pypi.org/project/talos,1783.0,1783.0,,,,,,,,3.0,,,,,,,,,,,,,
429,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2024-12-12 17:25:21.000000,2024-11-04 09:55:10,833.0,2.0,314.0,120.0,788.0,191.0,168.0,1500.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",86.0,25,True,2024-02-08 02:06:46,0.8.0,21.0,tensorflow-model-optimization,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-model-optimization,779977.0,779977.0,,,,,,,,3.0,,,,,,,,,,,,,
430,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2024-08-03 19:34:12.000000,2024-08-03 19:34:12,297.0,,224.0,46.0,186.0,42.0,121.0,1401.0,Metric learning algorithms in Python.,23.0,25,True,2023-09-29 00:16:16,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],425.0,425.0,https://pypi.org/project/metric-learn,5722.0,5984.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,13886.0,,,,,3.0,,,,,,,,,,,,,
431,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2024-10-02 18:05:47.000000,2024-10-02 18:05:45,687.0,9.0,162.0,50.0,164.0,22.0,384.0,1390.0,moDel Agnostic Language for Exploration and eXplanation.,26.0,25,True,2022-09-10 12:32:33,python-v1.5.0,7.0,dalex,conda-forge/dalex,,,,190.0,190.0,https://pypi.org/project/dalex,24273.0,24662.0,https://anaconda.org/conda-forge/dalex,2024-02-29 10:49:59.696,18321.0,,,,,3.0,,,,,,,,,,,,,
