,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
382,awesome-datascience,academic/awesome-datascience,data-science,,https://github.com/academic/awesome-datascience,https://github.com/academic/awesome-datascience,MIT,2014-07-05 07:07:43.000,2023-11-03 12:10:15.000000,2023-11-03 12:10:15,1042.0,39.0,5054.0,1396.0,364.0,,48.0,22119.0,An awesome Data Science repository to learn and apply for real world problems.,237.0,26,True,2023-10-31 06:59:31,2023.10.31,7.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
383,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-10-14 18:53:31.974373,2023-10-12 07:20:40,1894.0,1.0,868.0,217.0,453.0,50.0,264.0,14340.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,26,True,2021-06-06 17:14:16,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,52264.0,52670.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,14.0,21136.0,3.0,,,,,,,,,,,,,
384,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-11-06 14:53:02.000000,2023-06-29 16:28:24,325.0,,1328.0,438.0,49.0,75.0,87.0,10248.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,39198.0,39198.0,,,,,,,,3.0,,,,,,,,,,,,,
385,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2023-11-10 16:07:23.000000,2023-11-10 16:07:17,602.0,11.0,1587.0,325.0,78.0,193.0,349.0,8446.0,Python wrapper for TA-Lib (http://ta-lib.org/).,29.0,26,True,,,3.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,60772.0,70030.0,https://anaconda.org/conda-forge/ta-lib,2023-09-19 09:10:13.263,351819.0,,,,,3.0,,,,,,,,,,,,,
386,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418000,2023-01-27 13:12:44,652.0,,970.0,145.0,93.0,73.0,304.0,6031.0,A Python scikit for building and analyzing recommender systems.,45.0,26,True,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,134977.0,143582.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,344228.0,,,,,3.0,,,,,,,,,,,,,
387,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,583.0,140.0,31.0,57.0,53.0,5472.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1390.0,1390.0,https://pypi.org/project/flashtext,1059851.0,1060301.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18037.0,,,,,3.0,,,,,,,,,,,,,
388,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2023-11-16 09:11:06.000000,2023-11-10 02:16:43,11569.0,63.0,1499.0,142.0,3385.0,794.0,1027.0,5292.0,An Industrial Grade Federated Learning Framework.,94.0,26,True,2023-09-12 07:58:53,1.11.3,46.0,ETAF,,,,,,,https://pypi.org/project/ETAF,3.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,
389,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2023-11-05 23:29:16.000000,2023-10-05 16:17:35,6152.0,9.0,510.0,153.0,1902.0,294.0,1324.0,4263.0,ArrayFire: a general purpose GPU library.,88.0,26,True,2023-08-29 19:49:26,3.9.0,34.0,arrayfire,,,,,,,https://pypi.org/project/arrayfire,968.0,1014.0,,,,,,,,3.0,4737.0,,,,,,,,,,,,
390,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,924.0,282.0,226.0,11.0,356.0,3856.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,500091.0,500526.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20481.0,,,,,3.0,,,,,,,,,,,,,
391,facenet-pytorch,timesler/facenet-pytorch,pytorch-utils,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-11-02 03:20:32.000000,2023-11-02 03:20:28,249.0,2.0,793.0,52.0,50.0,59.0,106.0,3838.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,26,True,2023-04-07 19:27:35,2.5.3,7.0,facenet-pytorch,,,,['pytorch'],1374.0,1374.0,https://pypi.org/project/facenet-pytorch,30072.0,44979.0,,,,,,,,2.0,715576.0,,,,,,,,,,,,
392,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,980.0,169.0,214.0,42.0,146.0,2869.0,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,657.0,657.0,https://pypi.org/project/alphalens,2808.0,3097.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,19969.0,,,,,3.0,,,,,,,,,,,,,
393,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2023-09-26 21:01:12.000000,2023-09-26 21:01:10,548.0,8.0,468.0,97.0,43.0,72.0,240.0,2680.0,Learning to Rank in TensorFlow.,33.0,26,True,2023-06-03 06:14:49,0.5.3,18.0,tensorflow_ranking,,,,['tensorflow'],,,https://pypi.org/project/tensorflow_ranking,89720.0,89720.0,,,,,,,,3.0,,,,,,,,,,,,,
394,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-11-14 18:33:51.000000,2022-09-28 17:12:28,249.0,,255.0,26.0,316.0,73.0,37.0,2268.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,False,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],723.0,723.0,https://pypi.org/project/lazypredict,32681.0,32778.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2634.0,,,,,3.0,,,,,,,,,,,,,
395,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-11-10 19:35:31.000000,2023-11-10 19:35:31,417.0,4.0,771.0,91.0,263.0,145.0,93.0,2200.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",70.0,26,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,321.0,321.0,https://pypi.org/project/aif360,6509.0,6707.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7526.0,,,,,3.0,,,,,,,,,,,,,
396,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2023-09-27 23:50:48.000000,2023-07-11 07:11:36,210.0,,228.0,46.0,84.0,16.0,115.0,2026.0,A Python library that helps data scientists to infer causation rather than observing correlation.,35.0,26,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",102.0,102.0,https://pypi.org/project/causalnex,3675.0,3675.0,,,,,,,,3.0,,,,,,mckinsey/causalnex,,,,,,,
397,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2023-11-16 06:27:14.000000,2023-11-16 06:27:11,1581.0,225.0,113.0,29.0,105.0,15.0,20.0,1690.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,110.0,110.0,https://pypi.org/project/labml,2742.0,2742.0,,,,,,,,3.0,,,,,,,,,,,,,
398,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-05-12 18:37:24.000000,2023-02-03 00:10:35,690.0,,272.0,41.0,494.0,153.0,151.0,1687.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,49.0,26,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,141.0,141.0,https://pypi.org/project/petastorm,31262.0,31268.0,,,,,,,,3.0,432.0,,,,,,,,,,,,
399,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2023-11-05 16:37:31.000000,2023-11-05 16:36:40,172.0,2.0,181.0,30.0,18.0,3.0,80.0,1493.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,26,True,,,34.0,autoviz,conda-forge/autoviz,,,,574.0,574.0,https://pypi.org/project/autoviz,487759.0,489394.0,https://anaconda.org/conda-forge/autoviz,2023-07-21 21:17:07.584,44148.0,,,,,3.0,,,,,,,,,,,,,
400,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-11-16 18:09:36.000000,2023-11-15 23:01:59,6170.0,129.0,255.0,47.0,2432.0,247.0,1326.0,1427.0,cuGraph - RAPIDS Graph Analytics Library.,106.0,26,True,2023-10-11 18:08:26,23.10.00,32.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,222.0,781.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17344.0,,,,,3.0,,,,,,,,,,,,,
401,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-11-16 10:30:26.000000,2023-11-10 07:25:13,520.0,6.0,386.0,32.0,45.0,11.0,118.0,1307.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,26,True,2023-03-02 15:10:38,2.3.1,3.0,minisom,,,,,480.0,480.0,https://pypi.org/project/minisom,22037.0,22037.0,,,,,,,,3.0,,,,,,,,,,,,,
402,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-10-12 14:57:26.000000,2023-10-12 14:56:47,1107.0,5.0,230.0,39.0,67.0,51.0,205.0,1182.0,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,,['tensorflow'],110.0,110.0,https://pypi.org/project/innvestigate,625.0,630.0,,,,,,,,3.0,86.0,,,,,,,,,,,,
403,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-11-08 21:55:22.000000,2023-11-08 21:55:22,1142.0,2.0,217.0,62.0,245.0,20.0,345.0,931.0,Search and download Copernicus Sentinel satellite images.,43.0,26,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,509.0,509.0,https://pypi.org/project/sentinelsat,18871.0,19608.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,27159.0,,,,,3.0,262.0,,,,,,,,,,,,
404,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-08-25 16:48:20.000000,2023-04-19 21:43:19,547.0,,168.0,35.0,85.0,76.0,122.0,877.0,A scikit-learn based module for multi-label et. al. classification.,28.0,26,True,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1320.0,1320.0,https://pypi.org/project/scikit-multilearn,57425.0,57425.0,,,,,,,,3.0,,,,,,,,,,,,,
405,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2023-11-15 20:30:06.000000,2023-10-13 07:25:01,516.0,9.0,149.0,31.0,170.0,5.0,97.0,533.0,Machine learning for multivariate data analysis through the Riemannian geometry of symmetric or Hermitian positive..,28.0,26,True,2023-06-20 08:57:52,0.5,6.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],286.0,286.0,https://pypi.org/project/pyriemann,35689.0,35960.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,4610.0,,,,,3.0,,,,,,,,,,,,,
406,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2023-11-07 12:32:53.282000,2023-11-06 16:34:31,520.0,10.0,37.0,5.0,12.0,5.0,45.0,303.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,13.0,26,True,2023-11-06 17:10:01,0.8.0,7.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],535.0,535.0,https://pypi.org/project/scikit-posthocs,70262.0,94644.0,https://anaconda.org/conda-forge/scikit-posthocs,2023-11-07 12:32:53.282,902164.0,,,,,3.0,39.0,,,,,,,,,,,,
407,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2023-10-16 20:29:38.000000,2023-03-29 07:02:37,553.0,,845.0,123.0,63.0,119.0,74.0,4973.0,Image augmentation library in Python for machine learning.,23.0,25,True,,,,Augmentor,,,,,664.0,664.0,https://pypi.org/project/Augmentor,10852.0,10852.0,,,,,,,,3.0,,,,,,,,,,,,,
408,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-10-26 08:08:10.000000,2023-04-28 16:55:30,521.0,,427.0,60.0,89.0,28.0,88.0,4754.0,Finding duplicate images made easy!.,15.0,25,True,2023-04-28 17:26:08,0.3.2,8.0,imagededup,,,,['tensorflow'],68.0,68.0,https://pypi.org/project/imagededup,12949.0,12949.0,,,,,,,,3.0,,,,,,,,,,,,,
409,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-11-16 18:17:44.000000,2023-11-16 17:28:10,3328.0,114.0,575.0,92.0,3676.0,251.0,1239.0,4674.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,87.0,25,True,2023-10-30 18:27:16,1.31.0,71.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
410,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2023-06-16 19:25:40.006000,2022-08-23 22:54:23,1046.0,,946.0,238.0,214.0,45.0,200.0,4268.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,False,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,49.0,49.0,https://pypi.org/project/tensortrade,415.0,517.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3179.0,,,,,3.0,,,,,,,,,,,,,
411,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-10-12 09:43:46.000000,2023-10-12 08:57:51,209.0,2.0,302.0,85.0,92.0,43.0,32.0,3402.0,Python library that makes it easy for data scientists to create charts.,25.0,25,True,2023-10-12 09:01:22,4.0.5,25.0,chartify,conda-forge/chartify,,,,73.0,73.0,https://pypi.org/project/chartify,3350.0,3833.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,29037.0,,,,,3.0,,,,,,,,,,,,,
412,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2023-11-04 12:31:16.000000,2023-10-13 15:09:00,448.0,3.0,266.0,46.0,439.0,53.0,246.0,3237.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,39.0,25,True,2023-07-12 16:55:59,0.4.9,22.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,,,https://pypi.org/project/hummingbird-ml,9304.0,10458.0,https://anaconda.org/conda-forge/hummingbird-ml,2023-07-12 18:59:37.482,36686.0,,,,,3.0,355.0,,,,,,,,,,,,
413,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2023-10-30 16:50:13.000000,2023-10-30 16:34:46,179.0,3.0,363.0,165.0,82.0,70.0,99.0,3046.0,A deep learning library for video understanding research.,55.0,25,True,2021-09-10 17:02:20,0.1.3,2.0,pytorchvideo,,,,['pytorch'],,,https://pypi.org/project/pytorchvideo,79194.0,79194.0,,,,,,,,3.0,,,,,,,,,,,,,
414,Towhee,towhee-io/towhee,others,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2023-11-08 00:01:15.000000,2023-11-08 00:01:14,1570.0,6.0,241.0,48.0,2006.0,5.0,639.0,2825.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,33.0,25,True,2023-09-15 03:06:04,1.1.2,15.0,towhee,,,,,,,https://pypi.org/project/towhee,4610.0,4721.0,,,,,,,,3.0,2571.0,,,,,,,,,,,,
415,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2023-11-02 03:31:23.000000,2023-11-02 03:13:52,1297.0,3.0,312.0,93.0,2156.0,194.0,982.0,2656.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",52.0,25,True,2023-01-10 09:30:53,0.10.0,100.0,pymars,,,,,,,https://pypi.org/project/pymars,44741.0,44741.0,,,,,,,,3.0,,,,,,,,,,,,,
416,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,214.0,48.0,481.0,33.0,70.0,2648.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,178.0,178.0,https://pypi.org/project/m2cgen,22159.0,22159.0,,,,,,,,3.0,55.0,,,,,,,,,,,,
417,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2023-10-18 12:30:19.000000,2023-07-19 07:40:10,212.0,,129.0,30.0,198.0,16.0,73.0,2593.0,HiPlot makes understanding high dimensional data easy.,9.0,25,True,2021-11-04 14:24:43,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,345.0,345.0,https://pypi.org/project/hiplot,24242.0,27996.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,168940.0,,,,,3.0,,,,,,,,,,,,,
418,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2023-10-17 16:57:10.000000,2023-10-17 16:57:08,762.0,15.0,581.0,177.0,72.0,10.0,537.0,2437.0,Python sync/async framework for Interactive Brokers API.,36.0,25,True,,,22.0,ib_insync,conda-forge/ib-insync,,,,,,https://pypi.org/project/ib_insync,27347.0,28065.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,37341.0,,,,,3.0,,,,,,,,,,,,,
419,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2023-11-16 16:33:18.000000,2023-07-23 14:42:27,191.0,,442.0,37.0,237.0,21.0,265.0,2332.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,25,True,2023-07-23 13:34:05,4.1.0,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],,,https://pypi.org/project/pytorch-tabnet,39942.0,40194.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-06-16 19:28:15.390,5810.0,,,,,2.0,,,,,,,,,,,,,
420,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,604.0,91.0,29.0,20.0,51.0,2300.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10,0.6.1,3.0,python_speech_features,,,,,451.0,451.0,https://pypi.org/project/python_speech_features,162792.0,162792.0,,,,,,,,3.0,,,,,,,,,,,,,
421,torch-points3d,torch-points3d/torch-points3d,image,,https://github.com/torch-points3d/torch-points3d,https://github.com/torch-points3d/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000,2023-11-13 20:48:26.000000,2023-08-16 14:02:03,1820.0,,324.0,56.0,442.0,69.0,290.0,2290.0,Pytorch framework for doing deep learning on point clouds.,34.0,25,True,2021-04-30 08:59:56,1.3.0,11.0,torch-points3d,,,,['pytorch'],18.0,18.0,https://pypi.org/project/torch-points3d,639.0,639.0,,,,,,,,3.0,,,,,,,,,,,,,
422,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000000,2023-10-23 17:59:40,755.0,2.0,294.0,29.0,695.0,11.0,149.0,2214.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,25,True,2022-07-02 17:57:17,0.2.3,5.0,promptsource,,,,,69.0,69.0,https://pypi.org/project/promptsource,2742.0,2742.0,,,,,,,,3.0,,,,,,,,,,,,,
423,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-10-15 09:57:16.000000,2023-05-15 21:21:45,660.0,,219.0,39.0,136.0,4.0,129.0,2191.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,25,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,137.0,137.0,https://pypi.org/project/norfair,5848.0,5855.0,,,,,,,,3.0,294.0,,,,,,,,,,,,
424,thefuzz,seatgeek/thefuzz,nlp,,https://github.com/seatgeek/thefuzz,https://github.com/seatgeek/thefuzz,MIT,2021-03-05 19:07:19.000,2023-10-30 19:40:14.000000,2023-10-30 19:39:59,63.0,18.0,116.0,21.0,21.0,32.0,12.0,2029.0,Fuzzy String Matching in Python.,12.0,25,True,,,1.0,thefuzz,conda-forge/thefuzz,,,,1709.0,1709.0,https://pypi.org/project/thefuzz,939174.0,939953.0,https://anaconda.org/conda-forge/thefuzz,2023-06-18 08:40:33.993,17154.0,,,,,3.0,,,,,,,,,,,,,
425,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-07-12 18:18:40.000000,2023-07-12 18:14:01,1515.0,,236.0,67.0,58.0,30.0,185.0,2013.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,25,True,2023-07-12 18:26:08,2.0.1,13.0,ampligraph,,,,['tensorflow'],45.0,45.0,https://pypi.org/project/ampligraph,666.0,666.0,,,,,,,,2.0,,,,,,,,,,,,,
426,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2023-11-14 18:51:44.000000,2023-10-24 18:54:45,847.0,23.0,416.0,62.0,311.0,80.0,91.0,1824.0,Library for training machine learning models with privacy for training data.,56.0,25,True,2023-10-10 20:00:05,0.8.12,17.0,tensorflow-privacy,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-privacy,16792.0,16794.0,,,,,,,,3.0,124.0,,,,,,,,,,,,
427,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2023-08-06 22:24:12.000000,2022-02-12 02:32:06,1636.0,,157.0,61.0,66.0,65.0,129.0,1789.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,,333.0,333.0,https://pypi.org/project/hypertools,616.0,616.0,,,,,,,,3.0,30.0,,,,,,,,,,,,
