,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
350,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1122.0,179.0,213.0,20.0,533.0,8242.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,27,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,21.0,21.0,,,229.0,,,,,,,,3.0,7807.0,,,,,,,,,,,,
351,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2023-07-09 00:54:49.000000,2023-04-19 16:47:52,581.0,,1126.0,352.0,79.0,47.0,231.0,7834.0,StarCraft II Learning Environment.,39.0,27,True,2022-07-13 12:08:43,4.0,6.0,pysc2,,,,,636.0,636.0,https://pypi.org/project/pysc2,1546.0,1957.0,,,,,,,,3.0,30829.0,google-deepmind/pysc2,,,,,,,,,,,
352,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1186.0,155.0,950.0,41.0,782.0,5666.0,Gluon CV Toolkit.,119.0,27,True,2021-03-09 00:20:06,0.10.0,10.0,gluoncv,,,,['mxnet'],21.0,21.0,https://pypi.org/project/gluoncv,38807.0,38807.0,,,,,,,,3.0,,,,,,,,,,,,,
353,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000000,2023-10-22 09:33:23,779.0,4.0,1141.0,212.0,91.0,181.0,120.0,5503.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,27,True,,,,pyAudioAnalysis,,,,,406.0,406.0,https://pypi.org/project/pyAudioAnalysis,9640.0,9640.0,,,,,,,,3.0,,,,,,,,,,,,,
354,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2023-11-13 13:22:39.000000,2023-11-13 13:19:08,1235.0,14.0,538.0,59.0,78.0,61.0,558.0,4118.0,Time series Timeseries Deep Learning Machine Learning Pytorch fastai | State-of-the-art Deep Learning library for Time..,24.0,27,True,2023-11-13 13:22:27,0.3.8,13.0,tsai,conda-forge/tsai,,,,,,https://pypi.org/project/tsai,10990.0,10990.0,https://anaconda.org/conda-forge/tsai,,,,,,,3.0,,,,,,,,,,,,,
355,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-11-29 02:05:27.000000,2022-08-06 21:47:18,182.0,,402.0,66.0,57.0,85.0,55.0,4089.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,27,False,2022-04-06 04:37:32,0.3.4,10.0,layoutparser,,,,,779.0,779.0,https://pypi.org/project/layoutparser,149549.0,149549.0,,,,,,,,3.0,,,,,,,,,,,,,
356,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2023-11-09 17:50:54.000000,2023-10-18 12:45:17,932.0,5.0,736.0,86.0,189.0,76.0,643.0,3857.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",48.0,27,True,2023-09-27 14:17:30,78,71.0,opencv-python,,,,,,,https://pypi.org/project/opencv-python,10999523.0,10999523.0,,,,,,,,3.0,,,,,,,,,,,,,
357,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,,2012-08-24 16:14:59.000,2023-11-22 19:57:21.457000,2023-11-21 23:43:00,614.0,5.0,115.0,76.0,66.0,14.0,120.0,3625.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,27,True,2021-08-23 21:02:05,6.0.3,12.0,ftfy,conda-forge/ftfy,,,,15139.0,15139.0,https://pypi.org/project/ftfy,3260590.0,3268725.0,https://anaconda.org/conda-forge/ftfy,2023-11-22 19:57:21.457,276604.0,,,,,3.0,,,,,,,,,,,,,
358,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2023-11-17 21:09:51.000000,2023-11-16 17:34:05,1193.0,8.0,398.0,82.0,54.0,56.0,201.0,3258.0,A library of reinforcement learning components and agents.,84.0,27,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],178.0,178.0,https://pypi.org/project/dm-acme,934.0,1153.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,7904.0,,,,,2.0,,google-deepmind/acme,,,,,,,,,,,
359,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2023-11-17 23:16:44.000000,2023-11-17 23:16:41,1140.0,32.0,445.0,60.0,680.0,,498.0,3254.0,On-device wake word detection powered by deep learning.,36.0,27,True,2023-10-26 19:17:54,3.0,14.0,pvporcupine,,,,,24.0,24.0,https://pypi.org/project/pvporcupine,5531.0,5531.0,,,,,,,,3.0,,,,,,,,,,,,,
360,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2023-11-28 19:06:58.000000,2023-11-08 16:40:21,1347.0,28.0,331.0,72.0,1240.0,44.0,77.0,3240.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,34.0,27,True,2023-11-08 16:41:56,1.0.2,9.0,lit-nlp,conda-forge/lit-nlp,,,,25.0,25.0,https://pypi.org/project/lit-nlp,3235.0,4968.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,65879.0,,,,,2.0,,,,,,,,,,,,,
361,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-11-02 19:18:07.000000,2023-11-02 19:13:15,2359.0,95.0,680.0,164.0,60.0,8.0,673.0,2971.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,28.0,27,True,2023-10-23 21:02:38,1.6.0,20.0,,bioconda/deepvariant,,,['tensorflow'],,,,,911.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,59169.0,,,,,3.0,4692.0,,,,,,,,,,,,
362,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-11-25 05:36:28.000000,2023-11-25 05:36:27,4323.0,87.0,548.0,41.0,991.0,173.0,658.0,2947.0,"A unified, comprehensive and efficient recommendation library.",70.0,27,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,3554.0,3671.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4245.0,,,,,2.0,,,,,,,,,,,,,
363,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-11-30 08:06:35.000000,2023-11-30 08:06:31,3487.0,52.0,329.0,155.0,1157.0,20.0,59.0,2659.0,Neural Network Libraries.,73.0,27,True,2023-11-06 05:57:30,1.37.0,72.0,nnabla,,,,,,,https://pypi.org/project/nnabla,4021.0,4032.0,,,,,,,,3.0,906.0,,,,,,,,,,,,
364,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2023-11-09 09:05:16.000000,2023-11-09 09:05:15,1698.0,2.0,409.0,45.0,350.0,22.0,345.0,2577.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",33.0,27,True,2022-04-02 15:26:25,3.3.3,58.0,foolbox,conda-forge/foolbox,,,,532.0,532.0,https://pypi.org/project/foolbox,2034.0,2343.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,12390.0,,,,,3.0,,,,,,,,,,,,,
365,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2023-06-01 22:20:25.000000,2023-06-01 22:10:29,1131.0,,332.0,44.0,57.0,64.0,201.0,2303.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,27,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,,['tensorflow'],247.0,247.0,https://pypi.org/project/spektral,6254.0,6254.0,,,,,,,,2.0,,,,,,,,,,,,,
366,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-11-24 12:19:05.000000,2023-11-21 19:33:43,419.0,6.0,774.0,92.0,265.0,145.0,93.0,2207.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",70.0,27,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,328.0,328.0,https://pypi.org/project/aif360,9003.0,9204.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7643.0,,,,,2.0,,,,,,,,,,,,,
367,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-11-21 11:40:24.000000,2023-11-21 11:40:19,642.0,16.0,226.0,67.0,31.0,53.0,92.0,2142.0,Fast and Easy Infinite Neural Networks in Python.,29.0,27,True,2023-08-25 00:01:21,0.6.4,16.0,neural-tangents,,,,,88.0,88.0,https://pypi.org/project/neural-tangents,2466.0,2474.0,,,,,,,,3.0,333.0,,,,,,,,,,,,
368,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-11-05 14:22:04.000000,2023-08-22 16:20:29,468.0,,312.0,62.0,150.0,7.0,91.0,2066.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,27,True,2023-08-07 19:46:52,3.2.5,21.0,pytextrank,,,,,524.0,524.0,https://pypi.org/project/pytextrank,45869.0,45869.0,,,,,,,,3.0,,,,,,,,,,,,,
369,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,,2021-04-26 00:15:19.000,2023-11-29 23:22:54.000000,2023-11-28 20:50:10,1075.0,34.0,217.0,32.0,396.0,84.0,294.0,1986.0,Scalable and user friendly neural forecasting algorithms.,31.0,27,True,2023-10-05 19:39:43,1.6.4,15.0,neuralforecast,conda-forge/neuralforecast,,,,73.0,73.0,https://pypi.org/project/neuralforecast,14570.0,15165.0,https://anaconda.org/conda-forge/neuralforecast,2023-10-06 19:47:12.240,11918.0,,,,,3.0,,,,,,,,,,,,,
370,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2023-11-17 18:53:15.000000,2023-11-17 18:53:14,831.0,29.0,359.0,37.0,844.0,145.0,287.0,1693.0,A Python package to assess and improve fairness of machine learning models.,77.0,27,True,2023-07-28 09:05:39,0.9.0,13.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],2.0,2.0,https://pypi.org/project/fairlearn,286976.0,287813.0,https://anaconda.org/conda-forge/fairlearn,2023-07-28 12:27:51.245,30133.0,,,,,2.0,,,,,,,,,,,,,
371,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-11-20 01:58:55.000000,2023-02-03 00:10:35,690.0,,273.0,41.0,495.0,153.0,151.0,1692.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,49.0,27,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,142.0,142.0,https://pypi.org/project/petastorm,31930.0,31936.0,,,,,,,,3.0,433.0,,,,,,,,,,,,
372,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2023-11-11 20:39:50.545000,2023-11-10 19:30:40,1586.0,1.0,276.0,54.0,135.0,64.0,182.0,1654.0,"CUDA integration for Python, plus shiny features.",80.0,27,True,2023-11-10 19:34:27,2023.1,6.0,pycuda,conda-forge/pycuda,,,,2512.0,2512.0,https://pypi.org/project/pycuda,35805.0,44069.0,https://anaconda.org/conda-forge/pycuda,2023-11-11 20:39:50.545,264458.0,,,,,3.0,,,,,,,,,,,,,
373,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2023-11-24 21:04:14.000000,2023-06-07 07:35:59,3033.0,,118.0,38.0,328.0,11.0,187.0,1399.0,Multi-class confusion matrix library in Python.,17.0,27,True,2023-06-07 14:06:28,4.0,43.0,pycm,,,,,251.0,251.0,https://pypi.org/project/pycm,43340.0,43340.0,,,,,,,,3.0,,,,,,,,,,,,,
374,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-11-29 14:06:36.000000,2023-11-29 14:06:36,527.0,12.0,389.0,32.0,47.0,12.0,118.0,1312.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,28.0,27,True,2023-03-02 15:10:38,2.3.1,3.0,minisom,,,,,488.0,488.0,https://pypi.org/project/minisom,22969.0,22969.0,,,,,,,,3.0,,,,,,,,,,,,,
375,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2023-11-28 18:23:20.000000,2023-11-28 18:23:19,1387.0,29.0,251.0,74.0,103.0,20.0,53.0,1216.0,Model analysis tools for TensorFlow.,56.0,27,True,2023-08-14 20:20:00,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,97019.0,97019.0,,,,,,,,2.0,,,,,,,,,,,,,
376,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-10-11 22:37:43.000000,2023-10-11 22:37:41,386.0,10.0,171.0,24.0,30.0,3.0,129.0,1129.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,27,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],450.0,450.0,https://pypi.org/project/prince,82422.0,82785.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17441.0,,,,,2.0,,,,,,,,,,,,,
377,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2023-11-29 16:35:29.000000,2023-11-29 16:35:26,478.0,24.0,106.0,22.0,317.0,29.0,253.0,1081.0,Extra blocks for scikit-learn pipelines.,62.0,27,True,2023-10-17 19:17:47,0.6.16,34.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],121.0,121.0,https://pypi.org/project/scikit-lego,30376.0,31441.0,https://anaconda.org/conda-forge/scikit-lego,2023-07-19 07:17:55.286,44747.0,,,,,2.0,,,,,,,,,,,,,
378,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-24 07:58:55.401000,2023-11-09 17:20:43,139.0,10.0,106.0,21.0,103.0,29.0,73.0,992.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,27,True,2021-02-01 10:18:48,1.2.0,10.0,submitit,conda-forge/submitit,,,,1825.0,1825.0,https://pypi.org/project/submitit,177524.0,178363.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,32754.0,,,,,3.0,,,,,,,,,,,,,
379,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2023-11-30 00:08:02.000000,2023-11-28 12:41:41,792.0,27.0,107.0,32.0,396.0,65.0,304.0,954.0,BAyesian Model-Building Interface (Bambi) in Python.,35.0,27,True,2023-10-25 02:04:11,0.13.0,23.0,bambi,conda-forge/bambi,,,,99.0,99.0,https://pypi.org/project/bambi,16851.0,17645.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,27824.0,,,,,3.0,,,,,,,,,,,,,
380,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2023-11-17 16:31:20.000000,2023-11-16 16:35:47,16528.0,88.0,354.0,43.0,1604.0,269.0,2951.0,818.0,An open-source application for biological image analysis.,143.0,27,True,2023-08-14 19:59:48,4.2.6,48.0,cellprofiler,,,,,20.0,20.0,https://pypi.org/project/cellprofiler,665.0,718.0,,,,,,,,3.0,6272.0,,,,,,,,,,,,
381,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2023-11-30 10:32:50.000000,2023-11-30 09:54:53,1298.0,33.0,121.0,26.0,424.0,6.0,121.0,763.0,A Comparative Framework for Multimodal Recommender Systems.,17.0,27,True,2023-10-20 02:59:14,1.17.0,48.0,cornac,conda-forge/cornac,,,,182.0,182.0,https://pypi.org/project/cornac,106296.0,114347.0,https://anaconda.org/conda-forge/cornac,2023-10-25 04:30:35.094,330124.0,,,,,2.0,,,,,,,,,,,,,
382,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2023-11-28 21:13:52.000000,2023-11-28 21:13:51,828.0,30.0,115.0,30.0,83.0,28.0,75.0,567.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,19.0,27,True,2023-08-10 00:18:33,1.14.0,37.0,ml-metadata,,,,,365.0,365.0,https://pypi.org/project/ml-metadata,66445.0,66482.0,,,,,,,,3.0,2119.0,,,,,,,,,,,,
383,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2023-11-28 15:11:40.000000,2023-10-30 15:31:36,1902.0,15.0,13013.0,3342.0,867.0,,83.0,61567.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",631.0,26,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
384,awesome-datascience,academic/awesome-datascience,data-science,,https://github.com/academic/awesome-datascience,https://github.com/academic/awesome-datascience,MIT,2014-07-05 07:07:43.000,2023-11-21 14:51:54.000000,2023-11-03 12:10:15,1042.0,39.0,5062.0,1399.0,365.0,,48.0,22184.0,An awesome Data Science repository to learn and apply for real world problems.,237.0,26,True,2023-10-31 06:59:31,2023.10.31,7.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
385,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-10-14 18:53:31.974373,2023-10-12 07:20:40,1894.0,1.0,874.0,218.0,453.0,50.0,264.0,14404.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,26,True,2021-06-06 17:14:16,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,47960.0,48369.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,14.0,21308.0,3.0,,,,,,,,,,,,,
386,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-11-27 11:39:00.000000,2023-11-27 11:38:59,333.0,8.0,1329.0,437.0,50.0,75.0,87.0,10251.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,36514.0,36514.0,,,,,,,,3.0,,,,,,,,,,,,,
387,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418000,2023-01-27 13:12:44,652.0,,973.0,145.0,93.0,73.0,305.0,6055.0,A Python scikit for building and analyzing recommender systems.,45.0,26,True,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,145871.0,154505.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,345362.0,,,,,3.0,,,,,,,,,,,,,
388,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,582.0,140.0,31.0,57.0,53.0,5475.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1421.0,1421.0,https://pypi.org/project/flashtext,1082887.0,1083339.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18090.0,,,,,3.0,,,,,,,,,,,,,
389,facenet-pytorch,timesler/facenet-pytorch,pytorch-utils,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-11-02 03:20:32.000000,2023-11-02 03:20:28,249.0,2.0,800.0,52.0,50.0,59.0,106.0,3864.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,26,True,2023-04-07 19:27:35,2.5.3,7.0,facenet-pytorch,,,,['pytorch'],1398.0,1398.0,https://pypi.org/project/facenet-pytorch,29834.0,45034.0,,,,,,,,2.0,729614.0,,,,,,,,,,,,
390,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,924.0,283.0,226.0,11.0,356.0,3856.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,549833.0,550270.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20571.0,,,,,3.0,,,,,,,,,,,,,
391,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,985.0,169.0,214.0,42.0,146.0,2888.0,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,662.0,662.0,https://pypi.org/project/alphalens,2965.0,3255.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,20045.0,,,,,3.0,,,,,,,,,,,,,
392,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2023-09-26 21:01:12.000000,2023-09-26 21:01:10,548.0,8.0,467.0,97.0,43.0,73.0,240.0,2685.0,Learning to Rank in TensorFlow.,33.0,26,True,2023-06-03 06:14:49,0.5.3,18.0,tensorflow_ranking,,,,['tensorflow'],,,https://pypi.org/project/tensorflow_ranking,109146.0,109146.0,,,,,,,,3.0,,,,,,,,,,,,,
393,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-11-17 18:46:16.000000,2022-09-28 17:12:28,249.0,,259.0,27.0,316.0,73.0,37.0,2292.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,False,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],734.0,734.0,https://pypi.org/project/lazypredict,24305.0,24403.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2664.0,,,,,3.0,,,,,,,,,,,,,
394,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000000,2023-10-23 17:59:40,755.0,2.0,298.0,29.0,695.0,11.0,149.0,2255.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,26,True,2022-07-02 17:57:17,0.2.3,5.0,promptsource,,,,,70.0,70.0,https://pypi.org/project/promptsource,9098.0,9098.0,,,,,,,,3.0,,,,,,,,,,,,,
395,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2023-11-25 11:39:26.000000,2023-07-11 07:11:36,210.0,,230.0,46.0,85.0,16.0,115.0,2032.0,A Python library that helps data scientists to infer causation rather than observing correlation.,35.0,26,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",104.0,104.0,https://pypi.org/project/causalnex,3851.0,3851.0,,,,,,,,3.0,,mckinsey/causalnex,,,,,,,,,,,
396,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2023-11-30 17:39:31.000000,2023-11-26 05:33:39,1592.0,204.0,114.0,29.0,109.0,15.0,20.0,1702.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,114.0,114.0,https://pypi.org/project/labml,2972.0,2972.0,,,,,,,,3.0,,,,,,,,,,,,,
