,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,snap_id
306,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2023-12-29 12:20:18.000000,2023-11-11 01:23:34,523.0,1.0,709.0,177.0,80.0,2.0,274.0,4111.0,A python wrapper for Alpha Vantage API for financial data.,42.0,28,True,2020-12-21 02:37:29,2.3.1,5.0,alpha_vantage,conda-forge/alpha_vantage,,,,459.0,459.0,https://pypi.org/project/alpha_vantage,21344.0,21513.0,https://anaconda.org/conda-forge/alpha_vantage,2023-06-16 19:24:19.804,6113.0,,,,,2.0,,,,,,,,,,,,,
307,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2024-01-04 18:02:39.000000,2024-01-02 12:02:20,1439.0,27.0,687.0,74.0,1765.0,287.0,623.0,3989.0,Probabilistic time series modeling in Python.,110.0,28,True,2023-12-07 09:10:03,0.14.3,100.0,gluonts,anaconda/gluonts,,,['mxnet'],,,https://pypi.org/project/gluonts,176954.0,176979.0,https://anaconda.org/anaconda/gluonts,2023-12-22 09:31:03.436,685.0,,,,,2.0,,,,,,,,,,,,,
308,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2023-06-16 13:24:02.087000,2023-02-26 20:07:33,189.0,,450.0,72.0,37.0,9.0,121.0,3738.0,Missing data visualization module for Python.,18.0,28,True,2023-02-26 20:11:48,0.5.2,6.0,missingno,conda-forge/missingno,,,,14354.0,14354.0,https://pypi.org/project/missingno,324424.0,328479.0,https://anaconda.org/conda-forge/missingno,2023-06-16 13:24:02.087,316312.0,,,,,3.0,,,,,,,,,,,,,
309,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,,2012-08-24 16:14:59.000,2023-11-22 19:57:21.457000,2023-11-21 23:43:00,614.0,5.0,115.0,76.0,66.0,14.0,120.0,3645.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,28,True,2021-08-23 21:02:05,6.0.3,12.0,ftfy,conda-forge/ftfy,,,,16013.0,16013.0,https://pypi.org/project/ftfy,3953784.0,3961516.0,https://anaconda.org/conda-forge/ftfy,2023-11-22 19:57:21.457,278375.0,,,,,3.0,,,,,,,,,,,,,
310,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2023-12-02 01:21:07.000000,2023-11-10 07:34:11,445.0,8.0,510.0,112.0,84.0,16.0,100.0,3319.0,Module for automatic summarization of text documents and HTML pages.,30.0,28,True,2022-10-23 16:40:03,0.11.0,15.0,sumy,conda-forge/sumy,,,,2400.0,2400.0,https://pypi.org/project/sumy,52942.0,53175.0,https://anaconda.org/conda-forge/sumy,2023-06-16 19:26:28.563,7226.0,,,,,3.0,,,,,,,,,,,,,
311,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2023-12-10 17:04:41.093000,2023-11-13 00:15:46,980.0,1.0,565.0,100.0,332.0,28.0,713.0,3211.0,"Fast, flexible and easy to use probabilistic modelling in Python.",72.0,28,True,2023-04-16 07:29:15,1.0.0,9.0,pomegranate,conda-forge/pomegranate,,,,1033.0,1033.0,https://pypi.org/project/pomegranate,17599.0,20791.0,https://anaconda.org/conda-forge/pomegranate,2023-12-10 17:04:41.093,140451.0,,,,,3.0,,,,,,,,,,,,,
312,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2023-07-08 17:08:15.000000,2022-04-29 04:19:24,1698.0,,361.0,47.0,1084.0,,353.0,3198.0,Accelerated deep learning R&D.,104.0,28,False,2022-04-29 04:45:11,22.04,41.0,catalyst,,,,['pytorch'],1049.0,1049.0,https://pypi.org/project/catalyst,34277.0,34277.0,,,,,,,,3.0,,,,,,,,,,,,,
313,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2023-12-21 19:01:26.000000,2023-12-18 12:28:19,1478.0,16.0,226.0,15.0,1702.0,242.0,724.0,3158.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,52.0,28,True,2023-10-11 15:32:25,0.17.5,58.0,deepchecks,,,,,320.0,320.0,https://pypi.org/project/deepchecks,32317.0,32345.0,,,,,,,,2.0,768.0,,,,,,,,,,,,
314,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2023-12-09 21:35:01.000000,2023-12-09 21:33:15,464.0,1.0,706.0,120.0,114.0,57.0,368.0,2883.0,"Hidden Markov Models in Python, with scikit-learn like API.",46.0,28,True,,,10.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],2203.0,2203.0,https://pypi.org/project/hmmlearn,160534.0,165616.0,https://anaconda.org/conda-forge/hmmlearn,2023-10-07 20:19:04.855,203287.0,,,,,3.0,,,,,,,,,,,,,
315,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2023-12-14 13:29:37.000000,2023-12-14 13:29:37,1137.0,8.0,368.0,44.0,63.0,138.0,459.0,2854.0,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",24.0,28,True,2023-09-26 17:27:09,1.1.1,55.0,mljar-supervised,conda-forge/mljar-supervised,,,,98.0,98.0,https://pypi.org/project/mljar-supervised,5280.0,5673.0,https://anaconda.org/conda-forge/mljar-supervised,2023-09-27 04:54:23.157,12209.0,,,,,3.0,,,,,,,,,,,,,
316,anomalib,openvinotoolkit/anomalib,ml-frameworks,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2024-01-04 11:18:34.000000,2023-12-13 13:51:07,507.0,13.0,496.0,36.0,665.0,70.0,551.0,2733.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",64.0,28,True,2023-08-29 07:29:32,0.7.0,27.0,anomalib,,,,,41.0,41.0,https://pypi.org/project/anomalib,15554.0,15755.0,,,,,,,,3.0,5025.0,,,,,,,,,,,,
317,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2023-12-22 12:14:04.000000,2023-12-22 12:14:04,1500.0,43.0,591.0,44.0,28.0,1.0,360.0,2625.0,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,30.0,28,True,2023-09-21 03:43:55,2.2.7,9.0,deepke,,,,['pytorch'],20.0,20.0,https://pypi.org/project/deepke,290.0,290.0,,,,,,,,3.0,,,,,,,,,,,,,
318,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2023-12-08 10:22:58.000000,2023-12-08 10:06:07,1517.0,39.0,299.0,39.0,315.0,32.0,146.0,2530.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,35.0,28,True,2023-12-08 10:22:58,2.4.1,31.0,shapash,,,,['jupyter'],135.0,135.0,https://pypi.org/project/shapash,3923.0,3923.0,,,,,,,,2.0,,,,,,,,,,,,,
319,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2024-01-02 16:42:14.000000,2023-11-13 15:09:34,648.0,10.0,236.0,47.0,632.0,136.0,224.0,2236.0,Algorithms for explaining machine learning models.,19.0,28,True,2023-07-07 14:10:27,0.9.4,31.0,alibi,,,,,547.0,547.0,https://pypi.org/project/alibi,13682.0,13682.0,,,,,,,,2.0,,,,,,,,,,,,,
320,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2023-10-09 11:45:47.000000,2023-10-09 11:43:56,191.0,2.0,250.0,57.0,69.0,49.0,219.0,1886.0,A Python wrapper for the tesseract-ocr API.,29.0,28,True,2023-10-09 13:37:06,2.6.2,16.0,tesserocr,conda-forge/tesserocr,,,,922.0,922.0,https://pypi.org/project/tesserocr,43589.0,46112.0,https://anaconda.org/conda-forge/tesserocr,2023-06-16 16:18:15.161,128723.0,,,,,2.0,73.0,,,,,-2.0,,,,,,,
321,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2023-12-02 08:46:41.000000,2023-12-02 08:46:41,671.0,1.0,386.0,42.0,59.0,10.0,269.0,1813.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,28,True,2023-04-07 06:00:20,1.3.6,16.0,ogb,conda-forge/ogb,,,,1325.0,1325.0,https://pypi.org/project/ogb,32853.0,33595.0,https://anaconda.org/conda-forge/ogb,2023-06-16 19:21:31.692,29714.0,,,,,2.0,,,,,,,,,,,,,
322,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2024-01-04 15:29:03.000000,2024-01-03 09:49:37,837.0,24.0,366.0,37.0,853.0,145.0,288.0,1711.0,A Python package to assess and improve fairness of machine learning models.,79.0,28,True,2023-12-19 14:14:09,0.10.0,14.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],3.0,3.0,https://pypi.org/project/fairlearn,197913.0,198714.0,https://anaconda.org/conda-forge/fairlearn,2023-12-20 11:56:56.090,30464.0,,,,,2.0,,,,,,,,,,,,,
323,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2023-11-29 06:22:47.000000,2023-11-29 06:22:42,364.0,2.0,249.0,48.0,311.0,211.0,183.0,1697.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,42.0,28,True,2023-02-03 02:08:24,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],278.0,278.0,https://pypi.org/project/tensorflow-recommenders,347214.0,347214.0,,,,,,,,2.0,,,,,,,,,,,,,
324,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2024-01-04 17:29:58.414000,2024-01-03 16:52:03,1588.0,3.0,277.0,54.0,136.0,65.0,182.0,1678.0,"CUDA integration for Python, plus shiny features.",81.0,28,True,2024-01-03 16:54:41,2024.1,7.0,pycuda,conda-forge/pycuda,,,,2576.0,2576.0,https://pypi.org/project/pycuda,28836.0,36745.0,https://anaconda.org/conda-forge/pycuda,2024-01-04 17:29:58.414,268910.0,,,,,3.0,,,,,,,,,,,,,
325,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,,2015-06-26 18:38:23.000,2023-12-30 01:33:22.000000,2023-12-30 01:30:01,1791.0,40.0,366.0,52.0,120.0,40.0,421.0,1619.0,Reinforcement Learning environments based on the 1993 game Doom.,53.0,28,True,2023-12-16 00:56:59,1.2.3,29.0,vizdoom,,,,,215.0,215.0,https://pypi.org/project/vizdoom,1772.0,1897.0,,,,,,,,2.0,11779.0,Farama-Foundation/ViZDoom,,,,,,,,,,,
326,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2023-12-21 13:23:44.000000,2023-12-20 09:16:24,3727.0,72.0,257.0,29.0,547.0,89.0,672.0,1561.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,74.0,28,True,2023-07-28 14:18:08,0.4.0,7.0,avalanche-lib,,,,,63.0,63.0,https://pypi.org/project/avalanche-lib,805.0,805.0,,,,,,,,2.0,4.0,,,,,,,,,,,,
327,ngboost,stanfordmlgroup/ngboost,ml-frameworks,,https://github.com/stanfordmlgroup/ngboost,https://github.com/stanfordmlgroup/ngboost,Apache-2.0,2018-06-21 22:22:40.000,2024-01-02 14:28:18.000000,2023-11-29 20:28:26,699.0,9.0,211.0,45.0,122.0,36.0,161.0,1537.0,Natural Gradient Boosting for Probabilistic Prediction.,48.0,28,True,2023-11-01 03:50:41,0.4.2,22.0,ngboost,conda-forge/ngboost,,,,171.0,171.0,https://pypi.org/project/ngboost,25188.0,26295.0,https://anaconda.org/conda-forge/ngboost,2023-11-01 06:37:06.987,46259.0,,,,,3.0,264.0,,,,,,,,,,,,
328,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2023-12-10 10:05:11.000000,2023-12-06 01:55:01,701.0,4.0,299.0,43.0,353.0,61.0,201.0,1535.0,Training PyTorch models with differential privacy.,74.0,28,True,2023-03-24 15:59:54,1.4.0,20.0,opacus,conda-forge/opacus,,,['pytorch'],714.0,714.0,https://pypi.org/project/opacus,49000.0,49525.0,https://anaconda.org/conda-forge/opacus,2023-06-18 08:40:32.992,12574.0,,,,,2.0,106.0,,,,,,,,,,,,
329,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,,2016-10-21 23:14:52.000,2023-12-25 16:34:31.000000,2023-12-25 16:34:30,1837.0,20.0,267.0,45.0,268.0,58.0,191.0,1465.0,TensorLy: Tensor Learning in Python.,66.0,28,True,2023-01-15 00:40:26,0.8.0,8.0,tensorly,conda-forge/tensorly,,,,546.0,546.0,https://pypi.org/project/tensorly,11124.0,16465.0,https://anaconda.org/conda-forge/tensorly,2023-06-16 16:08:38.154,363192.0,,,,,2.0,,,,,,,,,,,,,
330,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2023-06-16 19:18:39.600000,2023-04-20 04:36:19,526.0,,403.0,52.0,37.0,16.0,139.0,1194.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,True,2022-09-06 19:52:23,0.12.2,11.0,kmodes,conda-forge/kmodes,,,,2388.0,2388.0,https://pypi.org/project/kmodes,330094.0,330960.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,39008.0,,,,,2.0,,,,,,,,,,,,,
331,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-11-26 03:27:34.000000,2020-10-14 13:22:39,167.0,,332.0,71.0,86.0,26.0,26.0,1191.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,28,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,,1267.0,1267.0,https://pypi.org/project/empyrical,26779.0,27141.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,25733.0,,,,,2.0,,,,,,,,,,,,,
332,Aesara,aesara-devs/aesara,ml-frameworks,,https://github.com/aesara-devs/aesara,https://github.com/aesara-devs/aesara,,2019-11-12 14:02:08.000,2023-12-15 03:53:42.000000,2023-10-25 14:19:09,30108.0,1.0,155.0,20.0,747.0,282.0,408.0,1129.0,"Aesara is a Python library for defining, optimizing, and efficiently evaluating mathematical expressions involving..",593.0,28,True,2023-10-25 14:19:59,rel-2.9.3,85.0,aesara,conda-forge/aesara,,,,577.0,577.0,https://pypi.org/project/aesara,47343.0,74566.0,https://anaconda.org/conda-forge/aesara,2023-10-25 16:56:57.335,952818.0,,,,,3.0,,,,,,,,,,,,,
333,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2023-06-27 23:50:02.000000,2023-03-24 22:04:13,811.0,,237.0,41.0,502.0,224.0,252.0,872.0,Scalable Machine Learning with Dask.,77.0,28,True,2023-03-24 22:04:58,2023.3.24,28.0,dask-ml,conda-forge/dask-ml,,,,929.0,929.0,https://pypi.org/project/dask-ml,172961.0,183512.0,https://anaconda.org/conda-forge/dask-ml,2023-06-16 13:24:06.152,791329.0,,,,,3.0,,,,,,,,,,,,,
334,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2024-01-01 17:28:43.000000,2023-11-06 00:17:47,493.0,5.0,117.0,33.0,127.0,24.0,74.0,853.0,Python bindings and utilities for GeoJSON.,56.0,28,True,,,11.0,geojson,conda-forge/geojson,,,,16164.0,16164.0,https://pypi.org/project/geojson,1231988.0,1302316.0,https://anaconda.org/conda-forge/geojson,2023-11-06 11:21:40.354,773613.0,,,,,3.0,,,,,,,,,,,,,
335,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2023-11-20 21:14:19.693000,2023-11-20 18:02:35,663.0,6.0,100.0,14.0,94.0,68.0,60.0,818.0,A Python nearest neighbor descent for approximate nearest neighbors.,27.0,28,True,2023-11-20 18:03:16,release-0.5.11,23.0,pynndescent,conda-forge/pynndescent,,,,5191.0,5191.0,https://pypi.org/project/pynndescent,850216.0,891389.0,https://anaconda.org/conda-forge/pynndescent,2023-11-20 21:14:19.693,1729298.0,,,,,3.0,,,,,,,,,,,,,
336,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2023-12-30 07:11:56.000000,2023-12-30 07:00:13,1322.0,53.0,122.0,25.0,445.0,6.0,125.0,772.0,A Comparative Framework for Multimodal Recommender Systems.,18.0,28,True,2023-12-12 07:49:26,1.18.0,49.0,cornac,conda-forge/cornac,,,,189.0,189.0,https://pypi.org/project/cornac,99916.0,107807.0,https://anaconda.org/conda-forge/cornac,2023-12-12 18:26:56.153,339337.0,,,,,2.0,,,,,,,,,,,,,
337,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2024-01-04 07:53:42.000000,2023-12-31 13:58:59,2670.0,232.0,92.0,10.0,505.0,15.0,91.0,764.0,Time series forecasting with scikit-learn models.,9.0,28,True,2023-11-16 21:42:02,0.11.0,25.0,skforecast,,,,['sklearn'],229.0,229.0,https://pypi.org/project/skforecast,44200.0,44200.0,,,,,,,,2.0,,,,,,,,,,,,,
338,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2024-01-04 00:48:10.000000,2023-12-22 14:48:18,792.0,14.0,71.0,25.0,358.0,104.0,225.0,543.0,"Simple, concise geographical visualization in Python.",30.0,28,True,2023-11-01 18:39:43,1.11.0,31.0,geoviews,conda-forge/geoviews,,,,844.0,844.0,https://pypi.org/project/geoviews,6548.0,11725.0,https://anaconda.org/conda-forge/geoviews,2023-11-02 09:01:15.038,207117.0,,,,,3.0,,,,,,,,,,,,,
339,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1131.0,178.0,213.0,23.0,533.0,8390.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,27,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,21.0,21.0,,,229.0,,,,,,,,3.0,8258.0,,,,,,,,,,,,
340,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2023-07-09 00:54:49.000000,2023-04-19 16:47:52,581.0,,1128.0,352.0,79.0,47.0,231.0,7857.0,StarCraft II Learning Environment.,39.0,27,True,2022-07-13 12:08:43,4.0,6.0,pysc2,,,,,657.0,657.0,https://pypi.org/project/pysc2,1219.0,1620.0,,,,,,,,3.0,30916.0,google-deepmind/pysc2,,,,,,,,,,,
341,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1187.0,154.0,950.0,45.0,782.0,5688.0,Gluon CV Toolkit.,119.0,27,True,2021-03-09 00:20:06,0.10.0,10.0,gluoncv,,,,['mxnet'],21.0,21.0,https://pypi.org/project/gluoncv,39100.0,39100.0,,,,,,,,3.0,,,,,,,,,,,,,
342,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2023-12-31 15:27:11.000000,2023-12-30 21:46:50,13635.0,516.0,1510.0,143.0,3536.0,803.0,1039.0,5339.0,An Industrial Grade Federated Learning Framework.,99.0,27,True,2023-12-31 15:27:11,2.0.0,48.0,ETAF,,,,,,,https://pypi.org/project/ETAF,,,,,,,,,,2.0,,,,,,2.0,,,,,,,
343,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2023-10-19 19:24:54.000000,2023-10-19 19:24:51,248.0,1.0,836.0,126.0,38.0,63.0,144.0,4996.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,21.0,27,True,,,4.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],2713.0,2713.0,https://pypi.org/project/torchdiffeq,730739.0,731058.0,https://anaconda.org/conda-forge/torchdiffeq,2023-06-16 19:19:05.182,14055.0,,,,,2.0,,,,,,,,,,,,,
344,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2024-01-03 19:23:39.000000,2023-12-04 20:15:52,1724.0,66.0,533.0,40.0,772.0,427.0,281.0,3403.0,Time series forecasting with PyTorch.,43.0,27,True,2023-04-10 19:56:20,1.0.0,31.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,,,https://pypi.org/project/pytorch-forecasting,50743.0,52072.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,53172.0,,,,,3.0,,,,,,,,,,,,,
345,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2024-01-03 16:45:49.000000,2024-01-03 16:44:47,1195.0,6.0,401.0,83.0,54.0,57.0,201.0,3301.0,A library of reinforcement learning components and agents.,84.0,27,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],182.0,182.0,https://pypi.org/project/dm-acme,1637.0,1847.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,8002.0,,,,,2.0,,google-deepmind/acme,,,,,,,,,,,
346,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2023-12-23 00:58:49.000000,2023-12-23 00:58:46,1142.0,34.0,448.0,60.0,683.0,1.0,504.0,3296.0,On-device wake word detection powered by deep learning.,37.0,27,True,2023-10-26 19:17:54,3.0,14.0,pvporcupine,,,,,26.0,26.0,https://pypi.org/project/pvporcupine,4350.0,4350.0,,,,,,,,3.0,,,,,,,,,,,,,
347,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2023-11-17 01:11:26.000000,2023-09-10 15:15:16,1059.0,,229.0,62.0,111.0,5.0,266.0,3071.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,27,True,2023-09-10 15:53:16,idgear-0.3.2,21.0,vidgear,,,,,490.0,490.0,https://pypi.org/project/vidgear,10007.0,10023.0,,,,,,,,3.0,959.0,,,,,,,,,,,,
348,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-12-18 12:05:47.000000,2023-11-25 05:36:27,4323.0,55.0,552.0,40.0,994.0,190.0,668.0,3002.0,"A unified, comprehensive and efficient recommendation library.",70.0,27,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2057.0,2171.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4347.0,,,,,3.0,,,,,,,,,,,,,
349,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-12-09 00:22:24.000000,2023-12-09 00:22:24,2360.0,45.0,680.0,166.0,60.0,11.0,688.0,2996.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,28.0,27,True,2023-10-23 21:02:38,1.6.0,20.0,,bioconda/deepvariant,,,['tensorflow'],,,,,901.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,60313.0,,,,,3.0,4696.0,,,,,,,,,,,,
350,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-09-14 20:07:18.000000,2021-10-29 06:15:49,2535.0,,410.0,64.0,932.0,291.0,745.0,2834.0,StellarGraph - Machine Learning on Graphs.,36.0,27,False,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,,['tensorflow'],248.0,248.0,https://pypi.org/project/stellargraph,4911.0,4911.0,,,,,,,,2.0,,,,,,,,,,,,,
