,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
335,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2024-08-15 18:18:17.324,2024-08-15 06:24:46,1365.0,13.0,139.0,25.0,486.0,17.0,139.0,856.0,A Comparative Framework for Multimodal Recommender Systems.,22.0,28,True,2024-08-15 06:25:57,2.2.2,54.0,cornac,conda-forge/cornac,,,,49547.0,225.0,225.0,https://pypi.org/project/cornac,40518.0,https://anaconda.org/conda-forge/cornac,2024-08-15 18:18:17.324,451485.0,2.0,,,,,,,,,,,,,,,,
336,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2024-08-14 00:07:19.000,2024-05-12 22:59:32,3715.0,,328.0,65.0,689.0,34.0,533.0,826.0,The Classical Language Toolkit.,121.0,28,True,2024-05-13 16:48:36,1.2.6,78.0,cltk,,,,76.0,1703.0,268.0,268.0,https://pypi.org/project/cltk,1703.0,,,,3.0,,,,,,,,,,,,,,,,
337,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2024-03-26 06:01:50.000,2023-10-12 07:20:40,1894.0,,1105.0,240.0,455.0,59.0,264.0,17665.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,27,True,2021-06-06 17:14:16,5.14.0,29.0,ciphey,,,,,32157.0,,,https://pypi.org/project/ciphey,31746.0,,,,3.0,remnux/ciphey,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,17.0,25126.0,,,,,,,,,,,
338,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2024-08-02 10:44:28.000,2024-08-02 10:44:28,13837.0,62.0,1535.0,138.0,3615.0,46.0,1971.0,5616.0,An Industrial Grade Federated Learning Framework.,100.0,27,True,2024-07-31 11:47:02,2.2.0,51.0,ETAF,,,,,,,,https://pypi.org/project/ETAF,,,,,2.0,,,,,,,,,,,,,,,,
339,causalml,uber/causalml,interpretability,,https://github.com/uber/causalml,https://github.com/uber/causalml,,2019-07-09 02:08:58.000,2024-08-01 13:16:45.000,2024-08-01 13:16:45,618.0,5.0,752.0,85.0,346.0,55.0,337.0,4932.0,Uplift modeling and causal inference with machine learning algorithms.,63.0,27,True,2024-04-19 00:05:19,0.15.1,14.0,causalml,,,,,37760.0,214.0,214.0,https://pypi.org/project/causalml,37760.0,,,,2.0,,,,,,,,,,,,,,,,
340,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-06-09 21:29:46.000,2024-06-09 21:29:43,1062.0,16.0,965.0,241.0,217.0,44.0,203.0,4476.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,27,True,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,644.0,58.0,58.0,https://pypi.org/project/tensortrade,550.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3791.0,3.0,,,,,,,,,,,,,,,,
341,facenet-pytorch,timesler/facenet-pytorch,pytorch-utils,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2024-08-02 08:16:49.000,2024-08-02 08:16:49,252.0,1.0,856.0,53.0,55.0,70.0,107.0,4389.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,18.0,27,True,2023-04-07 19:27:35,2.5.3,7.0,facenet-pytorch,,,['pytorch'],1176663.0,90321.0,2097.0,2097.0,https://pypi.org/project/facenet-pytorch,69678.0,,,,2.0,,,,,,,,,,,,,,,,
342,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2024-07-31 19:18:48.000,2024-02-22 12:17:17,1487.0,,249.0,19.0,1746.0,248.0,726.0,3526.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,53.0,27,True,2024-01-31 13:08:55,0.18.1,60.0,deepchecks,,,,989.0,102035.0,403.0,403.0,https://pypi.org/project/deepchecks,102006.0,,,,2.0,,,,,,,,,,,,,,,,
343,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2024-08-13 20:55:32.000,2024-08-13 12:21:42,877.0,19.0,402.0,44.0,962.0,30.0,325.0,3460.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",49.0,27,True,2024-08-08 13:57:18,0.9.0,16.0,python-doctr,,,"['tensorflow', 'pytorch']",3441173.0,128804.0,,,https://pypi.org/project/python-doctr,46872.0,,,,3.0,,,,,,,,,,,,,,,,
344,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-08-14 19:21:52.000,2024-06-26 19:01:50,1492.0,48.0,349.0,67.0,1410.0,49.0,85.0,3447.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,38.0,27,True,2024-06-26 16:33:42,1.2,12.0,lit-nlp,conda-forge/lit-nlp,,,,5267.0,37.0,37.0,https://pypi.org/project/lit-nlp,3489.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,83572.0,2.0,,,,,,,,,,,,,,,,
345,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2024-04-10 12:25:23.000,2021-10-29 06:15:49,2535.0,,426.0,62.0,933.0,296.0,745.0,2923.0,StellarGraph - Machine Learning on Graphs.,37.0,27,False,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,['tensorflow'],,7161.0,270.0,270.0,https://pypi.org/project/stellargraph,7161.0,,,,2.0,,,,,,,,,,,,,,,,
346,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2024-08-06 11:36:13.000,2023-11-29 13:26:08,135.0,,268.0,52.0,20.0,38.0,97.0,2878.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,27,True,2023-11-29 13:30:45,2.3.1,13.0,sweetviz,conda-forge/sweetviz,,,,71866.0,2406.0,2406.0,https://pypi.org/project/sweetviz,71095.0,https://anaconda.org/conda-forge/sweetviz,2023-12-04 12:10:57.449,32393.0,3.0,,,,,,,,,,,,,,,,
347,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2024-05-17 16:33:06.000,2023-12-03 09:09:14,2415.0,,256.0,27.0,1132.0,77.0,224.0,2618.0,Database system for AI-powered apps.,73.0,27,True,2023-11-19 16:35:30,0.3.9,36.0,evadb,,,['pytorch'],414076.0,16779.0,145.0,145.0,https://pypi.org/project/evadb,216.0,,,,3.0,,,,,,georgia-tech-db/evadb,,,,,,,,,,
348,adapters,Adapter-Hub/adapters,nlp,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-08-10 13:51:42.000,2024-08-10 13:50:46,138.0,28.0,322.0,30.0,322.0,39.0,340.0,2496.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,12.0,27,True,2024-08-10 15:47:41,1.0.0,21.0,adapters,,,['huggingface'],,19350.0,92.0,92.0,https://pypi.org/project/adapters,19350.0,,,,3.0,,,,,,,,,,,,,,,,
349,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2024-03-18 12:42:13.000,2018-08-19 12:37:47,130.0,,279.0,65.0,60.0,22.0,39.0,2423.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01,0.3.7,17.0,scikit-plot,conda-forge/scikit-plot,,['sklearn'],,392144.0,5237.0,5237.0,https://pypi.org/project/scikit-plot,390013.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,181219.0,2.0,,,,,,,,,,,,,,,,
350,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-07-05 14:45:32.000,2024-07-05 14:45:32,437.0,1.0,804.0,90.0,285.0,147.0,103.0,2389.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,27,True,2024-04-08 20:02:55,0.6.1,12.0,aif360,conda-forge/aif360,,,,32384.0,454.0,454.0,https://pypi.org/project/aif360,32108.0,https://anaconda.org/conda-forge/aif360,2024-04-09 06:44:48.814,12987.0,2.0,,,,,,,,,,,,,,,,
351,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000,2024-01-21 16:46:47,1134.0,,330.0,44.0,57.0,68.0,207.0,2357.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,27,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,['tensorflow'],,11064.0,315.0,315.0,https://pypi.org/project/spektral,11064.0,,,,2.0,,,,,,,,,,,,,,,,
352,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000,2023-04-03 00:19:55,1816.0,,244.0,87.0,124.0,32.0,230.0,2196.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 22:46:00,0.13.0,29.0,textacy,conda-forge/textacy,,,,28455.0,1835.0,1835.0,https://pypi.org/project/textacy,26667.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,155566.0,3.0,,,,,,,,,,,,,,,,
353,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,,2019-10-07 13:29:13.000,2024-08-05 07:13:17.000,2024-05-21 10:49:30,727.0,1.0,217.0,38.0,545.0,121.0,235.0,2183.0,"Algorithms for outlier, adversarial and drift detection.",23.0,27,True,2024-04-17 16:05:27,0.12.0,35.0,alibi-detect,,,,,61438.0,463.0,463.0,https://pypi.org/project/alibi-detect,61438.0,,,,3.0,,,,,,,,,,,,,,,,
354,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2024-08-14 10:15:59.000,2024-08-09 10:12:02,873.0,23.0,399.0,38.0,901.0,142.0,315.0,1874.0,A Python package to assess and improve fairness of machine learning models.,83.0,27,True,2023-12-19 14:14:09,0.10.0,14.0,fairlearn,conda-forge/fairlearn,,['sklearn'],,178106.0,3.0,3.0,https://pypi.org/project/fairlearn,177334.0,https://anaconda.org/conda-forge/fairlearn,2023-12-20 11:56:56.090,34760.0,2.0,,,,,,,,,,,,,,,,
355,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000,2023-12-02 05:11:31,691.0,,280.0,41.0,495.0,156.0,151.0,1776.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,27,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,475.0,159686.0,176.0,176.0,https://pypi.org/project/petastorm,159680.0,,,,3.0,,,,,,,,,,,,,,,,
356,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2024-06-21 10:56:28.000,2024-06-03 08:29:10,3912.0,9.0,282.0,29.0,577.0,90.0,721.0,1736.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,78.0,27,True,2024-02-27 17:02:40,0.5.0,8.0,avalanche-lib,,,,27.0,1310.0,96.0,96.0,https://pypi.org/project/avalanche-lib,1310.0,,,,3.0,,,,,,,,,,,,,,,,
357,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000,2023-10-08 14:28:43,1157.0,,207.0,36.0,1081.0,25.0,496.0,1735.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,True,2023-06-30 13:17:42,0.8.2,26.0,lightning-flash,conda-forge/lightning-flash,,['pytorch'],,2389.0,291.0,291.0,https://pypi.org/project/lightning-flash,1812.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,20793.0,2.0,,,,,,Lightning-Universe/lightning-flash,,,,,,,,,,
358,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2024-08-13 10:03:09.000,2024-08-13 10:02:03,694.0,5.0,153.0,22.0,126.0,4.0,131.0,1429.0,"Extensible, parallel implementations of t-SNE.",12.0,27,True,2024-08-13 11:02:28,1.0.2,21.0,opentsne,conda-forge/opentsne,,,,42274.0,850.0,850.0,https://pypi.org/project/opentsne,36253.0,https://anaconda.org/conda-forge/opentsne,2024-05-19 08:28:58.978,289040.0,3.0,,,,,,,,,,,3.0,,,,,
359,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2024-07-06 18:10:49.000,2024-07-06 18:10:47,1059.0,15.0,117.0,23.0,116.0,35.0,56.0,1352.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",24.0,27,True,2024-05-23 16:06:48,1.4.5,36.0,imodels,,,,,24619.0,89.0,89.0,https://pypi.org/project/imodels,24619.0,,,,2.0,,,,,,,,,,,,,,,,
360,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-08-13 00:26:59.000,2024-08-13 00:26:57,1470.0,35.0,258.0,74.0,105.0,21.0,55.0,1253.0,Model analysis tools for TensorFlow.,57.0,27,True,2024-04-25 08:18:34,0.46.0,57.0,tensorflow-model-analysis,,,"['tensorflow', 'jupyter']",,89510.0,,,https://pypi.org/project/tensorflow-model-analysis,89510.0,,,,2.0,,,,,,,,,,,,,,,,
361,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2024-07-29 16:12:40.000,2024-07-29 16:12:37,144.0,5.0,117.0,23.0,105.0,39.0,74.0,1235.0,Python 3.8+ toolbox for submitting jobs to Slurm.,24.0,27,True,2021-02-01 10:18:48,1.2.0,10.0,submitit,conda-forge/submitit,,,,434621.0,3048.0,3048.0,https://pypi.org/project/submitit,433806.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,39140.0,3.0,,,,,,,,,,,,,,,,
362,Aesara,aesara-devs/aesara,ml-frameworks,,https://github.com/aesara-devs/aesara,https://github.com/aesara-devs/aesara,,2019-11-12 14:02:08.000,2024-02-05 16:23:19.000,2024-02-05 16:23:18,30109.0,,155.0,20.0,748.0,284.0,408.0,1171.0,"Aesara is a Python library for defining, optimizing, and efficiently evaluating mathematical expressions involving..",596.0,27,True,2023-10-25 14:19:59,rel-2.9.3,85.0,aesara,conda-forge/aesara,,,,85886.0,628.0,628.0,https://pypi.org/project/aesara,57797.0,https://anaconda.org/conda-forge/aesara,2023-10-25 16:56:57.335,1179760.0,3.0,,,,,,,,,,,,,,,,
363,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000,2023-04-19 21:43:19,547.0,,173.0,33.0,86.0,77.0,122.0,915.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,False,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,['sklearn'],,60796.0,1707.0,1707.0,https://pypi.org/project/scikit-multilearn,60796.0,,,,2.0,,,,,,,,,,,,,,,,
364,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,,2010-01-31 00:13:06.000,2024-07-18 20:23:32.152,2024-07-17 19:01:14,1326.0,16.0,145.0,50.0,59.0,21.0,70.0,837.0,Computer Vision in Python.,35.0,27,True,2024-03-23 23:45:54,1.4.14,14.0,mahotas,conda-forge/mahotas,,,,41029.0,1319.0,1319.0,https://pypi.org/project/mahotas,31992.0,https://anaconda.org/conda-forge/mahotas,2024-07-18 20:23:32.152,451857.0,3.0,,,,,,,,,,,,,,,,
365,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2024-08-15 18:08:00.000,2024-08-12 11:29:08,3171.0,47.0,118.0,17.0,300.0,4.0,161.0,781.0,Python bindings for MPI.,27.0,27,True,2024-07-28 09:28:01,4.0.0,14.0,mpi4py,conda-forge/mpi4py,,,25662.0,823887.0,,,https://pypi.org/project/mpi4py,763397.0,https://anaconda.org/conda-forge/mpi4py,2024-08-08 14:11:17.803,2758501.0,3.0,,,,,,,,,,,,,,,,
366,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2024-08-14 19:39:08.000,2024-07-01 21:47:36,1690.0,6.0,271.0,43.0,1403.0,273.0,371.0,695.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",109.0,27,True,2024-07-01 23:45:56,0.37.1,45.0,tensorflow-io,,,['tensorflow'],,1439168.0,,,https://pypi.org/project/tensorflow-io,1439168.0,,,,2.0,,,,,,,,,,,,,,,,
367,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-07-24 11:02:33.000,2024-07-24 11:02:33,622.0,18.0,160.0,31.0,213.0,2.0,102.0,614.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,34.0,27,True,2024-04-10 11:45:27,0.6,7.0,pyriemann,conda-forge/pyriemann,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],,36260.0,375.0,375.0,https://pypi.org/project/pyriemann,35990.0,https://anaconda.org/conda-forge/pyriemann,2024-04-10 14:21:44.720,7041.0,3.0,,,,,,,,,,,,,,,,
368,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-07-03 17:03:56.000,2024-07-03 17:02:18,237.0,5.0,58.0,13.0,207.0,12.0,187.0,330.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,27,True,,,12.0,pystan,conda-forge/pystan,,,,880339.0,9957.0,9957.0,https://pypi.org/project/pystan,848026.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2875890.0,3.0,,,,,,,,,,,,,,,,
369,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2024-08-07 17:16:24.000,2024-08-07 17:16:24,1958.0,13.0,13361.0,3329.0,897.0,1.0,87.0,64795.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",653.0,26,True,,,,,,,,,,20.0,20.0,,,,,,1.0,,,,,,,,,,,,,,,,
370,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2024-08-07 15:19:11.000,2024-08-07 15:19:11,636.0,21.0,1696.0,330.0,82.0,171.0,419.0,9368.0,Python wrapper for TA-Lib (http://ta-lib.org/).,31.0,26,True,,,5.0,TA-Lib,conda-forge/ta-lib,,,,91330.0,,,https://pypi.org/project/TA-Lib,81336.0,https://anaconda.org/conda-forge/ta-lib,2024-07-01 15:21:34.819,469732.0,3.0,,,,,,,,,,,,,,,,
371,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000,2021-02-12 10:36:31,2184.0,,1191.0,186.0,213.0,26.0,534.0,9134.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,11910.0,276.0,21.0,21.0,,,,,,3.0,,,,,,,,,,,,,,,,
372,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2024-06-16 11:25:37.000,2024-06-14 19:31:58,659.0,6.0,982.0,144.0,100.0,72.0,310.0,6303.0,A Python scikit for building and analyzing recommender systems.,46.0,26,True,,,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,93028.0,21.0,21.0,https://pypi.org/project/scikit-surprise,84985.0,https://anaconda.org/conda-forge/scikit-surprise,2024-05-20 10:08:43.793,394143.0,2.0,,,,,,,,,,,,,,,,
373,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2024-03-31 17:27:35.000,2023-10-22 09:33:23,779.0,,1160.0,210.0,92.0,185.0,122.0,5780.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,26,True,,,,pyAudioAnalysis,,,,,8352.0,495.0,495.0,https://pypi.org/project/pyAudioAnalysis,8352.0,,,,3.0,,,,,,,,,,,,,,,,
374,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-08-05 21:01:49.000,2024-05-08 23:39:06,618.0,,701.0,110.0,192.0,15.0,347.0,5716.0,Python-tesseract is an optical character recognition (OCR) tool for python.,46.0,26,True,2023-10-15 15:39:44,0.3.13,26.0,pytesseract,conda-forge/pytesseract,,,,2535675.0,,,https://pypi.org/project/pytesseract,2523057.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,618322.0,3.0,,,,,,,,,,,,,,,,
375,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2024-07-03 08:05:36.000,2020-05-03 07:13:22,108.0,,587.0,142.0,31.0,58.0,55.0,5571.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1725735.0,1730.0,1730.0,https://pypi.org/project/flashtext,1725340.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,19361.0,3.0,,,,,,,,,,,,,,,,
376,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-06-23 12:28:48.000,2024-06-23 12:28:48,343.0,5.0,971.0,47.0,34.0,64.0,112.0,5126.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,26,True,2021-06-28 12:45:52,0.6.5,20.0,scikit-opt,,,['sklearn'],,4060.0,215.0,215.0,https://pypi.org/project/scikit-opt,4060.0,,,,3.0,,,,,,,,,,,,,,,,
377,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000,2023-04-27 20:08:56,632.0,,911.0,282.0,226.0,12.0,356.0,3873.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,False,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,"['tensorflow', 'spark']",,730433.0,,,https://pypi.org/project/tensorflowonspark,730015.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,23439.0,3.0,,,,,,,,,,,,,,,,
378,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2024-08-04 19:31:40.000,2024-03-15 19:57:42,1777.0,,594.0,40.0,836.0,465.0,284.0,3803.0,Time series forecasting with PyTorch.,45.0,26,True,2023-04-10 19:56:20,1.0.0,31.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,62363.0,,,https://pypi.org/project/pytorch-forecasting,61052.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,61628.0,3.0,,,,,,,,,,,,,,,,
379,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2024-08-15 00:54:14.000,2024-07-08 20:31:38,1220.0,8.0,478.0,63.0,743.0,1.0,542.0,3648.0,On-device wake word detection powered by deep learning.,38.0,26,True,2023-10-26 19:17:54,3.0,14.0,pvporcupine,,,,,9309.0,33.0,33.0,https://pypi.org/project/pvporcupine,9309.0,,,,3.0,,,,,,,,,,,,,,,,
380,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2024-08-13 01:59:17.000,2024-08-13 01:59:05,1658.0,24.0,660.0,42.0,28.0,10.0,534.0,3326.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,31.0,26,True,2023-09-21 03:43:55,2.2.7,9.0,deepke,,,['pytorch'],,860.0,23.0,23.0,https://pypi.org/project/deepke,860.0,,,,3.0,,,,,,,,,,,,,,,,
