,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,snap_id
316,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2023-12-07 09:10:03.000000,2023-12-07 09:05:05,1435.0,29.0,683.0,74.0,1759.0,279.0,621.0,3935.0,Probabilistic time series modeling in Python.,110.0,28,True,2023-12-07 09:10:03,0.14.3,100.0,gluonts,anaconda/gluonts,,,['mxnet'],,,https://pypi.org/project/gluonts,318841.0,318865.0,https://anaconda.org/anaconda/gluonts,2023-06-23 14:26:58.411,648.0,,,,,2.0,,,,,,,,,,,,,
317,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-10-28 04:01:29.000000,2023-09-01 03:04:11,1137.0,,694.0,60.0,1011.0,125.0,736.0,3843.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",85.0,28,True,2023-07-04 07:11:53,1.0.1,20.0,mmocr,,,,['pytorch'],97.0,97.0,https://pypi.org/project/mmocr,5863.0,5863.0,,,,,,,,3.0,,,,,,,,,,,,,
318,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2023-06-16 13:24:02.087000,2023-02-26 20:07:33,189.0,,449.0,72.0,37.0,9.0,121.0,3710.0,Missing data visualization module for Python.,18.0,28,True,2023-02-26 20:11:48,0.5.2,6.0,missingno,conda-forge/missingno,,,,13949.0,13949.0,https://pypi.org/project/missingno,435716.0,439802.0,https://anaconda.org/conda-forge/missingno,2023-06-16 13:24:02.087,314679.0,,,,,3.0,,,,,,,,,,,,,
319,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,,2012-08-24 16:14:59.000,2023-11-22 19:57:21.457000,2023-11-21 23:43:00,614.0,5.0,115.0,76.0,66.0,14.0,120.0,3630.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,28,True,2021-08-23 21:02:05,6.0.3,12.0,ftfy,conda-forge/ftfy,,,,15328.0,15328.0,https://pypi.org/project/ftfy,3537922.0,3545837.0,https://anaconda.org/conda-forge/ftfy,2023-11-22 19:57:21.457,277032.0,,,,,3.0,,,,,,,,,,,,,
320,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2023-12-04 20:16:01.000000,2023-12-04 20:15:52,1724.0,133.0,531.0,41.0,754.0,420.0,281.0,3355.0,Time series forecasting with PyTorch.,43.0,28,True,2023-04-10 19:56:20,1.0.0,31.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,,,https://pypi.org/project/pytorch-forecasting,59210.0,60560.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,52673.0,,,,,2.0,,,,,,,,,,,,,
321,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2023-12-02 01:21:07.000000,2023-11-10 07:34:11,445.0,8.0,509.0,113.0,84.0,16.0,100.0,3299.0,Module for automatic summarization of text documents and HTML pages.,30.0,28,True,2022-10-23 16:40:03,0.11.0,15.0,sumy,conda-forge/sumy,,,,2337.0,2337.0,https://pypi.org/project/sumy,28384.0,28622.0,https://anaconda.org/conda-forge/sumy,2023-06-16 19:26:28.563,7154.0,,,,,3.0,,,,,,,,,,,,,
322,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2023-11-13 00:15:46.000000,2023-11-13 00:15:46,980.0,1.0,563.0,100.0,332.0,29.0,712.0,3201.0,"Fast, flexible and easy to use probabilistic modelling in Python.",72.0,28,True,2023-04-16 07:29:15,1.0.0,9.0,pomegranate,conda-forge/pomegranate,,,,1016.0,1016.0,https://pypi.org/project/pomegranate,22895.0,26144.0,https://anaconda.org/conda-forge/pomegranate,2023-09-07 11:32:40.942,139718.0,,,,,3.0,,,,,,,,,,,,,
323,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2023-12-06 16:43:03.000000,2023-12-06 15:56:49,1475.0,16.0,224.0,16.0,1696.0,243.0,722.0,3131.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,52.0,28,True,2023-10-11 15:32:25,0.17.5,58.0,deepchecks,,,,,301.0,301.0,https://pypi.org/project/deepchecks,35340.0,35369.0,,,,,,,,2.0,767.0,,,,,,,,,,,,
324,anomalib,openvinotoolkit/anomalib,ml-frameworks,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2023-12-07 16:11:19.000000,2023-11-18 07:08:57,506.0,29.0,482.0,34.0,649.0,60.0,540.0,2642.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",64.0,28,True,2023-08-29 07:29:32,0.7.0,27.0,anomalib,,,,,38.0,38.0,https://pypi.org/project/anomalib,37019.0,37209.0,,,,,,,,3.0,4575.0,,,,,,,,,,,,
325,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2023-12-04 07:19:10.000000,2023-12-04 07:18:53,1499.0,63.0,579.0,43.0,28.0,,346.0,2537.0,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,30.0,28,True,2023-09-21 03:43:55,2.2.7,9.0,deepke,,,,['pytorch'],20.0,20.0,https://pypi.org/project/deepke,616.0,616.0,,,,,,,,3.0,,,,,,,,,,,,,
326,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2023-09-13 13:50:05.000000,2018-08-19 12:37:47,130.0,,275.0,67.0,59.0,20.0,39.0,2362.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,28,False,2018-08-19 12:21:01,0.3.7,17.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],4186.0,4186.0,https://pypi.org/project/scikit-plot,469298.0,471467.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,167038.0,,,,,2.0,,,,,,,,,,,,,
327,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2023-07-06 22:54:55.000000,2022-12-10 14:00:49,877.0,,344.0,84.0,166.0,207.0,146.0,2286.0,D3 Renderings of Matplotlib Graphics.,51.0,28,True,,,10.0,mpld3,conda-forge/mpld3,,,,5282.0,5282.0,https://pypi.org/project/mpld3,414033.0,416531.0,https://anaconda.org/conda-forge/mpld3,2023-06-16 13:17:04.944,190649.0,,,,,3.0,,,,mpld3,https://www.npmjs.com/package/mpld3,426.0,,,,,,,
328,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2023-12-02 08:46:41.000000,2023-12-02 08:46:41,671.0,1.0,387.0,42.0,59.0,9.0,268.0,1795.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,28,True,2023-04-07 06:00:20,1.3.6,16.0,ogb,conda-forge/ogb,,,,1252.0,1252.0,https://pypi.org/project/ogb,42046.0,42800.0,https://anaconda.org/conda-forge/ogb,2023-06-16 19:21:31.692,29435.0,,,,,2.0,,,,,,,,,,,,,
329,ngboost,stanfordmlgroup/ngboost,ml-frameworks,,https://github.com/stanfordmlgroup/ngboost,https://github.com/stanfordmlgroup/ngboost,Apache-2.0,2018-06-21 22:22:40.000,2023-11-29 20:28:27.000000,2023-11-29 20:28:26,699.0,9.0,213.0,44.0,122.0,36.0,161.0,1532.0,Natural Gradient Boosting for Probabilistic Prediction.,48.0,28,True,2023-11-01 03:50:41,0.4.2,22.0,ngboost,conda-forge/ngboost,,,,170.0,170.0,https://pypi.org/project/ngboost,27374.0,28491.0,https://anaconda.org/conda-forge/ngboost,2023-11-01 06:37:06.987,45579.0,,,,,3.0,263.0,,,,,,,,,,,,
330,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2023-12-06 02:36:17.000000,2023-12-06 01:55:01,701.0,4.0,296.0,43.0,352.0,60.0,201.0,1520.0,Training PyTorch models with differential privacy.,74.0,28,True,2023-03-24 15:59:54,1.4.0,20.0,opacus,conda-forge/opacus,,,['pytorch'],701.0,701.0,https://pypi.org/project/opacus,46592.0,47133.0,https://anaconda.org/conda-forge/opacus,2023-06-18 08:40:32.992,12403.0,,,,,2.0,106.0,,,,,,,,,,,,
331,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,,2016-10-21 23:14:52.000,2023-12-04 04:51:52.000000,2023-11-09 19:35:44,1833.0,23.0,269.0,45.0,268.0,58.0,191.0,1463.0,TensorLy: Tensor Learning in Python.,66.0,28,True,2023-01-15 00:40:26,0.8.0,8.0,tensorly,conda-forge/tensorly,,,,523.0,523.0,https://pypi.org/project/tensorly,13533.0,18951.0,https://anaconda.org/conda-forge/tensorly,2023-06-16 16:08:38.154,363032.0,,,,,2.0,,,,,,,,,,,,,
332,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-10-09 07:21:10.000000,2023-09-29 00:13:39,295.0,9.0,222.0,50.0,184.0,43.0,120.0,1348.0,Metric learning algorithms in Python.,22.0,28,True,2023-09-29 00:16:16,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],324.0,324.0,https://pypi.org/project/metric-learn,12700.0,12965.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,10870.0,,,,,2.0,,,,,,,,,,,,,
333,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-12-04 00:37:27.000000,2023-11-16 02:42:03,1010.0,18.0,105.0,25.0,113.0,26.0,52.0,1218.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",22.0,28,True,2023-10-05 02:21:28,1.4.1,33.0,imodels,,,,,59.0,59.0,https://pypi.org/project/imodels,178042.0,178042.0,,,,,,,,2.0,,,,,,,,,,,,,
334,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2023-06-16 19:18:39.600000,2023-04-20 04:36:19,526.0,,404.0,52.0,37.0,16.0,139.0,1190.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,True,2022-09-06 19:52:23,0.12.2,11.0,kmodes,conda-forge/kmodes,,,,2347.0,2347.0,https://pypi.org/project/kmodes,186637.0,187513.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,38585.0,,,,,2.0,,,,,,,,,,,,,
335,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-11-26 03:27:34.000000,2020-10-14 13:22:39,167.0,,328.0,71.0,86.0,25.0,26.0,1171.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,28,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,,1252.0,1252.0,https://pypi.org/project/empyrical,26935.0,27300.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,25611.0,,,,,2.0,,,,,,,,,,,,,
336,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2023-06-27 23:50:02.000000,2023-03-24 22:04:13,811.0,,237.0,41.0,502.0,224.0,252.0,872.0,Scalable Machine Learning with Dask.,77.0,28,True,2023-03-24 22:04:58,2023.3.24,28.0,dask-ml,conda-forge/dask-ml,,,,910.0,910.0,https://pypi.org/project/dask-ml,158717.0,169367.0,https://anaconda.org/conda-forge/dask-ml,2023-06-16 13:24:06.152,788112.0,,,,,3.0,,,,,,,,,,,,,
337,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2023-11-06 11:21:40.354000,2023-11-06 00:17:47,493.0,8.0,115.0,31.0,126.0,24.0,74.0,847.0,Python bindings and utilities for GeoJSON.,56.0,28,True,,,11.0,geojson,conda-forge/geojson,,,,15967.0,15967.0,https://pypi.org/project/geojson,1469560.0,1546583.0,https://anaconda.org/conda-forge/geojson,2023-11-06 11:21:40.354,770231.0,,,,,3.0,,,,,,,,,,,,,
338,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2023-11-20 21:14:19.693000,2023-11-20 18:02:35,663.0,9.0,100.0,14.0,94.0,66.0,60.0,816.0,A Python nearest neighbor descent for approximate nearest neighbors.,27.0,28,True,2023-11-20 18:03:16,release-0.5.11,23.0,pynndescent,conda-forge/pynndescent,,,,4961.0,4961.0,https://pypi.org/project/pynndescent,986266.0,1028201.0,https://anaconda.org/conda-forge/pynndescent,2023-11-20 21:14:19.693,1719335.0,,,,,3.0,,,,,,,,,,,,,
339,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2023-12-05 18:56:59.000000,2023-11-04 10:15:39,3699.0,38.0,320.0,67.0,676.0,31.0,525.0,812.0,The Classical Language Toolkit.,120.0,28,True,2023-11-04 10:32:32,1.1.7,72.0,cltk,,,,,251.0,251.0,https://pypi.org/project/cltk,917.0,917.0,,,,,,,,3.0,48.0,,,,,,,,,,,,
340,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2023-12-07 11:48:31.000000,2023-11-29 09:03:49,2598.0,223.0,92.0,10.0,496.0,11.0,90.0,745.0,Time series forecasting with scikit-learn models.,9.0,28,True,2023-11-16 21:42:02,0.11.0,25.0,skforecast,,,,['sklearn'],221.0,221.0,https://pypi.org/project/skforecast,42743.0,42743.0,,,,,,,,2.0,,,,,,,,,,,,,
341,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2023-12-07 13:34:24.000000,2023-10-07 23:47:13,1647.0,10.0,257.0,44.0,1273.0,254.0,362.0,673.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",107.0,28,True,2023-09-08 15:59:39,0.34.0,41.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,3186322.0,3186322.0,,,,,,,,3.0,,,,,,,,,,,,,
342,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2023-11-21 12:56:56.000000,2023-11-21 12:56:55,791.0,16.0,71.0,25.0,356.0,103.0,225.0,536.0,"Simple, concise geographical visualization in Python.",30.0,28,True,2023-11-01 18:39:43,1.11.0,31.0,geoviews,conda-forge/geoviews,,,,823.0,823.0,https://pypi.org/project/geoviews,7153.0,12420.0,https://anaconda.org/conda-forge/geoviews,2023-11-02 09:01:15.038,205428.0,,,,,3.0,,,,,,,,,,,,,
343,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2023-12-07 10:20:33.000000,2023-12-07 08:56:43,1840.0,205.0,51.0,16.0,1365.0,21.0,198.0,428.0,The MLOps stack component for experiment tracking.,52.0,28,True,2023-12-04 10:58:22,1.8.6,120.0,neptune-client,conda-forge/neptune-client,,,,,,https://pypi.org/project/neptune-client,541555.0,546753.0,https://anaconda.org/conda-forge/neptune-client,2023-12-04 13:15:00.892,223553.0,,,,,3.0,,,,,,,,,,,,,
344,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1124.0,179.0,213.0,20.0,533.0,8281.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,27,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,21.0,21.0,,,225.0,,,,,,,,3.0,7904.0,,,,,,,,,,,,
345,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2023-07-09 00:54:49.000000,2023-04-19 16:47:52,581.0,,1128.0,352.0,79.0,47.0,231.0,7844.0,StarCraft II Learning Environment.,39.0,27,True,2022-07-13 12:08:43,4.0,6.0,pysc2,,,,,639.0,639.0,https://pypi.org/project/pysc2,1710.0,2116.0,,,,,,,,3.0,30861.0,,google-deepmind/pysc2,,,,,,,,,,
346,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1186.0,155.0,950.0,42.0,782.0,5669.0,Gluon CV Toolkit.,119.0,27,True,2021-03-09 00:20:06,0.10.0,10.0,gluoncv,,,,['mxnet'],21.0,21.0,https://pypi.org/project/gluoncv,35879.0,35879.0,,,,,,,,3.0,,,,,,,,,,,,,
347,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000000,2023-10-22 09:33:23,779.0,4.0,1141.0,212.0,91.0,181.0,120.0,5511.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,27,True,,,,pyAudioAnalysis,,,,,409.0,409.0,https://pypi.org/project/pyAudioAnalysis,9693.0,9693.0,,,,,,,,3.0,,,,,,,,,,,,,
348,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2023-11-13 13:22:39.000000,2023-11-13 13:19:08,1235.0,11.0,541.0,59.0,78.0,63.0,558.0,4140.0,Time series Timeseries Deep Learning Machine Learning Pytorch fastai | State-of-the-art Deep Learning library for Time..,24.0,27,True,2023-11-13 13:22:27,0.3.8,13.0,tsai,conda-forge/tsai,,,,,,https://pypi.org/project/tsai,10347.0,10347.0,https://anaconda.org/conda-forge/tsai,,,,,,,3.0,,,,,,,,,,,,,
349,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-12-05 10:04:41.000000,2022-08-06 21:47:18,182.0,,404.0,66.0,58.0,85.0,55.0,4108.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,27,False,2022-04-06 04:37:32,0.3.4,10.0,layoutparser,,,,,819.0,819.0,https://pypi.org/project/layoutparser,150079.0,150079.0,,,,,,,,3.0,,,,,,,,,,,,,
350,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2023-11-09 17:50:54.000000,2023-10-18 12:45:17,932.0,5.0,738.0,86.0,189.0,79.0,643.0,3871.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",48.0,27,True,2023-09-27 14:17:30,78,71.0,opencv-python,,,,,,,https://pypi.org/project/opencv-python,11239177.0,11239177.0,,,,,,,,3.0,,,,,,,,,,,,,
351,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2023-11-17 21:09:51.000000,2023-11-16 17:34:05,1193.0,8.0,400.0,82.0,54.0,56.0,201.0,3266.0,A library of reinforcement learning components and agents.,84.0,27,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],179.0,179.0,https://pypi.org/project/dm-acme,1081.0,1295.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,7924.0,,,,,2.0,,,google-deepmind/acme,,,,,,,,,,
352,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2023-12-01 05:15:22.000000,2023-11-17 23:16:41,1140.0,32.0,446.0,60.0,681.0,2.0,500.0,3261.0,On-device wake word detection powered by deep learning.,36.0,27,True,2023-10-26 19:17:54,3.0,14.0,pvporcupine,,,,,24.0,24.0,https://pypi.org/project/pvporcupine,6041.0,6041.0,,,,,,,,3.0,,,,,,,,,,,,,
353,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2023-12-06 19:29:32.000000,2023-11-08 16:40:21,1347.0,28.0,330.0,71.0,1241.0,44.0,77.0,3247.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,34.0,27,True,2023-11-08 16:41:56,1.0.2,9.0,lit-nlp,conda-forge/lit-nlp,,,,25.0,25.0,https://pypi.org/project/lit-nlp,3104.0,4794.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,65915.0,,,,,2.0,,,,,,,,,,,,,
354,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2023-09-25 11:28:13.000000,2022-01-25 17:32:20,4123.0,,355.0,81.0,62.0,146.0,186.0,3064.0,a library for audio and music analysis.,24.0,27,False,2019-02-27 09:00:43,0.4.9,8.0,aubio,conda-forge/aubio,,,,418.0,418.0,https://pypi.org/project/aubio,6295.0,14118.0,https://anaconda.org/conda-forge/aubio,2023-06-16 13:24:40.255,633695.0,,,,,3.0,,,,,,,,,,,,,
355,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2023-11-17 01:11:26.000000,2023-09-10 15:15:16,1059.0,7.0,228.0,62.0,111.0,5.0,266.0,3036.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,27,True,2023-09-10 15:53:16,idgear-0.3.2,21.0,vidgear,,,,,481.0,481.0,https://pypi.org/project/vidgear,11422.0,11438.0,,,,,,,,3.0,951.0,,,,,,,,,,,,
356,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-11-02 19:18:07.000000,2023-11-02 19:13:15,2359.0,93.0,681.0,164.0,60.0,6.0,680.0,2976.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,28.0,27,True,2023-10-23 21:02:38,1.6.0,20.0,,bioconda/deepvariant,,,['tensorflow'],,,,,901.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,59411.0,,,,,3.0,4693.0,,,,,,,,,,,,
357,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-11-25 05:36:28.000000,2023-11-25 05:36:27,4323.0,82.0,549.0,41.0,991.0,181.0,659.0,2956.0,"A unified, comprehensive and efficient recommendation library.",70.0,27,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,3230.0,3345.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4269.0,,,,,2.0,,,,,,,,,,,,,
358,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-09-14 20:07:18.000000,2021-10-29 06:15:49,2535.0,,410.0,64.0,932.0,291.0,745.0,2816.0,StellarGraph - Machine Learning on Graphs.,36.0,27,False,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,,['tensorflow'],246.0,246.0,https://pypi.org/project/stellargraph,4854.0,4854.0,,,,,,,,2.0,,,,,,,,,,,,,
359,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-12-06 09:27:36.000000,2023-12-06 09:27:34,3490.0,53.0,329.0,155.0,1158.0,20.0,59.0,2661.0,Neural Network Libraries.,73.0,27,True,2023-12-07 00:57:13,1.38.0,73.0,nnabla,,,,,,,https://pypi.org/project/nnabla,3782.0,3793.0,,,,,,,,3.0,906.0,,,,,,,,,,,,
360,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2023-11-09 09:05:16.000000,2023-11-09 09:05:15,1698.0,2.0,408.0,45.0,350.0,22.0,345.0,2579.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",33.0,27,True,2022-04-02 15:26:25,3.3.3,58.0,foolbox,conda-forge/foolbox,,,,535.0,535.0,https://pypi.org/project/foolbox,1910.0,2212.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,12409.0,,,,,3.0,,,,,,,,,,,,,
361,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-11-24 12:19:05.000000,2023-11-21 19:33:43,419.0,6.0,774.0,92.0,265.0,145.0,93.0,2209.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",70.0,27,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,332.0,332.0,https://pypi.org/project/aif360,10042.0,10239.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7687.0,,,,,2.0,,,,,,,,,,,,,
