,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,new_addition
323,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2024-10-09 16:24:11.000000,2024-10-09 16:24:08,1187.0,1.0,1653.0,156.0,210.0,12.0,693.0,3492.0,A library for transfer learning by reusing parts of TensorFlow models.,107.0,28,True,2024-01-30 15:53:29,0.16.1,20.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],,,https://pypi.org/project/tensorflow-hub,2050991.0,2053107.0,https://anaconda.org/conda-forge/tensorflow-hub,2024-05-07 05:39:07.350,110045.0,,,,,2.0,,,,,,,,,,,,,
324,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2024-03-20 16:17:12.000000,2022-04-29 04:19:24,1698.0,,369.0,46.0,1086.0,2.0,353.0,3303.0,Accelerated deep learning R&D.,104.0,28,False,2022-04-29 04:45:11,22.04,41.0,catalyst,,,,['pytorch'],1226.0,1226.0,https://pypi.org/project/catalyst,46631.0,46631.0,,,,,,,,3.0,,,,,,,,,,,,,
325,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2024-08-29 16:58:41.000000,2024-08-29 16:58:41,621.0,,335.0,46.0,121.0,71.0,137.0,2986.0,A python library for decision tree visualization and model interpretation.,27.0,28,True,2023-07-13 17:20:15,2.2.2,37.0,dtreeviz,conda-forge/dtreeviz,,,,1374.0,1374.0,https://pypi.org/project/dtreeviz,115413.0,117277.0,https://anaconda.org/conda-forge/dtreeviz,2023-07-13 20:18:43.899,91380.0,,,,,2.0,,,,,,,,,,,,,
326,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2024-08-20 05:47:39.000000,2018-08-19 12:37:47,130.0,,279.0,64.0,61.0,22.0,39.0,2432.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,28,False,2018-08-19 12:21:01,0.3.7,17.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],5738.0,5738.0,https://pypi.org/project/scikit-plot,482402.0,484551.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,191263.0,,,,,2.0,,,,,,,,,,,,,
327,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,,2019-10-07 13:29:13.000,2024-12-16 07:07:04.000000,2024-12-11 16:12:58,739.0,12.0,225.0,41.0,562.0,124.0,235.0,2263.0,"Algorithms for outlier, adversarial and drift detection.",26.0,28,True,2024-04-17 16:05:27,0.12.0,35.0,alibi-detect,,,,,498.0,498.0,https://pypi.org/project/alibi-detect,80958.0,80958.0,,,,,,,,3.0,,,,,,,,,,,,,
328,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2024-12-17 11:38:14.000000,2024-12-17 11:38:14,920.0,42.0,415.0,39.0,954.0,144.0,333.0,1976.0,A Python package to assess and improve fairness of machine learning models.,91.0,28,True,2024-12-11 12:38:14,0.12.0,16.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],3.0,3.0,https://pypi.org/project/fairlearn,190948.0,191740.0,https://anaconda.org/conda-forge/fairlearn,2024-12-13 09:00:20.394,38839.0,,,,,2.0,,,,,,,,,,,,,
329,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2024-12-09 19:08:18.000000,2024-12-09 19:08:18,677.0,2.0,388.0,41.0,64.0,26.0,273.0,1963.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,28,True,2023-04-07 06:00:20,1.3.6,16.0,ogb,conda-forge/ogb,,,,2142.0,2142.0,https://pypi.org/project/ogb,42823.0,43674.0,https://anaconda.org/conda-forge/ogb,2023-06-16 19:21:31.692,43426.0,,,,,2.0,,,,,,,,,,,,,
330,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,,279.0,40.0,495.0,157.0,151.0,1805.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,28,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,191.0,191.0,https://pypi.org/project/petastorm,163743.0,163750.0,,,,,,,,2.0,,543.0,,,,,,,,,,,
331,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2024-11-06 15:43:29.000000,2024-11-06 15:43:27,1077.0,17.0,122.0,24.0,116.0,37.0,57.0,1407.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",24.0,28,True,2024-10-15 14:24:34,2.0.0,37.0,imodels,,,,,110.0,110.0,https://pypi.org/project/imodels,124547.0,124547.0,,,,,,,,2.0,,,,,,,,,,,,,
332,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2024-12-17 19:56:35.000000,2024-12-17 19:56:35,548.0,13.0,117.0,22.0,401.0,34.0,292.0,1290.0,Extra blocks for scikit-learn pipelines.,68.0,28,True,2024-12-17 12:12:51,0.9.4,44.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],169.0,169.0,https://pypi.org/project/scikit-lego,25757.0,26845.0,https://anaconda.org/conda-forge/scikit-lego,2024-07-10 21:13:14.463,59869.0,,,,,2.0,,,,,,,,,,,,,
333,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-11-27 19:31:49.000000,2024-11-27 18:24:47,1528.0,45.0,265.0,68.0,110.0,24.0,55.0,1258.0,Model analysis tools for TensorFlow.,59.0,28,True,2024-11-27 19:31:49,0.47.1,59.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,264295.0,264295.0,,,,,,,,2.0,,,,,,,,,,,,,
334,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2024-06-19 19:59:13.000000,2024-01-17 21:03:09,532.0,,412.0,52.0,41.0,16.0,139.0,1248.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,True,2022-09-06 19:52:23,0.12.2,11.0,kmodes,conda-forge/kmodes,,,,2908.0,2908.0,https://pypi.org/project/kmodes,217061.0,217998.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,52505.0,,,,,3.0,,,,,,,,,,,,,
335,pyvis,WestHealth/pyvis,data-viz,,https://github.com/WestHealth/pyvis,https://github.com/WestHealth/pyvis,BSD-3-Clause,2018-05-10 00:42:44.000,2024-04-24 08:16:27.000000,2023-02-10 23:24:53,213.0,,174.0,19.0,72.0,138.0,88.0,1024.0,Python package for creating and visualizing interactive network graphs.,32.0,28,False,2022-11-11 19:38:24,0.3.1,3.0,pyvis,,,,,6814.0,6814.0,https://pypi.org/project/pyvis,1079361.0,1079366.0,,,,,,,,3.0,,173.0,,,,,,,,,,,
336,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2024-12-18 19:48:19.000000,2024-12-18 19:48:15,16703.0,83.0,371.0,45.0,1656.0,287.0,2998.0,928.0,An open-source application for biological image analysis.,145.0,28,True,2024-09-27 21:18:50,4.2.8,35.0,cellprofiler,,,,,26.0,26.0,https://pypi.org/project/cellprofiler,1339.0,1401.0,,,,,,,,3.0,,8174.0,,,,,,,,,,,
337,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2024-11-25 14:12:15.000000,2024-11-25 14:09:30,820.0,1.0,250.0,40.0,514.0,232.0,258.0,906.0,Scalable Machine Learning with Dask.,80.0,28,True,2024-04-02 02:32:14,2024.4.4,30.0,dask-ml,conda-forge/dask-ml,,,,1168.0,1168.0,https://pypi.org/project/dask-ml,134985.0,151809.0,https://anaconda.org/conda-forge/dask-ml,2024-06-17 15:22:39.176,925349.0,,,,,2.0,,,,,,,,,,,,,
338,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2024-10-24 21:42:13.000000,2024-10-24 21:41:40,887.0,38.0,139.0,29.0,97.0,36.0,76.0,629.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,21.0,28,True,2024-10-01 22:44:30,1.16.0,39.0,ml-metadata,,,,,603.0,603.0,https://pypi.org/project/ml-metadata,85639.0,85679.0,,,,,,,,3.0,,2828.0,,,,,,,,,,,
339,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2024-03-26 06:01:50.000000,2023-10-12 07:20:40,1894.0,,1155.0,239.0,458.0,66.0,265.0,18409.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,27,False,2021-06-06 17:14:16,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,36802.0,37219.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,17.0,27125.0,3.0,,,,,,,,,,,,,
340,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2024-08-19 17:47:36.000000,2023-04-19 14:13:08,2404.0,,3771.0,620.0,233.0,,,15189.0,Python Backtesting library for trading strategies.,56.0,27,False,,,,backtrader,,,,,2498.0,2498.0,https://pypi.org/project/backtrader,46099.0,46099.0,,,,,,,,2.0,,,,,,,,,,,,,
341,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,277.0,,875.0,268.0,98.0,78.0,81.0,7357.0,Visualizations for machine learning datasets.,31.0,27,False,2019-07-01 16:35:20,1.0.0,4.0,facets-overview,,,,['jupyter'],282.0,282.0,https://pypi.org/project/facets-overview,55663.0,55663.0,,,,,,,,3.0,,,,,,,,,,,,,
342,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2024-08-30 14:19:26.000000,2024-08-30 14:19:23,221.0,,1328.0,174.0,46.0,74.0,242.0,7148.0,2D and 3D Face alignment library build using pytorch.,26.0,27,True,2023-08-17 14:37:33,1.4.1,13.0,face-alignment,,,,['pytorch'],21.0,21.0,https://pypi.org/project/face-alignment,42083.0,42083.0,,,,,,,,3.0,,,,,,,,,,,,,
343,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-11-22 18:31:49.000000,2024-11-22 18:31:49,630.0,10.0,714.0,108.0,196.0,9.0,356.0,5920.0,Python-tesseract is an optical character recognition (OCR) tool for python.,47.0,27,True,2023-10-15 15:39:44,0.3.13,26.0,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,2577216.0,2589252.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,637911.0,,,,,3.0,,,,,,,,,,,,,
344,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2024-12-11 11:18:25.000000,2024-12-11 11:18:25,926.0,8.0,626.0,149.0,799.0,129.0,356.0,4795.0,Deep Learning Visualization Toolkit.,36.0,27,True,2024-10-30 02:46:42,3.0.0-beta,17.0,visualdl,,,,['paddle'],2.0,2.0,https://pypi.org/project/visualdl,239830.0,239838.0,,,,,,,,3.0,,479.0,,,,,,,,,,,
345,facenet-pytorch,timesler/facenet-pytorch,pytorch-utils,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2024-08-02 08:16:49.000000,2024-08-02 08:16:49,252.0,,880.0,54.0,57.0,76.0,108.0,4616.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,18.0,27,True,2023-04-07 19:27:35,2.5.3,7.0,facenet-pytorch,,,,['pytorch'],2558.0,2558.0,https://pypi.org/project/facenet-pytorch,82790.0,106776.0,,,,,,,,2.0,,1463178.0,,,,,,,,,,,
346,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2024-12-14 01:17:03.000000,2024-12-14 01:16:55,1262.0,31.0,495.0,67.0,773.0,1.0,558.0,3822.0,On-device wake word detection powered by deep learning.,39.0,27,True,2023-10-26 19:17:54,3.0,14.0,pvporcupine,,,,,36.0,36.0,https://pypi.org/project/pvporcupine,10810.0,10810.0,,,,,,,,3.0,,,,,,,,,,,,,
347,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2024-12-19 06:54:06.000000,2024-12-19 06:49:48,1681.0,12.0,686.0,44.0,33.0,5.0,576.0,3637.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,32.0,27,True,2023-09-21 03:43:55,2.2.7,9.0,deepke,,,,['pytorch'],24.0,24.0,https://pypi.org/project/deepke,2005.0,2005.0,,,,,,,,3.0,,,,,,,,,,,,,
348,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2024-10-16 14:47:17.000000,2024-10-16 14:45:12,235.0,26.0,311.0,89.0,102.0,43.0,32.0,3546.0,Python library that makes it easy for data scientists to create charts.,27.0,27,True,2024-10-16 14:47:17,5.0.1,27.0,chartify,conda-forge/chartify,,,,80.0,80.0,https://pypi.org/project/chartify,2257.0,2729.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,34495.0,,,,,3.0,,,,,,,,,,,,,
349,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2024-10-30 15:06:30.000000,2024-10-30 15:05:16,1206.0,1.0,429.0,84.0,55.0,63.0,204.0,3546.0,A library of reinforcement learning components and agents.,86.0,27,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],224.0,224.0,https://pypi.org/project/dm-acme,1696.0,1913.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,10636.0,,,,,2.0,,,google-deepmind/acme,,,,,,,,,,
350,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2024-08-03 07:04:44.000000,2024-01-02 20:16:48,4161.0,,374.0,84.0,66.0,156.0,189.0,3343.0,a library for audio and music analysis.,25.0,27,True,2019-02-27 09:00:43,0.4.9,8.0,aubio,conda-forge/aubio,,,,498.0,498.0,https://pypi.org/project/aubio,6574.0,14629.0,https://anaconda.org/conda-forge/aubio,2023-06-16 13:24:40.255,749129.0,,,,,3.0,,,,,,,,,,,,,
351,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2024-12-09 23:31:50.000000,2024-12-09 23:29:52,2914.0,139.0,718.0,156.0,63.0,3.0,848.0,3273.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,36.0,27,True,2024-12-04 19:30:00,1.8.0,22.0,,bioconda/deepvariant,,,['tensorflow'],,,,,923.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,71886.0,,,,,3.0,,4809.0,,,,,,,,,,,
352,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2024-07-25 18:53:58.000000,2024-07-25 18:53:58,2707.0,,386.0,38.0,522.0,62.0,217.0,3017.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",66.0,27,True,2024-03-11 02:09:54,0.3.10,16.0,textattack,conda-forge/textattack,,,,328.0,328.0,https://pypi.org/project/textattack,6316.0,6494.0,https://anaconda.org/conda-forge/textattack,2023-06-16 19:22:50.186,9091.0,,,,,3.0,,,,,,,,,,,,,
353,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2024-04-10 12:25:23.000000,2021-10-29 06:15:49,2535.0,,426.0,62.0,933.0,297.0,747.0,2959.0,StellarGraph - Machine Learning on Graphs.,40.0,27,False,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,,['tensorflow'],288.0,288.0,https://pypi.org/project/stellargraph,4483.0,4483.0,,,,,,,,2.0,,,,,,,,,,,,,
354,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2024-04-03 16:17:05.000000,2024-03-04 15:46:26,1711.0,,420.0,46.0,366.0,21.0,350.0,2799.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",35.0,27,True,2024-03-04 12:27:37,3.3.4,59.0,foolbox,conda-forge/foolbox,,,,652.0,652.0,https://pypi.org/project/foolbox,5470.0,5769.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,15869.0,,,,,3.0,,,,,,,,,,,,,
355,opik,comet-ml/opik,nlp,,https://github.com/comet-ml/opik,https://github.com/comet-ml/opik,Apache-2.0,2023-05-10 12:57:13.000,2024-12-19 16:29:30.000000,2024-12-19 15:24:31,718.0,560.0,170.0,41.0,828.0,18.0,83.0,2776.0,Open-source end-to-end LLM Development Platform.,28.0,27,True,2024-12-17 15:24:22,1.2.8,78.0,opik,,,,,,,https://pypi.org/project/opik,10961.0,10961.0,,,,,,,,3.0,,,,,,,,,,,,,
356,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2024-05-17 16:33:06.000000,2023-12-03 09:09:14,2415.0,,259.0,29.0,1132.0,78.0,224.0,2644.0,Database system for AI-powered apps.,72.0,27,True,2023-11-19 16:35:30,0.3.9,36.0,evadb,,,,['pytorch'],150.0,150.0,https://pypi.org/project/evadb,940.0,15336.0,,,,,,,,3.0,,417491.0,georgia-tech-db/evadb,,,,,,,,,,
357,adapters,Adapter-Hub/adapters,nlp,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-12-02 23:16:14.000000,2024-12-02 23:16:14,149.0,9.0,340.0,29.0,339.0,47.0,347.0,2603.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,14.0,27,True,2024-11-02 18:47:18,1.0.1,22.0,adapters,,,,['huggingface'],139.0,139.0,https://pypi.org/project/adapters,33226.0,33226.0,,,,,,,,3.0,,,,,,,,,,,,,
358,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000000,2024-01-21 16:46:47,1134.0,,329.0,45.0,57.0,70.0,210.0,2372.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,27,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,,['tensorflow'],361.0,361.0,https://pypi.org/project/spektral,9861.0,9861.0,,,,,,,,2.0,,,,,,,,,,,,,
359,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,247.0,87.0,124.0,32.0,230.0,2216.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 22:46:00,0.13.0,29.0,textacy,conda-forge/textacy,,,,1901.0,1901.0,https://pypi.org/project/textacy,24853.0,26759.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,173458.0,,,,,3.0,,,,,,,,,,,,,
360,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-11-22 16:48:16.000000,2024-02-28 15:45:58,1631.0,,248.0,67.0,63.0,26.0,199.0,2167.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,27,True,2024-02-28 15:44:03,2.1.0,14.0,ampligraph,,,,['tensorflow'],58.0,58.0,https://pypi.org/project/ampligraph,1504.0,1504.0,,,,,,,,2.0,,,,,,,,,,,,,
361,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-11-27 03:21:54.000000,2024-11-16 15:29:06,2316.0,65.0,135.0,28.0,271.0,4.0,43.0,2076.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,27,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,195.0,195.0,https://pypi.org/project/labml,5048.0,5048.0,,,,,,,,3.0,,,,,,,,,,,,,
362,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000000,2023-10-08 14:28:43,1157.0,,208.0,38.0,1081.0,25.0,496.0,1746.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,False,2023-06-30 13:17:42,0.8.2,26.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],305.0,305.0,https://pypi.org/project/lightning-flash,2365.0,2974.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,24392.0,,,,,2.0,,,Lightning-Universe/lightning-flash,,,,,,,,,,
363,ngboost,stanfordmlgroup/ngboost,ml-frameworks,,https://github.com/stanfordmlgroup/ngboost,https://github.com/stanfordmlgroup/ngboost,Apache-2.0,2018-06-21 22:22:40.000,2024-12-16 20:30:09.341000,2024-10-29 00:14:07,709.0,1.0,220.0,44.0,128.0,44.0,166.0,1663.0,Natural Gradient Boosting for Probabilistic Prediction.,51.0,27,True,2024-02-21 02:20:47,0.5.1,24.0,ngboost,conda-forge/ngboost,,,,232.0,232.0,https://pypi.org/project/ngboost,56935.0,58108.0,https://anaconda.org/conda-forge/ngboost,2024-12-16 20:30:09.341,61796.0,,,,,3.0,,463.0,,,,,,,,,,,
364,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2024-11-16 19:42:02.087000,2024-10-24 16:30:49,696.0,2.0,161.0,22.0,128.0,9.0,131.0,1486.0,"Extensible, parallel implementations of t-SNE.",13.0,27,True,2024-08-13 11:02:28,1.0.2,22.0,opentsne,conda-forge/opentsne,,,,942.0,942.0,https://pypi.org/project/opentsne,45938.0,52661.0,https://anaconda.org/conda-forge/opentsne,2024-11-16 19:42:02.087,349616.0,,,,,3.0,,,,,,,,,,,,,
365,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2024-12-09 14:53:25.000000,2024-12-09 14:53:25,613.0,3.0,410.0,31.0,51.0,13.0,132.0,1463.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,30.0,27,True,2024-08-23 12:23:48,2.3.3,5.0,minisom,,,,,716.0,716.0,https://pypi.org/project/minisom,31579.0,31579.0,,,,,,,,3.0,,,,,,,,,,,,,
366,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2024-12-16 06:30:26.000000,2024-10-15 17:52:15,3072.0,8.0,123.0,36.0,375.0,15.0,191.0,1460.0,Multi-class confusion matrix library in Python.,17.0,27,True,2024-10-17 14:28:07,4.1,44.0,pycm,,,,,361.0,361.0,https://pypi.org/project/pycm,43737.0,43737.0,,,,,,,,3.0,,,,,,,,,,,,,
367,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2024-11-19 00:49:33.596000,2024-09-18 16:03:14,147.0,,123.0,24.0,111.0,43.0,79.0,1343.0,Python 3.8+ toolbox for submitting jobs to Slurm.,25.0,27,True,2021-02-01 10:18:48,1.2.0,11.0,submitit,conda-forge/submitit,,,,3677.0,3677.0,https://pypi.org/project/submitit,432659.0,433516.0,https://anaconda.org/conda-forge/submitit,2024-11-19 00:49:33.596,44578.0,,,,,3.0,,,,,,,,,,,,,
368,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2024-07-26 06:19:42.000000,2020-10-14 13:22:39,167.0,,370.0,72.0,89.0,27.0,26.0,1321.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,23.0,27,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,,1505.0,1505.0,https://pypi.org/project/empyrical,24279.0,24661.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,31387.0,,,,,2.0,,,,,,,,,,,,,
