,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url
362,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2024-04-10 12:25:23.000000,2021-10-29 06:15:49,2535.0,,427.0,61.0,933.0,298.0,747.0,2996.0,StellarGraph - Machine Learning on Graphs.,40.0,27,False,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,,['tensorflow'],298.0,298.0,https://pypi.org/project/stellargraph,4366.0,4366.0,,,,,,,,2.0,,,,,,,,,,,,
363,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2025-03-28 14:14:14.000000,2025-03-24 03:23:49,2015.0,64.0,386.0,37.0,101.0,36.0,158.0,2783.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,37.0,27,True,2025-03-28 14:16:54,0.56.0,44.0,torch-geometric-temporal,,,,['pytorch'],,,https://pypi.org/project/torch-geometric-temporal,4749.0,4749.0,,,,,,,,2.0,,,,,,,,,,,,
364,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2024-05-17 16:33:06.000000,2023-12-03 09:09:14,2415.0,,261.0,27.0,1132.0,78.0,224.0,2665.0,Database system for AI-powered apps.,72.0,27,False,2023-11-19 16:35:30,0.3.9,36.0,evadb,,,,['pytorch'],152.0,152.0,https://pypi.org/project/evadb,1842.0,14590.0,,,,,,,,3.0,420703.0,,,,georgia-tech-db/evadb,,,,,,,
365,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2025-03-25 16:01:21.194000,2024-12-10 03:08:33,438.0,,844.0,90.0,293.0,149.0,104.0,2566.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,27,True,2024-04-08 20:02:55,0.6.1,12.0,aif360,conda-forge/aif360,,,,638.0,638.0,https://pypi.org/project/aif360,27019.0,27416.0,https://anaconda.org/conda-forge/aif360,2025-03-25 16:01:21.194,21856.0,,,,,2.0,,,,,,,,,,,,
366,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000000,2024-01-21 16:46:47,1134.0,,329.0,42.0,57.0,71.0,210.0,2377.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,27,False,2023-06-01 22:20:25,1.3,4.0,spektral,,,,['tensorflow'],392.0,392.0,https://pypi.org/project/spektral,13140.0,13140.0,,,,,,,,2.0,,,,,,,,,,,,
367,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,,2019-10-07 13:29:13.000,2025-03-21 07:26:25.000000,2025-03-05 13:25:02,742.0,3.0,229.0,39.0,570.0,124.0,235.0,2346.0,"Algorithms for outlier, adversarial and drift detection.",27.0,27,True,2024-04-17 16:05:27,0.12.0,35.0,alibi-detect,,,,,553.0,553.0,https://pypi.org/project/alibi-detect,74513.0,74513.0,,,,,,,,3.0,,,,,,,,,,,,
368,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,,2015-06-26 18:38:23.000,2025-03-12 00:53:48.000000,2025-03-12 00:49:02,1870.0,15.0,393.0,48.0,140.0,30.0,435.0,1813.0,Reinforcement Learning environments based on the 1993 game Doom.,55.0,27,True,2024-08-20 10:37:29,1.2.4,30.0,vizdoom,,,,,315.0,315.0,https://pypi.org/project/vizdoom,5905.0,6017.0,,,,,,,,2.0,12211.0,,,,Farama-Foundation/ViZDoom,,,,,,,
369,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2025-03-25 16:01:12.414000,2023-08-12 06:34:27,161.0,,290.0,51.0,89.0,23.0,191.0,1672.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,27,False,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],702.0,702.0,https://pypi.org/project/gplearn,15736.0,15898.0,https://anaconda.org/conda-forge/gplearn,2025-03-25 16:01:12.414,9440.0,,,,,3.0,,,,,,,,,,,,
370,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2025-04-14 10:11:45.000000,2025-04-04 12:26:14,3091.0,8.0,124.0,35.0,395.0,16.0,192.0,1475.0,Multi-class confusion matrix library in Python.,18.0,27,True,2025-04-04 14:07:34,4.3,46.0,pycm,,,,,386.0,386.0,https://pypi.org/project/pycm,37934.0,37934.0,,,,,,,,3.0,,,,,,,,,,,,
371,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2025-04-11 14:13:23.000000,2023-10-12 14:56:47,1107.0,,230.0,33.0,69.0,54.0,206.0,1294.0,A toolbox to iNNvestigate neural networks predictions!.,22.0,27,False,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,,['tensorflow'],147.0,147.0,https://pypi.org/project/innvestigate,1185.0,1190.0,,,,,,,,2.0,180.0,,,,,,,,,,,
372,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2025-04-07 11:52:48.000000,2025-04-07 11:52:39,803.0,7.0,72.0,16.0,139.0,56.0,125.0,1103.0,Visualize large time series data with plotly.py.,14.0,27,True,2024-03-27 07:58:10,0.10.0,22.0,plotly-resampler,conda-forge/plotly-resampler,,,,1873.0,1873.0,https://pypi.org/project/plotly-resampler,485203.0,487875.0,https://anaconda.org/conda-forge/plotly-resampler,2025-03-25 16:01:58.883,104239.0,,,,,3.0,,,,,,,,,,,,
373,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2025-03-25 16:01:22.157000,2024-02-29 13:41:11,1144.0,,228.0,61.0,249.0,3.0,367.0,998.0,Search and download Copernicus Sentinel satellite images.,44.0,27,False,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,651.0,651.0,https://pypi.org/project/sentinelsat,21248.0,21938.0,https://anaconda.org/conda-forge/sentinelsat,2025-03-25 16:01:22.157,37114.0,,,,,3.0,331.0,,,,,,,,,,,
374,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,176.0,31.0,87.0,77.0,123.0,931.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,False,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],2046.0,2046.0,https://pypi.org/project/scikit-multilearn,83505.0,83505.0,,,,,,,,2.0,,,,,,,,,,,,
375,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2025-03-25 16:00:50.102000,2024-11-10 14:49:37,681.0,,107.0,13.0,100.0,73.0,67.0,919.0,A Python nearest neighbor descent for approximate nearest neighbors.,30.0,27,True,2024-06-17 15:10:18,release-0.5.13,25.0,pynndescent,conda-forge/pynndescent,,,,10877.0,10877.0,https://pypi.org/project/pynndescent,1671464.0,1711327.0,https://anaconda.org/conda-forge/pynndescent,2025-03-25 16:00:50.102,2272211.0,,,,,3.0,,,,,,,,,,,,
376,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2025-04-17 08:39:25.000000,2025-04-17 07:12:18,3303.0,77.0,123.0,14.0,353.0,5.0,198.0,846.0,Python bindings for MPI.,27.0,27,True,2025-02-13 16:17:03,4.0.3,17.0,mpi4py,conda-forge/mpi4py,,,,,,https://pypi.org/project/mpi4py,430560.0,499971.0,https://anaconda.org/conda-forge/mpi4py,2025-03-25 16:00:10.147,3717717.0,,,,,3.0,32208.0,,,,,,,,,,,
377,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2025-04-11 19:11:58.000000,2025-04-10 21:34:27,1700.0,10.0,285.0,40.0,1479.0,283.0,372.0,724.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",115.0,27,True,2024-07-01 23:45:56,0.37.1,45.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,760516.0,760516.0,,,,,,,,2.0,,,,,,,,,,,,
378,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2025-04-17 11:29:01.000000,2025-04-17 11:29:01,657.0,17.0,167.0,29.0,250.0,2.0,106.0,673.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,37.0,27,True,2025-02-12 12:43:47,0.8,9.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],447.0,447.0,https://pypi.org/project/pyriemann,50364.0,50713.0,https://anaconda.org/conda-forge/pyriemann,2025-03-25 16:02:09.015,11897.0,,,,,3.0,,,,,,,,,,,,
379,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2025-04-03 18:16:33.000000,2025-04-03 17:38:00,909.0,8.0,141.0,27.0,102.0,38.0,76.0,644.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,23.0,27,True,2025-04-03 18:16:33,1.17.0,40.0,ml-metadata,,,,,685.0,685.0,https://pypi.org/project/ml-metadata,95103.0,95143.0,,,,,,,,3.0,2990.0,,,,,,,,,,,
380,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2025-04-17 17:06:15.000000,2023-08-23 17:20:54,1241.0,,156.0,17.0,717.0,27.0,208.0,515.0,A package built to support working with spatial data using open source python.,44.0,27,False,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,419.0,419.0,https://pypi.org/project/earthpy,10603.0,11861.0,https://anaconda.org/conda-forge/earthpy,2025-03-25 16:00:47.587,90592.0,,,,,3.0,12.0,,,,,,,,,,,
381,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2025-04-16 10:38:57.000000,2025-04-16 10:38:56,558.0,13.0,39.0,4.0,18.0,3.0,67.0,365.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,16.0,27,True,2025-03-29 10:06:44,0.11.4,16.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],1068.0,1068.0,https://pypi.org/project/scikit-posthocs,91922.0,110835.0,https://anaconda.org/conda-forge/scikit-posthocs,2025-03-29 19:37:04.677,1021337.0,,,,,3.0,66.0,,,,,,,,,,,
382,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-09-17 14:13:04.000,2025-03-29 20:41:45.883000,2024-07-03 17:02:18,237.0,,60.0,14.0,207.0,13.0,187.0,349.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,27,True,,,13.0,pystan,conda-forge/pystan,,,,10373.0,10373.0,https://pypi.org/project/pystan,796725.0,850300.0,https://anaconda.org/conda-forge/pystan,2025-03-29 20:41:45.883,3000225.0,,,,,3.0,,,,,,,,,,,,
383,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2025-04-12 20:31:11.000000,2025-04-12 20:31:11,1998.0,17.0,13654.0,3328.0,925.0,,91.0,67594.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",669.0,26,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,
384,Retrieval-based-Voice-Conversion-WebUI,RVC-Project/Retrieval-based-Voice-Conversion-WebUI,audio,,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,MIT,2023-03-27 09:59:10.000,2024-11-24 15:09:44.000000,2024-11-24 15:09:44,882.0,,3584.0,191.0,697.0,543.0,1284.0,28755.0,Easily train a good VC model with voice data = 10 mins!.,119.0,26,True,2024-06-05 06:45:23,2.2.231006,7.0,,,,,,,,,,6435.0,,,,,,,,3.0,64354.0,,,,,,,,,,,
385,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2025-03-25 16:01:58.486000,2025-03-04 14:59:10,239.0,34.0,540.0,78.0,40.0,51.0,34.0,11610.0,Draw pretty maps from OpenStreetMap data! Built with osmnx +matplotlib + shapely.,19.0,26,True,2025-03-03 21:32:20,1.4.2,10.0,prettymaps,conda-forge/prettymaps,,,,70.0,70.0,https://pypi.org/project/prettymaps,1291.0,1422.0,https://anaconda.org/conda-forge/prettymaps,2025-03-25 16:01:58.486,5132.0,,,,,3.0,,,,,,,,,,,,
386,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2025-03-25 16:01:21.495000,2025-03-17 19:23:36,689.0,14.0,1815.0,337.0,89.0,167.0,457.0,10514.0,Python wrapper for TA-Lib (http://ta-lib.org/).,33.0,26,True,,,6.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,135450.0,147413.0,https://anaconda.org/conda-forge/ta-lib,2025-03-25 16:01:21.495,657992.0,,,,,3.0,,,,,,,,,,,,
387,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1250.0,186.0,213.0,32.0,534.0,9785.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,21.0,21.0,,,337.0,,,,,,,,3.0,17237.0,,,,,,,,,,,
388,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2025-03-25 16:00:28.544000,2024-06-14 19:31:58,659.0,,1007.0,142.0,102.0,75.0,310.0,6590.0,A Python scikit for building and analyzing recommender systems.,46.0,26,True,,,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,158053.0,166388.0,https://anaconda.org/conda-forge/scikit-surprise,2025-03-25 16:00:28.544,475116.0,,,,,3.0,,,,,,,,,,,,
389,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2025-03-31 18:34:27.000000,2025-02-17 21:20:41,638.0,6.0,710.0,106.0,201.0,8.0,360.0,6080.0,Python-tesseract is an optical character recognition (OCR) tool for python.,47.0,26,True,2023-10-15 15:39:44,0.3.13,26.0,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,3073065.0,3084540.0,https://anaconda.org/conda-forge/pytesseract,2025-03-25 16:00:51.550,654093.0,,,,,3.0,,,,,,,,,,,,
390,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2025-03-28 18:30:29.000000,2025-03-28 18:30:29,780.0,1.0,1189.0,206.0,93.0,189.0,123.0,6031.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,26,True,,,,pyAudioAnalysis,,,,,607.0,607.0,https://pypi.org/project/pyAudioAnalysis,16124.0,16124.0,,,,,,,,3.0,,,,,,,,,,,,
391,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2025-04-13 22:35:59.000000,2022-05-03 07:13:22,108.0,,591.0,141.0,31.0,58.0,55.0,5644.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1955.0,1955.0,https://pypi.org/project/flashtext,1631677.0,1632044.0,https://anaconda.org/conda-forge/flashtext,2025-03-25 16:01:13.695,20946.0,,,,,3.0,,,,,,,,,,,,
392,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2025-03-02 10:12:00.000000,2025-03-02 10:09:12,1255.0,7.0,672.0,63.0,88.0,109.0,563.0,5562.0,Time series Timeseries Deep Learning Machine Learning Python Pytorch fastai | State-of-the-art Deep Learning library..,24.0,26,True,2025-03-02 09:16:42,0.4.0,15.0,tsai,conda-forge/tsai,,,,,,https://pypi.org/project/tsai,12745.0,12745.0,https://anaconda.org/conda-forge/tsai,,,,,,,3.0,,,,,,,,,,,,
393,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2025-04-04 19:49:25.000000,2025-04-04 19:49:25,6224.0,30.0,535.0,147.0,1964.0,274.0,1413.0,4677.0,ArrayFire: a general purpose GPU library.,97.0,26,True,2023-08-29 19:49:26,3.9.0,34.0,arrayfire,,,,,,,https://pypi.org/project/arrayfire,3513.0,3582.0,,,,,,,,3.0,8224.0,,,,,,,,,,,
394,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2025-03-25 16:01:01.958000,2023-04-27 20:08:56,632.0,,915.0,277.0,226.0,13.0,356.0,3873.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,False,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,78952.0,79387.0,https://anaconda.org/conda-forge/tensorflowonspark,2025-03-25 16:01:01.958,27889.0,,,,,3.0,,,,,,,,,,,,
395,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2025-03-10 06:40:29.000000,2025-03-10 06:40:29,1696.0,3.0,705.0,45.0,36.0,3.0,597.0,3862.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,33.0,26,True,2023-09-21 03:43:55,2.2.7,9.0,deepke,,,,['pytorch'],24.0,24.0,https://pypi.org/project/deepke,2551.0,2551.0,,,,,,,,3.0,,,,,,,,,,,,
396,thefuzz,seatgeek/thefuzz,nlp,,https://github.com/seatgeek/thefuzz,https://github.com/seatgeek/thefuzz,MIT,2021-03-05 19:07:19.000,2025-03-25 16:01:58.904000,2025-03-03 17:02:53,72.0,7.0,146.0,24.0,32.0,37.0,19.0,3171.0,Fuzzy String Matching in Python.,13.0,26,True,,,2.0,thefuzz,conda-forge/thefuzz,,,,4286.0,4286.0,https://pypi.org/project/thefuzz,2558717.0,2559625.0,https://anaconda.org/conda-forge/thefuzz,2025-03-25 16:01:58.904,35419.0,,,,,3.0,,,,,,,,,,,,
397,torch-points3d,torch-points3d/torch-points3d,image,,https://github.com/torch-points3d/torch-points3d,https://github.com/torch-points3d/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000,2025-02-03 23:39:56.000000,2024-06-06 00:53:31,1822.0,,343.0,51.0,444.0,76.0,290.0,2578.0,Pytorch framework for doing deep learning on point clouds.,35.0,26,True,2021-04-30 08:59:56,1.3.0,11.0,torch-points3d,,,,['pytorch'],34.0,34.0,https://pypi.org/project/torch-points3d,1537.0,1537.0,,,,,,,,3.0,,,,,,,,,,,,
398,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-07-27 16:14:52.000000,2024-07-27 16:14:15,696.0,,259.0,33.0,149.0,20.0,146.0,2467.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,26,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,299.0,299.0,https://pypi.org/project/norfair,28084.0,28090.0,,,,,,,,3.0,345.0,,,,,,,,,,,
399,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-11-22 16:48:16.000000,2024-02-28 15:45:58,1631.0,,249.0,65.0,63.0,27.0,199.0,2204.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,26,False,2024-02-28 15:44:03,2.1.0,14.0,ampligraph,,,,['tensorflow'],66.0,66.0,https://pypi.org/project/ampligraph,1635.0,1635.0,,,,,,,,2.0,,,,,,,,,,,,
400,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2024-07-16 08:39:07.000000,2024-05-21 15:42:46,481.0,,309.0,64.0,161.0,10.0,92.0,2175.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,26,True,2024-02-21 23:16:24,3.3.0,22.0,pytextrank,,,,,831.0,831.0,https://pypi.org/project/pytextrank,69927.0,69927.0,,,,,,,,3.0,,,,,,,,,,,,
401,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2025-04-10 09:30:35.000000,2025-04-10 09:30:30,2362.0,24.0,137.0,27.0,279.0,6.0,44.0,2147.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,222.0,222.0,https://pypi.org/project/labml,4670.0,4670.0,,,,,,,,3.0,,,,,,,,,,,,
402,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2025-04-17 17:19:19.000000,2025-04-15 23:23:02,6832.0,115.0,322.0,45.0,3190.0,153.0,1653.0,1951.0,cuGraph - RAPIDS Graph Analytics Library.,122.0,26,True,2025-04-15 13:55:11,25.04.01,44.0,cugraph,conda-forge/libcugraph,,,,,,https://pypi.org/project/cugraph,390.0,995.0,https://anaconda.org/conda-forge/libcugraph,2025-03-25 16:01:40.821,29074.0,,,,,3.0,,,,,,,,,,,,
403,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,309.0,27.0,381.0,42.0,155.0,1580.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,False,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,,['paddle'],65.0,65.0,https://pypi.org/project/pgl,3483.0,3483.0,,,,,,,,2.0,,,,,,,,,,,,
404,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2025-03-25 16:01:07.248000,2024-08-03 19:34:12,297.0,,219.0,44.0,186.0,42.0,122.0,1414.0,Metric learning algorithms in Python.,23.0,26,True,2023-09-29 00:16:16,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],466.0,466.0,https://pypi.org/project/metric-learn,6625.0,6898.0,https://anaconda.org/conda-forge/metric-learn,2025-03-25 16:01:07.248,15561.0,,,,,2.0,,,,,,,,,,,,
405,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2025-03-25 16:01:00.514000,2025-03-09 22:06:41,443.0,7.0,179.0,25.0,44.0,,135.0,1341.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,26,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],708.0,708.0,https://pypi.org/project/prince,170767.0,171134.0,https://anaconda.org/conda-forge/prince-factor-analysis,2025-03-25 16:01:00.514,23860.0,,,,,2.0,,,,,,,,,,,,
406,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2025-04-10 21:09:25.000000,2025-04-10 21:09:24,2711.0,67.0,99.0,20.0,1345.0,87.0,265.0,1200.0,"MetricFlow allows you to define, build, and maintain metrics in code.",47.0,26,True,2025-04-01 21:44:13,0.207.3,19.0,metricflow,,,,,32.0,32.0,https://pypi.org/project/metricflow,31982.0,31982.0,,,,,,,,3.0,,,,,dbt-labs/metricflow,,,,,,,
407,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2025-01-18 18:58:45.000000,2024-12-01 02:03:32,3719.0,,332.0,63.0,691.0,39.0,537.0,847.0,The Classical Language Toolkit.,121.0,26,True,2024-05-13 16:48:36,1.2.6,78.0,cltk,,,,,294.0,294.0,https://pypi.org/project/cltk,5564.0,5565.0,,,,,,,,3.0,128.0,,,,,,,,,,,
