,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
345,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2024-08-06 11:36:13.000,2023-11-29 13:26:08,135.0,,273.0,53.0,21.0,41.0,97.0,2934.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,27,True,2023-11-29 13:30:45,2.3.1,13.0,sweetviz,conda-forge/sweetviz,,,,81743.0,2561.0,2561.0,https://pypi.org/project/sweetviz,80958.0,https://anaconda.org/conda-forge/sweetviz,2023-12-04 12:10:57.449,34556.0,3.0,,,,,,,,,,,,,,,,
346,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2024-04-03 16:17:05.000,2024-03-04 15:46:26,1711.0,,416.0,46.0,366.0,21.0,350.0,2738.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",35.0,27,True,2024-03-04 12:27:37,3.3.4,59.0,foolbox,conda-forge/foolbox,,,,5843.0,632.0,632.0,https://pypi.org/project/foolbox,5550.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,14971.0,3.0,,,,,,,,,,,,,,,,
347,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2024-05-17 16:33:06.000,2023-12-03 09:09:14,2415.0,,256.0,27.0,1132.0,77.0,224.0,2630.0,Database system for AI-powered apps.,73.0,27,True,2023-11-19 16:35:30,0.3.9,36.0,evadb,,,['pytorch'],415350.0,17324.0,148.0,148.0,https://pypi.org/project/evadb,1941.0,,,,3.0,,,,,,georgia-tech-db/evadb,,,,,,,,,,
348,adapters,Adapter-Hub/adapters,nlp,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-08-22 18:44:14.000,2024-08-22 18:30:45,140.0,15.0,327.0,31.0,327.0,40.0,341.0,2545.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,13.0,27,True,2024-08-10 15:47:41,1.0.0,21.0,adapters,,,['huggingface'],,23525.0,108.0,108.0,https://pypi.org/project/adapters,23525.0,,,,3.0,,,,,,,,,,,,,,,,
349,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000,2024-01-21 16:46:47,1134.0,,330.0,45.0,57.0,66.0,209.0,2365.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,27,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,['tensorflow'],,12211.0,333.0,333.0,https://pypi.org/project/spektral,12211.0,,,,2.0,,,,,,,,,,,,,,,,
350,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,,2019-10-07 13:29:13.000,2024-08-05 07:13:17.000,2024-05-21 10:49:30,727.0,,222.0,40.0,546.0,122.0,235.0,2218.0,"Algorithms for outlier, adversarial and drift detection.",23.0,27,True,2024-04-17 16:05:27,0.12.0,35.0,alibi-detect,,,,,66460.0,481.0,481.0,https://pypi.org/project/alibi-detect,66460.0,,,,3.0,,,,,,,,,,,,,,,,
351,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000,2023-04-03 00:19:55,1816.0,,246.0,87.0,124.0,32.0,230.0,2209.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 22:46:00,0.13.0,29.0,textacy,conda-forge/textacy,,,,34597.0,1870.0,1870.0,https://pypi.org/project/textacy,32757.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,163821.0,3.0,,,,,,,,,,,,,,,,
352,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-10-07 11:52:00.000,2024-10-07 11:51:15,2256.0,156.0,132.0,27.0,255.0,5.0,42.0,2024.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,27,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,9399.0,172.0,172.0,https://pypi.org/project/labml,9399.0,,,,3.0,,,,,,,,,,,,,,,,
353,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000,2023-12-02 05:11:31,691.0,,281.0,40.0,495.0,157.0,151.0,1787.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,27,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,516.0,163625.0,182.0,182.0,https://pypi.org/project/petastorm,163619.0,,,,3.0,,,,,,,,,,,,,,,,
354,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000,2023-10-08 14:28:43,1157.0,,208.0,36.0,1081.0,25.0,496.0,1742.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,True,2023-06-30 13:17:42,0.8.2,26.0,lightning-flash,conda-forge/lightning-flash,,['pytorch'],,3286.0,300.0,300.0,https://pypi.org/project/lightning-flash,2695.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,22472.0,2.0,,,,,,Lightning-Universe/lightning-flash,,,,,,,,,,
355,ngboost,stanfordmlgroup/ngboost,ml-frameworks,,https://github.com/stanfordmlgroup/ngboost,https://github.com/stanfordmlgroup/ngboost,Apache-2.0,2018-06-21 22:22:40.000,2024-07-10 20:12:26.424,2024-02-20 20:42:34,706.0,,216.0,44.0,127.0,43.0,165.0,1644.0,Natural Gradient Boosting for Probabilistic Prediction.,50.0,27,True,2024-02-21 02:20:47,0.5.1,24.0,ngboost,conda-forge/ngboost,,,409.0,50835.0,217.0,217.0,https://pypi.org/project/ngboost,49697.0,https://anaconda.org/conda-forge/ngboost,2024-07-10 20:12:26.424,57663.0,3.0,,,,,,,,,,,,,,,,
356,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2024-07-26 06:19:42.000,2020-10-14 13:22:39,167.0,,361.0,71.0,89.0,27.0,26.0,1286.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,23.0,27,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,,23587.0,1466.0,1466.0,https://pypi.org/project/empyrical,23220.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,29401.0,3.0,,,,,,,,,,,,,,,,
357,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2024-09-08 06:00:12.000,2024-09-07 18:33:30,408.0,10.0,177.0,26.0,39.0,3.0,130.0,1262.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,27,True,,,5.0,prince,conda-forge/prince-factor-analysis,,['sklearn'],,200844.0,613.0,613.0,https://pypi.org/project/prince,200492.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,20770.0,2.0,,,,,,,,,,,,,,,,
358,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-10-09 00:17:12.000,2024-10-09 00:17:11,1503.0,44.0,262.0,72.0,107.0,23.0,55.0,1256.0,Model analysis tools for TensorFlow.,58.0,27,True,2024-04-25 08:18:34,0.46.0,57.0,tensorflow-model-analysis,,,"['tensorflow', 'jupyter']",,126850.0,,,https://pypi.org/project/tensorflow-model-analysis,126850.0,,,,2.0,,,,,,,,,,,,,,,,
359,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-10-02 09:22:49.000,2024-02-29 13:41:11,1144.0,,224.0,61.0,249.0,3.0,367.0,979.0,Search and download Copernicus Sentinel satellite images.,44.0,27,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,313.0,30381.0,589.0,589.0,https://pypi.org/project/sentinelsat,29700.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,32575.0,3.0,,,,,,,,,,,,,,,,
360,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2024-07-21 18:27:09.000,2024-07-20 22:10:37,819.0,1.0,249.0,40.0,513.0,230.0,257.0,897.0,Scalable Machine Learning with Dask.,80.0,27,True,2024-04-02 02:32:14,2024.4.4,30.0,dask-ml,conda-forge/dask-ml,,,,136039.0,1114.0,1114.0,https://pypi.org/project/dask-ml,119138.0,https://anaconda.org/conda-forge/dask-ml,2024-06-17 15:22:39.176,895797.0,3.0,,,,,,,,,,,,,,,,
361,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2024-06-17 19:35:33.219,2024-06-17 15:09:18,679.0,,106.0,14.0,99.0,70.0,67.0,881.0,A Python nearest neighbor descent for approximate nearest neighbors.,29.0,27,True,2024-06-17 15:10:18,release-0.5.13,25.0,pynndescent,conda-forge/pynndescent,,,,1470470.0,8008.0,8008.0,https://pypi.org/project/pynndescent,1430478.0,https://anaconda.org/conda-forge/pynndescent,2024-06-17 19:35:33.219,2039631.0,3.0,,,,,,,,,,,,,,,,
362,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2024-09-14 05:03:32.000,2024-09-14 05:03:32,1368.0,6.0,139.0,25.0,487.0,17.0,140.0,868.0,A Comparative Framework for Multimodal Recommender Systems.,22.0,27,True,2024-08-15 06:25:57,2.2.2,54.0,cornac,conda-forge/cornac,,,,58902.0,238.0,238.0,https://pypi.org/project/cornac,47729.0,https://anaconda.org/conda-forge/cornac,2024-09-13 18:17:19.820,581021.0,2.0,,,,,,,,,,,,,,,,
363,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2024-10-10 08:25:46.000,2024-10-10 06:34:50,3198.0,49.0,118.0,17.0,314.0,7.0,170.0,800.0,Python bindings for MPI.,27.0,27,True,2024-07-28 09:28:01,4.0.0,14.0,mpi4py,conda-forge/mpi4py,,,27203.0,771196.0,,,https://pypi.org/project/mpi4py,708820.0,https://anaconda.org/conda-forge/mpi4py,2024-09-04 08:05:36.172,2968498.0,3.0,,,,,,,,,,,,,,,,
364,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2024-10-09 19:48:43.000,2024-07-01 21:47:36,1690.0,,269.0,42.0,1426.0,275.0,371.0,701.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",109.0,27,True,2024-07-01 23:45:56,0.37.1,45.0,tensorflow-io,,,['tensorflow'],,1445184.0,,,https://pypi.org/project/tensorflow-io,1445184.0,,,,2.0,,,,,,,,,,,,,,,,
365,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2024-10-08 21:25:48.779,2024-10-08 18:27:56,6030.0,137.0,250.0,37.0,848.0,105.0,409.0,649.0,Python package to access a cacophony of neuro-imaging file formats.,104.0,27,True,2024-10-08 18:26:39,5.3.0,41.0,nibabel,conda-forge/nibabel,,,,1561431.0,,,https://pypi.org/project/nibabel,1546477.0,https://anaconda.org/conda-forge/nibabel,2024-10-08 21:25:48.779,777645.0,3.0,,,,,,,-6.0,,,,,,,,,
366,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-10-05 19:22:51.000,2024-10-05 19:22:51,630.0,11.0,161.0,31.0,223.0,2.0,103.0,633.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,35.0,27,True,2024-10-03 19:57:53,0.7,8.0,pyriemann,conda-forge/pyriemann,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],,37818.0,396.0,396.0,https://pypi.org/project/pyriemann,37528.0,https://anaconda.org/conda-forge/pyriemann,2024-10-04 03:48:24.751,8120.0,3.0,,,,,,,2.0,,,,,,,,,
367,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2024-09-16 22:44:42.000,2024-09-16 22:44:29,642.0,15.0,1717.0,334.0,83.0,171.0,419.0,9574.0,Python wrapper for TA-Lib (http://ta-lib.org/).,32.0,26,True,,,5.0,TA-Lib,conda-forge/ta-lib,,,,110558.0,,,https://pypi.org/project/TA-Lib,100182.0,https://anaconda.org/conda-forge/ta-lib,2024-07-01 15:21:34.819,508426.0,3.0,,,,,,,,,,,,,,,,
368,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000,2021-02-12 10:36:31,2184.0,,1202.0,184.0,213.0,30.0,534.0,9279.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,13377.0,297.0,21.0,21.0,,,,,,3.0,,,,,,,,,,,,,,,,
369,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2024-03-31 17:27:35.000,2023-10-22 09:33:23,779.0,,1163.0,210.0,92.0,186.0,122.0,5838.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,26,True,,,,pyAudioAnalysis,,,,,15286.0,515.0,515.0,https://pypi.org/project/pyAudioAnalysis,15286.0,,,,3.0,,,,,,,,,,,,,,,,
370,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2024-08-21 07:30:27.000,2024-08-21 07:30:27,13839.0,31.0,1545.0,136.0,3616.0,61.0,1976.0,5676.0,An Industrial Grade Federated Learning Framework.,101.0,26,True,2024-07-31 11:47:02,2.2.0,51.0,ETAF,,,,,,,,https://pypi.org/project/ETAF,,,,,2.0,,,,,,,,,,,,,,,,
371,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-10-08 20:55:12.000,2024-10-01 23:47:53,6174.0,21.0,530.0,147.0,1946.0,285.0,1381.0,4542.0,ArrayFire: a general purpose GPU library.,94.0,26,True,2023-08-29 19:49:26,3.9.0,34.0,arrayfire,,,,7064.0,4211.0,,,https://pypi.org/project/arrayfire,4148.0,,,,3.0,,,,,,,,,,,,,,,,
372,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-06-09 21:29:46.000,2024-06-09 21:29:43,1062.0,,971.0,243.0,217.0,44.0,203.0,4525.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,True,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,1387.0,62.0,62.0,https://pypi.org/project/tensortrade,1292.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,4015.0,3.0,,,,,,,,,,,,,,,,
373,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000,2023-04-27 20:08:56,632.0,,910.0,282.0,226.0,12.0,356.0,3873.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,False,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,"['tensorflow', 'spark']",,693109.0,,,https://pypi.org/project/tensorflowonspark,692688.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,24459.0,3.0,,,,,,,,,,,,,,,,
374,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2024-02-12 06:44:22.000,2020-04-27 18:40:41,522.0,,1037.0,165.0,215.0,45.0,146.0,3314.0,Performance analysis of predictive (alpha) stock factors.,26.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,2380.0,710.0,710.0,https://pypi.org/project/alphalens,2104.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,22105.0,3.0,,,,,,,,,,,,,,,,
375,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2024-07-25 18:53:58.000,2024-07-25 18:53:58,2707.0,2.0,380.0,38.0,522.0,59.0,217.0,2925.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",66.0,26,True,2024-03-11 02:09:54,0.3.10,16.0,textattack,conda-forge/textattack,,,,5222.0,302.0,302.0,https://pypi.org/project/textattack,5048.0,https://anaconda.org/conda-forge/textattack,2023-06-16 19:22:50.186,8548.0,3.0,,,,,,,,,,,,,,,,
376,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2024-06-02 15:40:01.000,2024-06-02 15:40:01,251.0,,330.0,30.0,322.0,82.0,39.0,2874.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,18.0,26,True,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,['sklearn'],,17713.0,1105.0,1105.0,https://pypi.org/project/lazypredict,17620.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,3565.0,3.0,,,,,,,,,,,,,,,,
377,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2024-08-03 17:30:36.000,2022-10-05 16:26:03,376.0,,233.0,50.0,482.0,39.0,70.0,2807.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,26,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,84.0,31165.0,262.0,262.0,https://pypi.org/project/m2cgen,31164.0,,,,3.0,,,,,,,,,,,,,,,,
378,torch-points3d,torch-points3d/torch-points3d,image,,https://github.com/torch-points3d/torch-points3d,https://github.com/torch-points3d/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000,2024-10-08 00:15:21.000,2024-06-06 00:53:31,1822.0,,341.0,53.0,444.0,75.0,290.0,2471.0,Pytorch framework for doing deep learning on point clouds.,35.0,26,True,2021-04-30 08:59:56,1.3.0,11.0,torch-points3d,,,['pytorch'],,1408.0,32.0,32.0,https://pypi.org/project/torch-points3d,1408.0,,,,3.0,,,,,,,,,,,,,,,,
379,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-07-05 14:45:32.000,2024-07-05 14:45:32,437.0,,808.0,90.0,287.0,148.0,103.0,2425.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,26,True,2024-04-08 20:02:55,0.6.1,12.0,aif360,conda-forge/aif360,,,,35813.0,494.0,494.0,https://pypi.org/project/aif360,35510.0,https://anaconda.org/conda-forge/aif360,2024-04-09 06:44:48.814,14875.0,2.0,,,,,,,,,,,,,,,,
380,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-04-25 09:54:03.000,2024-02-28 15:45:58,1631.0,,249.0,66.0,63.0,25.0,198.0,2143.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,26,True,2024-02-28 15:44:03,2.1.0,14.0,ampligraph,,,['tensorflow'],,1462.0,56.0,56.0,https://pypi.org/project/ampligraph,1462.0,,,,2.0,,,,,,,,,,,,,,,,
381,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2024-07-16 08:39:07.000,2024-05-21 15:42:46,481.0,,310.0,64.0,160.0,9.0,92.0,2133.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,26,True,2024-02-21 23:16:24,3.3.0,22.0,pytextrank,,,,,70461.0,726.0,726.0,https://pypi.org/project/pytextrank,70461.0,,,,3.0,,,,,,,,,,,,,,,,
382,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2024-09-24 10:24:40.000,2024-09-24 10:24:40,879.0,9.0,403.0,39.0,908.0,144.0,321.0,1924.0,A Python package to assess and improve fairness of machine learning models.,84.0,26,True,2023-12-19 14:14:09,0.10.0,14.0,fairlearn,conda-forge/fairlearn,,['sklearn'],,160559.0,3.0,3.0,https://pypi.org/project/fairlearn,159781.0,https://anaconda.org/conda-forge/fairlearn,2023-12-20 11:56:56.090,36597.0,2.0,,,,,,,,,,,,,,,,
383,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2024-03-19 21:59:57.000,2024-03-19 21:59:57,1652.0,,157.0,60.0,68.0,67.0,130.0,1820.0,A Python toolbox for gaining geometric insights into high-dimensional data.,22.0,26,True,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,49.0,1597.0,483.0,483.0,https://pypi.org/project/hypertools,1597.0,,,,3.0,,,,,,,,,,,,,,,,
384,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2024-06-21 10:56:28.000,2024-06-03 08:29:10,3912.0,,288.0,29.0,578.0,92.0,722.0,1760.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,80.0,26,True,2024-02-27 17:02:40,0.5.0,8.0,avalanche-lib,,,,35.0,2168.0,106.0,106.0,https://pypi.org/project/avalanche-lib,2168.0,,,,3.0,,,,,,,,,,,,,,,,
385,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-10-09 23:09:15.000,2024-10-09 16:29:01,6619.0,131.0,298.0,45.0,2937.0,163.0,1573.0,1688.0,cuGraph - RAPIDS Graph Analytics Library.,117.0,26,True,2024-10-09 20:36:36,24.10.00,40.0,cugraph,conda-forge/libcugraph,,,,865.0,,,https://pypi.org/project/cugraph,300.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,23739.0,3.0,,,,,,,,,,,,,,,,
386,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000,2023-08-12 06:34:27,161.0,,275.0,51.0,87.0,22.0,191.0,1593.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,26,False,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,['sklearn'],,37268.0,658.0,658.0,https://pypi.org/project/gplearn,37117.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,7858.0,3.0,,,,,,,,,,,,,,,,
387,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000,2023-09-26 07:34:28,1378.0,,306.0,28.0,380.0,39.0,155.0,1570.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,False,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,['paddle'],,4680.0,61.0,61.0,https://pypi.org/project/pgl,4680.0,,,,2.0,,,,,,,,,,,,,,,,
388,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2024-10-10 18:22:57.000,2023-06-07 07:35:59,3033.0,,121.0,36.0,361.0,12.0,187.0,1447.0,Multi-class confusion matrix library in Python.,17.0,26,False,2023-06-07 14:06:28,4.0,43.0,pycm,,,,,40173.0,341.0,341.0,https://pypi.org/project/pycm,40173.0,,,,3.0,,,,,,,,,,,,,,,,
389,ydata-synthetic,ydataai/ydata-synthetic,tabular,,https://github.com/ydataai/ydata-synthetic,https://github.com/ydataai/ydata-synthetic,MIT,2020-05-04 15:52:03.000,2024-10-04 07:22:04.000,2024-10-04 04:43:34,253.0,7.0,236.0,31.0,242.0,42.0,60.0,1424.0,Synthetic data generators for tabular and time-series data.,23.0,26,True,2024-09-10 13:36:03,2.0.0,30.0,ydata-synthetic,conda-forge/ydata-synthetic,,,485.0,4988.0,72.0,72.0,https://pypi.org/project/ydata-synthetic,4673.0,https://anaconda.org/conda-forge/ydata-synthetic,2023-09-07 21:49:12.062,6108.0,2.0,,,,,,,,,,,,,,,,
