,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,snap_id,new_addition
282,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2023-10-25 13:23:51.000000,2023-10-25 13:23:51,827.0,29.0,352.0,36.0,842.0,145.0,284.0,1662.0,A Python package to assess and improve fairness of machine learning models.,76.0,28,True,2023-07-28 09:05:39,0.9.0,13.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],2.0,2.0,https://pypi.org/project/fairlearn,516854.0,517698.0,https://anaconda.org/conda-forge/fairlearn,2023-07-28 12:27:51.245,29557.0,,,,,2.0,,,,,,,,,,,,,,
283,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2023-10-26 10:24:48.000000,2023-08-28 18:19:10,1585.0,2.0,274.0,55.0,135.0,64.0,179.0,1638.0,"CUDA integration for Python, plus shiny features.",80.0,28,True,2023-07-06 18:53:22,2022.2.2,5.0,pycuda,conda-forge/pycuda,,,,2444.0,2444.0,https://pypi.org/project/pycuda,34097.0,42448.0,https://anaconda.org/conda-forge/pycuda,2023-10-01 22:45:04.870,258893.0,,,,,3.0,,,,,,,,,,,,,,
284,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-09-26 07:43:50.000000,2023-09-26 07:34:28,1378.0,16.0,304.0,28.0,375.0,73.0,120.0,1543.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,28,True,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,,['paddle'],45.0,45.0,https://pypi.org/project/pgl,1836.0,1836.0,,,,,,,,2.0,,,,,,,,,,,,,,
285,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2023-10-10 05:06:29.000000,2023-09-06 00:50:44,697.0,3.0,294.0,43.0,349.0,71.0,187.0,1502.0,Training PyTorch models with differential privacy.,73.0,28,True,2023-03-24 15:59:54,1.4.0,20.0,opacus,conda-forge/opacus,,,['pytorch'],672.0,672.0,https://pypi.org/project/opacus,31054.0,31627.0,https://anaconda.org/conda-forge/opacus,2023-06-18 08:40:32.992,11997.0,,,,,2.0,103.0,,,,,,,,,,,,,
286,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2023-10-10 21:15:24.000000,2023-10-10 21:15:24,946.0,6.0,558.0,106.0,280.0,10.0,300.0,1451.0,Execute Python code on the fly and display results in Tableau visualizations:.,49.0,28,True,2023-06-28 20:49:21,2.9.0,20.0,tabpy,anaconda/tabpy-client,,,,144.0,144.0,https://pypi.org/project/tabpy,15247.0,15303.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4423.0,,,,,3.0,,,,,,,,,,,,,,
287,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,,2016-10-21 23:14:52.000,2023-10-22 18:34:47.000000,2023-10-20 16:00:31,1829.0,37.0,268.0,45.0,264.0,57.0,191.0,1446.0,TensorLy: Tensor Learning in Python.,66.0,28,True,2023-01-15 00:40:26,0.8.0,8.0,tensorly,conda-forge/tensorly,,,,497.0,497.0,https://pypi.org/project/tensorly,23600.0,29177.0,https://anaconda.org/conda-forge/tensorly,2023-06-16 16:08:38.154,362535.0,,,,,3.0,,,,,,,,,,,,,,
288,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-10-09 07:21:10.000000,2023-09-29 00:13:39,295.0,9.0,222.0,50.0,184.0,43.0,120.0,1348.0,Metric learning algorithms in Python.,22.0,28,True,2023-09-29 00:16:16,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],308.0,308.0,https://pypi.org/project/metric-learn,8482.0,8754.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,10621.0,,,,,2.0,,,,,,,,,,,,,,
289,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-10-24 23:50:40.000000,2023-10-24 23:50:37,1007.0,39.0,104.0,25.0,113.0,23.0,51.0,1191.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",22.0,28,True,2023-10-05 02:21:28,1.4.1,33.0,imodels,,,,,57.0,57.0,https://pypi.org/project/imodels,137561.0,137561.0,,,,,,,,2.0,,,,,,,,,,,,,,
290,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2023-06-16 19:18:39.600000,2023-04-20 04:36:19,526.0,,401.0,51.0,37.0,16.0,139.0,1184.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,True,2022-09-06 19:52:23,0.12.2,11.0,kmodes,conda-forge/kmodes,,,,2285.0,2285.0,https://pypi.org/project/kmodes,152369.0,153257.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,37321.0,,,,,3.0,,,,,,,,,,,,,,
291,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-10-24 16:43:54.000000,2023-10-24 16:43:54,2747.0,79.0,239.0,34.0,193.0,34.0,483.0,1168.0,Python interface for igraph.,71.0,28,True,2023-10-12 21:28:05,0.11.2,25.0,python-igraph,conda-forge/igraph,,,,,,https://pypi.org/project/python-igraph,291490.0,310739.0,https://anaconda.org/conda-forge/igraph,2023-10-04 20:43:38.652,471108.0,,,,,2.0,561936.0,,,,,,,,,,,,,
292,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-10-09 02:38:39.000000,2020-10-14 13:22:39,167.0,,325.0,71.0,84.0,25.0,26.0,1139.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,28,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,,1229.0,1229.0,https://pypi.org/project/empyrical,21773.0,22141.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,25053.0,,,,,3.0,,,,,,,,,,,,,,
293,Aesara,aesara-devs/aesara,ml-frameworks,,https://github.com/aesara-devs/aesara,https://github.com/aesara-devs/aesara,,2019-11-12 14:02:08.000,2023-10-25 16:56:57.335000,2023-10-25 14:19:09,30108.0,8.0,153.0,20.0,743.0,281.0,408.0,1092.0,"Aesara is a Python library for defining, optimizing, and efficiently evaluating mathematical expressions involving..",593.0,28,True,2023-10-25 14:19:59,rel-2.9.3,85.0,aesara,conda-forge/aesara,,,,556.0,556.0,https://pypi.org/project/aesara,160729.0,189503.0,https://anaconda.org/conda-forge/aesara,2023-10-25 16:56:57.335,920783.0,,,,,3.0,,,,,,,,,,,,,,
294,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-08-25 16:48:20.000000,2023-04-19 21:43:19,547.0,,167.0,35.0,85.0,76.0,122.0,875.0,A scikit-learn based module for multi-label et. al. classification.,28.0,28,True,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1300.0,1300.0,https://pypi.org/project/scikit-multilearn,75016.0,75016.0,,,,,,,,2.0,,,,,,,,,,,,,,
295,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2023-06-27 23:50:02.000000,2023-03-24 22:04:13,811.0,,237.0,41.0,502.0,223.0,252.0,869.0,Scalable Machine Learning with Dask.,77.0,28,True,2023-03-24 22:04:58,2023.3.24,28.0,dask-ml,conda-forge/dask-ml,,,,881.0,881.0,https://pypi.org/project/dask-ml,367905.0,378711.0,https://anaconda.org/conda-forge/dask-ml,2023-06-16 13:24:06.152,778049.0,,,,,3.0,,,,,,,,,,,,,,
296,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2023-10-06 09:43:40.000000,2023-10-06 09:43:40,488.0,3.0,116.0,31.0,126.0,24.0,73.0,842.0,Python bindings and utilities for GeoJSON.,54.0,28,True,,,10.0,geojson,conda-forge/geojson,,,,15620.0,15620.0,https://pypi.org/project/geojson,1256978.0,1265337.0,https://anaconda.org/conda-forge/geojson,2023-06-16 13:15:38.240,760706.0,,,,,3.0,,,,,,,,,,,,,,
297,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2023-10-26 18:08:14.000000,2023-10-15 19:09:05,2446.0,213.0,86.0,11.0,472.0,18.0,82.0,695.0,Time series forecasting with scikit-learn models.,8.0,28,True,2023-09-27 09:35:25,0.10.1,24.0,skforecast,,,,['sklearn'],194.0,194.0,https://pypi.org/project/skforecast,37736.0,37736.0,,,,,,,,3.0,,,,,,,,,,,,,,
298,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2023-10-23 19:40:26.000000,2023-10-07 23:47:13,1647.0,41.0,255.0,43.0,1265.0,252.0,361.0,667.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",107.0,28,True,2023-09-08 15:59:39,0.34.0,41.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,2900840.0,2900840.0,,,,,,,,3.0,,,,,,,,,,,,,,
299,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2023-10-24 22:37:30.000000,2023-10-24 22:37:29,824.0,45.0,113.0,30.0,83.0,26.0,75.0,565.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,19.0,28,True,2023-08-10 00:18:33,1.14.0,37.0,ml-metadata,,,,,359.0,359.0,https://pypi.org/project/ml-metadata,96125.0,96163.0,,,,,,,,3.0,2118.0,,,,,,,,,,,,,
300,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2023-10-26 16:55:44.000000,2023-10-24 13:30:41,1773.0,200.0,51.0,15.0,1324.0,20.0,196.0,414.0,The MLOps stack component for experiment tracking.,52.0,28,True,2023-10-10 09:15:40,1.8.2,116.0,neptune-client,conda-forge/neptune-client,,,,,,https://pypi.org/project/neptune-client,533097.0,538422.0,https://anaconda.org/conda-forge/neptune-client,2023-10-10 10:39:44.277,218357.0,,,,,3.0,,,,,,,,,,,,,,
301,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2023-07-09 00:54:49.000000,2023-04-19 16:47:52,581.0,,1128.0,351.0,79.0,46.0,231.0,7820.0,StarCraft II Learning Environment.,39.0,27,True,2022-07-13 12:08:43,4.0,6.0,pysc2,,,,,613.0,613.0,https://pypi.org/project/pysc2,1617.0,2032.0,,,,,,,,3.0,30719.0,,,,google-deepmind/pysc2,,,,,,,,,
302,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1190.0,156.0,950.0,41.0,781.0,5650.0,Gluon CV Toolkit.,118.0,27,True,2021-03-09 00:20:06,0.10.0,10.0,gluoncv,,,,['mxnet'],21.0,21.0,https://pypi.org/project/gluoncv,50990.0,50990.0,,,,,,,,3.0,,,,,,,,,,,,,,
303,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000000,2023-10-22 09:33:23,779.0,4.0,1134.0,212.0,91.0,179.0,120.0,5462.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,27,True,,,,pyAudioAnalysis,,,,,393.0,393.0,https://pypi.org/project/pyAudioAnalysis,14554.0,14554.0,,,,,,,,3.0,,,,,,,,,,,,,,
304,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2023-10-26 17:46:22.000000,2023-10-05 16:17:35,6152.0,31.0,508.0,153.0,1899.0,295.0,1322.0,4241.0,ArrayFire: a general purpose GPU library.,88.0,27,True,2023-08-29 19:49:26,3.9.0,34.0,arrayfire,,,,,,,https://pypi.org/project/arrayfire,968.0,1014.0,,,,,,,,3.0,4645.0,,,,,,,,,,,,,
305,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2023-10-18 12:45:17.000000,2023-10-18 12:45:17,932.0,7.0,724.0,86.0,189.0,72.0,635.0,3777.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",48.0,27,True,2023-09-27 14:17:30,78,71.0,opencv-python,,,,,,,https://pypi.org/project/opencv-python,11094144.0,11094144.0,,,,,,,,3.0,,,,,,,,,,,,,,
306,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-10-25 15:45:19.000000,2023-09-01 03:04:11,1137.0,1.0,687.0,59.0,1010.0,119.0,735.0,3764.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",85.0,27,True,2023-07-04 07:11:53,1.0.1,20.0,mmocr,,,,['pytorch'],89.0,89.0,https://pypi.org/project/mmocr,5534.0,5534.0,,,,,,,,3.0,,,,,,,,,,,,,,
307,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2023-10-25 20:00:51.000000,2023-10-24 20:05:26,1684.0,94.0,515.0,41.0,731.0,408.0,280.0,3274.0,Time series forecasting with PyTorch.,43.0,27,True,2023-04-10 19:56:20,1.0.0,31.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,,,https://pypi.org/project/pytorch-forecasting,55534.0,56924.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,51462.0,,,,,3.0,,,,,,,,,,,,,,
308,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2023-10-26 18:05:29.000000,2023-10-26 17:53:47,1112.0,46.0,437.0,61.0,655.0,,488.0,3201.0,On-device wake word detection powered by deep learning.,36.0,27,True,2023-04-13 00:20:36,2.2,13.0,pvporcupine,,,,,22.0,22.0,https://pypi.org/project/pvporcupine,3948.0,3948.0,,,,,,,,3.0,,,,,,,,,,,,,,
309,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-10-23 21:02:38.000000,2023-10-23 18:46:19,2354.0,123.0,678.0,164.0,60.0,4.0,658.0,2947.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,28.0,27,True,2023-10-23 21:02:38,1.6.0,20.0,,bioconda/deepvariant,,,['tensorflow'],,,,,906.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,58004.0,,,,,3.0,4685.0,,,,,,,,,,,,,
310,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2023-06-16 19:20:41.396000,2022-05-25 09:55:55,1696.0,,407.0,44.0,347.0,22.0,344.0,2562.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,27,False,2022-04-02 15:26:25,3.3.3,58.0,foolbox,conda-forge/foolbox,,,,528.0,528.0,https://pypi.org/project/foolbox,1740.0,2051.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,12140.0,,,,,3.0,,,,,,,,,,,,,,
311,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2023-06-01 22:20:25.000000,2023-06-01 22:10:29,1131.0,,331.0,44.0,57.0,63.0,200.0,2297.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,27,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,,['tensorflow'],236.0,236.0,https://pypi.org/project/spektral,4379.0,4379.0,,,,,,,,2.0,,,,,,,,,,,,,,
312,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-09-30 17:24:12.000000,2023-09-30 17:24:05,635.0,29.0,226.0,67.0,31.0,52.0,90.0,2119.0,Fast and Easy Infinite Neural Networks in Python.,27.0,27,True,2023-08-25 00:01:21,0.6.4,16.0,neural-tangents,,,,,83.0,83.0,https://pypi.org/project/neural-tangents,2042.0,2050.0,,,,,,,,3.0,330.0,,,,,,,,,,,,,
313,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2023-09-20 03:33:51.000000,2023-08-22 14:21:42,580.0,44.0,293.0,52.0,115.0,45.0,29.0,1421.0,Interpretability and explainability of data and machine learning models.,41.0,27,True,2023-07-01 11:47:13,0.3.0,3.0,aix360,,,,,85.0,85.0,https://pypi.org/project/aix360,962.0,962.0,,,,,,,,3.0,,,,,,,,,,,,,,
314,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2023-10-16 07:24:32.000000,2023-06-07 07:35:59,3033.0,,118.0,37.0,326.0,8.0,187.0,1397.0,Multi-class confusion matrix library in Python.,17.0,27,True,2023-06-07 14:06:28,4.0,43.0,pycm,,,,,245.0,245.0,https://pypi.org/project/pycm,35554.0,35554.0,,,,,,,,3.0,,,,,,,,,,,,,,
315,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2023-10-11 02:15:19.000000,2023-10-11 02:15:18,1365.0,16.0,247.0,74.0,103.0,20.0,53.0,1214.0,Model analysis tools for TensorFlow.,56.0,27,True,2023-08-14 20:20:00,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,272832.0,272832.0,,,,,,,,3.0,,,,,,,,,,,,,,
316,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-10-11 22:37:43.000000,2023-10-11 22:37:41,386.0,15.0,171.0,24.0,30.0,2.0,129.0,1110.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,27,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],428.0,428.0,https://pypi.org/project/prince,80959.0,81325.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17218.0,,,,,3.0,,,,,,,,,,,,,,
317,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2023-10-26 10:52:10.000000,2023-10-24 15:13:22,472.0,18.0,103.0,22.0,311.0,30.0,251.0,1069.0,Extra blocks for scikit-learn pipelines.,61.0,27,True,2023-10-17 19:17:47,0.6.16,34.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],117.0,117.0,https://pypi.org/project/scikit-lego,35901.0,36970.0,https://anaconda.org/conda-forge/scikit-lego,2023-07-19 07:17:55.286,43865.0,,,,,3.0,,,,,,,,,,,,,,True
318,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-10-06 08:58:18.000000,2023-10-05 12:53:35,137.0,10.0,105.0,22.0,101.0,29.0,72.0,974.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,27,True,2021-02-01 10:18:48,1.2.0,9.0,submitit,conda-forge/submitit,,,,1689.0,1689.0,https://pypi.org/project/submitit,155665.0,156509.0,https://anaconda.org/conda-forge/submitit,2023-10-05 15:20:30.342,32089.0,,,,,3.0,,,,,,,,,,,,,,
319,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-10-09 20:45:50.000000,2023-03-10 19:47:48,1140.0,,215.0,63.0,244.0,19.0,340.0,924.0,Search and download Copernicus Sentinel satellite images.,43.0,27,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,501.0,501.0,https://pypi.org/project/sentinelsat,17582.0,18324.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,26633.0,,,,,3.0,261.0,,,,,,,,,,,,,
320,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2023-10-23 18:32:14.000000,2023-09-26 15:37:24,16512.0,80.0,349.0,43.0,1604.0,265.0,2949.0,810.0,An open-source application for biological image analysis.,142.0,27,True,2023-08-14 19:59:48,4.2.6,48.0,cellprofiler,,,,,20.0,20.0,https://pypi.org/project/cellprofiler,503.0,554.0,,,,,,,,3.0,6026.0,,,,,,,,,,,,,
321,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2023-10-23 22:54:26.000000,2023-03-06 13:54:05,3661.0,,318.0,68.0,673.0,39.0,517.0,803.0,The Classical Language Toolkit.,120.0,27,True,2021-06-10 16:34:40,1.0.15,67.0,cltk,,,,,248.0,248.0,https://pypi.org/project/cltk,1794.0,1794.0,,,,,,,,3.0,42.0,,,,,,,,,,,,,
322,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2023-10-26 06:41:24.000000,2023-10-25 16:32:30,1281.0,18.0,118.0,27.0,414.0,5.0,120.0,756.0,A Comparative Framework for Multimodal Recommender Systems.,17.0,27,True,2023-10-20 02:59:14,1.17.0,48.0,cornac,conda-forge/cornac,,,,176.0,176.0,https://pypi.org/project/cornac,107297.0,115386.0,https://anaconda.org/conda-forge/cornac,2023-10-25 04:30:35.094,323577.0,,,,,2.0,,,,,,,,,,,,,,
323,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2023-10-13 07:25:01.000000,2023-10-13 07:25:01,516.0,13.0,149.0,31.0,168.0,4.0,97.0,532.0,Machine learning for multivariate data analysis through the Riemannian geometry of symmetric or Hermitian positive..,28.0,27,True,2023-06-20 08:57:52,0.5,6.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],281.0,281.0,https://pypi.org/project/pyriemann,28381.0,28655.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,4398.0,,,,,3.0,,,,,,,,,,,,,,
324,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2023-10-18 09:46:25.000000,2023-10-13 13:35:38,779.0,9.0,70.0,27.0,348.0,106.0,221.0,519.0,"Simple, concise geographical visualization in Python.",29.0,27,True,2023-07-20 16:57:49,1.10.1,30.0,geoviews,conda-forge/geoviews,,,,786.0,786.0,https://pypi.org/project/geoviews,7852.0,13259.0,https://anaconda.org/conda-forge/geoviews,2023-07-21 08:46:51.180,200077.0,,,,,3.0,,,,,,,,,,,,,,
325,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-10-14 18:53:31.974373,2023-10-12 07:20:40,1894.0,1.0,857.0,217.0,453.0,50.0,264.0,14215.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,26,True,2021-06-06 17:14:16,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,48681.0,49089.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,14.0,20829.0,3.0,,,,,,,,,,,,,,
326,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-10-22 05:03:59.000000,2023-06-29 16:28:24,325.0,,1330.0,440.0,47.0,75.0,87.0,10235.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,38919.0,38919.0,,,,,,,,3.0,,,,,,,,,,,,,,
327,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418000,2023-01-27 13:12:44,652.0,,971.0,145.0,93.0,73.0,304.0,5995.0,A Python scikit for building and analyzing recommender systems.,45.0,26,True,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,137593.0,146349.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,341518.0,,,,,3.0,,,,,,,,,,,,,,
